evt,cl,de,locX,locY,opt1,opt2,mtype,etype,opid,tid,pid,hs,vs,epid,oftid,ord,period
2,10:00,Start Period,0,-80,0,0,0,12,,0,0,0,0,,0,20000,1
4,09:57,Jump Ball Griner vs N Ogwumike (Taurasi gains possession),0,-80,0,0,0,10,203014,1611661317,203398,0,0,100940,1611661317,60000,1
7,09:48,[PHO] Taurasi Turnover : Bad Pass (1 TO) Steal:Parker (1 ST),135,162,1,0,1,5,201496,1611661317,100940,0,0,,1611661317,70000,1
9,09:43,Stoppage: Out-of-Bounds,0,-80,0,0,3,20,,0,0,0,0,,1611661320,90000,1
10,09:36,[LAS] Sykes Driving Reverse Layup Shot: Missed,-29,70,2,0,73,2,,1611661320,1628279,0,0,,1611661320,100000,1
11,09:33,[PHO] Cunningham Rebound (Off:0 Def:1),-29,70,0,0,0,4,,1611661317,1629482,0,0,,1611661320,110000,1
12,09:30,[PHO 2-0] Turner Alley Oop Layup shot: Made (2 PTS) Assist: Taurasi (1 AST),24,5,2,1,43,1,,1611661317,1629488,0,2,100940,1611661317,120000,1
14,09:10,[LAS 3-2] Wiese 3pt Shot: Made (3 PTS) Assist: Parker (1 AST),119,226,3,0,1,1,,1611661320,1628282,3,2,201496,1611661320,140000,1
16,08:52,Stoppage: Out-of-Bounds,0,-80,0,0,3,20,,0,0,3,2,,1611661317,160000,1
17,08:46,[PHO] Griner Jump Shot: Missed,-85,146,2,0,1,2,,1611661317,203398,3,2,,1611661317,170000,1
18,08:43,[LAS] Parker Rebound (Off:0 Def:1),-85,146,0,0,0,4,,1611661320,201496,3,2,,1611661317,180000,1
19,08:39,[PHO] Turner Foul: Shooting (1 PF) (2 FTA),41,34,0,0,2,6,201496,1611661317,1629488,3,2,,1611661320,190000,1
21,08:39,[LAS 4-2] Parker Free Throw 1 of 2 (1 PTS),0,-80,1,0,11,3,,1611661320,201496,4,2,,1611661320,210000,1
22,08:39,[LAS 5-2] Parker Free Throw 2 of 2 (2 PTS),0,-80,1,0,12,3,,1611661320,201496,5,2,,1611661320,220000,1
23,08:26,[PHO] Diggins-Smith 3pt Shot: Missed,200,153,3,0,1,2,,1611661317,203400,5,2,,1611661317,230000,1
24,08:23,[LAS] Parker Rebound (Off:0 Def:2),200,153,0,0,0,4,,1611661320,201496,5,2,,1611661317,240000,1
25,08:14,[LAS] Parker Turnaround Hook Shot: Missed,-31,80,2,0,58,2,,1611661320,201496,5,2,,1611661320,250000,1
26,08:12,[PHO] Taurasi Rebound (Off:0 Def:1),-31,80,0,0,0,4,,1611661317,100940,5,2,,1611661320,260000,1
27,08:07,[PHO 4-5] Taurasi Turnaround Jump Shot: Made (2 PTS),-105,118,2,0,47,1,,1611661317,100940,5,4,,1611661317,270000,1
28,07:42,[LAS 8-4] Parker 3pt Shot: Made (5 PTS) Assist: Gray (1 AST),111,226,3,0,1,1,,1611661320,201496,8,4,203833,1611661320,280000,1
30,07:30,[LAS] Sykes Foul: Personal (1 PF),32,242,0,0,1,6,100940,1611661320,1628279,8,4,,1611661317,300000,1
32,07:21,[PHO] Griner Driving Layup Shot: Missed,28,19,2,0,6,2,,1611661317,203398,8,4,,1611661317,320000,1
33,07:19,[LAS] Parker Rebound (Off:0 Def:3),28,19,0,0,0,4,,1611661320,201496,8,4,,1611661317,330000,1
34,07:12,[LAS] Sykes Driving Layup Shot: Missed,-40,56,2,0,6,2,100940,1611661320,1628279,8,4,,1611661320,340000,1
36,07:12,[LAS] Team Rebound,-40,56,1,0,0,4,,1611661320,0,8,4,,1611661320,360000,1
58,07:12,Stoppage: Out-of-Bounds,0,-80,0,0,3,20,,0,0,8,4,,1611661320,365000,1
37,07:03,[LAS] N Ogwumike 3pt Shot: Missed,232,29,3,0,1,2,,1611661320,203014,8,4,,1611661320,370000,1
38,07:00,[LAS] Parker Rebound (Off:1 Def:3),232,29,1,0,0,4,,1611661320,201496,8,4,,1611661320,380000,1
39,07:00,Stoppage: Out-of-Bounds,0,-80,0,0,3,20,,0,0,8,4,,1611661320,390000,1
40,06:51,[LAS] Sykes 3pt Shot: Missed,-154,216,3,0,1,2,,1611661320,1628279,8,4,,1611661320,400000,1
41,06:49,[PHO] Team Rebound,-154,216,0,0,0,4,,1611661317,0,8,4,,1611661320,410000,1
42,06:35,[PHO 6-8] Turner Cutting Layup Shot: Made (4 PTS) Assist: Diggins-Smith (1 AST),-25,4,2,0,98,1,,1611661317,1629488,8,6,203400,1611661317,420000,1
44,06:13,[LAS 10-6] N Ogwumike Pullup Jump shot: Made (2 PTS) Assist: Wiese (1 AST),-109,78,2,0,79,1,,1611661320,203014,10,6,1628282,1611661320,440000,1
46,06:03,[PHO] Taurasi Pullup Jump shot: Missed,-63,173,2,0,79,2,,1611661317,100940,10,6,,1611661317,460000,1
47,06:00,[LAS] N Ogwumike Rebound (Off:0 Def:1),-63,173,0,0,0,4,,1611661320,203014,10,6,,1611661317,470000,1
48,05:53,[LAS 12-6] Gray Pullup Jump shot: Made (2 PTS),106,71,2,0,79,1,,1611661320,203833,12,6,,1611661320,480000,1
49,05:43,[PHO] Griner Foul: Offensive Charge (1 PF),-69,255,0,0,26,6,1628282,1611661317,203398,12,6,,1611661317,490000,1
51,05:43,[PHO] Griner Turnover : Offensive Foul Turnover (1 TO),-69,255,0,0,37,5,,1611661317,203398,12,6,,1611661317,510000,1
52,05:43,[PHO] Taurasi Substitution replaced by Hartley,0,-80,0,0,0,8,,1611661317,100940,12,6,203829,1611661320,520000,1
54,05:26,[LAS] Gray Jump Shot: Missed,58,104,2,0,1,2,,1611661320,203833,12,6,,1611661320,540000,1
55,05:24,[PHO] Griner Rebound (Off:0 Def:1),58,104,0,0,0,4,,1611661317,203398,12,6,,1611661320,550000,1
56,05:03,[PHO] Griner Jump Shot: Missed,109,22,2,0,1,2,,1611661317,203398,12,6,,1611661317,560000,1
57,05:01,[LAS] Gray Rebound (Off:0 Def:1),109,22,0,0,0,4,,1611661320,203833,12,6,,1611661317,570000,1
59,04:43,[LAS] Sykes 3pt Shot: Missed,138,204,3,0,1,2,,1611661320,1628279,12,6,,1611661320,580000,1
60,04:38,[PHO] Hartley Rebound (Off:0 Def:1),138,204,0,0,0,4,,1611661317,203829,12,6,,1611661320,590000,1
61,04:32,[PHO] Hartley Turnover : Bad Pass (1 TO) Steal:Gray (1 ST),98,97,1,0,1,5,203833,1611661317,203829,12,6,,1611661317,600000,1
63,04:32,[LAS] Team Timeout : Regular,0,-80,0,0,1,9,,1611661320,1611661320,12,6,,1611661320,620000,1
64,04:32,[LAS] Sykes Substitution replaced by Williams,0,-80,0,0,0,8,,1611661320,1628279,12,6,203029,1611661320,630000,1
65,04:32,[LAS] Wiese Substitution replaced by Augustus,0,-80,0,0,0,8,,1611661320,1628282,12,6,200671,1611661320,640000,1
66,04:32,[LAS] N Ogwumike Substitution replaced by Ruffin-Pratt,0,-80,0,0,0,8,,1611661320,203014,12,6,203437,1611661320,650000,1
67,04:32,[PHO] Cunningham Substitution replaced by Coffey,0,-80,0,0,0,8,,1611661317,1629482,12,6,1628269,1611661320,660000,1
68,04:32,[PHO] Turner Substitution replaced by Vaughn,0,-80,0,0,0,8,,1611661317,1629488,12,6,201913,1611661320,670000,1
74,04:19,[LAS] Gray Turnover : Bad Pass (1 TO) Steal:Griner (1 ST),69,260,1,0,1,5,203398,1611661320,203833,12,6,,1611661320,730000,1
89,04:11,[PHO] Diggins-Smith Turnover : Bad Pass (1 TO) Steal:Ruffin-Pratt (1 ST),-43,39,1,0,1,5,203437,1611661317,203400,12,6,,1611661317,749687,1
94,04:10,[LAS] Ruffin-Pratt Turnover : Bad Pass (1 TO) Steal:Hartley (1 ST),-95,850,1,0,1,5,203829,1611661320,203437,12,6,,1611661320,749921,1
76,04:03,[PHO 8-12] Griner Layup Shot: Made (2 PTS) Assist: Hartley (1 AST),-7,21,2,0,5,1,,1611661317,203398,12,8,203829,1611661317,750000,1
78,03:40,[LAS] Parker 3pt Shot: Missed,137,204,3,0,1,2,,1611661320,201496,12,8,,1611661320,770000,1
79,03:37,[PHO] Diggins-Smith Rebound (Off:0 Def:1),137,204,0,0,0,4,,1611661317,203400,12,8,,1611661320,780000,1
80,03:25,[PHO] Griner Turnover : Bad Pass (2 TO) Steal:Parker (2 ST),-17,64,1,0,1,5,201496,1611661317,203398,12,8,,1611661317,790000,1
82,03:05,[LAS 14-8] Gray Driving Layup Shot: Made (4 PTS),50,38,2,0,6,1,,1611661320,203833,14,8,,1611661320,810000,1
83,02:53,[PHO] Hartley 3pt Shot: Missed,145,194,3,0,1,2,,1611661317,203829,14,8,,1611661317,820000,1
84,02:51,[LAS] Augustus Rebound (Off:0 Def:1),145,194,0,0,0,4,,1611661320,200671,14,8,,1611661317,830000,1
85,02:41,[LAS 16-8] Parker Jump Shot: Made (7 PTS),-81,104,2,0,1,1,,1611661320,201496,16,8,,1611661320,840000,1
86,02:27,[PHO] Hartley Jump Shot: Missed,-120,133,2,0,1,2,,1611661317,203829,16,8,,1611661317,850000,1
87,02:27,[LAS] Parker Rebound (Off:1 Def:4),-120,133,0,0,0,4,,1611661320,201496,16,8,,1611661317,860000,1
88,02:13,[LAS] Augustus Jump Shot: Missed,52,189,2,0,1,2,,1611661320,200671,16,8,,1611661320,870000,1
91,02:10,[LAS] Gray Rebound (Off:1 Def:1),52,189,1,0,0,4,,1611661320,203833,16,8,,1611661320,880000,1
92,02:01,[PHO] Coffey Foul: Shooting (1 PF) (2 FTA),-121,56,0,0,2,6,201496,1611661317,1628269,16,8,,1611661320,890000,1
96,02:01,[LAS 17-8] Parker Free Throw 1 of 2 (8 PTS),0,-80,1,0,11,3,,1611661320,201496,17,8,,1611661320,910000,1
97,02:01,[LAS] Gray Substitution replaced by Cooper,0,-80,0,0,0,8,,1611661320,203833,17,8,1630099,1611661320,920000,1
98,02:01,[PHO] Diggins-Smith Substitution replaced by Taurasi,0,-80,0,0,0,8,,1611661317,203400,17,8,100940,1611661320,930000,1
101,02:01,[LAS] Parker Free Throw 2 of 2 Missed,0,-80,2,0,12,3,,1611661320,201496,17,8,,1611661320,960000,1
102,01:58,[PHO] Vaughn Rebound (Off:0 Def:1),0,-80,0,0,0,4,,1611661317,201913,17,8,,1611661320,960001,1
103,01:52,[PHO 10-17] Coffey Jump Shot: Made (2 PTS) Assist: Hartley (2 AST),142,96,2,0,1,1,,1611661317,1628269,17,10,203829,1611661317,980000,1
105,01:34,[LAS 20-10] Parker 3pt Shot: Made (11 PTS) Assist: Williams (1 AST),98,227,3,0,1,1,,1611661320,201496,20,10,203029,1611661320,1000000,1
107,01:34,[PHO] Team Timeout : Regular,0,-80,0,0,1,9,,1611661317,1611661317,20,10,,1611661317,1020000,1
108,01:34,[LAS] Parker Substitution replaced by Anigwe,0,-80,0,0,0,8,,1611661320,201496,20,10,1629485,1611661317,1030000,1
110,01:22,[PHO] Taurasi 3pt Shot: Missed,-239,0,3,0,1,2,,1611661317,100940,20,10,,1611661317,1050000,1
111,01:22,[LAS] Team Rebound,-239,0,0,0,0,4,,1611661320,0,20,10,,1611661317,1060000,1
112,01:22,Jump Ball Williams vs Coffey (Cooper gains possession),0,-80,0,0,0,10,1628269,1611661320,203029,20,10,1630099,1611661320,1090000,1
117,01:14,[LAS] Cooper Driving Layup Shot: Missed,37,17,2,1,6,2,,1611661320,1630099,20,10,,1611661320,1120000,1
118,01:12,[PHO] Hartley Rebound (Off:0 Def:2),37,17,0,0,0,4,,1611661317,203829,20,10,,1611661320,1130000,1
119,01:01,[PHO] Vaughn Turnover : Bad Pass (1 TO) Steal:Anigwe (1 ST),74,171,1,0,1,5,1629485,1611661317,201913,20,10,,1611661317,1140000,1
121,00:56.8,[LAS 22-10] Williams Jump Shot: Made (2 PTS),-101,129,2,0,1,1,,1611661320,203029,22,10,,1611661320,1160000,1
