evt,cl,de,locX,locY,opt1,opt2,mtype,etype,opid,tid,pid,hs,vs,epid,oftid,ord,period
2,10:00,Start Period,0,-80,0,0,0,12,,0,0,0,0,,0,20000,1
4,10:00,Jump Ball Jones vs Ndour (Thomas gains possession),0,-80,0,0,0,10,203838,1611661323,1628280,0,0,203826,1611661323,60000,1
7,09:41,[CON] Thomas Layup Shot: Missed,34,40,2,0,5,2,,1611661323,203826,0,0,,1611661323,70000,1
8,09:38,[DAL] Ndour Rebound (Off:0 Def:1),34,40,0,0,0,4,,1611661321,203838,0,0,,1611661323,80000,1
9,09:21,[DAL] Ogunbowale 3pt Shot: Missed,-208,88,3,0,79,2,,1611661321,1629481,0,0,,1611661321,90000,1
10,09:18,[CON] Thomas Rebound (Off:0 Def:1),-208,88,0,0,0,4,,1611661323,203826,0,0,,1611661321,100000,1
11,09:14,[CON 2-0] Hiedeman Layup Shot: Made (2 PTS) Assist: Thomas (1 AST),-5,-6,2,1,5,1,,1611661323,1629567,0,2,202662,1611661323,110000,1
13,08:59,[DAL] Team Timeout : Regular,0,-80,0,0,1,9,,1611661321,1611661321,0,2,,1611661321,130000,1
14,08:49,[DAL] Sabally Hook Shot: Missed,75,28,2,0,3,2,,1611661321,1630149,0,2,,1611661321,140000,1
15,08:47,[CON] Thomas Rebound (Off:0 Def:2),75,28,0,0,0,4,,1611661323,203826,0,2,,1611661321,150000,1
16,08:38,[CON 4-0] Jones Hook Shot: Made (2 PTS) Assist: Hiedeman (1 AST),13,58,2,0,3,1,,1611661323,1628280,0,4,1629567,1611661323,160000,1
18,08:22,[DAL] Thornton 3pt Shot: Missed,-187,210,3,0,1,2,,1611661321,203866,0,4,,1611661321,180000,1
19,08:20,[CON] Team Rebound,-187,210,0,0,0,4,,1611661323,0,0,4,,1611661321,190000,1
20,08:11,[CON 6-0] Thomas Pullup Jump shot: Made (2 PTS),-82,132,2,0,79,1,,1611661323,202662,0,6,,1611661323,200000,1
21,07:53,[DAL] Sabally Turnover : Lost Ball (1 TO) Steal:Thomas (1 ST),-107,184,1,0,2,5,203826,1611661321,1630149,0,6,,1611661321,210000,1
23,07:48,[CON 8-0] Thomas Driving Layup Shot: Made (2 PTS),47,-8,2,1,6,1,,1611661323,203826,0,8,,1611661323,230000,1
24,07:36,[DAL] Ogunbowale Turnover : Out of Bounds - Bad Pass Turnover (1 TO),-42,270,0,0,45,5,,1611661321,1629481,0,8,,1611661321,240000,1
25,07:24,[DAL] Thornton Foul: Personal (1 PF),162,124,0,0,1,6,201886,1611661321,203866,0,8,,1611661323,250000,1
27,07:15,[CON] Bonner 3pt Shot: Missed,165,174,3,0,1,2,,1611661323,201886,0,8,,1611661323,270000,1
28,07:10,[DAL] Ndour Rebound (Off:0 Def:2),165,174,0,0,0,4,,1611661321,203838,0,8,,1611661323,280000,1
29,06:57,[DAL] Ndour Turnaround Fadeaway Bank Jump Shot: Missed,7,199,2,0,105,2,,1611661321,203838,0,8,,1611661321,290000,1
30,06:52,[CON] Bonner Rebound (Off:0 Def:1),7,199,0,0,0,4,,1611661323,201886,0,8,,1611661321,300000,1
31,06:51,[CON 10-0] Jones Layup Shot: Made (4 PTS) Assist: Thomas (1 AST),47,11,2,0,5,1,,1611661323,1628280,0,10,203826,1611661323,310000,1
33,06:51,[DAL] Ndour Foul: Shooting (1 PF) (1 FTA),36,4,0,0,2,6,1628280,1611661321,203838,0,10,,1611661323,330000,1
35,06:51,[CON 11-0] Jones Free Throw 1 of 1 (5 PTS),0,-80,1,0,10,3,,1611661323,1628280,0,11,,1611661323,350000,1
36,06:33,[DAL] Thornton 3pt Shot: Missed,-219,83,3,0,1,2,,1611661321,203866,0,11,,1611661321,360000,1
37,06:30,[DAL] Jefferson Rebound (Off:1 Def:0),-219,83,1,0,0,4,,1611661321,1627669,0,11,,1611661321,370000,1
38,06:26,[DAL] Jefferson Turnover : Lost Ball (1 TO) Steal:Bonner (1 ST),-1,70,1,0,2,5,201886,1611661321,1627669,0,11,,1611661321,380000,1
40,06:26,[DAL] Sabally Foul: Personal (1 PF),-5,570,0,0,1,6,201886,1611661321,1630149,0,11,,1611661323,400000,1
42,06:13,[CON] Thomas 3pt Shot: Missed,-4,260,3,0,1,2,,1611661323,202662,0,11,,1611661323,420000,1
43,06:08,[DAL] Ogunbowale Rebound (Off:0 Def:1),-4,260,0,0,0,4,,1611661321,1629481,0,11,,1611661323,430000,1
44,06:06,[DAL] Ogunbowale Foul: Offensive Charge (1 PF),-6,55,0,0,26,6,202662,1611661321,1629481,0,11,,1611661321,440000,1
46,06:06,[DAL] Ogunbowale Turnover : Offensive Foul Turnover (2 TO),-6,55,0,0,37,5,,1611661321,1629481,0,11,,1611661321,460000,1
47,05:46,[CON] Thomas Driving Layup Shot: Missed,26,53,2,0,6,2,1630149,1611661323,203826,0,11,,1611661323,470000,1
48,05:46,[DAL] Team Rebound,26,53,0,0,0,4,,1611661321,0,0,11,,1611661323,480000,1
49,05:46,[CON] Jones Foul: Personal (1 PF),-15,773,0,0,1,6,1630149,1611661323,1628280,0,11,,1611661321,490000,1
52,05:46,Stoppage Other,0,-80,0,0,6,20,,0,0,0,11,,1611661321,510000,1
53,05:32,[DAL] Sabally Turnover : Out of Bounds - Bad Pass Turnover (2 TO),99,233,0,0,45,5,,1611661321,1630149,0,11,,1611661321,520000,1
55,05:21,[CON 13-0] Thomas Cutting Finger Roll Layup Shot: Made (4 PTS) Assist: Bonner (1 AST),-22,33,2,0,99,1,,1611661323,203826,0,13,201886,1611661323,540000,1
57,05:09,[DAL 2-13] Ogunbowale Pullup Jump shot: Made (2 PTS),-7,173,2,0,79,1,,1611661321,1629481,2,13,,1611661321,560000,1
58,04:47,[CON 15-2] Hiedeman Pullup Jump shot: Made (4 PTS),-92,149,2,0,79,1,,1611661323,1629567,2,15,,1611661323,570000,1
59,04:31,[DAL 4-15] Ndour Cutting Finger Roll Layup Shot: Made (2 PTS) Assist: Ogunbowale (1 AST),-6,43,2,0,99,1,,1611661321,203838,4,15,1629481,1611661321,580000,1
61,04:14,[CON 17-4] Jones Layup Shot: Made (7 PTS) Assist: Thomas (2 AST),53,33,2,0,5,1,,1611661323,1628280,4,17,203826,1611661323,600000,1
62,04:00,[DAL 6-17] Ogunbowale Layup Shot: Made (4 PTS),24,38,2,0,5,1,,1611661321,1629481,6,17,,1611661321,610000,1
63,04:00,[CON] Jones Foul: Shooting (2 PF) (1 FTA),22,28,0,0,2,6,1629481,1611661323,1628280,6,17,,1611661321,620000,1
65,04:00,[DAL] Ndour Substitution replaced by Alarie,0,-80,0,0,0,8,,1611661321,203838,6,17,1630093,1611661321,640000,1
67,04:00,[CON] Jones Substitution replaced by Plaisance,0,-80,0,0,0,8,,1611661323,1628280,6,17,203849,1611661321,660000,1
69,04:00,[DAL] Ogunbowale Free Throw 1 of 1 Missed,0,-80,2,0,10,3,,1611661321,1629481,6,17,,1611661321,680000,1
70,03:55,[DAL] Ogunbowale Rebound (Off:1 Def:1),0,-80,1,0,0,4,,1611661321,1629481,6,17,,1611661321,680001,1
71,03:47,[DAL] Ogunbowale 3pt Shot: Missed,2,246,3,0,79,2,,1611661321,1629481,6,17,,1611661321,700000,1
72,03:44,[CON] Team Rebound,2,246,0,0,0,4,,1611661323,0,6,17,,1611661321,710000,1
73,03:36,[CON] Bonner Turnover : Out of Bounds - Bad Pass Turnover (1 TO),-3,255,0,0,45,5,,1611661323,201886,6,17,,1611661323,720000,1
74,03:19,[DAL] Sabally Layup Shot: Missed,-62,37,2,0,5,2,201886,1611661321,1630149,6,17,,1611661321,730000,1
76,03:14,[CON] Hiedeman Rebound (Off:0 Def:1),-62,37,0,0,0,4,,1611661323,1629567,6,17,,1611661321,750000,1
77,03:13,[CON] Hiedeman Turnover : Bad Pass (1 TO) Steal:Ogunbowale (1 ST),173,140,1,0,1,5,1629481,1611661323,1629567,6,17,,1611661323,760000,1
79,03:08,[DAL] Ogunbowale Layup Shot: Missed,-46,31,2,0,5,2,,1611661321,1629481,6,17,,1611661321,780000,1
80,03:07,[DAL] Team Rebound,-46,31,1,0,0,4,,1611661321,0,6,17,,1611661321,790000,1
81,02:54,[DAL] Jefferson Pullup Jump shot: Missed,-79,163,2,0,79,2,,1611661321,1627669,6,17,,1611661321,800000,1
82,02:54,[CON] Team Rebound,-79,163,0,0,0,4,,1611661323,0,6,17,,1611661321,810000,1
83,02:54,[DAL] Jefferson Substitution replaced by Harris,0,-80,0,0,0,8,,1611661321,1627669,6,17,1630112,1611661323,820000,1
85,02:41,[CON] Plaisance 3pt Shot: Missed,153,199,3,0,1,2,,1611661323,203849,6,17,,1611661323,840000,1
86,02:39,[DAL] Sabally Rebound (Off:0 Def:1),153,199,0,0,0,4,,1611661321,1630149,6,17,,1611661323,850000,1
87,02:19,[DAL 8-17] Alarie Layup Shot: Made (2 PTS) Assist: Harris (1 AST),-18,45,2,0,5,1,,1611661321,1630093,8,17,1630112,1611661321,860000,1
89,01:59,[CON] Plaisance 3pt Shot: Missed,-172,201,3,0,1,2,,1611661323,203849,8,17,,1611661323,880000,1
90,01:56,[CON] Thomas Rebound (Off:1 Def:2),-172,201,1,0,0,4,,1611661323,203826,8,17,,1611661323,890000,1
91,01:46,[CON] Bonner 3pt Shot: Missed,208,146,3,0,80,2,,1611661323,201886,8,17,,1611661323,900000,1
92,01:43,[DAL] Thornton Rebound (Off:0 Def:1),208,146,0,0,0,4,,1611661321,203866,8,17,,1611661323,910000,1
93,01:29,[DAL] Sabally 3pt Shot: Missed,-225,117,3,0,1,2,,1611661321,1630149,8,17,,1611661321,920000,1
94,01:26,[CON] Thomas Rebound (Off:1 Def:3),-225,117,0,0,0,4,,1611661323,203826,8,17,,1611661321,930000,1
95,01:23,[CON] Hiedeman Pullup Jump shot: Missed,-85,52,2,0,79,2,,1611661323,1629567,8,17,,1611661323,940000,1
96,01:20,[DAL] Alarie Rebound (Off:0 Def:1),-85,52,0,0,0,4,,1611661321,1630093,8,17,,1611661323,950000,1
97,01:16,[DAL] Ogunbowale Pullup Jump shot: Missed,-12,148,2,0,79,2,,1611661321,1629481,8,17,,1611661321,960000,1
98,01:12,[CON] Plaisance Rebound (Off:0 Def:1),-12,148,0,0,0,4,,1611661323,203849,8,17,,1611661321,970000,1
99,00:55.4,[CON 19-8] Thomas Layup Shot: Made (6 PTS) Assist: Thomas (2 AST),8,32,2,0,5,1,,1611661323,203826,8,19,202662,1611661323,980000,1
101,00:45.9,[DAL] Sabally Turnover : Lost Ball (3 TO) Steal:Bonner (2 ST),-8,250,1,0,2,5,201886,1611661321,1630149,8,19,,1611661321,1000000,1
103,00:43.0,[CON 21-8] Bonner Layup Shot: Made (2 PTS),6,15,2,1,5,1,,1611661323,201886,8,21,,1611661323,1020000,1
104,00:28.3,[DAL] Harris Turnover : Bad Pass (1 TO) Steal:Plaisance (1 ST),-12,61,1,0,1,5,203849,1611661321,1630112,8,21,,1611661321,1030000,1
106,00:11.9,[CON 23-8] Thomas Layup Shot: Made (8 PTS) Assist: Thomas (3 AST),30,20,2,0,5,1,,1611661323,203826,8,23,202662,1611661323,1050000,1
108,00:03.2,[CON] Thomas Foul: Personal (1 PF),-64,340,0,0,1,6,1629481,1611661323,202662,8,23,,1611661321,1070000,1
110,00:03.2,[DAL] Sabally Substitution replaced by Samuelson,0,-80,0,0,0,8,,1611661321,1630149,8,23,1629478,1611661321,1090000,1
111,00:03.2,[DAL] Thornton Substitution replaced by Gray,0,-80,0,0,0,8,,1611661321,203866,8,23,1628277,1611661321,1100000,1
114,00:00.1,[DAL] Gray 3pt Shot: Missed,-54,280,3,0,1,2,,1611661321,1628277,8,23,,1611661321,1130000,1
115,00:00.1,[DAL] Team Rebound,-54,280,1,0,0,4,,1611661321,0,8,23,,1611661321,1140000,1
116,00:00.0,End Period,0,-80,0,0,0,13,,0,0,8,23,,1611661321,1150000,1
124,10:00,Start Period,0,-80,0,0,0,12,,0,0,8,23,,1611661321,1220000,2
125,09:46,[CON] Holmes Foul: Personal (1 PF),47,35,0,0,1,6,1630112,1611661323,1627678,8,23,,1611661321,1230000,2
127,09:35,[DAL 11-23] Harris 3pt Shot: Made (3 PTS) Assist: Gray (1 AST),-200,174,3,0,1,1,,1611661321,1630112,11,23,1628277,1611661321,1250000,2
129,09:17,[CON] Thomas Jump Shot: Missed,-191,15,2,0,1,2,,1611661323,202662,11,23,,1611661323,1270000,2
130,09:12,[CON] Jones Rebound (Off:1 Def:0),-191,15,1,0,0,4,,1611661323,1628280,11,23,,1611661323,1280000,2
131,09:12,[CON 25-11] Jones Putback Layup Shot: Made (9 PTS),0,-5,2,0,72,1,,1611661323,1628280,11,25,,1611661323,1290000,2
132,08:52,[DAL] Samuelson Turnover : Bad Pass (1 TO) Steal:Jones (1 ST),-202,39,1,0,1,5,1628280,1611661321,1629478,11,25,,1611661321,1300000,2
134,08:47,[CON 27-11] Holmes Layup Shot: Made (2 PTS) Assist: Thomas (3 AST),70,1,2,1,5,1,,1611661323,1627678,11,27,203826,1611661323,1320000,2
136,08:41,[DAL] Team Timeout : Regular,0,-80,0,0,1,9,,1611661321,1611661321,11,27,,1611661321,1340000,2
137,08:30,[DAL] Gray Layup Shot: Missed,-104,5,2,0,5,2,,1611661321,1628277,11,27,,1611661321,1350000,2
138,08:30,[DAL] Team Rebound,-104,5,1,0,0,4,,1611661321,0,11,27,,1611661321,1360000,2
139,08:30,[CON] Jones Foul: Loose Ball (3 PF),-100,80,0,0,3,6,1628277,1611661323,1628280,11,27,,1611661321,1370000,2
141,08:30,[CON] Jones Substitution replaced by Bonner,0,-80,0,0,0,8,,1611661323,1628280,11,27,201886,1611661321,1390000,2
143,08:16,[DAL 14-27] Ogunbowale 3pt Shot: Made (7 PTS) Assist: Alarie (1 AST),-195,183,3,0,1,1,,1611661321,1629481,14,27,1630093,1611661321,1410000,2
145,07:56,[CON 30-14] Holmes 3pt Shot: Made (5 PTS) Assist: Thomas (4 AST),-228,60,3,0,1,1,,1611661323,1627678,14,30,202662,1611661323,1430000,2
147,07:43,[DAL 17-30] Gray 3pt Shot: Made (3 PTS),-47,241,3,0,79,1,,1611661321,1628277,17,30,,1611661321,1450000,2
148,07:21,[CON] Holmes 3pt Shot: Missed,-139,219,3,0,1,2,,1611661323,1627678,17,30,,1611661323,1460000,2
149,07:16,[DAL] Alarie Rebound (Off:0 Def:2),-139,219,0,0,0,4,,1611661321,1630093,17,30,,1611661323,1470000,2
150,07:03,[DAL] Alarie Foul: Personal (1 PF),-79,11,0,0,1,6,202662,1611661321,1630093,17,30,,1611661321,1480000,2
165,07:03,[DAL] Alarie Turnover : Lost Ball (1 TO) Steal:Thomas (1 ST),-87,6,1,0,2,5,202662,1611661321,1630093,17,30,,1611661321,1505000,2
153,07:03,[DAL] Alarie Substitution replaced by Harrison,0,-80,0,0,0,8,,1611661321,1630093,17,30,204330,1611661323,1510000,2
154,07:03,[DAL] Samuelson Substitution replaced by Thornton,0,-80,0,0,0,8,,1611661321,1629478,17,30,203866,1611661323,1520000,2
157,06:52,[CON] Thomas Pullup Jump shot: Missed,53,165,2,0,79,2,,1611661323,202662,17,30,,1611661323,1550000,2
