evt,cl,de,locX,locY,opt1,opt2,mtype,etype,opid,tid,pid,hs,vs,epid,oftid,ord,period
2,10:00,Start Period,0,-80,0,0,0,12,,0,0,0,0,,0,20000,1
4,09:55,Jump Ball Stevens vs Jones (Vandersloot gains possession),0,-80,0,0,0,10,1628280,1611661329,1628922,0,0,202664,1611661329,60000,1
7,09:43,[CHI] Parker Layup Shot: Missed,44,59,2,0,5,2,,1611661329,204323,0,0,,1611661329,70000,1
8,09:41,[CON] Jones Rebound (Off:0 Def:1),44,59,0,0,0,4,,1611661323,1628280,0,0,,1611661329,80000,1
9,09:20,[CON] Hiedeman Turnover : Lost Ball (1 TO) Steal:Quigley (1 ST),69,143,1,0,2,5,201516,1611661323,1629567,0,0,,1611661323,90000,1
11,09:12,[CHI 2-0] Parker Layup Shot: Made (2 PTS) Assist: Stevens (1 AST),-31,17,2,0,5,1,,1611661329,204323,0,2,1628922,1611661329,110000,1
13,08:53,[CON] Bonner Layup Shot: Missed,35,60,2,0,5,2,,1611661323,201886,0,2,,1611661323,130000,1
14,08:53,[CHI] Stevens Rebound (Off:0 Def:1),35,60,0,0,0,4,,1611661329,1628922,0,2,,1611661323,140000,1
15,08:53,Stoppage: Court Cleanup,0,-80,0,0,4,20,,0,0,0,2,,1611661329,150000,1
16,08:51,Jump Ball Stevens vs Jones (Parker gains possession),0,-80,0,0,0,10,1628280,1611661329,1628922,0,2,204323,1611661329,180000,1
19,08:43,[CHI] Copper Turnover : Lost Ball (1 TO) Steal:Thomas (1 ST),48,210,1,0,2,5,202662,1611661329,1627674,0,2,,1611661329,190000,1
21,08:24,[CON] Hiedeman Turnover : Bad Pass (2 TO),104,193,0,0,1,5,,1611661323,1629567,0,2,,1611661323,210000,1
22,08:24,Stoppage: Out-of-Bounds,0,-80,0,0,3,20,,0,0,0,2,,1611661329,220000,1
23,08:13,[CHI 5-0] Quigley 3pt Shot: Made (3 PTS) Assist: Parker (1 AST),-24,252,3,0,1,1,,1611661329,201516,0,5,204323,1611661329,230000,1
24,08:00,[CON 3-5] Thomas 3pt Shot: Made (3 PTS) Assist: Hiedeman (1 AST),-169,170,3,0,1,1,,1611661323,202662,3,5,1629567,1611661323,240000,1
27,07:46,[CHI 7-3] Quigley Hook Shot: Made (5 PTS) Assist: Parker (2 AST),42,24,2,0,3,1,,1611661329,201516,3,7,204323,1611661329,260000,1
29,07:35,[CON] Hiedeman Pullup Jump shot: Missed,-4,169,2,0,79,2,,1611661323,1629567,3,7,,1611661323,280000,1
30,07:32,[CHI] Parker Rebound (Off:0 Def:1),-4,169,0,0,0,4,,1611661329,204323,3,7,,1611661323,290000,1
31,07:27,[CHI 9-3] Copper Pullup Jump shot: Made (2 PTS) Assist: Vandersloot (1 AST),121,113,2,1,79,1,,1611661329,1627674,3,9,202664,1611661329,300000,1
33,07:16,[CHI] Copper Foul: Personal (1 PF),74,159,0,0,1,6,201886,1611661329,1627674,3,9,,1611661323,320000,1
35,07:05,[CON] Jones Turnover : Bad Pass (1 TO) Steal:Copper (1 ST),-158,10,1,0,1,5,1627674,1611661323,1628280,3,9,,1611661323,340000,1
37,07:04,[CON] Thomas Foul: Personal (1 PF),-20,447,0,0,1,6,1627674,1611661323,203826,3,9,,1611661329,360000,1
39,06:55,[CON] Thomas Foul: Personal (2 PF),-4,50,0,0,1,6,202664,1611661323,203826,3,9,,1611661329,380000,1
41,06:55,[CON] Thomas Substitution replaced by Holmes,0,-80,0,0,0,8,,1611661323,203826,3,9,1627678,1611661329,400000,1
44,06:50,[CHI] Vandersloot Layup Shot: Missed,-14,105,2,0,5,2,202662,1611661329,202664,3,9,,1611661329,430000,1
46,06:45,[CON] Thomas Rebound (Off:0 Def:1),-14,105,0,0,0,4,,1611661323,202662,3,9,,1611661329,450000,1
47,06:43,[CON] Thomas Layup Shot: Missed,34,38,2,1,5,2,,1611661323,202662,3,9,,1611661323,460000,1
48,06:43,[CON] Team Rebound,34,38,1,0,0,4,,1611661323,0,3,9,,1611661323,470000,1
49,06:41,[CON 5-9] Thomas Jump Shot: Made (5 PTS) Assist: Hiedeman (2 AST),-191,-10,2,0,1,1,,1611661323,202662,5,9,1629567,1611661323,480000,1
51,06:27,[CHI] Parker Turnover : Lost Ball (1 TO) Steal:Thomas (2 ST),74,352,1,0,2,5,202662,1611661329,204323,5,9,,1611661329,500000,1
53,06:27,[CHI] Parker Foul: Personal (1 PF),-71,471,0,0,1,6,202662,1611661329,204323,5,9,,1611661323,520000,1
55,06:19,[CHI] Parker Foul: Shooting (2 PF) (2 FTA),-53,16,0,0,2,6,1628280,1611661329,204323,5,9,,1611661323,540000,1
57,06:19,[CON 6-9] Jones Free Throw 1 of 2 (1 PTS),0,-80,1,0,11,3,,1611661323,1628280,6,9,,1611661323,560000,1
58,06:19,[CHI] Parker Substitution replaced by Hebard,0,-80,0,0,0,8,,1611661329,204323,6,9,1630113,1611661323,570000,1
60,06:19,[CON] Jones Free Throw 2 of 2 Missed,0,-80,2,0,12,3,,1611661323,1628280,6,9,,1611661323,590000,1
61,06:16,[CHI] Copper Rebound (Off:0 Def:1),0,-80,0,0,0,4,,1611661329,1627674,6,9,,1611661323,590001,1
62,05:57,[CHI 12-6] Vandersloot 3pt Shot: Made (3 PTS) Assist: Hebard (1 AST),227,7,3,0,1,1,,1611661329,202664,6,12,1630113,1611661329,610000,1
64,05:37,[CON] Bonner Jump Shot: Missed,-15,176,2,0,1,2,,1611661323,201886,6,12,,1611661323,630000,1
65,05:35,[CHI] Copper Rebound (Off:0 Def:2),-15,176,0,0,0,4,,1611661329,1627674,6,12,,1611661323,640000,1
66,05:26,[CHI 15-6] Quigley 3pt Shot: Made (8 PTS) Assist: Copper (1 AST),-93,233,3,0,1,1,,1611661329,201516,6,15,1627674,1611661329,650000,1
79,05:26,Instant Replay - Overturn Ruling,0,-80,0,0,1,18,,0,0,6,15,,1611661323,665000,1
68,05:13,[CON] Thomas Turnover : Bad Pass (1 TO),104,59,0,0,1,5,,1611661323,202662,6,15,,1611661323,670000,1
69,05:13,Stoppage: Out-of-Bounds,0,-80,0,0,3,20,,0,0,6,15,,1611661329,680000,1
70,04:52,[CHI] Vandersloot Turnover : Bad Pass (1 TO) Steal:Bonner (1 ST),170,172,1,0,1,5,201886,1611661329,202664,6,15,,1611661329,690000,1
