evt,cl,de,locX,locY,opt1,opt2,mtype,etype,opid,tid,pid,hs,vs,epid,oftid,ord,period
2,10:00,Start Period,0,-80,0,0,0,12,,0,0,0,0,,0,20000,1
4,09:56,Jump Ball Stokes vs Jones (Zahui B gains possession),0,-80,0,0,0,10,1628280,1611661313,204329,0,0,204320,1611661313,60000,1
7,09:36,[NYL] Clarendon 3pt Shot: Missed,39,250,3,0,1,2,,1611661313,203406,0,0,,1611661313,70000,1
8,09:36,[NYL] Team Rebound,39,250,1,0,0,4,,1611661313,0,0,0,,1611661313,80000,1
14,09:36,[NYL] Team Turnover : Shot Clock Turnover,38,236,0,0,11,5,,1611661313,0,0,0,,1611661313,85000,1
9,09:36,[NYL] Clarendon Substitution replaced by Jones,0,-80,0,0,0,8,,1611661313,203406,0,0,1630119,1611661323,90000,1
12,09:22,[CON 2-0] Thomas Jump Shot: Made (2 PTS) Assist: Bonner (1 AST),-64,116,2,0,1,1,,1611661323,203826,2,0,201886,1611661323,120000,1
15,09:04,[CON] January Foul: Personal (1 PF),-154,134,0,0,1,6,1630127,1611661323,201896,2,0,,1611661313,140000,1
17,08:56,[NYL] Zahui B 3pt Shot: Missed,-135,221,3,0,1,2,,1611661313,204320,2,0,,1611661313,160000,1
18,08:52,[CON] Bonner Rebound (Off:0 Def:1),-135,221,0,0,0,4,,1611661323,201886,2,0,,1611661313,170000,1
19,08:41,[CON 4-0] Thomas Layup Shot: Made (4 PTS) Assist: January (1 AST),-30,32,2,0,5,1,,1611661323,203826,4,0,201896,1611661323,180000,1
21,08:36,[NYL] Zahui B Turnover : Out of Bounds - Bad Pass Turnover (1 TO),-39,822,0,0,45,5,,1611661313,204320,4,0,,1611661313,200000,1
22,08:28,[CON] Bonner 3pt Shot: Missed,-149,198,3,0,1,2,,1611661323,201886,4,0,,1611661323,210000,1
23,08:24,[NYL] Stokes Rebound (Off:0 Def:1),-149,198,0,0,0,4,,1611661313,204329,4,0,,1611661323,220000,1
24,08:15,[NYL] Stokes Turnover : Out of Bounds - Bad Pass Turnover (1 TO),53,262,0,0,45,5,,1611661313,204329,4,0,,1611661313,230000,1
25,08:09,[CON] Thomas Turnover : Lost Ball (1 TO) Steal:Jones (1 ST),-44,167,1,0,2,5,1630119,1611661323,202662,4,0,,1611661323,240000,1
27,08:05,[NYL 2-4] Nurse Layup Shot: Made (2 PTS) Assist: Jones (1 AST),37,19,2,0,5,1,,1611661313,1628915,4,2,1630119,1611661313,260000,1
29,08:05,[CON] Thomas Foul: Shooting (1 PF) (1 FTA),21,18,0,0,2,6,1628915,1611661323,203826,4,2,,1611661313,280000,1
31,08:05,[NYL 3-4] Nurse Free Throw 1 of 1 (3 PTS),0,-80,1,0,10,3,,1611661313,1628915,4,3,,1611661313,300000,1
32,07:46,[CON 6-3] Thomas Jump Shot: Made (6 PTS) Assist: January (2 AST),1,78,2,0,1,1,,1611661323,203826,6,3,201896,1611661323,310000,1
34,07:35,[NYL] Jones Turnover : Lost Ball (1 TO) Steal:Jones (1 ST),44,157,1,0,2,5,1628280,1611661313,1630119,6,3,,1611661313,330000,1
36,07:29,[CON 8-3] Thomas Jump Shot: Made (8 PTS) Assist: Jones (1 AST),35,111,2,0,1,1,,1611661323,203826,8,3,1628280,1611661323,350000,1
38,07:20,[NYL] Jones Turnover : Bad Pass (2 TO) Steal:January (1 ST),66,187,1,0,1,5,201896,1611661313,1630119,8,3,,1611661313,370000,1
40,07:11,[CON 10-3] Thomas Layup Shot: Made (10 PTS) Assist: January (3 AST),-20,27,2,0,5,1,,1611661323,203826,10,3,201896,1611661323,390000,1
42,06:58,[NYL] Nurse Driving Layup Shot: Missed,-34,51,2,0,6,2,,1611661313,1628915,10,3,,1611661313,410000,1
43,06:56,[CON] Bonner Rebound (Off:0 Def:2),-34,51,0,0,0,4,,1611661323,201886,10,3,,1611661313,420000,1
44,06:54,[NYL] Stokes Foul: Shooting (1 PF) (2 FTA),4,35,0,0,2,6,203826,1611661313,204329,10,3,,1611661323,430000,1
46,06:54,[CON] Thomas Free Throw 1 of 2 Missed,0,-80,2,0,11,3,,1611661323,203826,10,3,,1611661323,450000,1
47,06:54,[CON] Team Rebound,0,-80,1,0,1,4,,1611661323,0,10,3,,1611661323,450001,1
48,06:54,[NYL] Jones Substitution replaced by Clarendon,0,-80,0,0,0,8,,1611661313,1630119,10,3,203406,1611661323,470000,1
50,06:54,[CON] Thomas Free Throw 2 of 2 Missed,0,-80,2,0,12,3,,1611661323,203826,10,3,,1611661323,490000,1
51,06:52,[NYL] Clarendon Rebound (Off:0 Def:1),0,-80,0,0,0,4,,1611661313,203406,10,3,,1611661323,490001,1
52,06:33,[NYL 5-10] Clarendon Cutting Layup Shot: Made (2 PTS) Assist: Zahui B (1 AST),13,24,2,0,98,1,,1611661313,203406,10,5,204320,1611661313,510000,1
54,06:18,[CON 13-5] January 3pt Shot: Made (3 PTS),53,242,3,0,1,1,,1611661323,201896,13,5,,1611661323,530000,1
55,06:01,[NYL 8-13] Stokes 3pt Shot: Made (3 PTS) Assist: Nurse (1 AST),-90,247,3,0,1,1,,1611661313,204329,13,8,1628915,1611661313,540000,1
57,05:43,[CON] Thomas Jump Shot: Missed,-48,97,2,0,1,2,,1611661323,203826,13,8,,1611661323,560000,1
58,05:41,[NYL] Zahui B Rebound (Off:0 Def:1),-48,97,0,0,0,4,,1611661313,204320,13,8,,1611661323,570000,1
59,05:31,Stoppage: Out-of-Bounds,0,-80,0,0,3,20,,0,0,13,8,,1611661313,580000,1
60,05:22,[NYL] Zahui B Layup Shot: Missed,-86,33,2,0,5,2,,1611661313,204320,13,8,,1611661313,590000,1
61,05:20,[CON] Bonner Rebound (Off:0 Def:3),-86,33,0,0,0,4,,1611661323,201886,13,8,,1611661313,600000,1
62,05:09,[CON] Thomas 3pt Shot: Missed,202,110,3,0,1,2,,1611661323,202662,13,8,,1611661323,610000,1
63,05:06,[NYL] Stokes Rebound (Off:0 Def:2),202,110,0,0,0,4,,1611661313,204329,13,8,,1611661323,620000,1
64,04:46,[NYL 11-13] Stokes 3pt Shot: Made (6 PTS) Assist: Odom (1 AST),-111,226,3,0,1,1,,1611661313,204329,13,11,1630127,1611661313,630000,1
66,04:32,[CON 15-11] Bonner Driving Layup Shot: Made (2 PTS) Assist: Thomas (1 AST),-42,16,2,0,6,1,,1611661323,201886,15,11,203826,1611661323,650000,1
68,04:22,[NYL] Clarendon 3pt Shot: Missed,-11,253,3,0,79,2,,1611661313,203406,15,11,,1611661313,670000,1
