evt,cl,de,locX,locY,opt1,opt2,mtype,etype,opid,tid,pid,hs,vs,epid,oftid,ord,period
2,10:00,Start Period,0,-80,0,0,0,12,,0,0,0,0,,0,20000,1
4,09:52,Jump Ball Stewart vs Stokes (Loyd gains possession),0,-80,0,0,0,10,204329,1611661328,1627668,0,0,204319,1611661328,60000,1
7,09:48,[SEA] Stewart Jump Shot: Missed,-131,138,2,0,1,2,,1611661328,1627668,0,0,,1611661328,70000,1
8,09:43,[NYL] Zahui B Rebound (Off:0 Def:1),-131,138,0,0,0,4,,1611661313,204320,0,0,,1611661328,80000,1
9,09:39,[NYL] Zahui B Turnover : Bad Pass (1 TO) Steal:Clark (1 ST),132,735,1,0,1,5,202252,1611661313,204320,0,0,,1611661313,90000,1
11,09:33,[SEA 2-0] Howard Layup Shot: Made (2 PTS) Assist: Clark (1 AST),107,-8,2,0,5,1,,1611661328,203827,0,2,202252,1611661328,110000,1
13,09:24,[NYL] Clarendon 3pt Shot: Missed,-186,198,3,0,1,2,,1611661313,203406,0,2,,1611661313,130000,1
14,09:24,[SEA] Howard Rebound (Off:0 Def:1),-186,198,0,0,0,4,,1611661328,203827,0,2,,1611661313,140000,1
15,09:16,[SEA] Clark Jump Shot: Missed,-86,149,2,0,1,2,,1611661328,202252,0,2,,1611661328,150000,1
16,09:09,[NYL] Ionescu Rebound (Off:0 Def:1),-86,149,0,0,0,4,,1611661313,1629477,0,2,,1611661328,160000,1
17,09:06,[NYL 2-2] Stokes Reverse Layup Shot: Made (2 PTS) Assist: Zahui B (1 AST),-30,42,2,0,44,1,,1611661313,204329,2,2,204320,1611661313,170000,1
19,08:54,[SEA] Loyd 3pt Shot: Missed,109,225,3,0,1,2,,1611661328,204319,2,2,,1611661328,190000,1
20,08:52,[NYL] Zahui B Rebound (Off:0 Def:2),109,225,0,0,0,4,,1611661313,204320,2,2,,1611661328,200000,1
21,08:44,[NYL] Clarendon Turnover : Bad Pass (1 TO) Steal:Howard (1 ST),-167,223,1,0,1,5,203827,1611661313,203406,2,2,,1611661313,210000,1
23,08:39,[SEA 4-2] Stewart Layup Shot: Made (2 PTS) Assist: Bird (1 AST),-15,0,2,0,5,1,,1611661328,1627668,2,4,100720,1611661328,230000,1
24,08:23,[NYL 4-4] Zahui B Jump Shot: Made (2 PTS) Assist: Clarendon (1 AST),-1,177,2,0,1,1,,1611661313,204320,4,4,203406,1611661313,240000,1
26,07:59,[SEA] Bird 3pt Shot: Missed,144,219,3,0,1,2,,1611661328,100720,4,4,,1611661328,260000,1
