evt,cl,de,locX,locY,opt1,opt2,mtype,etype,opid,tid,pid,hs,vs,epid,oftid,ord,period
2,10:00,Start Period,0,-80,0,0,0,12,,0,0,0,0,,0,20000,1
4,09:55,Jump Ball Williams vs N Ogwumike (Stricklen gains possession),0,-80,0,0,0,10,203014,1611661330,204322,0,0,203015,1611661330,60000,1
7,09:38,[ATL 3-0] Laney 3pt Shot: Made (3 PTS) Assist: Billings (1 AST),86,225,3,0,1,1,,1611661330,204335,3,0,1628881,1611661330,70000,1
9,09:14,[LAS] Gray 3pt Shot: Missed,-165,198,3,0,1,2,,1611661320,203833,3,0,,1611661320,90000,1
10,09:11,[ATL] Stricklen Rebound (Off:0 Def:1),-165,198,0,0,0,4,,1611661330,203015,3,0,,1611661320,100000,1
11,09:06,[ATL 6-0] Stricklen 3pt Shot: Made (3 PTS) Assist: Williams (1 AST),-88,228,3,0,1,1,,1611661330,203015,6,0,1627675,1611661330,110000,1
13,08:50,[LAS] Parker Layup Shot: Missed,-22,28,2,0,5,2,,1611661320,201496,6,0,,1611661320,130000,1
14,08:49,[LAS] Parker Rebound (Off:1 Def:0),-22,28,1,0,0,4,,1611661320,201496,6,0,,1611661320,140000,1
15,08:47,[LAS] Parker Turnover : Lost Ball (1 TO) Steal:Laney (1 ST),30,56,1,0,2,5,204335,1611661320,201496,6,0,,1611661320,150000,1
17,08:41,[ATL 8-0] Williams Jump Shot: Made (2 PTS) Assist: Laney (1 AST),25,24,2,1,1,1,,1611661330,1627675,8,0,204335,1611661330,170000,1
19,08:27,[LAS 3-8] Sykes 3pt Shot: Made (3 PTS) Assist: Gray (1 AST),-230,22,3,0,1,1,,1611661320,1628279,8,3,203833,1611661320,190000,1
21,08:08,[ATL] Williams Turnover : Out of Bounds Lost Ball Turnover (1 TO),147,128,0,0,40,5,,1611661330,1627675,8,3,,1611661330,210000,1
22,07:59,[LAS] N Ogwumike Turnover : Out of Bounds Lost Ball Turnover (1 TO),26,49,0,0,40,5,,1611661320,203014,8,3,,1611661320,220000,1
23,07:43,[ATL] Billings Jump Shot: Missed,-166,79,2,0,1,2,,1611661330,1628881,8,3,,1611661330,230000,1
24,07:39,[LAS] Wiese Rebound (Off:0 Def:1),-166,79,0,0,0,4,,1611661320,1628282,8,3,,1611661330,240000,1
25,07:34,[LAS] Sykes 3pt Shot: Missed,-131,215,3,0,1,2,,1611661320,1628279,8,3,,1611661320,250000,1
26,07:30,[LAS] Gray Rebound (Off:1 Def:0),-131,215,1,0,0,4,,1611661320,203833,8,3,,1611661320,260000,1
29,07:24,[LAS 5-8] N Ogwumike Jump Shot: Made (2 PTS) Assist: Gray (2 AST),170,17,2,0,1,1,,1611661320,203014,8,5,203833,1611661320,290000,1
31,07:10,[ATL 10-5] Williams Jump Shot: Made (4 PTS) Assist: Laney (2 AST),-50,160,2,0,1,1,,1611661330,1627675,10,5,204335,1611661330,310000,1
33,07:02,[LAS] Parker Turnover : Bad Pass (2 TO) Steal:Billings (1 ST),-15,359,1,0,1,5,1628881,1611661320,201496,10,5,,1611661320,330000,1
35,06:56,[ATL] Laney Jump Shot: Missed,-96,170,2,0,1,2,,1611661330,204335,10,5,,1611661330,350000,1
