evt,cl,de,locX,locY,opt1,opt2,mtype,etype,opid,tid,pid,hs,vs,epid,oftid,ord,period
2,10:00,Start Period,0,-80,0,0,0,12,,0,0,0,0,,0,20000,1
4,09:56,Jump Ball Stewart vs Sabally (Bird gains possession),0,-80,0,0,0,10,1630149,1611661328,1627668,0,0,100720,1611661328,60000,1
7,09:45,[DAL] Sabally Foul: Shooting (1 PF) (2 FTA),60,18,0,0,2,6,203827,1611661321,1630149,0,0,,1611661328,70000,1
9,09:45,[SEA 1-0] Howard Free Throw 1 of 2 (1 PTS),0,-80,1,0,11,3,,1611661328,203827,1,0,,1611661328,90000,1
10,09:45,[SEA 2-0] Howard Free Throw 2 of 2 (2 PTS),0,-80,1,0,12,3,,1611661328,203827,2,0,,1611661328,100000,1
11,09:34,[DAL] Gray Layup Shot: Missed,-39,20,2,0,5,2,203827,1611661321,1628277,2,0,,1611661321,110000,1
13,09:31,[DAL] Gray Rebound (Off:1 Def:0),-39,20,1,0,0,4,,1611661321,1628277,2,0,,1611661321,130000,1
14,09:30,[DAL 2-2] Gray Layup Shot: Made (2 PTS),-21,10,2,0,5,1,,1611661321,1628277,2,2,,1611661321,140000,1
15,09:19,[SEA] Loyd Turnover : Out of Bounds - Bad Pass Turnover (1 TO),133,44,0,0,45,5,,1611661328,204319,2,2,,1611661328,150000,1
16,09:04,[DAL 4-2] Sabally Floating Jump shot: Made (2 PTS),9,60,2,0,78,1,,1611661321,1630149,2,4,,1611661321,160000,1
17,08:52,[SEA 4-4] Loyd Pullup Jump shot: Made (2 PTS) Assist: Stewart (1 AST),-59,189,2,0,79,1,,1611661328,204319,4,4,1627668,1611661328,170000,1
18,08:33,[DAL 6-4] Mabrey Driving Finger Roll Layup Shot: Made (2 PTS),-25,10,2,0,75,1,,1611661321,1629497,4,6,,1611661321,180000,1
19,08:26,[SEA] Bird Turnover : Out of Bounds - Bad Pass Turnover (1 TO),-195,274,0,0,45,5,,1611661328,100720,4,6,,1611661328,190000,1
20,08:15,Stoppage: Out-of-Bounds,0,-80,0,0,3,20,,0,0,4,6,,1611661321,200000,1
21,08:09,[DAL] Mabrey 3pt Shot: Missed,24,263,3,0,1,2,,1611661321,1629497,4,6,,1611661321,210000,1
22,08:07,[SEA] Howard Rebound (Off:0 Def:1),24,263,0,0,0,4,,1611661328,203827,4,6,,1611661321,220000,1
23,08:05,[SEA] Howard Foul: Offensive (1 PF),-23,274,0,0,4,6,1629497,1611661328,203827,4,6,,1611661328,230000,1
25,08:05,[SEA] Howard Turnover : Offensive Foul Turnover (1 TO),-23,274,0,0,37,5,,1611661328,203827,4,6,,1611661328,250000,1
26,07:57,[DAL] Mabrey Turnover : Bad Pass (1 TO) Steal:Stewart (1 ST),3,320,1,0,1,5,1627668,1611661321,1629497,4,6,,1611661321,260000,1
28,07:50,[SEA] Howard Layup Shot: Missed,-14,33,2,0,5,2,,1611661328,203827,4,6,,1611661328,280000,1
29,07:47,[DAL] Gray Rebound (Off:1 Def:1),-14,33,0,0,0,4,,1611661321,1628277,4,6,,1611661328,290000,1
30,07:45,[DAL 8-4] Gray Layup Shot: Made (4 PTS),-9,30,2,1,5,1,,1611661321,1628277,4,8,,1611661321,300000,1
31,07:28,[SEA 6-8] Howard Layup Shot: Made (4 PTS) Assist: Bird (1 AST),-24,16,2,0,5,1,,1611661328,203827,6,8,100720,1611661328,310000,1
33,07:09,[DAL 11-6] Sabally 3pt Shot: Made (5 PTS) Assist: Samuelson (1 AST),232,11,3,0,1,1,,1611661321,1630149,6,11,1629478,1611661321,330000,1
35,06:59,[SEA 8-11] Loyd Layup Shot: Made (4 PTS),-34,27,2,0,5,1,,1611661328,204319,8,11,,1611661328,350000,1
36,06:40,[DAL 14-8] Sabally 3pt Shot: Made (8 PTS) Assist: Gray (1 AST),232,17,3,0,1,1,,1611661321,1630149,8,14,1628277,1611661321,360000,1
38,06:26,[SEA] Stewart 3pt Shot: Missed,232,72,3,0,1,2,,1611661328,1627668,8,14,,1611661328,380000,1
39,06:24,[DAL] Ogunbowale Rebound (Off:0 Def:1),232,72,0,0,0,4,,1611661321,1629481,8,14,,1611661328,390000,1
40,06:18,[DAL] Ogunbowale 3pt Shot: Missed,-72,231,3,0,1,2,,1611661321,1629481,8,14,,1611661321,400000,1
41,06:16,[SEA] Howard Rebound (Off:0 Def:2),-72,231,0,0,0,4,,1611661328,203827,8,14,,1611661321,410000,1
42,06:14,[DAL] Gray Foul: Personal (1 PF),36,254,0,0,1,6,204319,1611661321,1628277,8,14,,1611661328,420000,1
44,06:08,[SEA 11-14] Stewart 3pt Shot: Made (3 PTS) Assist: Bird (2 AST),38,253,3,0,1,1,,1611661328,1627668,11,14,100720,1611661328,440000,1
46,05:52,[SEA] Stewart Foul: Shooting (1 PF) (2 FTA),32,22,0,0,2,6,1630149,1611661328,1627668,11,14,,1611661321,460000,1
48,05:52,[DAL] Sabally Free Throw 1 of 2 Missed,0,-80,2,0,11,3,,1611661321,1630149,11,14,,1611661321,480000,1
49,05:52,[DAL] Team Rebound,0,-80,1,0,1,4,,1611661321,0,11,14,,1611661321,480001,1
50,05:52,[DAL] Samuelson Substitution replaced by Thornton,0,-80,0,0,0,8,,1611661321,1629478,11,14,203866,1611661321,500000,1
52,05:52,[DAL 15-11] Sabally Free Throw 2 of 2 (9 PTS),0,-80,1,0,12,3,,1611661321,1630149,11,15,,1611661321,520000,1
53,05:36,[SEA] Howard Floating Jump shot: Missed,15,123,2,0,78,2,,1611661328,203827,11,15,,1611661328,530000,1
54,05:34,[DAL] Mabrey Rebound (Off:0 Def:1),15,123,0,0,0,4,,1611661321,1629497,11,15,,1611661328,540000,1
55,05:30,[SEA] Clark Foul: Shooting (1 PF) (2 FTA),-28,5,0,0,2,6,1629481,1611661328,202252,11,15,,1611661321,550000,1
57,05:30,[DAL 16-11] Ogunbowale Free Throw 1 of 2 (1 PTS),0,-80,1,0,11,3,,1611661321,1629481,11,16,,1611661321,570000,1
58,05:30,[DAL 17-11] Ogunbowale Free Throw 2 of 2 (2 PTS),0,-80,1,0,12,3,,1611661321,1629481,11,17,,1611661321,580000,1
59,05:18,[SEA 14-17] Bird 3pt Shot: Made (3 PTS),-207,124,3,0,79,1,,1611661328,100720,14,17,,1611661328,590000,1
60,04:55,[DAL 20-14] Thornton 3pt Shot: Made (3 PTS) Assist: Mabrey (1 AST),231,15,3,0,1,1,,1611661321,203866,14,20,1629497,1611661321,600000,1
62,04:42,[SEA 17-20] Clark 3pt Shot: Made (3 PTS) Assist: Howard (1 AST),-218,94,3,0,1,1,,1611661328,202252,17,20,203827,1611661328,620000,1
64,04:25,[DAL] Ogunbowale 3pt Shot: Missed,142,197,3,0,1,2,,1611661321,1629481,17,20,,1611661321,640000,1
65,04:24,[SEA] Loyd Rebound (Off:0 Def:1),142,197,0,0,0,4,,1611661328,204319,17,20,,1611661321,650000,1
66,04:12,[SEA 19-20] Howard Layup Shot: Made (6 PTS) Assist: Bird (3 AST),-13,29,2,0,5,1,,1611661328,203827,19,20,100720,1611661328,660000,1
68,03:56,[DAL] Sabally 3pt Shot: Missed,-26,267,3,0,1,2,,1611661321,1630149,19,20,,1611661321,680000,1
69,03:55,[SEA] Loyd Rebound (Off:0 Def:2),-26,267,0,0,0,4,,1611661328,204319,19,20,,1611661321,690000,1
70,03:47,[SEA] Loyd Jump Shot: Missed,181,17,2,0,1,2,,1611661328,204319,19,20,,1611661328,700000,1
71,03:45,[SEA] Howard Rebound (Off:1 Def:2),181,17,1,0,0,4,,1611661328,203827,19,20,,1611661328,710000,1
72,03:45,[SEA 21-20] Clark Cutting Layup Shot: Made (5 PTS) Assist: Stewart (2 AST),-30,19,2,0,98,1,,1611661328,202252,21,20,1627668,1611661328,720000,1
74,03:45,[DAL] Ogunbowale Foul: Shooting (1 PF) (1 FTA),-30,19,0,0,2,6,202252,1611661321,1629481,21,20,,1611661328,740000,1
76,03:45,Timeout Officials,0,-80,0,0,4,9,,0,0,21,20,,1611661328,760000,1
78,03:45,[SEA] Bird Substitution replaced by Canada,0,-80,0,0,0,8,,1611661328,100720,21,20,1628886,1611661328,770000,1
80,03:45,[DAL] Sabally Substitution replaced by Samuelson,0,-80,0,0,0,8,,1611661321,1630149,21,20,1629478,1611661328,790000,1
81,03:45,[DAL] Mabrey Substitution replaced by Harris,0,-80,0,0,0,8,,1611661321,1629497,21,20,1630112,1611661328,800000,1
86,03:45,[SEA 22-20] Clark Free Throw 1 of 1 (6 PTS),0,-80,1,0,10,3,,1611661328,202252,22,20,,1611661328,850000,1
87,03:23,[DAL] Thornton Turnaround Jump Shot: Missed,9,139,2,0,47,2,,1611661321,203866,22,20,,1611661321,860000,1
88,03:20,[SEA] Stewart Rebound (Off:0 Def:1),9,139,0,0,0,4,,1611661328,1627668,22,20,,1611661321,870000,1
89,03:12,[SEA] Howard Layup Shot: Missed,-20,32,2,0,5,2,,1611661328,203827,22,20,,1611661328,880000,1
90,03:10,[DAL] Samuelson Rebound (Off:0 Def:1),-20,32,0,0,0,4,,1611661321,1629478,22,20,,1611661328,890000,1
91,02:50,[DAL 22-22] Gray Jump Shot: Made (6 PTS),-24,57,2,0,1,1,,1611661321,1628277,22,22,,1611661321,900000,1
92,02:35,[SEA] Clark Hook Shot: Missed,0,47,2,0,3,2,,1611661328,202252,22,22,,1611661328,910000,1
93,02:33,[DAL] Samuelson Rebound (Off:0 Def:2),0,47,0,0,0,4,,1611661321,1629478,22,22,,1611661328,920000,1
94,02:28,[DAL] Ogunbowale Jump Shot: Missed,-37,81,2,1,1,2,,1611661321,1629481,22,22,,1611661321,930000,1
95,02:26,[SEA] Stewart Rebound (Off:0 Def:2),-37,81,0,0,0,4,,1611661328,1627668,22,22,,1611661321,940000,1
96,02:17,Stoppage: Out-of-Bounds,0,-80,0,0,3,20,,0,0,22,22,,1611661328,950000,1
97,02:17,[SEA] Howard Substitution replaced by Magbegor,0,-80,0,0,0,8,,1611661328,203827,22,22,1629496,1611661328,960000,1
98,02:17,[SEA] Loyd Substitution replaced by Whitcomb,0,-80,0,0,0,8,,1611661328,204319,22,22,1628244,1611661328,970000,1
101,02:17,[DAL] Gray Substitution replaced by Alarie,0,-80,0,0,0,8,,1611661321,1628277,22,22,1630093,1611661328,1000000,1
103,02:08,[SEA 24-22] Whitcomb Layup Shot: Made (2 PTS) Assist: Canada (1 AST),-14,22,2,0,5,1,,1611661328,1628244,24,22,1628886,1611661328,1020000,1
105,02:01,[DAL] Team Timeout : Regular,0,-80,0,0,1,9,,1611661321,1611661321,24,22,,1611661321,1040000,1
106,02:01,[SEA] Clark Substitution replaced by Prince,0,-80,0,0,0,8,,1611661328,202252,24,22,202259,1611661321,1050000,1
107,02:01,[DAL] Ogunbowale Substitution replaced by Mabrey,0,-80,0,0,0,8,,1611661321,1629481,24,22,1629497,1611661321,1060000,1
