evt,cl,de,locX,locY,opt1,opt2,mtype,etype,opid,tid,pid,hs,vs,epid,oftid,ord,period
2,10:00,Start Period,0,-80,0,0,0,12,,0,0,0,0,,0,20000,1
4,09:56,Jump Ball Hines-Allen vs Turner (Leslie gains possession),0,-80,0,0,0,10,1629488,1611661322,1628899,0,0,1629506,1611661322,60000,1
7,09:33,[WAS] Team Turnover : Shot Clock Turnover,-3,366,0,0,11,5,,1611661322,0,0,0,,1611661322,70000,1
8,09:13,[PHO 2-0] Vaughn Jump Shot: Made (2 PTS) Assist: Taurasi (1 AST),-103,90,2,0,1,1,,1611661317,201913,2,0,100940,1611661317,80000,1
10,08:47,[WAS 2-2] Hines-Allen Jump Shot: Made (2 PTS) Assist: Mitchell (1 AST),-100,123,2,0,1,1,,1611661322,1628899,2,2,201507,1611661322,100000,1
12,08:31,[PHO 4-2] Turner Cutting Layup Shot: Made (2 PTS) Assist: Vaughn (1 AST),17,13,2,0,98,1,,1611661317,1629488,4,2,201913,1611661317,120000,1
14,08:17,[WAS] Meesseman 3pt Shot: Missed,-112,230,3,0,1,2,,1611661322,203416,4,2,,1611661322,140000,1
15,08:14,[PHO] Taurasi Rebound (Off:0 Def:1),-112,230,0,0,0,4,,1611661317,100940,4,2,,1611661322,150000,1
16,07:57,[PHO] Turner Turnover : Lost Ball (1 TO) Steal:Hines-Allen (1 ST),-47,38,1,0,2,5,1628899,1611661317,1629488,4,2,,1611661317,160000,1
18,07:50,[WAS] Atkins Jump Shot: Missed,-123,103,2,0,1,2,,1611661322,1628878,4,2,,1611661322,180000,1
19,07:47,[PHO] Diggins-Smith Rebound (Off:0 Def:1),-123,103,0,0,0,4,,1611661317,203400,4,2,,1611661322,190000,1
20,07:41,[PHO] Diggins-Smith Layup Shot: Missed,-33,15,2,0,5,2,203416,1611661317,203400,4,2,,1611661317,200000,1
22,07:38,[WAS] Meesseman Rebound (Off:0 Def:1),-33,15,0,0,0,4,,1611661322,203416,4,2,,1611661317,220000,1
23,07:32,[WAS] Leslie Jump Shot: Missed,-92,49,2,0,1,2,,1611661322,1629506,4,2,,1611661322,230000,1
24,07:30,[PHO] Taurasi Rebound (Off:0 Def:2),-92,49,0,0,0,4,,1611661317,100940,4,2,,1611661322,240000,1
25,07:22,[PHO 7-2] Hartley 3pt Shot: Made (3 PTS) Assist: Taurasi (2 AST),-205,135,3,0,1,1,,1611661317,203829,7,2,100940,1611661317,250000,1
27,07:14,[WAS] Meesseman Layup Shot: Missed,21,22,2,0,5,2,1629488,1611661322,203416,7,2,,1611661322,270000,1
29,07:11,[WAS] Meesseman Rebound (Off:1 Def:1),21,22,1,0,0,4,,1611661322,203416,7,2,,1611661322,290000,1
30,07:00,[WAS 5-7] Leslie 3pt Shot: Made (3 PTS) Assist: Meesseman (1 AST),-75,243,3,0,1,1,,1611661322,1629506,7,5,203416,1611661322,300000,1
32,06:46,[PHO 10-5] Taurasi 3pt Shot: Made (3 PTS) Assist: Turner (1 AST),79,224,3,0,1,1,,1611661317,100940,10,5,1629488,1611661317,320000,1
34,06:34,[WAS 7-10] Mitchell Driving Finger Roll Layup Shot: Made (2 PTS),-25,26,2,0,75,1,,1611661322,201507,10,7,,1611661322,340000,1
35,06:25,[PHO] Vaughn Turnover : Out of Bounds - Bad Pass Turnover (1 TO),101,215,0,0,45,5,,1611661317,201913,10,7,,1611661317,350000,1
36,06:08,[WAS] Hines-Allen Jump Shot: Missed,50,150,2,0,1,2,,1611661322,1628899,10,7,,1611661322,360000,1
37,06:05,[WAS] Meesseman Rebound (Off:2 Def:1),50,150,1,0,0,4,,1611661322,203416,10,7,,1611661322,370000,1
38,05:55,[WAS 9-10] Hines-Allen Layup Shot: Made (4 PTS) Assist: Mitchell (2 AST),-24,48,2,0,5,1,,1611661322,1628899,10,9,201507,1611661322,380000,1
40,05:42,[PHO 12-9] Taurasi Jump Shot: Made (5 PTS) Assist: Vaughn (2 AST),113,121,2,0,1,1,,1611661317,100940,12,9,201913,1611661317,400000,1
