evt,cl,de,locX,locY,opt1,opt2,mtype,etype,opid,tid,pid,hs,vs,epid,oftid,ord,period
2,10:00,Start Period,0,-80,0,0,0,12,,0,0,0,0,,0,20000,1
4,09:56,Jump Ball Stewart vs Stewart (Dupree gains possession),0,-80,0,0,0,10,1627668,1611661325,1627668,0,0,200676,1611661325,60000,1
7,09:42,[IND 3-0] Allemand 3pt Shot: Made (3 PTS) Assist: Dupree (1 AST),-181,205,3,0,1,1,,1611661325,1627700,3,0,200676,1611661325,70000,1
9,09:28,[SEA 2-3] Howard Cutting Layup Shot: Made (2 PTS) Assist: Clark (1 AST),48,15,2,0,98,1,,1611661328,203827,3,2,202252,1611661328,90000,1
11,09:07,[IND] Burke 3pt Shot: Missed,188,172,3,0,1,2,,1611661325,1629568,3,2,,1611661325,110000,1
12,09:03,[IND] McCowan Rebound (Off:1 Def:0),188,172,1,0,0,4,,1611661325,1629479,3,2,,1611661325,120000,1
13,09:03,[IND] McCowan Putback Layup Shot: Missed,0,-5,2,0,72,2,,1611661325,1629479,3,2,,1611661325,130000,1
14,09:03,[IND] Team Rebound,0,-5,1,0,0,4,,1611661325,0,3,2,,1611661325,140000,1
15,08:59,Jump Ball Stewart vs Stewart,0,-80,0,0,0,10,1627668,1611661325,1627668,3,2,,1611661325,170000,1
18,08:45,[IND] Dupree Jump Shot: Missed,-19,150,2,0,1,2,,1611661325,200676,3,2,,1611661325,180000,1
19,08:41,[IND] Dupree Rebound (Off:1 Def:0),-19,150,1,0,0,4,,1611661325,200676,3,2,,1611661325,190000,1
20,08:41,Stoppage: Equipment Malfunction,0,-80,0,0,5,20,,0,0,3,2,,1611661325,200000,1
21,08:37,[IND] McCowan Turnover : Bad Pass (1 TO) Steal:Howard (1 ST),-137,235,1,0,1,5,203827,1611661325,1629479,3,2,,1611661325,210000,1
23,08:31,[SEA] Canada Layup Shot: Missed,89,-6,2,0,5,2,,1611661328,1628886,3,2,,1611661328,230000,1
24,08:29,[IND] McCowan Rebound (Off:1 Def:1),89,-6,0,0,0,4,,1611661325,1629479,3,2,,1611661328,240000,1
25,08:12,[IND] Dupree Jump Shot: Missed,-120,39,2,0,1,2,,1611661325,200676,3,2,,1611661325,250000,1
26,08:09,[IND] Burke Rebound (Off:1 Def:0),-120,39,1,0,0,4,,1611661325,1629568,3,2,,1611661325,260000,1
27,08:07,[IND] Burke Layup Shot: Missed,52,27,2,0,5,2,,1611661325,1629568,3,2,,1611661325,270000,1
28,08:03,[SEA] Howard Rebound (Off:0 Def:1),52,27,0,0,0,4,,1611661328,203827,3,2,,1611661325,280000,1
29,07:58,Stoppage: Out-of-Bounds,0,-80,0,0,3,20,,0,0,3,2,,1611661328,290000,1
30,07:53,[SEA] Stewart 3pt Shot: Missed,141,215,3,0,1,2,,1611661328,1627668,3,2,,1611661328,300000,1
31,07:49,[IND] Dupree Rebound (Off:1 Def:1),141,215,0,0,0,4,,1611661325,200676,3,2,,1611661328,310000,1
32,07:45,[IND] Mitchell Turnover : Bad Pass (1 TO) Steal:Canada (1 ST),-141,135,1,0,1,5,1628886,1611661325,1628909,3,2,,1611661325,320000,1
34,07:36,[SEA 4-3] Stewart Driving Layup Shot: Made (2 PTS) Assist: Canada (1 AST),48,15,2,0,6,1,,1611661328,1627668,3,4,1628886,1611661328,340000,1
35,07:24,[IND 5-4] Burke Driving Layup Shot: Made (2 PTS),-53,3,2,0,6,1,,1611661325,1629568,5,4,,1611661325,350000,1
36,07:24,[SEA] Clark Foul: Shooting (1 PF) (1 FTA),-40,7,0,0,2,6,1629568,1611661328,202252,5,4,,1611661325,360000,1
38,07:24,[IND] Burke Free Throw 1 of 1 Missed,0,-80,2,0,10,3,,1611661325,1629568,5,4,,1611661325,380000,1
39,07:22,[SEA] Stewart Rebound (Off:0 Def:1),0,-80,0,0,0,4,,1611661328,1627668,5,4,,1611661325,380001,1
40,07:15,[SEA] Stewart 3pt Shot: Missed,156,197,3,0,1,2,,1611661328,1627668,5,4,,1611661328,400000,1
42,07:12,[IND] Allemand Rebound (Off:0 Def:1),156,197,0,0,0,4,,1611661325,1627700,5,4,,1611661328,410000,1
43,07:06,[IND] Allemand Turnover : Bad Pass (1 TO) Steal:Loyd (1 ST),-209,136,1,0,1,5,204319,1611661325,1627700,5,4,,1611661325,420000,1
45,07:02,[SEA 6-5] Howard Cutting Layup Shot: Made (4 PTS) Assist: Loyd (1 AST),12,15,2,1,98,1,,1611661328,203827,5,6,204319,1611661328,440000,1
47,06:53,Stoppage: Out-of-Bounds,0,-80,0,0,3,20,,0,0,5,6,,1611661325,460000,1
48,06:42,[IND 7-6] McCowan Layup Shot: Made (2 PTS) Assist: Allemand (1 AST),47,37,2,0,5,1,,1611661325,1629479,7,6,1627700,1611661325,470000,1
50,06:32,[SEA 8-7] Howard Jump Shot: Made (6 PTS) Assist: Canada (2 AST),-19,67,2,0,1,1,,1611661328,203827,7,8,1628886,1611661328,490000,1
52,06:11,[IND 10-8] Burke 3pt Shot: Made (5 PTS) Assist: Dupree (2 AST),214,108,3,0,1,1,,1611661325,1629568,10,8,200676,1611661325,510000,1
61,05:58,[IND] Allemand Substitution replaced by Doyle,0,-80,0,0,0,8,,1611661325,1627700,10,8,1630104,1611661328,525000,1
56,05:53,Jump Ball Burke vs Burke (Canada gains possession),0,-80,0,0,0,10,1629568,1611661328,1629568,10,8,1628886,1611661328,550000,1
59,05:46,[SEA] Loyd Jump Shot: Missed,-24,57,2,0,1,2,,1611661328,204319,10,8,,1611661328,560000,1
60,05:43,[IND] Mitchell Rebound (Off:0 Def:1),-24,57,0,0,0,4,,1611661325,1628909,10,8,,1611661328,570000,1
63,05:40,[IND] Mitchell 3pt Shot: Missed,-62,237,3,0,1,2,,1611661325,1628909,10,8,,1611661325,580000,1
64,05:40,[SEA] Stewart Rebound (Off:0 Def:2),-62,237,0,0,0,4,,1611661328,1627668,10,8,,1611661325,590000,1
65,05:40,[IND] McCowan Foul: Personal (1 PF),71,769,0,0,1,6,1627668,1611661325,1629479,10,8,,1611661328,600000,1
67,05:25,[SEA] Howard Layup Shot: Missed,37,14,2,0,5,2,,1611661328,203827,10,8,,1611661328,620000,1
68,05:23,[IND] Dupree Rebound (Off:1 Def:2),37,14,0,0,0,4,,1611661325,200676,10,8,,1611661328,630000,1
69,05:11,[IND 12-8] Burke Layup Shot: Made (7 PTS),-14,29,2,0,5,1,,1611661325,1629568,12,8,,1611661325,640000,1
70,04:59,[SEA] Clark Layup Shot: Missed,-4,58,2,0,5,2,,1611661328,202252,12,8,,1611661328,650000,1
71,04:59,[IND] McCowan Rebound (Off:1 Def:2),-4,58,0,0,0,4,,1611661325,1629479,12,8,,1611661328,660000,1
72,04:52,[IND] McCowan Turnover : Bad Pass (2 TO) Steal:Loyd (2 ST),-151,28,1,0,1,5,204319,1611661325,1629479,12,8,,1611661325,670000,1
74,04:45,[SEA] Clark 3pt Shot: Missed,-230,11,3,0,1,2,,1611661328,202252,12,8,,1611661328,690000,1
75,04:43,[IND] Dupree Rebound (Off:1 Def:3),-230,11,0,0,0,4,,1611661325,200676,12,8,,1611661328,700000,1
76,04:31,[IND] Doyle Jump Shot: Missed,-128,137,2,0,1,2,,1611661325,1630104,12,8,,1611661325,710000,1
77,04:28,[SEA] Stewart Rebound (Off:0 Def:3),-128,137,0,0,0,4,,1611661328,1627668,12,8,,1611661325,720000,1
78,04:28,[SEA 10-12] Clark Layup Shot: Made (2 PTS) Assist: Stewart (1 AST),-65,-16,2,0,5,1,,1611661328,202252,12,10,1627668,1611661328,730000,1
80,04:28,[IND] Burke Foul: Shooting (1 PF) (1 FTA),-44,-21,0,0,2,6,202252,1611661325,1629568,12,10,,1611661328,750000,1
82,04:28,Timeout Officials,0,-80,0,0,4,9,,0,0,12,10,,1611661328,770000,1
83,04:28,[SEA 11-12] Clark Free Throw 1 of 1 (3 PTS),0,-80,1,0,10,3,,1611661328,202252,12,11,,1611661328,780000,1
84,04:10,[IND] Dupree Layup Shot: Missed,-40,37,2,0,5,2,203827,1611661325,200676,12,11,,1611661325,790000,1
85,04:04,[SEA] Howard Rebound (Off:0 Def:2),-40,37,0,0,0,4,,1611661328,203827,12,11,,1611661325,800000,1
86,04:01,[SEA 13-12] Loyd Layup Shot: Made (2 PTS),-25,-1,2,1,5,1,,1611661328,204319,12,13,,1611661328,810000,1
89,03:48,[SEA] Canada Foul: Personal (1 PF),3,271,0,0,1,6,1630104,1611661328,1628886,12,13,,1611661325,830000,1
91,03:41,[IND] Mitchell Turnover : Lost Ball (2 TO) Steal:Howard (2 ST),-64,49,1,0,2,5,203827,1611661325,1628909,12,13,,1611661325,850000,1
93,03:32,[SEA 16-12] Loyd 3pt Shot: Made (5 PTS),-36,237,3,0,1,1,,1611661328,204319,12,16,,1611661328,870000,1
94,03:10,[IND] Dupree Turnover : Out of Bounds - Bad Pass Turnover (1 TO),13,113,0,0,45,5,,1611661325,200676,12,16,,1611661325,880000,1
95,03:10,[SEA] Howard Substitution replaced by Magbegor,0,-80,0,0,0,8,,1611661328,203827,12,16,1629496,1611661328,890000,1
129,03:10,[IND] Mitchell Substitution replaced by Allemand,0,-80,0,0,0,8,,1611661325,1628909,12,16,1627700,1611661328,910000,1
98,02:54,[SEA] Stewart Turnover : Lost Ball (1 TO) Steal:Doyle (1 ST),63,-6,1,0,2,5,1630104,1611661328,1627668,12,16,,1611661328,920000,1
100,02:40,[IND] McCowan Layup Shot: Missed,4,72,2,0,5,2,1629496,1611661325,1629479,12,16,,1611661325,940000,1
101,02:38,[IND] McCowan Rebound (Off:2 Def:2),4,72,1,0,0,4,,1611661325,1629479,12,16,,1611661325,950000,1
102,02:36,[IND] McCowan Layup Shot: Missed,-23,19,2,0,5,2,1627668,1611661325,1629479,12,16,,1611661325,960000,1
103,02:33,[SEA] Canada Rebound (Off:0 Def:1),-23,19,0,0,0,4,,1611661328,1628886,12,16,,1611661325,970000,1
106,02:24,[SEA] Stewart 3pt Shot: Missed,23,232,3,0,1,2,,1611661328,1627668,12,16,,1611661328,1000000,1
107,02:15,[IND] Allemand Rebound (Off:0 Def:2),23,232,0,0,0,4,,1611661325,1627700,12,16,,1611661328,1010000,1
109,02:03,[IND] McCowan Turnover : Bad Pass (3 TO) Steal:Clark (1 ST),83,17,1,0,1,5,202252,1611661325,1629479,12,16,,1611661325,1020000,1
112,01:57,[SEA] Clark Layup Shot: Missed,53,-1,2,0,5,2,,1611661328,202252,12,16,,1611661328,1040000,1
113,01:54,[SEA] Magbegor Rebound (Off:1 Def:0),53,-1,1,0,0,4,,1611661328,1629496,12,16,,1611661328,1050000,1
114,01:53,[SEA 19-12] Loyd 3pt Shot: Made (8 PTS) Assist: Magbegor (1 AST),-132,220,3,0,1,1,,1611661328,204319,12,19,1629496,1611661328,1060000,1
116,01:51,[IND] Team Timeout : Regular,0,-80,0,0,1,9,,1611661325,1611661325,12,19,,1611661325,1080000,1
119,01:51,[IND] Dupree Substitution replaced by Cox,0,-80,0,0,0,8,,1611661325,200676,12,19,1630100,1611661325,1090000,1
120,01:51,[IND] McCowan Substitution replaced by Achonwa,0,-80,0,0,0,8,,1611661325,1629479,12,19,203831,1611661325,1100000,1
121,01:51,[SEA] Canada Substitution replaced by Prince,0,-80,0,0,0,8,,1611661328,1628886,12,19,202259,1611661325,1110000,1
125,01:35,[IND] Doyle 3pt Shot: Missed,231,65,3,0,1,2,,1611661325,1630104,12,19,,1611661325,1150000,1
126,01:33,[IND] Team Rebound,231,65,1,0,0,4,,1611661325,0,12,19,,1611661325,1160000,1
127,01:33,[SEA] Clark Substitution replaced by Whitcomb,0,-80,0,0,0,8,,1611661328,202252,12,19,1628244,1611661325,1170000,1
131,01:30,[IND] Allemand 3pt Shot: Missed,-136,226,3,0,1,2,,1611661325,1627700,12,19,,1611661325,1190000,1
132,01:30,[IND] Achonwa Rebound (Off:1 Def:0),-136,226,1,0,0,4,,1611661325,203831,12,19,,1611661325,1200000,1
133,01:20,[IND 14-19] Achonwa Layup Shot: Made (2 PTS) Assist: Doyle (1 AST),32,15,2,0,5,1,,1611661325,203831,14,19,1630104,1611661325,1210000,1
135,01:11,[SEA] Stewart Jump Shot: Missed,1,191,2,0,1,2,,1611661328,1627668,14,19,,1611661328,1230000,1
136,01:11,[IND] Allemand Rebound (Off:0 Def:3),1,191,0,0,0,4,,1611661325,1627700,14,19,,1611661328,1240000,1
137,00:55.7,[IND 16-19] Achonwa Layup Shot: Made (4 PTS) Assist: Doyle (2 AST),43,-4,2,0,5,1,,1611661325,203831,16,19,1630104,1611661325,1250000,1
139,00:55.7,[SEA] Magbegor Foul: Shooting (1 PF) (1 FTA),-13,15,0,0,2,6,203831,1611661328,1629496,16,19,,1611661325,1270000,1
147,00:55.7,[SEA] Stewart Substitution replaced by Russell,0,-80,0,0,0,8,,1611661328,1627668,16,19,1628920,1611661325,1285000,1
141,00:55.7,[IND] Achonwa Free Throw 1 of 1 Missed,0,-80,2,0,10,3,,1611661325,203831,16,19,,1611661325,1290000,1
142,00:45.7,[SEA] Russell Rebound (Off:0 Def:1),0,-80,0,0,0,4,,1611661328,1628920,16,19,,1611661325,1290001,1
143,00:42.7,[SEA] Loyd 3pt Shot: Missed,-221,96,3,0,1,2,,1611661328,204319,16,19,,1611661328,1310000,1
144,00:40.4,[IND] Achonwa Rebound (Off:1 Def:1),-221,96,0,0,0,4,,1611661325,203831,16,19,,1611661328,1320000,1
145,00:18.1,[IND] Achonwa Jump Shot: Missed,126,164,2,0,1,2,,1611661325,203831,16,19,,1611661325,1330000,1
146,00:16.1,[SEA] Prince Rebound (Off:0 Def:1),126,164,0,0,0,4,,1611661328,202259,16,19,,1611661325,1340000,1
151,00:13.0,[SEA] Prince Turnover : Lost Ball (1 TO) Steal:Burke (1 ST),167,633,1,0,2,5,1629568,1611661328,202259,16,19,,1611661328,1370000,1
153,00:00.0,[IND 19-19] Allemand 3pt Shot: Made (6 PTS),-130,239,3,0,1,1,,1611661325,1627700,19,19,,1611661325,1390000,1
154,00:00.0,End Period,0,-80,0,0,0,13,,0,0,19,19,,1611661328,1400000,1
155,10:00,Start Period,0,-80,0,0,0,12,,0,0,19,19,,1611661328,1410000,2
156,09:50,[IND] Cox Foul: Shooting (1 PF) (2 FTA),-59,0,0,0,2,6,1629496,1611661325,1630100,19,19,,1611661328,1420000,2
158,09:50,[SEA 20-19] Magbegor Free Throw 1 of 2 (1 PTS),0,-80,1,0,11,3,,1611661328,1629496,19,20,,1611661328,1440000,2
159,09:50,[SEA] Loyd Substitution replaced by Clark,0,-80,0,0,0,8,,1611661328,204319,19,20,202252,1611661328,1450000,2
161,09:50,[SEA 21-19] Magbegor Free Throw 2 of 2 (2 PTS),0,-80,1,0,12,3,,1611661328,1629496,19,21,,1611661328,1470000,2
162,09:34,[IND] Doyle 3pt Shot: Missed,169,190,3,0,1,2,,1611661325,1630104,19,21,,1611661325,1480000,2
163,09:30,[SEA] Clark Rebound (Off:0 Def:1),169,190,0,0,0,4,,1611661328,202252,19,21,,1611661325,1490000,2
164,09:20,[SEA] Whitcomb Layup Shot: Missed,48,16,2,0,5,2,,1611661328,1628244,19,21,,1611661328,1500000,2
165,09:19,[IND] Cox Rebound (Off:0 Def:1),48,16,0,0,0,4,,1611661325,1630100,19,21,,1611661328,1510000,2
166,09:04,[SEA] Clark Foul: Shooting (2 PF) (2 FTA),0,29,0,0,2,6,1629568,1611661328,202252,19,21,,1611661325,1520000,2
168,09:04,[IND 20-21] Burke Free Throw 1 of 2 (8 PTS),0,-80,1,0,11,3,,1611661325,1629568,20,21,,1611661325,1540000,2
169,09:04,[IND] Doyle Substitution replaced by Mitchell,0,-80,0,0,0,8,,1611661325,1630104,20,21,1628909,1611661325,1550000,2
171,09:04,[IND 21-21] Burke Free Throw 2 of 2 (9 PTS),0,-80,1,0,12,3,,1611661325,1629568,21,21,,1611661325,1570000,2
172,08:48,[SEA 23-21] Russell Layup Shot: Made (2 PTS) Assist: Whitcomb (1 AST),1,14,2,0,5,1,,1611661328,1628920,21,23,1628244,1611661328,1580000,2
174,08:24,[IND] Cox Layup Shot: Missed,37,6,2,0,5,2,,1611661325,1630100,21,23,,1611661325,1600000,2
175,08:21,[SEA] Clark Rebound (Off:0 Def:2),37,6,0,0,0,4,,1611661328,202252,21,23,,1611661325,1610000,2
176,08:13,[SEA] Magbegor Jump Shot: Missed,4,134,2,0,1,2,,1611661328,1629496,21,23,,1611661328,1620000,2
177,08:11,[IND] Achonwa Rebound (Off:1 Def:2),4,134,0,0,0,4,,1611661325,203831,21,23,,1611661328,1630000,2
178,07:55,[IND 24-23] Burke 3pt Shot: Made (12 PTS) Assist: Achonwa (1 AST),160,198,3,0,1,1,,1611661325,1629568,24,23,203831,1611661325,1640000,2
180,07:46,[SEA] Prince 3pt Shot: Missed,26,245,3,0,1,2,,1611661328,202259,24,23,,1611661328,1660000,2
181,07:43,[IND] Allemand Rebound (Off:0 Def:4),26,245,0,0,0,4,,1611661325,1627700,24,23,,1611661328,1670000,2
182,07:41,[SEA] Prince Foul: Personal (1 PF),-79,-5,0,0,1,6,1627700,1611661328,202259,24,23,,1611661325,1680000,2
184,07:41,[IND] Burke Substitution replaced by Doyle,0,-80,0,0,0,8,,1611661325,1629568,24,23,1630104,1611661325,1700000,2
185,07:41,[SEA] Prince Substitution replaced by Stewart,0,-80,0,0,0,8,,1611661328,202259,24,23,1627668,1611661325,1710000,2
186,07:41,[SEA] Magbegor Substitution replaced by Canada,0,-80,0,0,0,8,,1611661328,1629496,24,23,1628886,1611661325,1720000,2
190,07:35,[IND] Achonwa Layup Shot: Missed,-9,72,2,0,5,2,,1611661325,203831,24,23,,1611661325,1760000,2
191,07:32,[SEA] Russell Rebound (Off:0 Def:2),-9,72,0,0,0,4,,1611661328,1628920,24,23,,1611661325,1770000,2
192,07:25,[IND] Doyle Foul: Shooting (1 PF) (2 FTA),-47,5,0,0,2,6,1628886,1611661325,1630104,24,23,,1611661328,1780000,2
194,07:25,[SEA 24-24] Canada Free Throw 1 of 2 (1 PTS),0,-80,1,0,11,3,,1611661328,1628886,24,24,,1611661328,1800000,2
195,07:25,[SEA] Canada Free Throw 2 of 2 Missed,0,-80,2,0,12,3,,1611661328,1628886,24,24,,1611661328,1810000,2
196,07:23,[IND] Cox Rebound (Off:0 Def:2),0,-80,0,0,0,4,,1611661325,1630100,24,24,,1611661328,1810001,2
197,07:03,[IND 27-24] Allemand 3pt Shot: Made (9 PTS) Assist: Doyle (3 AST),220,121,3,0,1,1,,1611661325,1627700,27,24,1630104,1611661325,1830000,2
