evt,cl,de,locX,locY,opt1,opt2,mtype,etype,opid,tid,pid,hs,vs,epid,oftid,ord,period
2,10:00,Start Period,0,-80,0,0,0,12,,0,0,0,0,,0,20000,1
4,09:57,Jump Ball Stokes vs Swords (Zahui B gains possession),0,-80,0,0,0,10,202670,1611661313,204329,0,0,204320,1611661313,60000,1
7,09:48,[NYL 2-0] Clarendon Layup Shot: Made (2 PTS),-48,30,2,0,5,1,,1611661313,203406,2,0,,1611661313,70000,1
8,09:33,[LVA] Wilson Jump Shot: Missed,-130,92,2,0,1,2,,1611661319,1628932,2,0,,1611661319,80000,1
9,09:31,[NYL] Stokes Rebound (Off:0 Def:1),-130,92,0,0,0,4,,1611661313,204329,2,0,,1611661319,90000,1
10,09:23,[NYL] Zahui B 3pt Shot: Missed,56,245,3,0,1,2,,1611661313,204320,2,0,,1611661313,100000,1
11,09:21,[LVA] Team Rebound,56,245,0,0,0,4,,1611661319,0,2,0,,1611661313,110000,1
12,09:21,Stoppage: Out-of-Bounds,0,-80,0,0,3,20,,0,0,2,0,,1611661319,120000,1
13,09:05,[LVA] Allen Turnover : Traveling (1 TO),16,141,0,0,4,5,,1611661319,1628263,2,0,,1611661319,130000,1
14,08:50,[NYL 4-0] Odom Layup Shot: Made (2 PTS) Assist: Zahui B (1 AST),31,10,2,0,5,1,,1611661313,1630127,4,0,204320,1611661313,140000,1
16,08:36,[LVA] McBride Jump Shot: Missed,114,166,2,0,1,2,,1611661319,203825,4,0,,1611661319,160000,1
17,08:34,[LVA] McCoughtry Rebound (Off:1 Def:0),114,166,1,0,0,4,,1611661319,201881,4,0,,1611661319,170000,1
18,08:33,[LVA 2-4] McCoughtry Putback Layup Shot: Made (2 PTS),5,18,2,0,72,1,,1611661319,201881,4,2,,1611661319,180000,1
19,08:20,[NYL] Nurse Turnover : Lost Ball (1 TO) Steal:Allen (1 ST),-100,251,1,0,2,5,1628263,1611661313,1628915,4,2,,1611661313,190000,1
21,08:14,[LVA 4-4] Allen Layup Shot: Made (2 PTS) Assist: McBride (1 AST),50,26,2,0,5,1,,1611661319,1628263,4,4,203825,1611661319,210000,1
23,08:14,[LVA] Team Violation : Delay Of Game,0,-80,0,0,1,7,,1611661319,0,4,4,,1611661313,230000,1
24,07:51,[NYL] Stokes 3pt Shot: Missed,-231,-8,3,0,1,2,,1611661313,204329,4,4,,1611661313,240000,1
25,07:49,[LVA] Team Rebound,-231,-8,0,0,0,4,,1611661319,0,4,4,,1611661313,250000,1
26,07:49,[NYL] Zahui B Foul: Loose Ball (1 PF),10,816,0,0,3,6,1628263,1611661313,204320,4,4,,1611661319,260000,1
28,07:33,[LVA] McCoughtry Turnover : Bad Pass (1 TO) Steal:Stokes (1 ST),-200,12,1,0,1,5,204329,1611661319,201881,4,4,,1611661319,280000,1
30,07:29,[NYL 6-4] Odom Layup Shot: Made (4 PTS) Assist: Nurse (1 AST),2,10,2,1,5,1,,1611661313,1630127,6,4,1628915,1611661313,300000,1
32,07:19,[LVA] McBride 3pt Shot: Missed,65,255,3,0,1,2,,1611661319,203825,6,4,,1611661319,320000,1
33,07:19,[NYL] Clarendon Rebound (Off:0 Def:1),65,255,0,0,0,4,,1611661313,203406,6,4,,1611661319,330000,1
34,06:57,[NYL 8-4] Nurse Layup Shot: Made (2 PTS) Assist: Zahui B (2 AST),-25,-1,2,0,5,1,,1611661313,1628915,8,4,204320,1611661313,340000,1
36,06:41,[LVA 6-8] Allen Layup Shot: Made (4 PTS),37,21,2,0,5,1,,1611661319,1628263,8,6,,1611661319,360000,1
37,06:26,[NYL 10-6] Stokes Layup Shot: Made (2 PTS) Assist: Clarendon (1 AST),-38,21,2,0,5,1,,1611661313,204329,10,6,203406,1611661313,370000,1
39,06:08,[LVA] Swords Hook Shot: Missed,-36,47,2,0,3,2,204329,1611661319,202670,10,6,,1611661319,390000,1
41,06:05,[NYL] Zahui B Rebound (Off:0 Def:1),-36,47,0,0,0,4,,1611661313,204320,10,6,,1611661319,410000,1
42,06:01,[NYL] Nurse Layup Shot: Missed,-17,13,2,1,5,2,,1611661313,1628915,10,6,,1611661313,420000,1
43,05:59,[LVA] Swords Rebound (Off:0 Def:1),-17,13,0,0,0,4,,1611661319,202670,10,6,,1611661313,430000,1
44,05:49,[LVA 8-10] Wilson Jump Shot: Made (2 PTS) Assist: Allen (1 AST),61,171,2,0,1,1,,1611661319,1628932,10,8,1628263,1611661319,440000,1
46,05:34,[NYL 13-8] Zahui B 3pt Shot: Made (3 PTS) Assist: Clarendon (2 AST),-108,214,3,0,1,1,,1611661313,204320,13,8,203406,1611661313,460000,1
48,05:24,[NYL] Odom Foul: Personal (1 PF),-128,123,0,0,1,6,201881,1611661313,1630127,13,8,,1611661319,480000,1
50,05:24,[LVA] Swords Substitution replaced by Hamby,0,-80,0,0,0,8,,1611661319,202670,13,8,204324,1611661319,500000,1
52,05:18,[LVA] McCoughtry Foul: Offensive (1 PF),35,37,0,0,4,6,204320,1611661319,201881,13,8,,1611661319,520000,1
54,05:18,[LVA] McCoughtry Turnover : Offensive Foul Turnover (2 TO),35,37,0,0,37,5,,1611661319,201881,13,8,,1611661319,540000,1
55,04:59,[NYL] Stokes 3pt Shot: Missed,229,1,3,0,1,2,,1611661313,204329,13,8,,1611661313,550000,1
56,04:57,[LVA] McBride Rebound (Off:0 Def:1),229,1,0,0,0,4,,1611661319,203825,13,8,,1611661313,560000,1
57,04:49,[LVA] Wilson Jump Shot: Missed,-146,66,2,0,1,2,,1611661319,1628932,13,8,,1611661319,570000,1
58,04:46,[NYL] Zahui B Rebound (Off:0 Def:2),-146,66,0,0,0,4,,1611661313,204320,13,8,,1611661319,580000,1
59,04:40,[NYL 16-8] Zahui B 3pt Shot: Made (6 PTS) Assist: Clarendon (3 AST),25,245,3,0,1,1,,1611661313,204320,16,8,203406,1611661313,590000,1
61,04:33,[LVA] Team Timeout : Regular,0,-80,0,0,1,9,,1611661319,1611661319,16,8,,1611661319,610000,1
62,04:33,[NYL] Odom Substitution replaced by Willoughby,0,-80,0,0,0,8,,1611661313,1630127,16,8,1630139,1611661319,620000,1
63,04:33,[LVA] Allen Substitution replaced by Young,0,-80,0,0,0,8,,1611661319,1628263,16,8,1629498,1611661319,630000,1
64,04:33,[LVA] McCoughtry Substitution replaced by Robinson,0,-80,0,0,0,8,,1611661319,201881,16,8,202658,1611661319,640000,1
68,04:24,[LVA] Young Turnaround Jump Shot: Missed,-9,28,2,0,47,2,,1611661319,1629498,16,8,,1611661319,680000,1
69,04:21,[NYL] Stokes Rebound (Off:0 Def:2),-9,28,0,0,0,4,,1611661313,204329,16,8,,1611661319,690000,1
70,04:15,[NYL] Willoughby Turnover : Out of Bounds - Bad Pass Turnover (1 TO),8,138,0,0,45,5,,1611661313,1630139,16,8,,1611661313,700000,1
71,04:15,Stoppage: Out-of-Bounds,0,-80,0,0,3,20,,0,0,16,8,,1611661319,710000,1
72,04:05,[LVA] McBride 3pt Shot: Missed,133,230,3,0,1,2,,1611661319,203825,16,8,,1611661319,720000,1
73,04:03,[LVA] Hamby Rebound (Off:1 Def:0),133,230,1,0,0,4,,1611661319,204324,16,8,,1611661319,730000,1
74,04:03,[NYL] Stokes Foul: Shooting (1 PF) (2 FTA),2,34,0,0,2,6,204324,1611661313,204329,16,8,,1611661319,740000,1
76,04:03,[LVA 9-16] Hamby Free Throw 1 of 2 (1 PTS),0,-80,1,0,11,3,,1611661319,204324,16,9,,1611661319,760000,1
77,04:03,[LVA] McBride Substitution replaced by Rodgers,0,-80,0,0,0,8,,1611661319,203825,16,9,203411,1611661319,770000,1
79,04:03,[LVA 10-16] Hamby Free Throw 2 of 2 (2 PTS),0,-80,1,0,12,3,,1611661319,204324,16,10,,1611661319,790000,1
80,03:48,[NYL 18-10] Clarendon Layup Shot: Made (4 PTS),-26,19,2,0,5,1,,1611661313,203406,18,10,,1611661313,800000,1
81,03:38,Stoppage: Out-of-Bounds,0,-80,0,0,3,20,,0,0,18,10,,1611661319,810000,1
82,03:38,[NYL] Nurse Substitution replaced by Jones,0,-80,0,0,0,8,,1611661313,1628915,18,10,1630119,1611661319,820000,1
83,03:38,[NYL] Zahui B Substitution replaced by Holmes,0,-80,0,0,0,8,,1611661313,204320,18,10,1630115,1611661319,830000,1
86,03:34,[LVA] Young Turnover : Bad Pass (1 TO) Steal:Jones (1 ST),163,210,1,0,1,5,1630119,1611661319,1629498,18,10,,1611661319,860000,1
88,03:31,[NYL 20-10] Jones Layup Shot: Made (2 PTS),-13,4,2,1,5,1,,1611661313,1630119,20,10,,1611661313,880000,1
89,03:21,[LVA 12-20] Robinson Layup Shot: Made (2 PTS),49,3,2,0,5,1,,1611661319,202658,20,12,,1611661319,890000,1
90,03:06,[NYL 22-12] Holmes Layup Shot: Made (2 PTS) Assist: Clarendon (4 AST),-59,16,2,0,5,1,,1611661313,1630115,22,12,203406,1611661313,900000,1
93,02:46,[LVA] Young Layup Shot: Missed,13,3,2,0,5,2,,1611661319,1629498,22,12,,1611661319,930000,1
94,02:46,[NYL] Team Rebound,13,3,0,0,0,4,,1611661313,0,22,12,,1611661319,940000,1
95,02:46,[LVA] Young Foul: Loose Ball (1 PF),-15,811,0,0,3,6,203406,1611661319,1629498,22,12,,1611661313,950000,1
97,02:46,[NYL] Clarendon Substitution replaced by Walker,0,-80,0,0,0,8,,1611661313,203406,22,12,1630136,1611661313,970000,1
99,02:27,[NYL] Willoughby Layup Shot: Missed,-53,15,2,0,5,2,,1611661313,1630139,22,12,,1611661313,990000,1
100,02:25,[LVA] Hamby Rebound (Off:1 Def:1),-53,15,0,0,0,4,,1611661319,204324,22,12,,1611661313,1000000,1
