"Name","TeamAbbreviation","GamesPlayed","Minutes","PlusMinus","OnOffRtg","OnDefRtg","FirstChancePoints","ThreePtOffReboundedPct","AtRimOffReboundedPct","ShortMidRangeOffReboundedPct","LongMidRangeOffReboundedPct","Blocks","Blocked2s","Blocked3s","BlockedAtRim","BlockedShortMidRange","BlockedLongMidRange","BlockedCorner3","BlockedArc3","RecoveredBlocks","BlocksRecoveredPct","Steals","LostBallSteals","BadPassSteals","DefensiveGoaltends"
"Stephanie Jones","CON",18,99,-32,78.94736842105263,97.32620320855614,18,0,0.5714285714285714,0.625,0,1,1,0,1,0,0,0,0,1,1,2,1,1,0
"Kiara Leslie","WAS",9,86,-27,93.10344827586206,104.41988950276243,23,0,0,0.4,0.25,0,0,0,0,0,0,0,0,0,0,4,2,2,0
"Stephanie Watts","CHI",6,84,-25,88.88888888888889,101.14285714285714,13,0.375,0.6666666666666666,0,1,2,2,0,1,1,0,0,0,0,0,3,2,1,0
"Chelsea Dungee","DAL",14,64,1,83.47107438016529,81.9672131147541,8,0.25,0.5,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0
"Cierra Burdick","SEA",14,64,-11,88.97637795275591,98.41269841269842,13,0,1,0,0,3,3,0,2,1,0,0,0,1,0.3333333333333333,3,1,2,0
"Elena Delle Donne","WAS",3,52,29,114.70588235294117,88.88888888888889,30,0.5,1,0.5,0.2,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"Bria Hartley","PHO",6,51,-23,86.45833333333334,110.41666666666667,20,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Chelsey Perry","IND",6,40,14,94.73684210526315,75.32467532467533,11,0.42857142857142855,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
"Kiana Williams","SEA",10,35,-33,56.75675675675676,101.35135135135135,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"Alyssa Thomas","CON",2,35,18,91.89189189189189,70.42253521126761,8,0,0.25,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"Shyla Heal","CHI",4,31,-6,87.87878787878788,100,6,0.3333333333333333,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stella Johnson","WAS",6,31,-7,76.92307692307692,87.6923076923077,12,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"Joyner Holmes","LVA",5,28,-3,119.04761904761905,127.8688524590164,13,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"Brittany Boyd-Jones","CHI",2,22,-6,83.72093023255815,89.36170212765958,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0
"Jasmine Walker","LAS",2,20,-21,74.4186046511628,129.26829268292684,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,2,0,2,0
"Natasha Mack","MIN",4,18,-7,78.94736842105263,97.36842105263158,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jillian Alleyne","WAS",2,8,1,71.42857142857142,64.28571428571428,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"Haley Gorecki","PHO",3,6,-6,53.84615384615385,92.85714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Linnae Harper","MIN",1,5,7,136.36363636363637,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kalani Brown","ATL",1,5,-4,60,90.9090909090909,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aleah Goodman","CON",1,3,-8,50,183.33333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mikiah Herbert Harrigan","SEA",1,1,0,100,66.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Angel McCoughtry","LVA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
