Player,Team,pct_FGA_2PT,pct_FGA_3PT,pct_PTS_MR,pct_PTS_FB,pct_PTS_FT,pct_PTS_IP,pct_AST_2PT,pct_UAST_2PT,pct_AST_3PT,pct_UAST_3PT
ADRIENNE JOHNSON,ORL,62.1,37.9,35.0,15.4,8.0,14.0,52.5,47.5,92.0,8.0
ALLISON FEASTER,LAS,49.1,50.9,32.7,15.3,29.7,32.7,55.3,44.7,86.4,13.6
ANDREA GARNER,SEA,98.3,1.7,3.0,13.1,24.3,58.6,80.6,19.4,100,0.0
ANDREA STINSON,CHA,77.1,22.9,20.2,28.3,17.5,47.4,50.0,50.0,78.9,21.1
ASTOU NDIAYE-DIATTA,DET,98.2,1.8,0.9,9.5,8.3,54.9,61.8,38.2,100,0.0
BECKY HAMMON,NYL,44.0,56.0,44.4,14.8,17.4,29.6,35.8,64.2,67.3,32.7
BETTY LENNOX,MIN,70.5,29.5,30.5,3.1,15.5,38.1,39.0,61.0,81.8,18.2
BRANDY REED,PHO,90.6,9.4,8.9,23.0,21.0,46.4,40.4,59.6,66.7,33.3
BRIDGET PETTIS,PHO,55.4,44.6,31.7,20.1,26.0,27.5,50.0,50.0,80.0,20.0
CHAMIQUE HOLDSCLAW,WAS,92.2,7.8,5.3,11.2,15.6,54.2,47.7,52.3,50.0,50.0
CHARMIN SMITH,SEA,42.9,57.1,57.7,1.9,19.2,23.1,16.7,83.3,100,0.0
CHASITY MELVIN,CLE,97.5,2.5,0.8,7.1,27.1,69.4,67.4,32.6,100,0.0
CINTIA DOS SANTOS,ORL,99.5,0.5,0.0,0.9,17.7,60.2,77.4,22.6,0.0,0.0
DAWN STALEY,CHA,65.2,34.8,30.9,7.8,23.0,31.2,40.0,60.0,96.6,3.4
DELISHA MILTON-JONES,LAS,97.3,2.7,1.6,7.9,20.1,56.1,83.1,16.9,100,0.0
DEBBIE BLACK,MIA,72.0,28.0,17.8,5.9,19.0,18.4,62.5,37.5,88.9,11.1
EDWINA BROWN,DET,97.6,2.4,1.6,15.4,35.6,52.1,35.6,64.4,100,0.0
ELENA TORNIKIDOU,DET,96.7,3.3,0.9,10.3,25.8,45.5,54.5,45.5,100,0.0
JANETH ARCAIN,HOU,80.7,19.3,10.1,11.6,15.3,55.2,69.0,31.0,100,0.0
JENNIFER RIZZOTTI,HOU,29.1,70.9,60.0,10.0,10.0,23.3,22.2,77.8,91.7,8.3
KATIE SMITH,MIN,51.9,48.1,40.9,6.3,23.5,23.2,67.8,32.2,78.4,21.6
KATRINA COLLETON,MIA,92.8,7.2,5.7,17.4,20.1,37.9,56.1,43.9,100,0.0
KEDRA HOLLAND-CORN,SAC,51.8,48.2,42.3,27.2,14.8,30.8,50.7,49.3,93.2,6.8
KEITHA DICKERSON,MIN,98.6,1.4,0.0,4.9,23.9,62.0,74.1,25.9,0.0,0.0
KRISTIN FOLKL,MIN,90.1,9.9,5.0,1.7,27.2,47.1,75.6,24.4,75.0,25.0
LATASHA BYEARS,SAC,98.6,1.4,1.7,13.3,16.5,78.5,73.0,27.0,100,0.0
LISA LESLIE,LAS,92.6,7.4,3.7,8.8,29.6,50.5,70.0,30.0,100,0.0
LYNN PRIDE,POR,92.4,7.6,7.9,11.4,25.4,52.6,57.9,42.1,100,0.0
MARGO DYDEK,UTA,94.1,5.9,2.0,0.0,27.9,51.7,75.7,24.3,100,0.0
MARLA BRUMFIELD,MIN,91.1,8.9,2.4,14.6,22.8,55.3,54.3,45.7,100,0.0
MARLIES ASKAMP,MIA,99.0,1.0,1.2,1.6,31.9,54.2,71.4,28.6,100,0.0
MERLAKIA JONES,CLE,86.5,13.5,12.5,15.5,8.3,36.3,48.1,51.9,85.7,14.3
MERY ANDRADE,CLE,62.0,38.0,27.8,11.3,23.8,38.7,63.3,36.7,87.0,13.0
MICHELLE MARCINIAK,POR,64.9,35.1,30.5,21.5,24.3,42.9,25.0,75.0,66.7,33.3
MILENA FLORES,MIA,45.5,54.5,48.2,11.6,23.2,17.9,50.0,50.0,88.9,11.1
MONICA MAXWELL,IND,45.3,54.7,56.0,9.3,15.1,24.1,25.0,75.0,93.5,6.5
MURRIEL PAGE,WAS,100,0.0,0.0,10.8,16.6,70.1,71.0,29.0,0.0,0.0
MWADI MABIKA,LAS,52.5,47.5,46.4,16.0,18.6,25.9,46.4,53.6,72.1,27.9
NICKY MCCRIMMON,LAS,57.1,42.9,47.5,17.8,7.0,37.6,56.5,43.5,100,0.0
NIKKI MCCRAY,WAS,60.8,39.2,30.2,21.7,22.7,42.3,47.9,52.1,94.0,6.0
NYKESHA SALES,ORL,68.3,31.7,34.4,15.6,9.5,42.0,41.7,58.3,72.3,27.7
RITA WILLIAMS,IND,52.2,47.8,41.8,19.0,22.4,30.1,30.2,69.8,79.6,20.4
SHANNON JOHNSON,ORL,70.8,29.2,24.4,19.0,27.9,36.3,15.9,84.1,33.3,66.7
SONJA HENNING,SEA,56.3,43.7,44.6,13.1,22.1,27.4,25.0,75.0,96.0,4.0
SOPHIA WITHERSPOON,POR,64.3,35.7,33.5,14.3,23.7,30.9,38.3,61.7,91.7,8.3
STACEY THOMAS,POR,92.6,7.4,5.5,23.9,27.0,61.3,36.4,63.6,66.7,33.3
STEPHANIE WHITE,IND,57.8,42.2,35.2,10.9,30.9,30.4,35.9,64.1,100,0.0
SUE WICKS,NYL,96.5,3.5,1.9,7.1,28.9,52.6,74.1,25.9,100,0.0
SUZIE MCCONNELL SERIO,CLE,31.4,68.6,64.7,14.4,11.3,16.8,45.0,55.0,86.1,13.9
TAJ MCWILLIAMS-FRANKLIN,ORL,94.7,5.3,3.6,3.1,18.7,71.0,64.8,35.2,80.0,20.0
TAMIKA WHITMORE,NYL,98.8,1.2,0.0,3.2,21.3,57.8,75.2,24.8,0.0,0.0
TANGELA SMITH,SAC,100,0.0,0.0,17.5,9.3,70.1,83.0,17.0,0.0,0.0
TERESA WEATHERSPOON,NYL,71.2,28.8,16.1,11.7,29.3,40.0,26.8,73.2,90.9,9.1
TIFFANY TRAVIS,CHA,84.2,15.8,20.8,24.3,12.1,43.9,75.9,24.1,91.7,8.3
TINA THOMPSON,HOU,67.6,32.4,30.6,8.7,19.0,33.0,52.9,47.1,94.5,5.5
TONYA EDWARDS,PHO,61.7,38.3,31.1,11.2,23.3,30.8,51.9,48.1,91.4,8.6
TULLY BEVILAQUA,POR,46.4,53.6,33.3,17.6,36.6,24.8,56.5,43.5,88.2,11.8
UKARI FIGGS,LAS,46.4,53.6,40.5,13.0,25.1,27.0,32.4,67.6,79.3,20.7
VANESSA NYGAARD,POR,56.9,43.1,35.6,8.3,16.2,35.6,70.5,29.5,100,0.0
VICKY BULLETT,WAS,88.4,11.6,9.6,6.7,13.2,38.6,76.5,23.5,90.9,9.1
WENDY PALMER,DET,87.1,12.9,8.2,10.0,21.5,65.3,71.0,29.0,91.7,8.3
YOLANDA GRIFFITH,SAC,100,0.0,0.0,8.2,26.2,68.1,65.8,34.2,0.0,0.0
ALICIA THOMPSON,IND,84.3,15.7,17.4,11.0,9.7,51.0,65.5,34.5,83.3,16.7
ANN WAUTERS,CLE,98.6,1.4,0.0,7.7,22.1,70.8,72.4,27.6,0.0,0.0
CARLA MCGHEE,ORL,96.4,3.6,0.0,6.9,31.0,34.5,80.0,20.0,0.0,0.0
CLARISSE MACHANGUANA,LAS,98.8,1.2,0.0,9.1,12.7,69.1,81.3,18.8,0.0,0.0
CYNTHIA COOPER,HOU,69.1,30.9,23.5,10.2,26.7,44.0,22.6,77.4,60.5,39.5
HELEN DARLING,CLE,75.3,24.7,23.7,13.8,31.6,34.2,14.7,85.3,83.3,16.7
KARA WOLTERS,IND,100,0.0,0.0,1.1,20.0,73.0,81.8,18.2,0.0,0.0
KORIE HLEDE,UTA,77.7,22.3,24.0,21.8,16.4,40.4,49.5,50.5,76.0,24.0
LISA HARRISON,PHO,92.1,7.9,12.2,9.7,15.4,33.7,60.6,39.4,87.5,12.5
QUACY BARNES,SEA,95.8,4.2,1.4,5.3,14.4,67.9,70.5,29.5,100,0.0
SHANTIA OWENS,MIA,100,0.0,0.0,3.1,22.1,62.6,64.7,35.3,0.0,0.0
SHERI SAM,MIA,68.4,31.6,26.5,16.9,16.9,32.3,55.4,44.6,80.0,20.0
SHERYL SWOOPES,HOU,81.2,18.8,15.9,23.2,18.5,49.8,40.3,59.7,88.2,11.8
SYLVIA CRAWLEY,POR,99.3,0.7,0.0,3.4,19.9,54.9,66.4,33.6,0.0,0.0
TAMECKA DIXON,LAS,88.3,11.7,10.7,24.9,18.3,40.2,50.0,50.0,83.3,16.7
TARI PHILLIPS,NYL,97.8,2.2,1.4,8.2,19.9,62.8,58.3,41.7,50.0,50.0
TAUSHA MILLS,WAS,100,0.0,0.0,3.1,29.2,69.2,63.0,37.0,0.0,0.0
TIFFANI JOHNSON,HOU,100,0.0,0.0,0.8,26.7,65.6,79.2,20.8,0.0,0.0
VICKI HALL,CLE,74.4,25.6,18.4,10.9,14.9,39.5,73.5,26.5,88.9,11.1
VICKIE JOHNSON,NYL,78.1,21.9,21.3,16.3,17.6,34.7,41.4,58.6,96.3,3.7
CHARLOTTE SMITH,CHA,52.2,47.8,46.2,12.2,12.8,33.3,71.9,28.1,100,0.0
CLAUDIA NEVES,DET,44.6,55.4,46.9,24.0,14.0,35.8,34.3,65.7,85.7,14.3
DEMYA WALKER,POR,97.7,2.3,0.0,10.9,23.9,73.9,65.7,34.3,0.0,0.0
GRACE DALEY,MIN,61.9,38.1,29.5,19.1,24.3,45.1,35.0,65.0,100,0.0
JENNIFER GILLOM,PHO,78.7,21.3,13.8,3.8,21.3,56.8,60.0,40.0,88.2,11.8
