Player,Team,pct_FGA_2PT,pct_FGA_3PT,pct_PTS_MR,pct_PTS_FB,pct_PTS_FT,pct_PTS_IP,pct_AST_2PT,pct_UAST_2PT,pct_AST_3PT,pct_UAST_3PT
A'JA WILSON,LVA,99.8,0.2,0.5,5.3,29.0,56.8,68.4,31.6,100,0.0
ARIKE OGUNBOWALE,DAL,59.0,41.0,40.1,15.9,20.2,28.4,26.9,73.1,66.3,33.8
BEATRICE MOMPREMIER,CON,100,0.0,0.0,3.5,8.8,84.2,73.1,26.9,0.0,0.0
BETNIJAH LANEY-HAMILTON,NYL,75.8,24.2,19.0,7.6,17.9,42.5,45.0,55.0,73.5,26.5
BRIANNA TURNER,PHO,99.5,0.5,0.0,11.2,13.3,86.7,85.2,14.8,0.0,0.0
BRIDGET CARLETON,MIN,46.0,54.0,52.9,9.8,10.5,26.1,71.4,28.6,100,0.0
BRIONNA JONES,CON,99.1,0.9,0.0,2.8,17.4,73.2,66.5,33.5,0.0,0.0
BRITTNEY SYKES,LAS,85.2,14.8,10.9,19.2,20.2,54.3,45.2,54.8,100,0.0
CHELSEA GRAY,LVA,78.2,21.8,22.8,3.4,9.0,35.5,23.1,76.9,85.2,14.8
COURTNEY VANDERSLOOT,CHI,65.1,34.9,32.1,18.5,12.5,39.9,40.9,59.1,72.2,27.8
COURTNEY WILLIAMS,ATL,81.3,18.7,22.1,12.3,6.4,23.1,33.9,66.1,82.1,17.9
DEWANNA BONNER,CON,65.5,34.5,27.2,7.8,25.5,31.7,48.7,51.3,77.3,22.7
DIAMOND DESHIELDS,CHI,74.4,25.6,19.9,19.1,25.3,45.4,63.6,36.4,95.8,4.2
ELIZABETH WILLIAMS,ATL,100,0.0,0.0,7.0,14.4,84.5,71.3,28.8,0.0,0.0
ERICA WHEELER,LAS,75.8,24.2,22.8,8.8,18.7,41.9,19.7,80.3,54.5,45.5
JACKIE YOUNG,LVA,93.5,6.5,3.8,7.4,19.3,46.2,67.3,32.7,100,0.0
KAHLEAH COPPER,CHI,77.5,22.5,16.9,21.0,19.5,55.0,66.7,33.3,100,0.0
KAYLA MCBRIDE,MIN,51.2,48.8,41.8,18.0,20.8,24.7,79.3,20.7,96.7,3.3
KELSEY MITCHELL,IND,57.5,42.5,36.9,15.6,13.2,27.1,41.5,58.5,68.6,31.4
KIA NURSE,PHO,38.8,61.2,58.2,15.8,16.1,23.0,53.8,46.2,86.4,13.6
LINDSAY ALLEN,IND,69.1,30.9,24.1,13.2,17.3,42.5,29.4,70.6,85.7,14.3
MARINA MABREY,DAL,52.8,47.2,44.6,9.7,10.6,25.9,36.8,63.2,66.7,33.3
MICHAELA ONYENWERE,NYL,50.4,49.6,40.4,7.3,20.3,37.8,72.2,27.8,100,0.0
NATISHA HIEDEMAN,CON,34.4,65.6,63.2,9.1,14.5,19.0,33.3,66.7,68.6,31.4
NIA COFFEY,LAS,45.7,54.3,56.8,6.8,10.6,28.0,72.1,27.9,98.0,2.0
RIQUNA WILLIAMS,LVA,41.2,58.8,56.1,8.9,13.6,11.9,54.9,45.1,88.9,11.1
SHEY PEDDY,PHO,45.3,54.7,47.1,11.0,13.4,36.0,17.6,82.4,81.5,18.5
SKYLAR DIGGINS,PHO,65.6,34.4,26.5,12.9,28.6,38.2,31.5,68.5,70.0,30.0
TEAIRA MCCOWAN,IND,100,0.0,0.0,2.8,23.5,73.1,68.1,31.9,0.0,0.0
TYASHA HARRIS,DAL,58.7,41.3,42.6,10.6,17.7,28.4,25.0,75.0,90.0,10.0
BELLA ALARIE,DAL,96.9,3.1,0.0,13.6,21.0,76.5,81.3,18.8,0.0,0.0
