Player,Team,pct_FGA_2PT,pct_FGA_3PT,pct_PTS_MR,pct_PTS_FB,pct_PTS_FT,pct_PTS_IP,pct_AST_2PT,pct_UAST_2PT,pct_AST_3PT,pct_UAST_3PT
A'QUONESIA FRANKLIN,SAC,65.7,34.3,34.0,9.4,16.9,26.4,15.4,84.6,66.7,33.3
ADRIAN WILLIAMS-STRONG,SAC,100,0.0,0.0,1.9,16.9,67.6,55.8,44.2,0.0,0.0
ALEXIS HORNBUCKLE,DET,74.7,25.3,26.1,19.6,22.8,38.0,34.0,66.0,93.8,6.3
AMBER HOLT,CON,61.8,38.2,33.8,11.3,15.7,36.9,55.4,44.6,92.0,8.0
ANNA DEFORGE,MIN,52.4,47.6,49.0,16.7,10.0,18.1,55.9,44.1,85.1,14.9
ARMINTIE HERRINGTON,CHI,99.5,0.5,0.0,38.6,27.9,61.8,63.1,36.9,0.0,0.0
ASHLEY BATTLE,NYL,69.4,30.6,27.3,15.7,29.7,36.4,38.5,61.5,90.9,9.1
BARBARA FARRIS,SAC,100,0.0,0.0,3.4,25.4,44.1,77.3,22.7,0.0,0.0
BARBARA TURNER,CON,38.5,61.5,48.4,5.1,25.2,21.2,41.7,58.3,90.9,9.1
BETTY LENNOX,ATL,64.7,35.3,31.8,11.1,19.8,22.2,27.8,72.2,79.4,20.6
BROOKE WYCKOFF,CHI,30.1,69.9,64.0,0.0,12.0,10.7,77.8,22.2,93.8,6.3
CANDICE DUPREE,CHI,98.5,1.5,0.5,11.0,24.9,59.1,67.6,32.4,0.0,100
CATHRINE KRAAYEVELD,NYL,44.6,55.4,57.1,7.1,11.0,23.3,67.3,32.7,96.8,3.2
CHASITY MELVIN,WAS,98.6,1.4,1.1,5.4,29.1,64.0,51.5,48.5,100,0.0
COCO MILLER,WAS,75.6,24.4,25.1,10.1,5.6,27.9,50.0,50.0,93.3,6.7
CRYSTAL LANGHORNE,WAS,100,0.0,0.0,6.7,17.1,81.7,57.4,42.6,0.0,0.0
DEANNA NOLAN,DET,75.3,24.7,24.0,14.5,11.7,23.8,45.7,54.3,81.4,18.6
DIANA TAURASI,PHO,57.3,42.7,32.6,17.3,26.2,27.8,42.0,58.0,69.7,30.3
ERICA WHITE,IND,92.0,8.0,2.5,13.2,57.8,29.8,29.2,70.8,0.0,100
ERIN PERPEROGLOU,SAN,63.5,36.5,34.4,15.2,26.3,34.4,56.3,43.8,92.9,7.1
ESSENCE CARSON,NYL,88.2,11.8,10.8,6.7,13.9,37.7,45.2,54.8,100,0.0
IVORY LATTA,ATL,53.4,46.6,42.5,14.2,21.9,29.9,14.5,85.5,56.4,43.6
JIA PERKINS,CHI,74.6,25.4,23.4,15.8,18.4,30.8,45.2,54.8,88.9,11.1
K.B. SHARP,CHI,68.9,31.1,25.0,14.8,17.6,40.7,29.0,71.0,100,0.0
KATIE GEARLDS,SEA,41.8,58.2,63.2,1.8,9.9,8.2,60.9,39.1,88.9,11.1
KATIE SMITH,DET,48.5,51.5,45.6,8.2,22.0,10.4,38.3,61.7,77.6,22.4
KELLY MAZZANTE,PHO,17.6,82.4,85.3,13.7,2.5,6.1,33.3,66.7,78.6,21.4
KELLY MILLER,MIN,80.2,19.8,21.2,17.7,17.3,26.1,51.7,48.3,85.0,15.0
KERRI GARDIN,CON,57.9,42.1,46.0,16.1,16.0,33.6,61.5,38.5,100,0.0
LAURA HARPER,SAC,100,0.0,0.0,5.9,31.9,67.0,51.6,48.4,0.0,0.0
LE'COE WILLINGHAM,PHO,88.9,11.1,4.4,14.9,17.5,74.1,65.7,34.3,100,0.0
LEILANI MITCHELL,NYL,55.2,44.8,43.5,4.6,26.0,27.5,5.0,95.0,68.4,31.6
LISA WILLIS,NYL,32.9,67.1,69.1,7.3,15.2,8.4,20.0,80.0,84.1,15.9
MATEE AJAVON,WAS,76.3,23.7,14.3,16.8,26.4,35.9,27.2,72.8,76.9,23.1
MICHELLE SNOW,ATL,99.2,0.8,0.9,3.6,24.5,63.9,66.4,33.6,0.0,100
MONIQUE CURRIE,WAS,81.0,19.0,17.9,12.2,27.0,33.3,55.0,45.0,83.3,16.7
NAKIA SANFORD,WAS,100,0.0,0.0,3.1,21.4,71.6,37.8,62.2,0.0,0.0
NICKY ANOSIKE,MIN,99.6,0.4,0.0,11.5,36.9,50.3,56.6,43.4,0.0,0.0
NICOLE OHLDE,PHO,100,0.0,0.0,4.1,25.9,49.7,61.6,38.4,0.0,0.0
NICOLE POWELL,SAC,56.5,43.5,50.5,9.3,13.6,21.6,41.0,59.0,78.2,21.8
SHYRA ELY-GASH,CHI,90.4,9.6,10.6,7.1,13.3,60.2,60.5,39.5,100,0.0
TAMIKA RAYMOND,CON,97.2,2.8,0.0,4.8,28.6,66.7,73.3,26.7,0.0,0.0
TAMIKA WHITMORE,CON,72.4,27.6,23.8,4.4,17.5,35.0,64.3,35.7,88.2,11.8
TANISHA WRIGHT,SEA,90.4,9.6,4.5,15.3,17.9,56.0,45.2,54.8,50.0,50.0
ALANA BEARD,WAS,69.6,30.4,28.8,10.7,20.1,28.9,27.9,72.1,60.8,39.2
ALLISON FEASTER,IND,15.7,84.3,81.2,10.6,2.3,9.4,100,0.0,91.3,8.7
ASHLEY ROBINSON,SEA,100,0.0,0.0,13.8,10.3,69.0,92.3,7.7,0.0,0.0
ASJHA JONES,CON,95.0,5.0,2.7,8.0,19.6,52.8,62.4,37.6,100,0.0
BECKY HAMMON,SAN,49.8,50.2,39.7,9.1,28.0,23.4,26.6,73.4,77.9,22.1
CANDACE PARKER,LAS,94.1,5.9,5.4,17.0,22.5,62.0,49.5,50.5,81.8,18.2
CHARDE HOUSTON,MIN,100,0.0,0.0,15.8,20.5,71.2,57.8,42.2,0.0,0.0
CRYSTAL KELLY,SAC,99.3,0.7,0.0,4.5,49.0,48.6,62.9,37.1,0.0,0.0
EBONY HOFFMAN,IND,81.2,18.8,22.8,1.5,9.9,32.2,53.0,47.0,92.3,7.7
JAMIE CAREY,CON,25.2,74.8,74.5,9.5,6.5,10.2,30.8,69.2,82.4,17.6
JENNIFER LACY,ATL,88.9,11.1,6.3,6.3,19.6,52.9,72.9,27.1,100,0.0
KARA BRAXTON,DET,99.2,0.8,0.0,6.4,27.5,62.4,80.4,19.6,0.0,0.0
KATIE DOUGLAS,IND,61.6,38.4,33.1,17.2,23.1,27.9,31.9,68.1,84.2,15.8
KATIE MATTERA,ATL,100,0.0,0.0,0.0,30.0,65.5,71.4,28.6,0.0,0.0
KRISTIN HAYNIE,ATL,66.3,33.7,31.9,8.5,25.5,23.4,35.0,65.0,70.0,30.0
LISA LESLIE,LAS,95.8,4.2,2.4,6.8,23.6,60.8,68.5,31.5,100,0.0
MARIE FERDINAND-HARRIS,LAS,82.1,17.9,13.0,17.4,29.8,28.3,55.7,44.3,91.7,8.3
MORENIKE ATUNRASE,SAN,52.9,47.1,50.7,12.7,15.5,28.2,66.7,33.3,91.7,8.3
SHANNON JOHNSON,SEA,54.0,46.0,36.8,11.5,24.5,25.3,34.7,65.3,48.4,51.6
SIDNEY SPENCER,LAS,47.7,52.3,53.4,4.0,9.8,26.4,71.9,28.1,93.5,6.5
SOPHIA YOUNG-MALCOLM,SAN,99.3,0.7,0.0,5.9,28.1,45.5,72.9,27.1,0.0,0.0
SUE BIRD,SEA,64.9,35.1,30.3,13.8,15.9,25.4,31.2,68.8,57.4,42.6
TAJ MCWILLIAMS-FRANKLIN,DET,92.4,7.6,5.7,3.8,15.6,60.2,60.2,39.8,87.5,12.5
TAMERA YOUNG,ATL,83.3,16.7,16.3,11.7,27.9,33.3,46.3,53.7,92.3,7.7
TAMMY SUTTON-BROWN,IND,99.7,0.3,0.0,6.4,26.5,66.3,76.2,23.8,0.0,0.0
TAN WHITE,IND,63.1,36.9,35.7,12.2,15.5,32.9,25.0,75.0,82.1,17.9
TICHA PENICHEIRO,SAC,87.4,12.6,8.5,10.2,38.7,38.0,10.7,89.3,87.5,12.5
ANN WAUTERS,SAN,91.5,8.5,7.0,5.7,14.9,65.8,79.9,20.1,100,0.0
CAMILLE SMITH,SEA,86.9,13.1,10.9,8.9,18.7,61.5,57.5,42.5,100,0.0
CAPPIE PONDEXTER,PHO,76.9,23.1,18.1,19.4,25.1,33.3,19.2,80.8,39.0,61.0
ERIN THORN,CHI,33.0,67.0,56.4,3.0,9.9,13.9,29.4,70.6,78.9,21.1
KARA LAWSON,SAC,59.5,40.5,46.0,16.9,13.6,25.1,45.6,54.4,76.7,23.3
KIESHA BROWN,LAS,54.1,45.9,43.7,12.0,19.6,16.5,24.1,75.9,82.6,17.4
LATOYA BOND,IND,53.3,46.7,36.5,10.8,17.6,29.7,17.6,82.4,88.9,11.1
MISTIE BASS,CHI,98.9,1.1,0.0,5.7,23.0,72.1,72.3,27.7,0.0,0.0
NOELLE QUINN,MIN,72.9,27.1,25.9,11.2,10.3,39.7,62.2,37.8,100,0.0
SHERI SAM,DET,80.9,19.1,19.6,8.7,19.5,45.7,64.3,35.7,100,0.0
VICKIE JOHNSON,SAN,80.3,19.7,15.5,16.4,13.1,42.3,32.9,67.1,100,0.0
ALISON BALES,PHO,92.7,7.3,7.6,0.0,23.5,42.0,65.9,34.1,66.7,33.3
BERNADETTE NGOYISA,SAN,100,0.0,0.0,2.4,27.7,62.7,60.0,40.0,0.0,0.0
DELISHA MILTON-JONES,LAS,76.5,23.5,20.2,9.5,16.7,40.8,72.8,27.2,86.2,13.8
HELEN DARLING,SAN,51.2,48.8,33.3,13.0,27.8,33.3,33.3,66.7,100,0.0
JANEL MCCARVILLE,NYL,97.5,2.5,0.0,2.8,20.9,62.6,61.3,38.7,0.0,0.0
KRISTEN RASMUSSEN,MIN,68.1,31.9,30.4,5.1,21.5,17.7,78.9,21.1,100,0.0
LINDSAY WHALEN,CON,73.9,26.1,18.6,14.9,29.0,43.2,22.8,77.2,59.3,40.7
OLAYINKA SANNI,DET,98.8,1.2,0.0,1.9,22.6,69.8,75.6,24.4,0.0,0.0
SANDRINE GRUDA,CON,100,0.0,0.0,7.3,16.1,46.6,81.5,18.5,0.0,0.0
SEIMONE AUGUSTUS,MIN,87.3,12.7,10.2,3.4,17.7,35.9,50.7,49.3,85.0,15.0
SHAMEKA CHRISTON,NYL,54.5,45.5,43.6,6.1,22.8,15.2,43.9,56.1,85.9,14.1
SWIN CASH,SEA,97.3,2.7,0.9,12.0,34.7,46.2,58.4,41.6,100,0.0
CANDICE WIGGINS,MIN,64.4,35.6,23.5,10.6,34.1,35.2,27.0,73.0,75.7,24.3
EDWIGE LAWSON-WADE,SAN,41.3,58.8,66.0,24.0,6.0,20.0,21.4,78.6,95.5,4.5
LAURIE KOEHN,WAS,9.8,90.2,97.2,8.5,0.0,0.0,0.0,100,87.0,13.0
REBEKKAH BRUNSON,SAC,100,0.0,0.0,8.9,17.4,64.2,57.8,42.2,0.0,0.0
RUTH RILEY,SAN,80.7,19.3,17.6,6.5,11.8,30.1,77.8,22.2,77.8,22.2
TASHA HUMPHREY,WAS,67.0,33.0,31.3,7.2,12.5,37.8,60.0,40.0,88.5,11.5
TINA THOMPSON,LAS,69.7,30.3,31.0,4.4,20.3,26.6,65.2,34.8,85.7,14.3
TULLY BEVILAQUA,IND,43.7,56.3,51.4,11.4,9.7,28.6,26.5,73.5,86.7,13.3
VANESSA HAYDEN,LAS,100,0.0,0.0,3.8,17.2,72.6,66.2,33.8,0.0,0.0
YOLANDA GRIFFITH,IND,100,0.0,0.0,1.8,38.2,59.0,62.7,37.3,0.0,0.0
