Player,Team,pct_FGA_2PT,pct_FGA_3PT,pct_PTS_MR,pct_PTS_FB,pct_PTS_FT,pct_PTS_IP,pct_AST_2PT,pct_UAST_2PT,pct_AST_3PT,pct_UAST_3PT
KATIE SMITH,DET,56.8,43.2,37.0,10.2,22.5,17.2,58.6,41.4,84.9,15.1
PLENETTE PIERSON,DET,99.1,0.9,1.1,11.9,32.2,53.3,62.2,37.8,100,0.0
ASHLEY ROBINSON,PHO,99.2,0.8,0.0,6.8,18.4,54.4,64.3,35.7,0.0,0.0
BARBARA FARRIS,DET,100,0.0,0.0,16.9,39.8,45.8,72.0,28.0,0.0,0.0
BECKY HAMMON,NYL,47.0,53.0,41.2,5.9,25.0,29.2,13.8,86.3,76.9,23.1
BROOKE WYCKOFF,CON,40.9,59.1,62.9,3.8,12.3,11.4,84.6,15.4,95.5,4.5
CHANTELLE ANDERSON,SAN,100,0.0,0.0,3.0,18.2,64.0,61.4,38.6,0.0,0.0
CHARLOTTE SMITH,WAS,47.4,52.6,51.2,7.3,12.2,23.6,57.8,42.2,97.6,2.4
CHASITY MELVIN,WAS,94.8,5.2,3.0,6.8,23.4,64.0,56.2,43.8,100,0.0
CHELSEA NEWTON,SAC,83.2,16.8,12.2,7.4,14.8,33.8,70.4,29.6,83.3,16.7
COCO MILLER,WAS,85.0,15.0,17.6,17.0,5.3,32.7,67.8,32.2,100,0.0
DEANNA JACKSON,IND,97.8,2.2,0.0,13.0,30.9,59.3,51.8,48.2,0.0,0.0
FRANCESCA ZARA,SEA,74.1,25.9,16.7,6.7,18.9,40.0,51.7,48.3,20.0,80.0
HAMCHETOU MAIGA-BA,SAC,100,0.0,0.0,23.3,8.5,71.3,57.6,42.4,0.0,0.0
JANELL BURSE,SEA,100,0.0,0.0,2.1,25.3,72.9,63.8,36.2,0.0,0.0
JANETH ARCAIN,HOU,94.7,5.3,2.6,7.0,24.3,40.4,52.0,48.0,66.7,33.3
JENNIFER DEREVJANIK,CON,68.2,31.8,12.5,16.7,29.2,25.0,14.3,85.7,100,0.0
JURGITA STREIMIKYTE,IND,96.6,3.4,4.8,10.8,10.3,32.3,81.0,19.0,100,0.0
KATIE MATTERA,SAN,100,0.0,0.0,1.0,30.2,63.8,73.1,26.9,0.0,0.0
KELLY MILLER,IND,59.0,41.0,31.9,16.7,19.2,24.7,55.3,44.7,91.9,8.1
KELLY SCHUMACHER,IND,92.0,8.0,4.4,4.4,12.6,53.3,83.9,16.1,100,0.0
KRISTI HARROWER,MIN,55.0,45.0,42.3,7.7,18.0,32.1,19.4,80.6,81.8,18.2
LAUREN JACKSON,SEA,73.8,26.2,17.1,4.0,25.3,47.9,63.4,36.6,100,0.0
LINDSAY WHALEN,CON,84.1,15.9,11.7,19.5,30.4,49.1,32.8,67.2,75.0,25.0
LISA LESLIE,LAS,92.7,7.3,4.1,6.8,19.7,63.1,68.5,31.5,100,0.0
MURRIEL PAGE,WAS,81.5,18.5,16.7,7.4,7.4,22.2,87.8,12.2,100,0.0
NATALIE WILLIAMS,IND,100,0.0,0.0,4.0,17.9,70.1,75.7,24.3,0.0,0.0
NICOLE OHLDE,MIN,99.3,0.7,0.0,9.2,30.4,63.4,67.7,32.3,0.0,0.0
NICOLE POWELL,SAC,49.8,50.2,54.4,3.6,15.9,17.6,38.9,61.1,84.8,15.2
NYKESHA SALES,CON,75.9,24.1,27.6,18.6,15.3,36.5,51.3,48.7,77.6,22.4
REBEKKAH BRUNSON,SAC,100,0.0,0.0,5.3,20.8,64.2,61.0,39.0,0.0,0.0
SHAMEKA CHRISTON,NYL,67.0,33.0,23.2,5.1,20.9,28.9,36.8,63.2,95.8,4.2
SHANNON JOHNSON,SAN,62.5,37.5,26.5,17.7,35.6,25.2,20.0,80.0,71.4,28.6
SHERI SAM,CHA,85.1,14.9,14.0,13.7,19.9,40.8,55.5,44.5,77.8,22.2
STACEY LOVELACE,MIN,63.6,36.4,37.3,6.2,20.6,31.6,54.5,45.5,92.3,7.7
TAJ MCWILLIAMS-FRANKLIN,CON,95.1,4.9,2.5,7.6,22.8,55.2,73.9,26.1,50.0,50.0
TAMIKA CATCHINGS,IND,70.0,30.0,21.0,11.2,30.3,34.7,30.3,69.7,74.3,25.7
TAMIKA RAYMOND,MIN,98.1,1.9,0.0,13.7,12.7,85.3,77.9,22.1,0.0,0.0
TAMIKA WHITMORE,LAS,92.8,7.2,4.6,5.8,28.1,46.5,70.9,29.1,100,0.0
TAMMY SUTTON-BROWN,CHA,100,0.0,0.0,6.9,30.2,66.7,75.7,24.3,0.0,0.0
TAN WHITE,IND,68.1,31.9,31.0,21.5,19.4,40.5,33.3,66.7,76.0,24.0
TANISHA WRIGHT,SEA,99.1,0.9,0.0,11.5,19.7,41.0,36.7,63.3,0.0,0.0
TEMEKA JOHNSON,WAS,84.2,15.8,12.4,12.1,16.5,36.8,18.8,81.3,92.3,7.7
TICHA PENICHEIRO,SAC,76.2,23.8,12.3,7.2,40.5,34.9,10.9,89.1,87.5,12.5
VICKIE JOHNSON,NYL,69.1,30.9,25.5,13.6,18.4,41.9,47.5,52.5,83.3,16.7
WENDY PALMER,SAN,76.9,23.1,22.1,6.1,15.9,49.7,44.6,55.4,100,0.0
YOLANDA GRIFFITH,SAC,100,0.0,0.0,8.7,26.2,62.7,75.7,24.3,0.0,0.0
ADRIENNE GOODSON,CHA,97.9,2.1,4.2,14.8,15.5,63.4,49.1,50.9,100,0.0
