Player,Team,pct_FGA_2PT,pct_FGA_3PT,pct_PTS_MR,pct_PTS_FB,pct_PTS_FT,pct_PTS_IP,pct_AST_2PT,pct_UAST_2PT,pct_AST_3PT,pct_UAST_3PT
RENEE MONTGOMERY,MIN,52.0,48.0,43.2,7.9,13.1,21.0,36.0,64.0,69.7,30.3
ANGEL MCCOUGHTRY,ATL,82.1,17.9,16.2,16.6,26.0,40.0,51.5,48.5,81.1,18.9
BRIANNA KIESEL,TUL,71.1,28.9,20.9,11.6,23.3,44.2,25.0,75.0,91.7,8.3
CAMILLE SMITH,CON,56.7,43.3,41.8,3.6,10.3,40.7,43.3,56.7,94.9,5.1
CAROLYN SWORDS,NYL,100,0.0,0.0,2.3,22.1,69.8,82.1,17.9,0.0,0.0
CAYLA GEORGE,PHO,61.8,38.2,30.0,11.2,11.2,35.3,80.0,20.0,100,0.0
CHELSEA GRAY,CON,67.5,32.5,29.4,10.6,17.0,39.1,15.9,84.1,87.0,13.0
COURTNEY PARIS,TUL,100,0.0,0.0,0.9,7.6,83.6,59.6,40.4,0.0,0.0
COURTNEY VANDERSLOOT,CHI,71.4,28.6,24.7,18.8,16.5,41.2,19.3,80.7,68.8,31.3
CRYSTAL LANGHORNE,SEA,99.3,0.7,0.0,5.0,17.5,69.3,63.5,36.5,0.0,0.0
EMMA MEESSEMAN,WAS,95.9,4.1,4.5,5.3,8.6,54.5,75.0,25.0,100,0.0
ERIKA DE SOUZA,CHI,100,0.0,0.0,11.2,9.5,79.7,71.6,28.4,0.0,0.0
IVORY LATTA,WAS,42.3,57.7,52.1,7.9,19.8,21.1,20.3,79.7,75.9,24.1
JANTEL LAVENDER,LAS,97.8,2.2,1.8,7.1,13.6,52.8,86.5,13.5,100,0.0
JASMINE THOMAS,CON,65.9,34.1,33.5,11.9,16.9,30.2,21.7,78.3,90.3,9.7
JENNA O'HEA,SEA,44.0,56.0,54.0,11.5,18.0,18.0,57.1,42.9,83.3,16.7
JEWELL LOYD,SEA,84.2,15.8,8.2,16.8,28.6,47.3,46.1,53.9,80.0,20.0
JORDAN HOOPER,TUL,26.5,73.5,71.7,6.9,8.2,11.3,56.3,43.8,92.1,7.9
KIAH STOKES,NYL,98.7,1.3,0.0,3.6,16.8,75.1,82.9,17.1,0.0,0.0
LEILANI MITCHELL,PHO,48.1,51.9,57.9,8.3,10.5,16.7,13.9,86.1,75.0,25.0
MARISSA COLEMAN,IND,62.2,37.8,35.5,13.8,16.6,30.4,38.8,61.2,81.0,19.0
MONIQUE CURRIE,PHO,69.6,30.4,29.3,11.1,17.7,25.8,43.4,56.6,89.3,10.7
NATASHA CLOUD,WAS,70.1,29.9,22.0,8.1,26.0,29.3,25.0,75.0,100,0.0
NOELLE QUINN,PHO,71.1,28.9,25.9,7.2,13.7,21.6,54.8,45.2,100,0.0
REBEKKAH BRUNSON,MIN,98.3,1.7,1.1,7.5,20.4,61.1,62.5,37.5,100,0.0
