Player,Team,pct_FGA_2PT,pct_FGA_3PT,pct_PTS_MR,pct_PTS_FB,pct_PTS_FT,pct_PTS_IP,pct_AST_2PT,pct_UAST_2PT,pct_AST_3PT,pct_UAST_3PT
ALLISON FEASTER,CHA,50.0,50.0,45.2,15.1,15.9,20.8,59.2,40.8,85.5,14.5
AMANDA LASSITER,HOU,51.8,48.2,56.5,14.5,7.3,26.1,52.0,48.0,84.6,15.4
AMY HERRIG,UTA,100,0.0,0.0,2.5,28.9,52.9,79.1,20.9,0.0,0.0
ANDREA STINSON,CHA,82.4,17.6,19.3,22.9,14.0,47.6,47.3,52.7,82.8,17.2
ASTOU NDIAYE-DIATTA,DET,95.6,4.4,4.0,7.7,15.7,54.8,64.9,35.1,80.0,20.0
BECKY HAMMON,NYL,43.7,56.3,48.1,10.3,15.3,25.2,43.8,56.3,88.1,11.9
BRIDGET PETTIS,PHO,60.4,39.6,34.9,20.3,26.7,32.6,45.5,54.5,80.0,20.0
BROOKE WYCKOFF,ORL,70.4,29.6,16.7,5.6,18.5,44.4,48.6,51.4,83.3,16.7
CHARMIN SMITH,SEA,39.7,60.3,56.9,13.8,22.4,13.8,33.3,66.7,90.9,9.1
COQUESE WASHINGTON,HOU,54.2,45.8,51.5,16.6,8.3,28.4,32.4,67.6,86.2,13.8
CRYSTAL ROBINSON,NYL,37.1,62.9,61.4,10.5,7.6,18.7,67.9,32.1,88.6,11.4
DAWN STALEY,CHA,68.3,31.7,33.2,9.7,17.1,30.2,35.1,64.9,75.8,24.2
DELISHA MILTON-JONES,LAS,88.2,11.8,10.9,14.2,15.2,47.9,65.6,34.4,91.7,8.3
DEBBIE BLACK,MIA,89.3,10.7,5.0,5.6,20.6,18.9,76.1,23.9,100,0.0
DOMINIQUE CANTY,DET,97.4,2.6,1.5,6.6,28.4,65.0,39.1,60.9,100,0.0
EDNA CAMPBELL,SAC,61.5,38.5,49.6,5.4,12.7,18.5,30.6,69.4,90.7,9.3
EDWINA BROWN,DET,77.2,22.8,25.3,10.5,19.8,36.3,16.9,83.1,75.0,25.0
ELAINE POWELL,ORL,65.5,34.5,32.8,23.2,22.4,39.8,51.3,48.8,84.6,15.4
ELENA BARANOVA,MIA,75.8,24.2,23.8,4.2,17.5,42.9,60.4,39.6,96.7,3.3
ELENA TORNIKIDOU,DET,80.3,19.7,21.5,4.2,20.5,29.3,57.3,42.7,86.4,13.6
ERIN PERPEROGLOU,MIN,84.2,15.8,13.1,15.3,25.7,51.4,60.7,39.3,75.0,25.0
HELEN DARLING,CLE,57.8,42.2,35.2,14.3,28.1,28.6,25.0,75.0,91.3,8.7
HELEN LUZ,WAS,39.7,60.3,59.3,8.6,12.3,21.0,34.8,65.2,84.4,15.6
JACKIE STILES,POR,69.9,30.1,31.4,15.3,24.2,30.1,31.1,68.9,94.0,6.0
JAMIE REDD,SEA,64.4,35.6,28.6,13.0,19.5,46.8,38.3,61.7,86.4,13.6
JANETH ARCAIN,HOU,87.0,13.0,11.2,13.7,22.8,43.3,44.1,55.9,63.6,36.4
JENNIFER AZZI,UTA,59.8,40.2,41.3,7.6,31.9,20.3,24.3,75.7,100,0.0
JENNIFER GILLOM,PHO,80.3,19.7,18.2,8.1,18.0,55.2,60.3,39.7,91.7,8.3
JENNIFER RIZZOTTI,CLE,33.6,66.4,70.6,6.7,5.9,20.2,50.0,50.0,78.6,21.4
JESSIE HICKS,ORL,100,0.0,0.0,2.4,25.4,67.5,57.1,42.9,0.0,0.0
KATE PAYE,MIN,28.2,71.8,65.9,8.8,12.1,4.4,70.0,30.0,85.0,15.0
KATIE SMITH,MIN,53.8,46.2,34.6,10.3,33.1,24.4,47.9,52.1,74.1,25.9
KEDRA HOLLAND-CORN,SAC,40.2,59.8,55.0,28.3,12.7,26.7,38.5,61.5,93.2,6.8
KRISTIN FOLKL,POR,92.8,7.2,8.3,8.9,18.4,37.8,83.3,16.7,100,0.0
LATASHA BYEARS,LAS,98.6,1.4,1.0,11.4,10.1,84.8,57.6,42.4,100,0.0
LISA HARRISON,PHO,96.0,4.0,3.7,8.1,20.7,38.2,74.2,25.8,100,0.0
LYNN PRIDE,MIN,97.7,2.3,1.8,5.9,19.4,63.5,55.2,44.8,0.0,100
MARGO DYDEK,UTA,94.8,5.2,5.2,0.6,24.9,53.9,82.0,18.0,83.3,16.7
MARIA STEPANOVA,PHO,99.3,0.7,0.0,3.6,14.4,65.3,74.1,25.9,0.0,0.0
MARIE FERDINAND-HARRIS,UTA,85.5,14.5,9.0,16.7,18.9,49.7,31.8,68.2,72.7,27.3
MERY ANDRADE,CLE,82.5,17.5,11.8,7.9,19.8,34.2,55.8,44.2,66.7,33.3
MURRIEL PAGE,WAS,92.6,7.4,5.3,16.4,9.4,65.8,68.8,31.3,50.0,50.0
NIELE IVEY,IND,31.4,68.6,65.2,7.8,12.2,19.1,38.5,61.5,96.0,4.0
NIKKI MCCRAY,WAS,67.2,32.8,18.8,20.5,25.9,50.1,41.2,58.8,90.9,9.1
NYKESHA SALES,ORL,63.9,36.1,29.8,19.2,13.4,41.6,52.8,47.2,65.1,34.9
OLYMPIA SCOTT,IND,99.1,0.9,0.0,17.6,28.8,65.5,62.6,37.4,0.0,0.0
PENNY TAYLOR,CLE,67.6,32.4,28.7,14.8,15.6,42.6,50.0,50.0,95.5,4.5
RITA WILLIAMS,IND,62.8,37.2,32.3,14.2,28.9,29.4,25.7,74.3,78.0,22.0
RUTH RILEY,MIA,100,0.0,0.0,5.0,29.4,60.6,77.9,22.1,0.0,0.0
SEMEKA RANDALL,SEA,98.7,1.3,0.0,15.7,22.0,47.3,41.9,58.1,0.0,0.0
SHALONDA ENIS,CHA,80.4,19.6,22.0,3.1,23.5,41.9,76.9,23.1,100,0.0
SHERI SAM,MIA,76.5,23.5,18.2,15.8,12.9,42.3,46.4,53.6,85.2,14.8
SIMONE EDWARDS,SEA,100,0.0,0.0,10.1,23.2,72.6,83.5,16.5,0.0,0.0
SONJA HENNING,SEA,65.9,34.1,22.2,14.8,16.7,50.0,27.3,72.7,87.5,12.5
STACEY THOMAS,POR,88.3,11.7,0.0,10.2,25.4,71.2,45.5,54.5,0.0,0.0
SYLVIA CRAWLEY,POR,99.6,0.4,0.0,7.4,19.7,56.2,65.8,34.2,0.0,0.0
TAJ MCWILLIAMS-FRANKLIN,ORL,97.0,3.0,1.5,4.2,21.6,68.0,66.5,33.5,50.0,50.0
TAMICHA JACKSON,POR,76.9,23.1,13.6,40.2,12.2,48.5,28.6,71.4,83.3,16.7
TAMIKA WHITMORE,NYL,99.1,0.9,1.3,6.6,14.6,60.2,71.6,28.4,0.0,100
TAMMY JACKSON,HOU,100,0.0,0.0,2.9,17.3,80.8,58.1,41.9,0.0,0.0
TANGELA SMITH,SAC,99.4,0.6,0.0,14.2,17.3,58.7,87.8,12.2,0.0,0.0
TARI PHILLIPS,NYL,99.0,1.0,0.0,3.9,14.9,67.1,66.3,33.7,0.0,0.0
TERESA WEATHERSPOON,NYL,84.4,15.6,14.5,9.7,25.6,37.7,35.5,64.5,80.0,20.0
TIFFANI JOHNSON,HOU,100,0.0,0.0,8.1,16.2,67.6,79.0,21.0,0.0,0.0
TIFFANY MCCAIN,ORL,38.5,61.5,64.9,3.1,6.2,18.6,64.3,35.7,95.2,4.8
TONYA EDWARDS,CHA,78.9,21.1,15.5,18.0,33.0,39.2,40.0,60.0,90.0,10.0
UKARI FIGGS,LAS,34.6,65.4,63.0,16.0,19.9,12.5,40.9,59.1,87.0,13.0
VICKIE JOHNSON,NYL,74.8,25.2,25.5,12.5,15.0,36.3,53.3,46.7,90.0,10.0
VICKY BULLETT,WAS,77.6,22.4,20.5,4.3,12.6,33.8,72.0,28.0,94.7,5.3
YOLANDA GRIFFITH,SAC,100,0.0,0.0,7.9,25.9,70.7,63.5,36.5,0.0,0.0
ANNIE BURGESS,WAS,66.7,33.3,33.9,10.5,12.9,32.3,48.5,51.5,85.7,14.3
BARBARA FARRIS,DET,100,0.0,0.0,7.8,28.7,68.2,73.9,26.1,0.0,0.0
KARA WOLTERS,SAC,100,0.0,0.0,5.3,16.6,70.2,77.8,22.2,0.0,0.0
LADY GROOMS,SAC,100,0.0,0.0,16.3,30.5,65.2,59.2,40.8,0.0,0.0
LISA LESLIE,LAS,87.2,12.8,10.9,6.3,23.4,51.5,65.3,34.7,90.9,9.1
MAYLANA MARTIN,MIN,82.5,17.5,18.9,3.2,20.0,44.2,75.9,24.1,100,0.0
NADINE MALCOLM,IND,73.6,26.4,26.8,3.1,21.1,40.5,61.2,38.8,82.6,17.4
NATALIE WILLIAMS,UTA,98.9,1.1,0.0,3.9,22.1,58.8,75.4,24.6,0.0,0.0
RUTHIE BOLTON,SAC,49.1,50.9,54.1,5.4,16.2,21.6,27.3,72.7,85.0,15.0
SOPHIA WITHERSPOON,POR,49.2,50.8,45.8,13.7,24.2,25.7,26.8,73.2,87.7,12.3
TRISHA FALLON,PHO,85.7,14.3,14.0,14.3,16.4,45.3,66.1,33.9,93.3,6.7
TULLY BEVILAQUA,POR,38.7,61.3,45.1,7.2,34.0,18.3,31.3,68.8,95.7,4.3
VANESSA NYGAARD,POR,31.9,68.1,75.0,15.8,1.3,18.4,55.6,44.4,94.7,5.3
CHARLOTTE SMITH,CHA,78.1,21.9,17.5,8.2,27.5,49.1,44.7,55.3,70.0,30.0
CLARISSE MACHANGUANA,CHA,100,0.0,0.0,1.2,22.7,69.9,71.4,28.6,0.0,0.0
KISHA FORD,MIA,86.3,13.8,4.2,22.5,25.4,50.7,60.0,40.0,100,0.0
LA'KESHIA FRETT,SAC,100,0.0,0.0,9.4,23.4,56.3,59.2,40.8,0.0,0.0
MARLIES ASKAMP,MIA,100,0.0,0.0,8.1,24.3,56.8,85.7,14.3,0.0,0.0
MERLAKIA JONES,CLE,91.0,9.0,6.7,12.2,15.9,33.3,58.3,41.7,88.9,11.1
RHONDA MAPP,LAS,97.6,2.4,0.0,1.6,19.0,65.1,78.4,21.6,0.0,0.0
RUSHIA BROWN,CLE,99.5,0.5,1.2,12.4,18.5,71.5,74.0,26.0,100,0.0
SLOBODANKA TUVIC,PHO,100,0.0,0.0,3.7,51.9,33.3,69.2,30.8,0.0,0.0
STEPHANIE WHITE,IND,58.4,41.6,41.1,6.5,24.4,28.6,17.2,82.8,95.7,4.3
SUE WICKS,NYL,94.6,5.4,0.0,3.8,22.3,58.6,75.4,24.6,0.0,0.0
TAUSHA MILLS,WAS,98.6,1.4,0.0,10.9,28.1,71.9,43.5,56.5,0.0,0.0
TINA THOMPSON,HOU,71.6,28.4,22.8,5.2,23.7,38.3,50.3,49.7,77.3,22.7
TONYA MASSALINE,WAS,74.6,25.4,29.7,28.7,8.9,27.7,80.6,19.4,90.0,10.0
TRISHA STAFFORD-ODOM,HOU,99.1,0.9,0.0,9.7,31.0,60.2,48.7,51.3,0.0,0.0
