Player,Team,pct_FGA_2PT,pct_FGA_3PT,pct_PTS_MR,pct_PTS_FB,pct_PTS_FT,pct_PTS_IP,pct_AST_2PT,pct_UAST_2PT,pct_AST_3PT,pct_UAST_3PT
AMBER JACOBS,MIN,52.3,47.7,43.0,7.5,16.9,22.2,25.0,75.0,77.5,22.5
ANNA DEFORGE,IND,59.4,40.6,41.4,11.5,15.5,18.4,52.0,48.0,79.2,20.8
ASJHA JONES,CON,94.3,5.7,4.0,4.2,16.4,40.8,65.3,34.7,100,0.0
BARBARA TURNER,SEA,74.8,25.2,13.9,17.6,29.6,44.4,55.7,44.3,70.0,30.0
BETTY LENNOX,SEA,78.7,21.3,18.7,11.6,11.6,32.3,27.2,72.8,62.1,37.9
CANDICE DUPREE,CHI,98.8,1.2,0.0,9.2,20.3,51.8,64.5,35.5,0.0,0.0
CHASITY MELVIN,WAS,99.3,0.7,0.0,5.7,24.4,66.2,55.6,44.4,0.0,0.0
COCO MILLER,WAS,82.5,17.5,17.5,18.4,12.6,27.2,58.3,41.7,91.7,8.3
DAWN STALEY,HOU,38.0,62.0,63.6,3.6,11.6,15.2,38.7,61.3,77.4,22.6
DEANNA NOLAN,DET,73.4,26.6,25.0,18.4,18.2,31.6,39.1,60.9,82.1,17.9
DONEEKA LEWIS,LAS,57.6,42.4,41.2,6.1,16.1,27.5,35.7,64.3,83.3,16.7
EBONY HOFFMAN,IND,96.2,3.8,0.0,5.5,24.8,51.4,67.1,32.9,0.0,0.0
ERIN PERPEROGLOU,SAC,99.1,0.9,0.0,18.5,29.1,64.8,57.3,42.7,0.0,0.0
ERIN PHILLIPS,CON,51.7,48.3,39.6,10.4,24.1,19.8,33.3,66.7,95.8,4.2
HAMCHETOU MAIGA-BA,SAC,99.4,0.6,0.0,13.6,15.3,64.4,62.7,37.3,0.0,0.0
IZIANE CASTRO MARQUES,SEA,66.5,33.5,30.5,26.8,15.8,40.7,40.9,59.1,72.0,28.0
JESSICA MOORE,LAS,98.5,1.5,0.0,5.4,19.7,61.2,83.1,16.9,0.0,0.0
KARA BRAXTON,DET,98.6,1.4,0.0,4.1,20.5,71.2,63.8,36.2,0.0,0.0
KARA LAWSON,SAC,49.2,50.8,53.1,14.1,13.0,14.4,38.3,61.7,91.8,8.2
KATIE MATTERA,SAN,100,0.0,0.0,0.0,24.5,70.9,69.0,31.0,0.0,0.0
KATIE SMITH,DET,46.7,53.3,44.5,15.6,23.3,17.1,42.2,57.8,79.7,20.3
KEDRA HOLLAND-CORN,DET,40.8,59.2,60.0,14.3,7.1,20.0,60.9,39.1,89.3,10.7
KELLY MAZZANTE,CHA,39.7,60.3,63.6,13.9,9.2,16.6,48.8,51.2,90.6,9.4
KENDRA WECKER,SAN,73.8,26.2,30.0,7.4,11.1,25.3,51.8,48.2,94.7,5.3
KRISTIN HAYNIE,SAC,80.1,19.9,19.3,17.9,15.0,35.7,32.6,67.4,55.6,44.4
LATOYA BOND,CHA,70.9,29.1,15.5,12.4,29.6,46.6,17.0,83.0,70.0,30.0
LISA LESLIE,LAS,96.0,4.0,3.5,7.1,23.3,57.4,67.1,32.9,87.5,12.5
MARGO DYDEK,CON,98.4,1.6,0.9,1.3,21.6,43.1,77.4,22.6,0.0,100
MICHELLE SNOW,HOU,100,0.0,0.0,1.8,19.5,71.0,62.9,37.1,0.0,0.0
MONIQUE CURRIE,CHA,79.0,21.0,14.2,15.6,43.9,31.9,39.4,60.6,93.8,6.3
MURRIEL PAGE,LAS,97.9,2.1,0.0,9.6,21.0,39.5,81.8,18.2,0.0,0.0
