Player,Team,pct_FGA_2PT,pct_FGA_3PT,pct_PTS_MR,pct_PTS_FB,pct_PTS_FT,pct_PTS_IP,pct_AST_2PT,pct_UAST_2PT,pct_AST_3PT,pct_UAST_3PT
ANDREA STINSON,CHA,75.1,24.9,19.3,30.2,16.7,45.3,37.5,62.5,86.2,13.8
BRIDGET PETTIS,PHO,59.0,41.0,31.1,23.7,22.7,33.7,55.1,44.9,97.1,2.9
CARLA BOYD,DET,75.8,24.2,23.3,14.7,19.6,40.0,64.3,35.7,100,0.0
CINDY BROWN,DET,77.2,22.8,16.9,4.0,23.2,52.0,48.1,51.9,100,0.0
CYNTHIA COOPER,HOU,64.8,35.2,28.2,13.2,30.9,37.1,17.3,82.7,67.2,32.8
DENA HEAD,UTA,68.2,31.8,36.1,19.4,21.3,35.2,56.5,43.5,76.9,23.1
EVA NEMCOVA,CLE,77.9,22.1,23.5,15.1,18.8,34.2,77.7,22.3,100,0.0
JANETH ARCAIN,HOU,83.1,16.9,7.3,18.0,16.6,52.7,59.0,41.0,100,0.0
JANICE BRAXTON,CLE,97.2,2.8,2.0,2.0,26.1,54.9,77.4,22.6,100,0.0
JENNIFER GILLOM,PHO,83.4,16.6,14.9,5.9,21.8,46.3,64.6,35.4,93.5,6.5
KATRINA COLLETON,LAS,80.8,19.2,18.8,15.0,18.7,37.5,60.0,40.0,100,0.0
KIM PERROT,HOU,50.5,49.5,34.3,23.2,19.2,43.3,25.4,74.6,86.2,13.8
KIM WILLIAMS,UTA,87.4,12.6,11.9,30.8,15.9,55.5,43.9,56.1,66.7,33.3
KISHA FORD,NYL,92.0,8.0,4.1,28.6,17.0,58.5,79.3,20.7,100,0.0
KRISTI HARROWER,PHO,38.5,61.5,47.1,11.4,30.0,22.9,37.5,62.5,100,0.0
KYM HAMPTON,NYL,99.5,0.5,0.0,3.3,28.5,61.3,74.5,25.5,0.0,0.0
MARGO DYDEK,UTA,97.7,2.3,0.8,2.6,24.1,61.1,71.7,28.3,0.0,100
MERLAKIA JONES,CLE,91.5,8.5,7.3,16.1,21.4,48.3,61.8,38.2,100,0.0
MICHELE TIMMS,PHO,53.4,46.6,44.9,7.2,16.5,28.0,27.5,72.5,93.5,6.5
MICHELLE BROGAN,PHO,87.5,12.5,12.0,11.3,28.4,50.2,76.8,23.2,100,0.0
MONICA LAMB,HOU,100,0.0,0.0,10.6,18.0,79.5,75.8,24.2,0.0,0.0
OCTAVIA BLUE,LAS,72.7,27.3,24.7,5.5,20.5,35.6,60.0,40.0,100,0.0
PAM MCGEE,LAS,97.8,2.2,0.0,11.3,21.2,68.0,66.3,33.8,0.0,0.0
PENNY TOLER,LAS,82.8,17.2,20.3,18.6,14.8,41.1,30.0,70.0,72.0,28.0
RACHAEL SPORN,DET,100,0.0,0.0,15.4,11.8,80.9,71.7,28.3,0.0,0.0
