Player,Team,pct_FGA_2PT,pct_FGA_3PT,pct_PTS_MR,pct_PTS_FB,pct_PTS_FT,pct_PTS_IP,pct_AST_2PT,pct_UAST_2PT,pct_AST_3PT,pct_UAST_3PT
ADRIAN WILLIAMS-STRONG,PHO,100,0.0,0.0,11.0,21.0,68.0,63.3,36.7,0.0,0.0
ADRIANA MOISES PINTO,PHO,59.8,40.2,29.5,10.4,24.9,40.4,6.8,93.2,84.2,15.8
ADRIENNE GOODSON,UTA,93.3,6.7,4.8,23.1,23.2,59.2,52.5,47.5,87.5,12.5
ADRIENNE JOHNSON,ORL,66.3,33.7,32.5,13.9,7.3,18.1,76.0,24.0,94.4,5.6
ALISA BURRAS,POR,100,0.0,0.0,6.8,15.8,82.7,73.5,26.5,0.0,0.0
ALLISON FEASTER,CHA,35.3,64.7,62.5,6.1,18.5,9.0,55.6,44.4,88.6,11.4
ANDREA STINSON,CHA,79.9,20.1,21.2,15.8,15.5,49.6,32.3,67.7,75.9,24.1
ASJHA JONES,WAS,95.7,4.3,2.9,7.2,9.6,53.8,67.0,33.0,100,0.0
ASTOU NDIAYE-DIATTA,DET,99.3,0.7,0.0,6.5,8.4,67.6,73.0,27.0,0.0,0.0
AYANA WALKER,DET,94.6,5.4,3.7,13.6,21.0,49.4,52.5,47.5,100,0.0
BARBARA FARRIS,DET,99.1,0.9,0.0,5.6,31.5,51.7,73.5,26.5,0.0,0.0
BECKY HAMMON,NYL,42.1,57.9,51.6,13.3,14.8,22.7,58.1,41.9,84.1,15.9
BRIDGET PETTIS,IND,59.8,40.2,23.9,10.6,24.8,31.9,48.3,51.7,100,0.0
BROOKE WYCKOFF,ORL,47.4,52.6,51.9,0.0,6.1,27.2,52.9,47.1,85.7,14.3
CHARLOTTE SMITH,CHA,59.0,41.0,39.8,2.3,15.7,35.9,43.9,56.1,94.1,5.9
CHASITY MELVIN,CLE,98.2,1.8,2.3,2.8,22.4,64.1,62.4,37.6,66.7,33.3
COCO MILLER,WAS,75.6,24.4,24.3,12.5,15.6,27.7,55.1,44.9,95.8,4.2
COQUESE WASHINGTON,IND,56.7,43.3,53.2,6.5,12.9,16.1,52.4,47.6,86.4,13.6
CRYSTAL ROBINSON,NYL,40.1,59.9,53.3,11.1,15.4,24.4,62.7,37.3,83.6,16.4
DAWN STALEY,CHA,64.2,35.8,35.4,7.9,27.5,22.1,26.9,73.1,87.9,12.1
DELISHA MILTON-JONES,LAS,81.5,18.5,17.4,8.6,21.3,46.4,64.0,36.0,100,0.0
DEANNA NOLAN,DET,54.0,46.0,45.5,17.0,10.5,26.0,44.3,55.7,83.3,16.7
DEBBIE BLACK,MIA,98.1,1.9,0.0,6.5,16.3,31.4,65.6,34.4,0.0,0.0
GORDANA GRUBIN,PHO,69.0,31.0,27.4,19.2,19.0,36.0,25.9,74.1,65.5,34.5
HELEN LUZ,WAS,27.9,72.1,67.4,12.3,8.0,23.5,17.4,82.6,90.5,9.5
JANETH ARCAIN,HOU,87.7,12.3,8.2,16.2,27.0,40.1,53.4,46.6,70.0,30.0
JENNIFER AZZI,UTA,53.5,46.5,40.2,6.2,27.1,30.1,6.0,94.0,82.9,17.1
KAMILA VODICHKOVA,SEA,84.5,15.5,13.2,4.1,18.3,50.2,68.3,31.7,100,0.0
KATIE DOUGLAS,ORL,61.5,38.5,32.1,15.5,21.4,40.6,36.5,63.5,86.2,13.8
KEDRA HOLLAND-CORN,SAC,47.5,52.5,38.5,21.3,18.3,27.0,42.2,57.8,92.1,7.9
KELLY MILLER,CHA,71.2,28.8,34.1,13.7,13.8,28.4,58.2,41.8,91.7,8.3
KRISTIN FOLKL,POR,97.6,2.4,0.0,9.0,20.0,63.2,80.6,19.4,0.0,0.0
LA'KESHIA FRETT,SAC,92.0,8.0,8.0,8.0,7.5,53.5,72.2,27.8,100,0.0
LADY GROOMS,SAC,99.4,0.6,0.0,17.2,31.3,51.1,67.9,32.1,0.0,0.0
LISA HARRISON,PHO,97.5,2.5,2.3,6.1,7.6,40.5,62.7,37.3,50.0,50.0
MARIE FERDINAND-HARRIS,UTA,90.8,9.2,3.1,23.1,27.0,43.8,43.3,56.7,60.0,40.0
MERLAKIA JONES,CLE,86.2,13.8,11.6,14.7,16.0,30.5,42.9,57.1,73.3,26.7
