Player,Team,pct_FGA_2PT,pct_FGA_3PT,pct_PTS_MR,pct_PTS_FB,pct_PTS_FT,pct_PTS_IP,pct_AST_2PT,pct_UAST_2PT,pct_AST_3PT,pct_UAST_3PT
ADRIAN WILLIAMS-STRONG,SAC,100,0.0,0.0,6.9,19.2,70.9,57.3,42.7,0.0,0.0
ANNA DEFORGE,IND,60.8,39.2,43.6,17.2,9.8,23.6,52.2,47.8,88.4,11.6
ARMINTIE HERRINGTON,CHI,98.6,1.4,1.2,30.7,28.8,59.9,55.6,44.4,100,0.0
ASHLEY BATTLE,NYL,61.9,38.1,34.5,14.7,17.9,34.9,20.0,80.0,82.8,17.2
BETTY LENNOX,SEA,72.7,27.3,22.5,15.2,24.2,34.8,24.0,76.0,85.3,14.7
CAMILLE SMITH,SAN,91.6,8.4,6.8,11.4,15.9,66.7,74.5,25.5,100,0.0
CATHRINE KRAAYEVELD,NYL,56.7,43.3,43.4,4.4,15.1,32.2,71.1,28.9,96.2,3.8
CHELSEA NEWTON,SAC,82.6,17.4,16.1,9.3,25.4,24.4,65.0,35.0,100,0.0
CHRISTI THOMAS,LAS,92.8,7.2,6.3,4.2,18.4,59.9,65.7,34.3,100,0.0
DELISHA MILTON-JONES,WAS,74.8,25.2,18.4,6.6,21.5,38.6,56.2,43.8,92.9,7.1
DEANNA NOLAN,DET,75.6,24.4,25.0,13.7,11.7,27.1,47.4,52.6,93.5,6.5
EBONY HOFFMAN,IND,96.1,3.9,4.2,0.7,19.4,38.9,50.9,49.1,100,0.0
HAMCHETOU MAIGA-BA,HOU,98.5,1.5,0.0,16.0,20.7,49.3,56.3,43.7,0.0,0.0
IZIANE CASTRO MARQUES,SEA,52.9,47.1,43.0,17.2,19.3,26.3,30.4,69.6,73.3,26.7
K.B. SHARP,IND,71.1,28.9,22.0,19.3,19.3,40.4,18.8,81.3,87.5,12.5
KARA LAWSON,SAC,61.3,38.7,36.1,9.0,20.2,18.6,40.0,60.0,84.1,15.9
KATIE DOUGLAS,CON,58.8,41.2,35.3,16.3,16.6,34.4,46.0,54.0,77.6,22.4
KATIE MATTERA,DET,100,0.0,0.0,0.0,22.0,66.7,56.5,43.5,0.0,0.0
KATIE SMITH,DET,44.8,55.2,40.7,10.9,29.5,11.1,38.8,61.2,78.7,21.3
KELLY MAZZANTE,PHO,30.9,69.1,64.3,26.9,8.2,17.6,60.0,40.0,94.9,5.1
KELLY MILLER,PHO,70.8,29.2,25.2,27.7,20.0,36.8,54.5,45.5,96.3,3.7
KELLY SCHUMACHER,PHO,94.4,5.6,6.0,6.6,22.5,53.0,81.5,18.5,100,0.0
KRISTEN MANN,MIN,58.6,41.4,43.0,8.5,11.3,25.6,67.8,32.2,97.3,2.7
KRISTIN HAYNIE,SAC,67.2,32.8,51.2,8.1,6.5,24.4,26.9,73.1,76.2,23.8
LINDSAY WHALEN,CON,74.8,25.2,11.5,22.2,27.0,48.4,29.4,70.6,58.8,41.2
LOREE MOORE,NYL,53.3,46.7,50.5,13.5,10.4,26.3,14.1,85.9,80.0,20.0
MARIE FERDINAND-HARRIS,SAN,84.1,15.9,11.0,23.2,21.9,43.9,50.9,49.1,100,0.0
MARTA FERNANDEZ,LAS,82.6,17.4,12.1,26.3,23.9,57.2,43.2,56.8,91.7,8.3
MICHELLE SNOW,HOU,100,0.0,0.0,2.5,23.6,64.8,64.0,36.0,0.0,0.0
MURRIEL PAGE,LAS,94.1,5.9,3.7,4.9,11.6,42.9,73.9,26.1,100,0.0
NAKIA SANFORD,WAS,100,0.0,0.0,2.9,34.4,62.9,55.3,44.7,0.0,0.0
NICOLE OHLDE,MIN,100,0.0,0.0,6.1,34.7,50.0,75.0,25.0,0.0,0.0
NICOLE POWELL,SAC,57.3,42.7,43.7,6.7,18.6,23.4,57.0,43.0,91.8,8.2
NOELLE QUINN,MIN,69.4,30.6,21.9,25.0,15.6,37.5,40.0,60.0,85.7,14.3
PENNY TAYLOR,PHO,77.3,22.7,16.9,14.7,28.9,48.6,56.1,43.9,97.1,2.9
PLENETTE PIERSON,DET,98.4,1.6,0.0,8.3,24.7,54.5,56.4,43.6,0.0,0.0
SCHOLANDA DORRELL,SAC,81.0,19.0,12.8,13.8,24.4,47.9,47.5,52.5,100,0.0
