Player,Team,pct_FGA_2PT,pct_FGA_3PT,pct_PTS_MR,pct_PTS_FB,pct_PTS_FT,pct_PTS_IP,pct_AST_2PT,pct_UAST_2PT,pct_AST_3PT,pct_UAST_3PT
A'JA WILSON,LVA,100,0.0,0.0,4.2,26.2,54.7,75.9,24.1,0.0,0.0
ALLIE QUIGLEY,CHI,53.8,46.2,40.8,7.1,10.1,18.9,54.2,45.8,78.3,21.7
ALYSHA CLARK,SEA,54.4,45.6,47.9,10.0,9.2,37.4,80.9,19.1,94.3,5.7
ANGEL MCCOUGHTRY,LVA,85.0,15.0,15.1,7.3,21.2,48.6,45.5,54.5,100,0.0
ARIEL ATKINS,WAS,57.4,42.6,40.5,3.7,19.0,15.3,53.0,47.0,84.1,15.9
ARIKE OGUNBOWALE,DAL,66.0,34.0,28.7,9.0,21.4,33.9,25.6,74.4,68.8,31.3
BELLA ALARIE,DAL,80.3,19.7,5.1,6.8,16.9,71.2,73.9,26.1,100,0.0
BETNIJAH LANEY-HAMILTON,ATL,75.1,24.9,23.8,9.3,16.4,43.9,41.6,58.4,80.0,20.0
BLAKE DIETRICK,ATL,44.2,55.8,60.5,10.1,3.8,31.0,21.7,78.3,84.6,15.4
BRIANNA TURNER,PHO,99.1,0.9,0.0,10.7,17.0,79.2,87.9,12.1,0.0,0.0
BRIDGET CARLETON,MIN,54.9,45.1,43.4,2.1,12.5,31.7,46.9,53.1,100,0.0
CANDACE PARKER,LAS,80.2,19.8,17.6,6.5,17.6,58.6,56.2,43.8,78.9,21.1
CANDICE DUPREE,IND,92.8,7.2,3.3,0.0,14.8,44.2,72.6,27.4,100,0.0
CAROLYN SWORDS,LVA,100,0.0,0.0,3.2,27.0,66.7,65.2,34.8,0.0,0.0
CHELSEA GRAY,LAS,78.6,21.4,17.5,3.2,15.0,39.0,26.9,73.1,72.2,27.8
COURTNEY VANDERSLOOT,CHI,65.1,34.9,30.0,6.3,18.7,38.7,20.8,79.2,80.0,20.0
DAMIRIS DANTAS,MIN,59.1,40.9,41.3,1.8,14.2,36.0,81.0,19.0,100,0.0
DANIELLE ROBINSON,LVA,89.3,10.7,9.2,8.6,20.9,54.0,47.4,52.6,100,0.0
DEWANNA BONNER,CON,69.5,30.5,18.7,8.1,25.5,41.9,40.5,59.5,66.7,33.3
DEARICA HAMBY,LVA,81.4,18.6,18.9,14.7,16.8,62.9,67.4,32.6,100,0.0
ELIZABETH WILLIAMS,ATL,100,0.0,0.0,5.4,22.0,78.0,72.4,27.6,0.0,0.0
EZI MAGBEGOR,SEA,97.2,2.8,2.1,2.8,13.2,80.6,68.9,31.1,100,0.0
GABBY WILLIAMS,CHI,55.7,44.3,35.3,10.6,9.4,42.4,61.7,38.3,100,0.0
JACKIE YOUNG,LVA,93.1,6.9,3.7,10.0,21.6,48.1,37.8,62.2,100,0.0
JEWELL LOYD,SEA,60.5,39.5,34.4,6.8,22.7,24.7,46.6,53.4,87.2,12.8
JOCELYN WILLOUGHBY,NYL,66.1,33.9,35.2,3.1,27.3,25.0,66.7,33.3,100,0.0
JULIE ALLEMAND,IND,30.8,69.2,70.2,2.1,11.7,12.8,29.4,70.6,81.8,18.2
KAHLEAH COPPER,CHI,77.1,22.9,19.3,12.3,12.6,49.1,52.3,47.7,100,0.0
KATIE LOU SAMUELSON,DAL,37.5,62.5,51.8,7.3,10.0,36.4,76.2,23.8,100,0.0
KAYLA MCBRIDE,LVA,65.6,34.4,27.3,6.2,25.4,24.0,70.8,29.2,92.0,8.0
KAYLA THORNTON,DAL,43.3,56.7,46.6,10.6,17.4,31.1,75.9,24.1,92.0,8.0
KELSEY MITCHELL,IND,53.2,46.8,42.6,10.2,15.8,29.9,37.8,62.2,80.4,19.6
KENNEDY BURKE,IND,62.2,37.8,28.3,11.3,18.9,49.1,59.5,40.5,100,0.0
KIA VAUGHN,PHO,98.4,1.6,0.0,3.0,8.1,53.3,85.5,14.5,0.0,0.0
KIAH STOKES,NYL,38.0,62.0,47.6,5.6,3.2,46.0,77.4,22.6,95.0,5.0
LEAONNA ODOM,NYL,79.6,20.4,12.4,13.2,16.5,67.8,79.1,20.9,100,0.0
LEILANI MITCHELL,WAS,46.9,53.1,41.6,5.7,16.3,31.6,25.0,75.0,75.9,24.1
MERCEDES RUSSELL,SEA,100,0.0,0.0,2.6,17.9,71.8,87.5,12.5,0.0,0.0
MONIQUE BILLINGS,ATL,100,0.0,0.0,9.6,27.3,59.9,70.6,29.4,0.0,0.0
MYISHA HINES-ALLEN,WAS,79.3,20.7,20.9,4.8,12.8,56.1,59.7,40.3,88.5,11.5
NAPHEESA COLLIER,MIN,81.2,18.8,16.9,5.6,17.7,57.5,59.5,40.5,95.0,5.0
NATASHA HOWARD,SEA,87.8,12.2,10.0,6.7,13.4,72.7,72.5,27.5,100,0.0
NATISHA HIEDEMAN,CON,49.6,50.4,51.5,12.7,15.7,25.4,27.3,72.7,65.2,34.8
RUTHY HEBARD,CHI,100,0.0,0.0,4.8,7.2,80.0,82.8,17.2,0.0,0.0
SAMI WHITCOMB,SEA,40.0,60.0,53.9,14.6,12.4,27.0,36.7,63.3,96.9,3.1
SHEKINNA STRICKLEN,ATL,28.3,71.7,73.3,7.4,6.0,11.9,50.0,50.0,97.0,3.0
SKYLAR DIGGINS,PHO,56.7,43.3,35.4,5.1,23.1,34.4,35.8,64.2,69.6,30.4
SUGAR RODGERS,LVA,21.0,79.0,80.0,6.7,4.0,10.7,16.7,83.3,75.0,25.0
TEAIRA MCCOWAN,IND,98.2,1.8,0.0,0.0,25.0,70.8,71.1,28.9,0.0,0.0
ALYSSA THOMAS,CON,99.6,0.4,0.0,13.2,24.9,70.8,74.6,25.4,0.0,0.0
AMANDA ZAHUI B,NYL,45.7,54.3,54.0,6.3,13.2,25.4,64.5,35.5,100,0.0
BEATRICE MOMPREMIER,CON,100,0.0,0.0,8.3,16.7,66.7,65.0,35.0,0.0,0.0
BRIONNA JONES,CON,99.4,0.6,1.3,1.7,16.1,74.9,69.1,30.9,100,0.0
BRITTNEY SYKES,LAS,67.3,32.7,22.6,10.4,23.6,40.6,52.6,47.4,87.5,12.5
CRYSTAL DANGERFIELD,MIN,61.2,38.8,29.9,7.9,17.3,39.9,30.0,70.0,79.4,20.6
ESSENCE CARSON,CON,55.6,44.4,46.2,5.1,7.6,20.5,77.8,22.2,100,0.0
KAILA CHARLES,CON,69.1,30.9,29.2,8.8,19.5,42.5,44.8,55.2,90.9,9.1
KIA NURSE,NYL,47.8,52.2,36.3,4.7,34.8,23.4,32.4,67.6,83.9,16.1
LINDSAY ALLEN,LVA,73.1,26.9,25.7,11.4,11.4,45.7,59.1,40.9,66.7,33.3
MIKIAH HERBERT HARRIGAN,MIN,59.8,40.2,53.2,7.6,6.3,17.7,81.3,18.8,92.9,7.1
RIQUNA WILLIAMS,LAS,45.2,54.8,58.4,14.5,7.2,18.1,36.8,63.2,95.3,4.7
SEIMONE AUGUSTUS,LAS,80.0,20.0,29.0,1.6,3.3,14.5,76.2,23.8,91.7,8.3
SHATORI WALKER-KIMBROUGH,PHO,59.5,40.5,43.1,20.9,15.1,26.1,46.9,53.1,81.8,18.2
SOPHIE CUNNINGHAM,PHO,44.0,56.0,34.6,18.3,21.2,40.4,78.3,21.7,91.7,8.3
TYASHA HARRIS,DAL,55.9,44.1,39.9,13.3,9.8,33.6,19.4,80.6,68.4,31.6
ALAINA COATES,WAS,100,0.0,0.0,0.0,28.0,68.0,66.7,33.3,0.0,0.0
ALLISHA GRAY,DAL,63.8,36.2,28.7,13.8,20.7,44.4,37.9,62.1,84.0,16.0
BREANNA STEWART,SEA,67.8,32.2,26.6,5.8,23.7,38.1,75.5,24.5,94.3,5.7
CHEYENNE PARKER-TYUS,CHI,81.7,18.3,16.8,1.5,22.0,55.2,72.0,28.0,93.3,6.7
COURTNEY WILLIAMS,ATL,88.9,11.1,8.2,11.0,5.5,32.2,42.1,57.9,75.0,25.0
EMMA MEESSEMAN,WAS,81.3,18.8,15.0,9.2,11.2,50.0,77.1,22.9,100,0.0
ERICA MCCALL,MIN,91.1,8.9,5.9,7.8,35.3,43.1,80.0,20.0,100,0.0
JAZMINE JONES,NYL,73.7,26.3,20.8,16.2,29.2,40.7,31.5,68.5,93.3,6.7
JORDIN CANADA,SEA,91.7,8.3,1.9,19.1,28.0,49.7,23.6,76.4,100,0.0
