Player,Team,pct_FGA_2PT,pct_FGA_3PT,pct_PTS_MR,pct_PTS_FB,pct_PTS_FT,pct_PTS_IP,pct_AST_2PT,pct_UAST_2PT,pct_AST_3PT,pct_UAST_3PT
ANDREA CONGREAVES,CHA,65.1,34.9,28.9,5.3,23.0,41.7,57.8,42.2,100,0.0
ANDREA STINSON,CHA,80.6,19.4,17.1,35.3,13.7,55.6,43.4,56.6,80.0,20.0
BRIDGET PETTIS,PHO,58.5,41.5,34.4,29.5,27.8,30.9,51.5,48.5,87.5,12.5
BRIDGETTE GORDON,SAC,87.4,12.6,8.5,12.5,23.5,47.0,63.3,36.7,90.0,10.0
CHANTEL TREMITIERE,SAC,81.0,19.0,11.0,8.2,30.6,28.3,37.5,62.5,37.5,62.5
CYNTHIA COOPER,HOU,60.7,39.3,32.4,10.8,27.7,33.2,13.7,86.3,74.6,25.4
DAEDRA CHARLES,LAS,97.1,2.9,0.0,3.0,18.2,78.8,77.8,22.2,0.0,0.0
ELENA BARANOVA,UTA,68.0,32.0,35.2,9.4,12.6,41.1,50.6,49.4,92.5,7.5
EVA NEMCOVA,CLE,70.9,29.1,28.9,9.1,18.5,33.3,68.3,31.7,94.6,5.4
HAIXIA ZHENG,LAS,97.8,2.2,4.6,4.6,12.2,73.3,81.7,18.3,25.0,75.0
ISABELLE FIJALKOWSKI,CLE,98.4,1.6,0.9,9.0,24.4,65.1,75.8,24.2,100,0.0
JAMILA WIDEMAN,LAS,68.4,31.6,22.8,7.6,34.2,40.5,17.6,82.4,100,0.0
JANETH ARCAIN,HOU,86.3,13.7,9.4,13.3,23.5,50.3,50.0,50.0,88.9,11.1
JENNIFER GILLOM,PHO,83.6,16.4,13.6,6.4,21.4,45.9,69.9,30.1,100,0.0
KIM PERROT,HOU,38.9,61.1,52.8,18.2,9.5,34.0,16.7,83.3,78.6,21.4
KIM WILLIAMS,UTA,85.2,14.8,11.9,26.5,18.2,54.9,55.7,44.3,66.7,33.3
