Player,Team,pct_FGA_2PT,pct_FGA_3PT,pct_PTS_MR,pct_PTS_FB,pct_PTS_FT,pct_PTS_IP,pct_AST_2PT,pct_UAST_2PT,pct_AST_3PT,pct_UAST_3PT
MONIQUE CURRIE,PHO,68.0,32.0,30.0,10.3,22.8,23.1,44.6,55.4,76.9,23.1
TAMERA YOUNG,ATL,76.3,23.7,25.6,17.1,16.4,38.2,56.5,43.5,92.0,8.0
ALANA BEARD,LAS,90.2,9.8,7.7,20.4,15.7,50.2,54.4,45.6,100,0.0
ALEX MONTGOMERY,SAN,65.8,34.2,33.8,24.0,9.3,29.4,53.4,46.6,95.7,4.3
ALLISHA GRAY,DAL,70.3,29.7,23.8,19.7,24.0,44.4,40.9,59.1,94.3,5.7
BRIA HARTLEY,NYL,53.8,46.2,43.0,16.2,11.0,34.0,34.4,65.6,78.9,21.1
BRITTNEY SYKES,ATL,73.6,26.4,23.6,25.1,19.9,39.5,50.4,49.6,91.9,8.1
CAMILLE SMITH,PHO,75.2,24.8,16.0,11.1,14.0,60.9,62.4,37.6,100,0.0
CHELSEA GRAY,LAS,69.7,30.3,31.7,9.6,16.1,34.7,25.2,74.8,90.6,9.4
COURTNEY WILLIAMS,CON,90.5,9.5,8.6,15.6,8.6,35.4,46.8,53.2,75.0,25.0
CRYSTAL LANGHORNE,SEA,99.3,0.7,0.7,3.8,14.5,72.0,68.7,31.3,100,0.0
DAMIRIS DANTAS,ATL,62.3,37.7,29.7,2.3,12.5,34.2,69.7,30.3,96.2,3.8
DEARICA HAMBY,SAN,96.3,3.7,3.4,12.8,23.4,69.4,70.1,29.9,100,0.0
ELIZABETH WILLIAMS,ATL,99.7,0.3,0.0,6.0,15.3,69.3,67.8,32.2,0.0,0.0
EMMA CANNON,PHO,98.2,1.8,0.0,1.3,24.8,64.4,67.9,32.1,0.0,0.0
ERICA WHEELER,IND,61.3,38.7,37.5,10.3,9.5,25.5,13.2,86.8,46.0,54.0
ERLANA LARKINS,IND,100,0.0,0.0,1.2,18.6,75.4,70.6,29.4,0.0,0.0
ISABELLE HARRISON,SAN,99.4,0.6,0.8,3.6,15.7,69.1,74.7,25.3,100,0.0
IVORY LATTA,WAS,46.2,53.8,48.5,9.2,19.9,25.7,32.6,67.4,72.7,27.3
JESSICA BRELAND,CHI,92.8,7.2,7.4,9.0,11.5,51.4,74.0,26.0,100,0.0
JEWELL LOYD,SEA,71.0,29.0,26.9,10.6,21.9,33.2,33.8,66.2,88.9,11.1
JIA PERKINS,MIN,74.5,25.5,25.4,14.1,14.0,23.9,41.9,58.1,83.3,16.7
JONQUEL JONES,CON,83.5,16.5,14.4,10.9,25.8,57.1,54.5,45.5,88.0,12.0
KAHLEAH COPPER,CHI,81.8,18.2,13.2,21.9,19.3,50.0,49.4,50.6,100,0.0
KARIMA CHRISTMAS-KELLY,DAL,66.2,33.8,22.2,7.7,35.8,39.2,32.4,67.6,84.6,15.4
KAYLA ALEXANDER,SAN,100,0.0,0.0,5.7,9.4,67.0,75.0,25.0,0.0,0.0
KAYLA THORNTON,DAL,65.5,34.5,22.1,14.7,29.4,39.0,55.4,44.6,100,0.0
KIAH STOKES,NYL,99.1,0.9,0.0,6.1,26.4,69.9,71.7,28.3,0.0,0.0
KRISTI TOLIVER,WAS,33.6,66.4,56.4,9.9,12.9,12.4,32.3,67.7,64.5,35.5
KRYSTAL THOMAS,WAS,100,0.0,0.0,1.7,17.3,81.9,59.2,40.8,0.0,0.0
LAYSHIA CLARENDON,ATL,83.1,16.9,9.0,14.8,22.0,46.6,27.8,72.2,63.6,36.4
LEILANI MITCHELL,PHO,51.9,48.1,39.6,15.0,27.4,24.9,17.8,82.2,75.0,25.0
MARISSA COLEMAN,IND,48.2,51.8,50.0,4.2,17.9,17.9,40.7,59.3,92.9,7.1
MAYA MOORE,MIN,66.2,33.8,33.2,12.1,18.5,25.2,59.2,40.8,76.9,23.1
NATALIE ACHONWA,IND,100,0.0,0.0,12.4,18.7,62.2,75.5,24.5,0.0,0.0
NATASHA HOWARD,MIN,88.9,11.1,6.1,21.1,15.0,77.6,69.0,31.0,100,0.0
NNEKA OGWUMIKE,LAS,87.8,12.2,8.4,8.9,21.0,60.3,65.0,35.0,100,0.0
PLENETTE PIERSON,MIN,65.9,34.1,32.0,4.5,10.7,48.3,49.0,51.0,89.5,10.5
RENEE MONTGOMERY,MIN,49.8,50.2,43.2,18.1,17.7,27.3,20.8,79.2,71.8,28.2
SHAVONTE ZELLOUS,NYL,83.5,16.5,12.1,17.1,34.0,36.8,42.1,57.9,87.5,12.5
SHEKINNA STRICKLEN,CON,25.1,74.9,72.7,14.7,10.9,10.9,37.5,62.5,88.7,11.3
SKYLAR DIGGINS,DAL,69.2,30.8,23.4,19.9,31.1,36.3,27.3,72.7,63.3,36.7
STEPHANIE TALBOT,PHO,65.9,34.1,32.4,13.5,20.3,31.1,62.9,37.1,100,0.0
SYLVIA FOWLES,MIN,100,0.0,0.0,7.8,21.1,76.4,78.0,22.0,0.0,0.0
THERESA PLAISANCE,DAL,52.2,47.8,48.3,6.5,9.6,31.4,70.9,29.1,100,0.0
TIERRA RUFFIN-PRATT,WAS,98.4,1.6,0.0,17.0,32.0,49.4,57.1,42.9,0.0,0.0
TINA CHARLES,NYL,88.4,11.6,10.7,5.1,18.4,51.3,53.8,46.2,87.5,12.5
YVONNE TURNER,PHO,66.5,33.5,22.4,20.7,16.7,41.4,37.7,62.3,84.6,15.4
ALYSHA CLARK,SEA,66.8,33.2,24.3,9.2,13.9,56.6,64.3,35.7,95.5,4.5
ALYSSA THOMAS,CON,99.2,0.8,0.0,25.1,23.3,74.3,54.3,45.7,0.0,0.0
BREANNA STEWART,SEA,71.7,28.3,22.4,10.4,24.9,42.7,69.9,30.1,91.8,8.2
CANDACE PARKER,LAS,70.8,29.2,24.2,14.0,17.3,49.6,50.3,49.7,86.7,13.3
CANDICE DUPREE,IND,99.5,0.5,0.0,2.8,13.5,42.4,62.6,37.4,0.0,0.0
GLORY JOHNSON,DAL,83.4,16.6,12.8,12.6,19.9,58.0,58.4,41.6,90.5,9.5
KAELA DAVIS,DAL,80.0,20.0,22.5,8.0,24.5,37.0,35.8,64.2,93.3,6.7
RAMU TOKASHIKI,SEA,96.8,3.2,0.0,4.7,20.8,50.9,78.6,21.4,0.0,0.0
REBECCA ALLEN,NYL,56.4,43.6,48.4,2.2,2.1,23.7,69.6,30.4,93.3,6.7
SAMI WHITCOMB,SEA,23.3,76.7,69.4,12.2,11.6,15.0,35.7,64.3,94.1,5.9
SANIYA CHONG,DAL,51.3,48.7,30.0,25.6,27.8,37.8,31.6,68.4,100,0.0
STEFANIE DOLSON,CHI,79.5,20.5,19.4,3.5,12.5,46.8,85.9,14.1,100,0.0
SUGAR RODGERS,NYL,48.0,52.0,54.5,9.8,12.6,23.6,38.6,61.4,87.3,12.7
TIANNA HAWKINS,WAS,75.4,24.6,15.7,6.1,17.9,47.2,65.8,34.2,100,0.0
TIFFANY HAYES,ATL,66.1,33.9,26.8,21.4,29.3,39.0,44.9,55.1,89.6,10.4
BRIA HOLMES,ATL,78.0,22.0,12.0,33.3,22.9,49.0,55.6,44.4,100,0.0
CAYLA GEORGE,PHO,57.8,42.2,37.5,6.7,8.7,21.2,89.3,10.7,100,0.0
DANIELLE ROBINSON,PHO,96.4,3.6,0.0,26.7,24.9,39.8,37.3,62.7,0.0,0.0
IMANI MCGEE-STAFFORD,ATL,97.6,2.4,2.3,9.2,11.5,60.0,67.9,32.1,100,0.0
JANTEL LAVENDER,LAS,92.5,7.5,6.4,13.2,9.3,39.1,90.9,9.1,100,0.0
JASMINE THOMAS,CON,67.0,33.0,35.8,15.2,12.5,33.1,23.9,76.1,88.9,11.1
NAYO RAINCOCK-EKUNWE,NYL,94.9,5.1,0.0,11.9,30.5,61.0,61.0,39.0,0.0,0.0
NOELLE QUINN,SEA,37.1,62.9,52.9,2.4,23.6,9.4,80.0,20.0,93.3,6.7
SEIMONE AUGUSTUS,MIN,85.1,14.9,16.4,3.2,9.5,27.6,51.9,48.1,89.5,10.5
ALEX BENTLEY,CON,70.0,30.0,25.4,11.9,14.6,32.3,24.4,75.6,81.8,18.2
ALLIE QUIGLEY,CHI,52.6,47.4,45.4,17.3,9.8,24.8,54.4,45.6,76.6,23.4
DIANA TAURASI,PHO,40.5,59.5,51.8,9.4,22.3,13.7,44.4,55.6,74.0,26.0
KELSEY PLUM,SAN,61.0,39.0,39.6,18.9,22.7,31.7,26.0,74.0,71.4,28.6
MATEE AJAVON,ATL,94.7,5.3,0.0,16.0,41.3,42.7,31.8,68.2,0.0,0.0
ODYSSEY SIMS,LAS,77.1,22.9,11.0,25.4,20.8,57.5,23.5,76.5,81.8,18.2
CAROLYN SWORDS,SEA,100,0.0,0.0,0.0,22.1,67.5,93.3,6.7,0.0,0.0
ERICA MCCALL,IND,97.0,3.0,3.1,4.1,15.3,40.8,77.5,22.5,100,0.0
KAYLA MCBRIDE,SAN,58.2,41.8,31.9,15.8,26.9,19.1,43.2,56.8,89.8,10.2
RACHEL BANHAM,CON,43.6,56.4,49.0,11.2,16.3,10.2,35.3,64.7,87.5,12.5
REBEKKAH BRUNSON,MIN,72.8,27.2,22.6,4.9,21.0,44.6,66.3,33.7,100,0.0
SUE BIRD,SEA,45.3,54.7,55.8,14.5,7.6,12.0,34.5,65.5,79.7,20.3
