Player,Team,pct_FGA_2PT,pct_FGA_3PT,pct_PTS_MR,pct_PTS_FB,pct_PTS_FT,pct_PTS_IP,pct_AST_2PT,pct_UAST_2PT,pct_AST_3PT,pct_UAST_3PT
KARA BRAXTON,PHO,98.6,1.4,0.9,7.2,15.8,72.4,64.8,35.2,100,0.0
ALISON BALES,ATL,87.6,12.4,11.4,1.5,32.5,25.8,75.7,24.3,100,0.0
ANGEL MCCOUGHTRY,ATL,79.1,20.9,13.8,16.5,26.7,40.2,38.0,62.0,90.9,9.1
ARMINTIE HERRINGTON,ATL,97.1,2.9,0.0,36.1,36.1,54.2,50.9,49.1,0.0,0.0
CAMILLE SMITH,SEA,91.0,9.0,7.0,7.2,23.4,64.9,60.0,40.0,100,0.0
CANDICE DUPREE,PHO,99.7,0.3,0.0,20.6,13.6,78.1,79.2,20.8,0.0,0.0
CAPPIE PONDEXTER,NYL,71.7,28.3,26.3,9.3,21.6,25.8,26.8,73.2,62.5,37.5
CATHRINE KRAAYEVELD,CHI,45.6,54.4,52.2,10.1,11.8,27.0,50.0,50.0,100,0.0
CHANTE BLACK,TUL,100,0.0,0.0,8.5,9.6,88.1,68.8,31.3,0.0,0.0
CHARDE HOUSTON,MIN,65.8,34.2,34.3,12.4,12.5,40.8,36.4,63.6,93.5,6.5
CHASITY MELVIN,WAS,100,0.0,0.0,1.1,15.3,70.1,49.3,50.7,0.0,0.0
CRYSTAL LANGHORNE,WAS,98.4,1.6,0.5,2.5,20.2,68.5,55.0,45.0,100,0.0
DELISHA MILTON-JONES,LAS,80.0,20.0,14.9,7.7,21.1,49.8,65.9,34.1,96.2,3.8
DOMINIQUE CANTY,CHI,95.5,4.5,2.0,11.4,30.9,46.9,52.4,47.6,50.0,50.0
EBONY HOFFMAN,IND,69.3,30.7,28.7,2.2,12.5,33.1,58.8,41.3,84.6,15.4
EPIPHANNY PRINCE,CHI,74.1,25.9,21.6,10.2,22.7,44.3,16.1,83.9,87.5,12.5
ERIKA DE SOUZA,ATL,100,0.0,0.0,4.5,9.7,80.8,74.7,25.3,0.0,0.0
ERIN THORN,CHI,41.2,58.8,58.9,8.9,14.9,8.4,53.6,46.4,95.2,4.8
ESSENCE CARSON,NYL,79.7,20.3,9.5,15.1,17.5,36.5,52.2,47.8,100,0.0
HAMCHETOU MAIGA-BA,MIN,99.1,0.9,0.0,13.9,20.4,51.9,46.5,53.5,0.0,0.0
IZIANE CASTRO MARQUES,ATL,68.5,31.5,24.0,27.5,15.5,34.4,45.4,54.6,71.7,28.3
JANEL MCCARVILLE,NYL,96.0,4.0,3.0,8.4,13.8,36.2,75.0,25.0,66.7,33.3
JIA PERKINS,CHI,70.2,29.8,31.4,12.4,9.6,24.8,41.1,58.9,94.7,5.3
KARA LAWSON,CON,48.2,51.8,48.9,16.3,12.1,18.4,43.6,56.4,67.4,32.6
KATIE DOUGLAS,IND,54.1,45.9,43.7,15.4,12.6,25.3,28.4,71.6,80.9,19.1
KELSEY GRIFFIN,CON,65.0,35.0,26.0,6.0,27.3,37.3,60.0,40.0,100,0.0
KRISTI TOLIVER,LAS,55.8,44.2,38.1,12.7,15.2,23.4,45.6,54.4,81.1,18.9
LEILANI MITCHELL,NYL,37.8,62.2,68.1,5.7,11.1,15.8,24.2,75.8,83.3,16.7
LINDSEY HARDING,WAS,85.3,14.7,10.9,16.5,20.0,44.3,20.4,79.6,80.0,20.0
MARISSA COLEMAN,WAS,46.0,54.0,55.4,9.5,14.0,24.3,38.2,61.8,95.1,4.9
MATEE AJAVON,WAS,74.3,25.7,13.6,14.1,29.1,42.2,15.8,84.2,77.8,22.2
MICHELLE SNOW,SAN,99.6,0.4,0.0,5.1,18.2,59.7,71.5,28.5,0.0,0.0
MISTIE BASS,CHI,98.4,1.6,0.0,9.6,18.1,69.9,79.4,20.6,0.0,0.0
MONICA WRIGHT,MIN,75.0,25.0,25.4,18.3,18.0,27.5,37.4,62.6,96.9,3.1
MONIQUE CURRIE,WAS,75.2,24.8,23.2,13.6,31.3,33.4,37.6,62.4,83.8,16.2
NAKIA SANFORD,WAS,100,0.0,0.0,1.0,25.9,58.5,60.5,39.5,0.0,0.0
NICOLE POWELL,NYL,42.0,58.0,62.7,8.2,8.2,16.5,54.3,45.7,98.5,1.5
NOELLE QUINN,LAS,71.8,28.2,30.3,12.4,10.9,30.0,69.6,30.4,88.6,11.4
RENEE MONTGOMERY,CON,52.0,48.0,43.7,13.9,15.7,30.9,19.6,80.4,68.2,31.8
RONEEKA HODGES,SAN,39.5,60.5,56.1,7.6,9.5,22.9,51.1,48.9,93.9,6.1
SCHOLANDA DORRELL,TUL,78.9,21.1,17.0,12.6,22.8,40.0,48.4,51.6,91.3,8.7
SOPHIA YOUNG-MALCOLM,SAN,91.2,8.8,5.8,8.6,15.1,53.7,63.6,36.4,100,0.0
