Player,Team,pct_FGA_2PT,pct_FGA_3PT,pct_PTS_MR,pct_PTS_FB,pct_PTS_FT,pct_PTS_IP,pct_AST_2PT,pct_UAST_2PT,pct_AST_3PT,pct_UAST_3PT
ALISON BALES,ATL,88.2,11.8,10.6,4.7,14.1,35.3,76.6,23.4,83.3,16.7
ARMINTIE HERRINGTON,ATL,99.0,1.0,0.0,40.8,25.3,64.4,64.8,35.2,0.0,0.0
ASHLEY ROBINSON,SEA,99.2,0.8,0.0,7.8,8.5,89.9,74.6,25.4,0.0,0.0
ASJHA JONES,CON,97.8,2.2,2.0,2.4,11.9,51.7,54.9,45.1,100,0.0
CANDICE DUPREE,PHO,98.3,1.7,0.6,19.4,19.8,67.1,72.6,27.4,100,0.0
CANDICE WIGGINS,MIN,29.5,70.5,73.5,8.5,7.5,17.0,26.3,73.7,93.9,6.1
CAPPIE PONDEXTER,NYL,68.2,31.8,29.4,18.6,18.5,31.1,22.1,77.9,50.0,50.0
COURTNEY VANDERSLOOT,CHI,72.6,27.4,21.8,26.8,16.4,46.4,25.0,75.0,81.3,18.8
DANIELLE MCCRAY,CON,49.7,50.3,51.3,16.1,13.5,29.1,57.1,42.9,76.5,23.5
DANIELLE ROBINSON,SAN,99.5,0.5,0.0,31.8,30.0,43.6,44.9,55.1,0.0,0.0
DELISHA MILTON-JONES,LAS,78.7,21.3,18.9,7.3,16.1,48.4,58.1,41.9,100,0.0
DEWANNA BONNER,PHO,63.4,36.6,28.8,18.6,24.6,38.9,57.6,42.4,97.1,2.9
EBONY HOFFMAN,LAS,74.8,25.2,28.1,5.9,14.9,40.6,63.0,37.0,95.8,4.2
EPIPHANNY PRINCE,CHI,69.0,31.0,32.3,13.1,19.4,29.3,16.1,83.9,80.0,20.0
ERIN THORN,CHI,50.3,49.7,52.7,8.2,9.9,6.6,32.4,67.6,68.8,31.3
IZIANE CASTRO MARQUES,ATL,70.9,29.1,19.7,24.3,17.0,42.5,40.2,59.8,70.6,29.4
JASMINE THOMAS,WAS,68.0,32.0,33.0,26.1,11.0,44.0,23.0,77.0,75.0,25.0
JEANETTE POHLEN-MAVUNGA,IND,39.2,60.8,63.0,13.0,9.5,23.2,52.6,47.4,89.7,10.3
JENNIFER LACY,TUL,60.8,39.2,39.4,7.0,9.9,39.4,63.0,37.0,100,0.0
JESSICA DAVENPORT,IND,98.9,1.1,0.0,4.1,20.1,64.5,79.3,20.7,0.0,0.0
JIA PERKINS,SAN,65.2,34.8,29.4,15.2,14.7,26.5,53.5,46.5,92.5,7.5
KATIE SMITH,SEA,44.4,55.6,57.6,13.7,11.8,13.3,51.3,48.7,81.6,18.4
KELLY MILLER,WAS,50.7,49.3,58.6,15.1,11.9,12.0,40.5,59.5,85.7,14.3
KELSEY GRIFFIN,CON,79.1,20.9,9.7,11.3,30.6,32.3,62.2,37.8,100,0.0
KIA VAUGHN,NYL,100,0.0,0.0,5.3,12.9,62.6,61.1,38.9,0.0,0.0
LE'COE WILLINGHAM,SEA,78.3,21.7,15.1,7.3,15.5,68.5,78.9,21.1,100,0.0
LEILANI MITCHELL,NYL,35.9,64.1,68.3,15.9,4.2,18.0,19.2,80.8,76.7,23.3
LINDSAY WHALEN,MIN,88.0,12.0,11.0,28.2,19.2,56.9,31.5,68.5,82.4,17.6
LINDSEY HARDING,ATL,89.4,10.6,8.4,24.6,18.4,46.4,24.4,75.6,60.0,40.0
MARIE FERDINAND-HARRIS,PHO,79.2,20.8,23.5,11.3,16.5,28.7,39.1,60.9,94.4,5.6
MARISSA COLEMAN,WAS,48.2,51.8,54.5,12.3,8.5,21.2,35.2,64.8,90.6,9.4
MATEE AJAVON,WAS,69.9,30.1,22.2,16.6,23.1,34.3,28.5,71.5,78.4,21.6
MAYA MOORE,MIN,58.0,42.0,38.8,23.4,14.0,30.7,53.8,46.2,84.5,15.5
MICHELLE SNOW,CHI,98.9,1.1,0.0,2.0,18.8,44.6,76.8,23.2,0.0,0.0
NICKY ANOSIKE,WAS,99.5,0.5,0.0,7.9,37.2,54.4,65.3,34.7,0.0,0.0
REBEKKAH BRUNSON,MIN,100,0.0,0.0,12.1,21.3,59.8,64.2,35.8,0.0,0.0
RENEE MONTGOMERY,CON,58.7,41.3,37.0,16.6,25.4,27.5,25.8,74.2,73.8,26.2
RUTH RILEY,SAN,91.6,8.4,12.6,5.8,10.6,40.0,83.6,16.4,100,0.0
SEIMONE AUGUSTUS,MIN,86.9,13.1,13.6,19.1,11.6,33.8,53.9,46.1,92.0,8.0
SUE BIRD,SEA,59.3,40.7,42.6,11.8,12.6,18.8,37.5,62.5,60.6,39.4
SWIN CASH,SEA,67.7,32.3,23.2,16.8,25.5,45.1,63.8,36.2,94.3,5.7
SYLVIA FOWLES,CHI,100,0.0,0.0,9.0,22.6,70.0,76.8,23.2,0.0,0.0
TAJ MCWILLIAMS-FRANKLIN,MIN,96.6,3.4,2.1,3.9,16.8,56.9,70.2,29.8,100,0.0
TAMMY SUTTON-BROWN,IND,97.8,2.2,0.0,14.9,27.7,63.8,85.3,14.7,0.0,0.0
TAN WHITE,CON,57.3,42.7,34.3,21.9,20.9,36.8,40.0,60.0,87.0,13.0
TICHA PENICHEIRO,LAS,75.7,24.3,22.0,5.4,22.4,49.8,17.5,82.5,80.0,20.0
TIFFANY JACKSON,TUL,99.7,0.3,0.0,7.1,28.6,64.8,60.3,39.7,0.0,0.0
TINA CHARLES,CON,99.4,0.6,0.0,6.3,15.3,62.3,62.6,37.4,0.0,0.0
TINA THOMPSON,LAS,59.2,40.8,38.2,3.8,16.2,32.5,61.0,39.0,93.0,7.0
TULLY BEVILAQUA,SAN,48.8,51.2,36.4,10.1,13.1,20.2,64.0,36.0,100,0.0
ANDREA RILEY,TUL,45.1,54.9,36.2,21.6,23.6,25.1,12.5,87.5,41.7,58.3
ANGEL MCCOUGHTRY,ATL,87.0,13.0,8.0,19.8,31.3,44.4,46.8,53.2,89.5,10.5
BECKY HAMMON,SAN,51.8,48.3,42.8,13.9,18.8,28.1,34.7,65.3,64.0,36.0
CAMILLE SMITH,SEA,92.1,7.9,4.7,9.7,17.3,78.0,55.6,44.4,100,0.0
CATHRINE KRAAYEVELD,CHI,24.0,76.0,80.0,1.5,5.6,5.1,28.6,71.4,96.2,3.8
JANTEL LAVENDER,LAS,100,0.0,0.0,10.1,15.2,60.8,85.9,14.1,0.0,0.0
KALANA GREENE,CON,72.3,27.7,29.2,23.2,14.6,43.2,55.8,44.2,100,0.0
KARA LAWSON,CON,48.2,51.8,48.2,19.6,19.1,20.5,44.6,55.4,61.8,38.2
KAYLA PEDERSEN,TUL,65.8,34.2,29.3,12.0,19.1,32.0,63.8,36.2,90.9,9.1
LIZ CAMBAGE,TUL,98.1,1.9,0.0,8.9,29.5,65.8,71.6,28.4,0.0,0.0
NAKIA SANFORD,PHO,100,0.0,0.0,3.6,32.8,61.3,67.4,32.6,0.0,0.0
NICOLE POWELL,NYL,46.9,53.1,50.8,9.4,9.1,22.6,43.8,56.3,88.9,11.1
NOELLE QUINN,LAS,64.6,35.4,40.8,4.7,10.7,22.5,51.2,48.8,95.7,4.3
PLENETTE PIERSON,NYL,97.2,2.8,1.4,14.1,18.5,61.4,69.0,31.0,100,0.0
SHAVONTE ZELLOUS,IND,73.8,26.2,14.9,11.6,32.1,38.7,35.4,64.6,100,0.0
SHERYL SWOOPES,TUL,64.2,35.8,32.1,6.6,14.8,31.7,47.2,52.8,82.8,17.2
SHYRA ELY-GASH,IND,78.0,22.0,14.6,9.7,19.4,56.3,47.1,52.9,100,0.0
