Player,Team,pct_FGA_2PT,pct_FGA_3PT,pct_PTS_MR,pct_PTS_FB,pct_PTS_FT,pct_PTS_IP,pct_AST_2PT,pct_UAST_2PT,pct_AST_3PT,pct_UAST_3PT
ALEX BENTLEY,ATL,70.1,29.9,29.9,21.7,9.6,33.5,23.5,76.5,53.6,46.4
ALEX MONTGOMERY,NYL,80.8,19.2,18.8,17.4,10.7,38.6,64.4,35.6,76.9,23.1
ALLIE QUIGLEY,CHI,64.5,35.5,39.5,4.7,12.4,17.1,38.7,61.3,70.6,29.4
ANEIKA MORELLO,ATL,100,0.0,0.0,12.7,19.4,74.6,70.4,29.6,0.0,0.0
BRIANA BUTLER,PHO,66.4,33.6,26.4,20.3,10.1,40.5,68.1,31.9,100,0.0
CAMILLE SMITH,SEA,83.4,16.6,10.6,4.1,30.9,52.6,49.1,50.9,92.3,7.7
CHARDE HOUSTON,PHO,74.4,25.6,13.5,8.0,17.5,60.0,27.5,72.5,88.9,11.1
CRYSTAL LANGHORNE,WAS,97.6,2.4,0.7,5.6,16.9,61.8,61.3,38.7,100,0.0
DANIELLE ADAMS,SAN,67.7,32.3,25.8,8.2,21.7,41.8,57.0,43.0,95.2,4.8
DEWANNA BONNER,PHO,57.4,42.6,32.9,17.3,24.0,33.3,49.1,50.9,88.9,11.1
DEVEREAUX PETERS,MIN,100,0.0,0.0,13.5,16.3,55.3,86.4,13.6,0.0,0.0
EMMA MEESSEMAN,WAS,98.6,1.4,0.0,8.1,11.4,38.9,83.3,16.7,0.0,0.0
ERIKA DE SOUZA,ATL,100,0.0,0.0,8.5,14.4,72.3,73.8,26.2,0.0,0.0
ERLANA LARKINS,IND,100,0.0,0.0,3.7,23.4,74.3,60.2,39.8,0.0,0.0
IVORY LATTA,WAS,54.8,45.2,45.9,10.2,17.6,25.1,18.6,81.4,66.7,33.3
JANTEL LAVENDER,LAS,100,0.0,0.0,10.6,13.0,64.2,78.5,21.5,0.0,0.0
JASMINE THOMAS,ATL,77.8,22.2,16.7,12.5,11.1,46.5,49.0,51.0,100,0.0
JIA PERKINS,SAN,74.3,25.7,28.7,24.6,13.6,26.3,58.8,41.2,84.4,15.6
KALANA GREENE,CON,84.9,15.1,6.9,20.1,17.2,59.8,39.4,60.6,100,0.0
KAMIKO WILLIAMS,NYL,81.0,19.0,20.5,12.5,4.5,43.2,45.5,54.5,66.7,33.3
KARA BRAXTON,NYL,100,0.0,0.0,6.4,12.5,84.2,64.6,35.4,0.0,0.0
KARIMA CHRISTMAS-KELLY,IND,63.1,36.9,30.8,4.1,20.6,45.2,22.5,77.5,100,0.0
KATIE SMITH,NYL,56.2,43.8,40.4,3.4,13.4,11.5,70.8,29.2,67.9,32.1
KAYLA PEDERSEN,CON,99.0,1.0,0.0,5.0,22.8,55.4,76.9,23.1,0.0,0.0
KELSEY BONE,NYL,99.5,0.5,0.0,3.8,15.4,79.5,57.6,42.4,0.0,0.0
KELSEY GRIFFIN,CON,84.1,15.9,12.2,10.5,22.3,40.5,66.0,34.0,91.7,8.3
KIA VAUGHN,WAS,99.6,0.4,0.0,5.2,15.0,54.1,74.7,25.3,0.0,0.0
KRISTI TOLIVER,LAS,67.7,32.3,30.6,18.3,14.4,22.9,44.7,55.3,69.4,30.6
KRYSTAL THOMAS,PHO,100,0.0,0.0,2.5,16.5,83.5,81.8,18.2,0.0,0.0
LE'COE WILLINGHAM,ATL,65.2,34.8,29.8,9.9,10.6,45.4,76.2,23.8,92.9,7.1
LEILANI MITCHELL,NYL,36.1,63.9,56.5,12.4,17.6,16.5,36.4,63.6,71.9,28.1
LINDSAY WHALEN,MIN,97.8,2.2,0.6,25.1,21.4,52.7,43.1,56.9,0.0,100
MARISSA COLEMAN,LAS,63.0,37.0,38.2,17.2,13.4,25.5,42.1,57.9,90.0,10.0
MATEE AJAVON,WAS,76.2,23.8,18.8,16.5,31.0,33.7,25.0,75.0,84.2,15.8
