Player,Team,pct_FGA_2PT,pct_FGA_3PT,pct_PTS_MR,pct_PTS_FB,pct_PTS_FT,pct_PTS_IP,pct_AST_2PT,pct_UAST_2PT,pct_AST_3PT,pct_UAST_3PT
ALEXIS HORNBUCKLE,PHO,68.9,31.1,35.3,14.0,10.4,37.1,25.0,75.0,92.3,7.7
ALLISON HIGHTOWER,CON,70.3,29.7,23.5,9.1,13.9,48.7,20.8,79.2,94.4,5.6
ANEIKA MORELLO,ATL,100,0.0,0.0,1.2,19.8,70.4,70.8,29.2,0.0,0.0
ARMINTIE HERRINGTON,ATL,99.1,0.9,0.0,39.0,24.7,62.7,67.6,32.4,0.0,0.0
CAMILLE SMITH,SEA,88.0,12.0,8.6,4.4,29.4,58.3,67.2,32.8,100,0.0
CANDICE WIGGINS,MIN,25.9,74.1,75.0,7.8,13.8,10.3,38.5,61.5,91.4,8.6
CAPPIE PONDEXTER,NYL,71.7,28.3,22.9,18.7,20.7,34.5,26.0,74.0,71.7,28.3
COURTNEY VANDERSLOOT,CHI,71.1,28.9,27.9,12.6,12.3,40.5,17.8,82.2,71.4,28.6
DANIELLE ADAMS,SAN,65.0,35.0,28.4,9.7,20.4,44.3,71.8,28.2,100,0.0
DANIELLE ROBINSON,SAN,97.4,2.6,0.0,28.1,12.8,51.3,54.8,45.2,0.0,0.0
DELISHA MILTON-JONES,LAS,69.8,30.2,25.6,8.8,19.1,33.5,67.0,33.0,96.6,3.4
ERLANA LARKINS,IND,100,0.0,0.0,8.5,22.0,78.0,60.0,40.0,0.0,0.0
ESSENCE CARSON,NYL,73.4,26.6,27.4,11.2,10.7,35.5,30.3,69.7,94.4,5.6
GLORY JOHNSON,TUL,100,0.0,0.0,13.8,33.2,59.2,67.2,32.8,0.0,0.0
IVORY LATTA,TUL,56.5,43.5,42.5,14.0,14.0,31.2,18.9,81.1,66.7,33.3
JANTEL LAVENDER,LAS,100,0.0,0.0,12.2,14.3,68.8,70.4,29.6,0.0,0.0
JASMINE THOMAS,WAS,66.0,34.0,37.8,14.4,10.4,32.4,23.6,76.4,88.6,11.4
JEANETTE POHLEN-MAVUNGA,IND,40.6,59.4,64.4,10.7,4.7,22.8,39.1,60.9,100,0.0
JESSICA DAVENPORT,IND,98.3,1.7,1.3,3.5,26.2,53.3,79.5,20.5,100,0.0
KALANA GREENE,CON,81.8,18.2,10.5,30.8,22.4,49.0,52.1,47.9,100,0.0
KARA BRAXTON,NYL,97.6,2.4,1.3,12.1,8.1,87.9,63.4,36.6,100,0.0
KARA LAWSON,CON,49.9,50.1,43.4,17.4,19.5,16.4,36.8,63.2,79.7,20.3
KATIE SMITH,SEA,41.2,58.8,57.6,15.3,13.6,14.8,51.5,48.5,90.9,9.1
KETIA SWANIER,ATL,63.4,36.6,19.7,15.8,25.0,47.4,33.3,66.7,80.0,20.0
KRISTI TOLIVER,LAS,62.3,37.7,32.3,17.3,23.0,23.2,28.6,71.4,51.6,48.4
LEILANI MITCHELL,NYL,33.2,66.8,72.3,10.9,4.1,15.5,19.2,80.8,96.2,3.8
LINDSAY WISDOM-HYLTON,WAS,99.2,0.8,0.0,4.4,10.3,69.1,73.8,26.2,0.0,0.0
LINDSEY HARDING,ATL,84.3,15.7,10.0,27.3,21.6,39.7,27.3,72.7,92.9,7.1
MARISSA COLEMAN,LAS,52.6,47.4,39.6,13.2,17.0,28.3,52.2,47.8,92.9,7.1
