Player,Team,pct_FGA_2PT,pct_FGA_3PT,pct_PTS_MR,pct_PTS_FB,pct_PTS_FT,pct_PTS_IP,pct_AST_2PT,pct_UAST_2PT,pct_AST_3PT,pct_UAST_3PT
A'JA WILSON,LVA,84.0,16.0,13.2,8.7,21.7,49.5,75.5,24.5,96.8,3.2
AARI MCDONALD,ATL,55.5,44.5,36.2,14.3,22.1,38.2,19.3,80.7,72.9,27.1
ALYSSA THOMAS,CON,99.5,0.5,0.0,20.2,22.3,71.5,62.2,37.8,0.0,0.0
ARIEL ATKINS,WAS,56.4,43.6,39.8,7.6,16.6,23.9,53.0,47.0,91.4,8.6
BRIANN JANUARY,SEA,39.3,60.7,51.5,14.9,14.2,14.9,52.2,47.8,87.0,13.0
BRIDGET CARLETON,MIN,38.5,61.5,55.8,21.8,12.1,24.4,92.0,8.0,89.7,10.3
BRIONNA JONES,CON,98.2,1.8,0.0,5.4,25.0,67.3,69.4,30.6,0.0,0.0
CHEYENNE PARKER-TYUS,ATL,84.4,15.6,8.5,4.9,14.5,64.3,61.6,38.4,91.7,8.3
DESTANNI HENDERSON,IND,59.9,40.1,40.8,14.1,12.1,37.7,35.6,64.4,84.6,15.4
DIJONAI CARRINGTON,CON,69.5,30.5,23.4,32.8,23.3,51.6,52.3,47.7,94.7,5.3
EMMA MEESSEMAN,CHI,88.8,11.2,8.7,5.4,10.5,62.1,87.3,12.7,100,0.0
GABBY WILLIAMS,SEA,71.2,28.8,20.1,20.1,13.0,59.5,56.7,43.3,83.3,16.7
JESSICA SHEPARD,MIN,89.3,10.7,6.2,7.6,23.7,64.6,78.4,21.6,83.3,16.7
JEWELL LOYD,SEA,57.1,42.9,43.0,15.7,17.1,25.9,55.6,44.4,82.1,17.9
KAYLA THORNTON,DAL,62.8,37.2,26.1,19.2,23.7,37.6,70.8,29.2,100,0.0
KELSEY PLUM,LVA,49.3,50.7,46.7,16.9,17.2,31.7,43.5,56.5,67.3,32.7
NATISHA HIEDEMAN,CON,38.7,61.3,62.9,19.8,7.3,26.7,20.4,79.6,87.0,13.0
RACHEL BANHAM,MIN,36.6,63.4,60.4,12.0,8.5,17.0,45.5,54.5,70.2,29.8
RUI MACHIDA,WAS,59.5,40.5,32.3,3.1,9.2,43.1,31.6,68.4,57.1,42.9
SABRINA IONESCU,NYL,51.5,48.5,39.8,9.9,19.3,31.0,26.6,73.4,63.9,36.1
SHAKIRA AUSTIN,WAS,99.6,0.4,0.0,3.2,21.8,68.6,76.2,23.8,0.0,0.0
STEFANIE DOLSON,NYL,71.2,28.8,26.9,7.2,13.1,51.7,80.5,19.5,100,0.0
VERONICA BURTON,DAL,43.4,56.6,38.3,8.5,34.0,27.7,38.5,61.5,83.3,16.7
AERIAL POWERS,MIN,75.7,24.3,19.6,7.3,26.1,31.7,40.9,59.1,87.9,12.1
AZURÁ STEVENS,CHI,63.5,36.5,34.0,11.9,7.8,48.0,78.7,21.3,95.2,4.8
BRIANNA TURNER,PHO,100,0.0,0.0,10.6,9.9,90.1,88.2,11.8,0.0,0.0
CHELSEA GRAY,LVA,73.2,26.8,21.2,8.5,16.8,35.3,18.8,81.2,73.5,26.5
EMILY ENGSTLER,IND,75.3,24.7,26.5,6.1,11.6,56.4,55.4,44.6,87.5,12.5
ISABELLE HARRISON,DAL,99.2,0.8,2.0,5.6,23.5,67.3,73.7,26.3,100,0.0
NATASHA HOWARD,NYL,78.5,21.5,17.0,4.9,16.6,61.1,74.4,25.6,96.7,3.3
REBEKAH GARDNER,CHI,80.4,19.6,15.3,20.0,16.2,59.0,50.5,49.5,100,0.0
SAMI WHITCOMB,NYL,16.4,83.6,78.0,14.5,8.8,11.5,53.3,46.7,84.7,15.3
SHATORI WALKER-KIMBROUGH,WAS,62.3,37.7,32.4,25.7,22.8,34.0,66.7,33.3,92.3,7.7
TYASHA HARRIS,DAL,67.3,32.7,29.3,8.0,10.9,28.7,21.2,78.8,100,0.0
VICTORIA VIVIANS,IND,58.1,41.9,38.6,15.2,13.4,24.6,58.5,41.5,97.7,2.3
ALLIE QUIGLEY,CHI,53.6,46.4,38.9,13.5,19.6,33.2,75.0,25.0,88.0,12.0
BREANNA STEWART,SEA,67.2,32.8,27.1,13.9,22.2,39.7,80.9,19.1,94.0,6.0
COURTNEY WILLIAMS,CON,83.2,16.8,17.4,20.6,7.1,26.9,58.7,41.3,90.9,9.1
DEARICA HAMBY,LVA,70.7,29.3,15.2,21.6,21.3,62.9,77.0,23.0,100,0.0
JACKIE YOUNG,LVA,71.1,28.9,27.7,16.4,20.3,36.2,53.9,46.1,82.0,18.0
LEXIE BROWN,LAS,37.0,63.0,65.4,15.6,1.7,23.9,60.0,40.0,98.1,1.9
MARINA MABREY,DAL,59.0,41.0,39.4,17.7,10.2,31.5,40.2,59.8,78.7,21.3
MICHAELA ONYENWERE,NYL,61.5,38.5,28.3,16.4,28.9,40.3,88.2,11.8,100,0.0
MYISHA HINES-ALLEN,WAS,71.3,28.7,28.8,10.3,14.9,49.0,56.5,43.5,100,0.0
NATASHA CLOUD,WAS,56.2,43.8,35.4,3.6,20.6,33.0,25.0,75.0,72.1,27.9
NAZ HILLMON,ATL,98.4,1.6,0.0,4.0,21.3,61.3,81.4,18.6,0.0,0.0
NNEKA OGWUMIKE,LAS,87.6,12.4,10.3,11.1,15.4,60.6,76.3,23.7,100,0.0
