Player,Team,pct_FGA_2PT,pct_FGA_3PT,pct_PTS_MR,pct_PTS_FB,pct_PTS_FT,pct_PTS_IP,pct_AST_2PT,pct_UAST_2PT,pct_AST_3PT,pct_UAST_3PT
ADRIENNE GOODSON,UTA,87.6,12.4,8.2,19.3,20.8,52.9,50.9,49.1,100,0.0
ALLISON FEASTER,LAS,44.7,55.3,38.9,10.5,24.1,37.0,60.0,40.0,95.2,4.8
ANDREA CONGREAVES,ORL,72.7,27.3,21.5,1.0,21.1,51.7,70.0,30.0,100,0.0
ANDREA LLOYD-CURRY,MIN,55.0,45.0,42.1,0.0,15.8,29.0,64.4,35.6,90.0,10.0
ANDREA NAGY,WAS,75.0,25.0,16.7,15.4,27.7,37.0,24.4,75.6,88.9,11.1
ANDREA STINSON,CHA,82.0,18.0,14.5,28.6,15.0,51.6,57.5,42.5,90.5,9.5
ANGIE POTTHOFF,MIN,87.1,12.9,7.1,11.0,14.2,50.4,88.0,12.0,100,0.0
BRIDGET PETTIS,PHO,54.2,45.8,36.5,19.3,16.0,39.8,60.5,39.5,90.9,9.1
CARLA BOYD,DET,71.1,28.9,28.4,8.9,10.1,40.2,80.8,19.2,93.8,6.3
CHARLOTTE SMITH,CHA,70.2,29.8,13.9,12.1,23.7,43.9,68.5,31.5,100,0.0
DAWN STALEY,CHA,65.4,34.6,26.9,11.7,23.1,33.2,41.3,58.7,93.9,6.1
DELISHA MILTON-JONES,LAS,99.6,0.4,0.0,15.4,21.4,57.9,75.2,24.8,0.0,0.0
DEBBIE BLACK,UTA,75.0,25.0,14.7,13.5,19.0,29.4,68.5,31.5,100,0.0
GORDANA GRUBIN,LAS,60.8,39.2,42.3,11.6,18.3,26.8,37.5,62.5,77.5,22.5
JANETH ARCAIN,HOU,73.2,26.8,17.6,14.4,18.2,43.9,68.3,31.7,90.9,9.1
JENNIFER GILLOM,PHO,83.1,16.9,11.2,7.1,28.5,39.1,69.0,31.0,88.9,11.1
KEDRA HOLLAND-CORN,SAC,48.0,52.0,45.1,31.7,20.1,30.1,50.0,50.0,82.5,17.5
KORIE HLEDE,UTA,80.1,19.9,20.0,15.6,22.9,36.2,52.2,47.8,81.0,19.0
KRISTI HARROWER,PHO,56.7,43.3,25.9,5.0,41.0,30.2,13.0,87.0,91.7,8.3
KRISTIN FOLKL,MIN,90.0,10.0,3.8,6.4,13.4,52.2,83.1,16.9,100,0.0
KYM HAMPTON,NYL,99.2,0.8,1.0,1.7,23.2,52.6,78.4,21.6,100,0.0
LADY GROOMS,SAC,97.2,2.8,0.0,26.5,44.9,49.0,59.3,40.7,0.0,0.0
LATASHA BYEARS,SAC,99.6,0.4,0.0,14.2,11.9,83.4,66.9,33.1,0.0,0.0
LISA HARRISON,PHO,94.2,5.8,1.6,7.3,14.6,41.9,60.0,40.0,100,0.0
LISA LESLIE,LAS,86.6,13.4,13.3,7.4,22.4,55.4,71.9,28.1,90.9,9.1
MARGO DYDEK,UTA,92.9,7.1,5.2,0.5,28.3,49.6,77.6,22.4,100,0.0
MARIA STEPANOVA,PHO,99.0,1.0,1.2,2.8,22.2,68.5,62.1,37.9,100,0.0
MERY ANDRADE,CLE,60.0,40.0,29.6,5.6,25.3,36.6,43.8,56.3,100,0.0
MURRIEL PAGE,WAS,100,0.0,0.0,9.3,25.3,69.8,80.0,20.0,0.0,0.0
MWADI MABIKA,LAS,56.5,43.5,35.4,15.3,16.2,33.4,54.8,45.2,90.2,9.8
NIKKI MCCRAY,WAS,66.4,33.6,24.6,19.6,23.0,42.8,55.8,44.2,87.0,13.0
NYKESHA SALES,ORL,72.5,27.5,24.7,11.7,21.8,40.7,49.6,50.4,88.9,11.1
POLINA TZEKOVA,HOU,75.1,24.9,17.0,4.6,16.0,50.5,80.0,20.0,100,0.0
SANDY BRONDELLO,DET,78.1,21.9,26.2,10.6,19.4,15.6,45.2,54.8,62.2,37.8
SHANNON JOHNSON,ORL,67.5,32.5,26.8,18.6,23.5,37.1,22.5,77.5,50.0,50.0
SHARON MANNING,CHA,99.1,0.9,2.2,7.9,17.2,74.8,75.0,25.0,100,0.0
SHERI SAM,ORL,63.8,36.2,33.8,14.0,15.1,39.0,48.4,51.6,92.7,7.3
SHERYL SWOOPES,HOU,80.0,20.0,16.9,24.1,17.1,43.8,44.6,55.4,87.9,12.1
SONJA HENNING,HOU,65.0,35.0,30.5,10.2,8.6,21.9,79.5,20.5,100,0.0
SONJA TATE,MIN,54.4,45.6,33.6,12.6,16.1,46.2,36.1,63.9,87.5,12.5
SOPHIA WITHERSPOON,NYL,68.2,31.8,31.8,25.0,17.4,37.9,55.2,44.8,92.9,7.1
TAJ MCWILLIAMS-FRANKLIN,ORL,85.9,14.1,14.3,3.3,22.4,59.5,67.7,32.3,95.0,5.0
