Player,Team,pct_FGA_2PT,pct_FGA_3PT,pct_PTS_MR,pct_PTS_FB,pct_PTS_FT,pct_PTS_IP,pct_AST_2PT,pct_UAST_2PT,pct_AST_3PT,pct_UAST_3PT
ADIA BARNES,SEA,91.3,8.7,13.4,17.9,32.9,41.8,55.6,44.4,100,0.0
ADRIENNE GOODSON,SAN,95.0,5.0,3.2,17.7,22.6,53.8,65.9,34.1,100,0.0
ALANA BEARD,WAS,85.3,14.7,14.1,18.2,24.0,44.4,27.5,72.5,76.2,23.8
ANDREA STINSON,CHA,80.6,19.4,16.3,12.3,16.7,51.2,39.7,60.3,72.7,27.3
ANNA DEFORGE,PHO,54.3,45.7,43.0,14.1,18.1,17.2,51.6,48.4,80.0,20.0
ASJHA JONES,CON,97.5,2.5,2.6,8.1,17.4,48.5,67.0,33.0,100,0.0
BECKY HAMMON,NYL,52.0,48.0,37.2,13.0,21.1,36.5,35.4,64.6,68.4,31.6
CHARLOTTE SMITH,CHA,71.8,28.2,31.1,2.5,18.9,40.7,38.6,61.4,96.6,3.4
CHASITY MELVIN,WAS,100,0.0,0.0,3.4,29.0,66.2,51.0,49.0,0.0,0.0
DAWN STALEY,CHA,76.0,24.0,23.8,11.9,21.9,43.0,24.4,75.6,79.2,20.8
DEMYA WALKER,SAC,96.3,3.7,0.0,7.0,21.8,73.2,39.6,60.4,0.0,0.0
DEANNA JACKSON,IND,95.2,4.8,0.0,18.2,22.0,66.1,62.0,38.0,0.0,0.0
DEANNA NOLAN,DET,73.8,26.2,21.3,21.1,21.4,28.4,52.6,47.4,78.8,21.2
DIANA TAURASI,PHO,62.6,37.4,32.2,6.9,16.9,33.6,46.3,53.7,75.8,24.2
ELENA BARANOVA,NYL,63.5,36.5,40.4,6.3,12.4,34.5,67.7,32.3,96.2,3.8
FELICIA RAGLAND,HOU,59.2,40.8,48.3,10.2,9.3,28.8,40.0,60.0,94.7,5.3
HAMCHETOU MAIGA-BA,SAC,100,0.0,0.0,17.1,11.4,72.9,54.8,45.2,0.0,0.0
KAMILA VODICHKOVA,SEA,99.2,0.8,1.1,2.6,30.8,51.3,76.3,23.7,100,0.0
KARA LAWSON,SAC,45.3,54.7,52.0,15.6,12.6,22.4,38.5,61.5,80.4,19.6
KATIE DOUGLAS,CON,52.3,47.7,43.7,13.2,16.7,25.8,48.6,51.4,90.6,9.4
KELLY MAZZANTE,CHA,43.5,56.5,49.4,7.6,5.0,17.7,33.3,66.7,92.3,7.7
KELLY MILLER,IND,65.6,34.4,39.7,10.6,14.3,26.4,52.5,47.5,91.3,8.7
LISA LESLIE,LAS,95.1,4.9,3.0,9.5,24.4,62.2,80.2,19.8,100,0.0
MARGO DYDEK,SAN,99.0,1.0,1.3,0.9,19.6,53.3,74.2,25.8,0.0,100
NATALIE WILLIAMS,IND,98.6,1.4,0.0,7.7,23.8,65.9,78.9,21.1,0.0,0.0
NICOLE OHLDE,MIN,99.4,0.6,0.0,10.6,31.5,63.0,77.2,22.8,0.0,0.0
NIKKI TEASLEY,LAS,40.6,59.4,60.7,4.2,15.5,18.5,15.0,85.0,80.9,19.1
NYKESHA SALES,CON,73.5,26.5,23.8,13.9,10.8,37.5,61.5,38.5,80.5,19.5
OLYMPIA SCOTT,CHA,98.5,1.5,0.0,0.0,26.0,63.0,55.6,44.4,0.0,0.0
REBEKKAH BRUNSON,SAC,100,0.0,0.0,9.3,21.9,59.6,50.8,49.2,0.0,0.0
RUTH RILEY,DET,99.4,0.6,0.8,1.6,18.8,42.3,78.3,21.7,100,0.0
RUTHIE BOLTON,SAC,48.7,51.3,60.0,3.8,8.7,7.5,44.0,56.0,84.4,15.6
SHEILA LAMBERT,HOU,84.7,15.3,10.7,23.4,20.3,39.6,41.2,58.8,71.4,28.6
SHERI SAM,SEA,85.2,14.8,10.6,19.7,21.0,44.5,52.8,47.2,81.8,18.2
STACEY LOVELACE,MIN,86.1,13.9,7.4,3.3,16.6,47.9,80.4,19.6,100,0.0
SUE BIRD,SEA,55.2,44.8,43.7,14.6,16.7,22.3,21.8,78.2,79.7,20.3
TAJ MCWILLIAMS-FRANKLIN,CON,96.6,3.4,0.0,6.8,18.6,68.3,67.3,32.7,0.0,0.0
TAMIKA CATCHINGS,IND,64.3,35.7,29.6,12.0,26.7,31.0,46.0,54.0,71.4,28.6
TAMIKA RAYMOND,MIN,97.9,2.1,1.2,20.6,19.0,78.3,71.3,28.7,100,0.0
TAMIKA WHITMORE,LAS,90.8,9.2,10.0,8.6,23.3,52.4,81.4,18.6,57.1,42.9
TAMMY SUTTON-BROWN,CHA,100,0.0,0.0,4.9,34.8,65.2,79.2,20.8,0.0,0.0
TANGELA SMITH,SAC,92.8,7.2,3.9,12.9,11.9,44.2,68.1,31.9,80.0,20.0
TERESA EDWARDS,MIN,57.5,42.5,38.7,20.6,10.8,38.1,42.9,57.1,76.0,24.0
TERESA WEATHERSPOON,LAS,88.0,12.0,17.6,0.0,0.0,35.3,85.7,14.3,100,0.0
TULLY BEVILAQUA,SEA,56.7,43.3,41.8,10.1,25.3,20.3,53.8,46.2,90.9,9.1
TYNESHA LEWIS,CHA,76.2,23.8,24.4,4.9,17.9,38.2,16.9,83.1,70.0,30.0
VICKIE JOHNSON,NYL,79.5,20.5,15.9,18.7,19.3,38.0,55.8,44.2,88.2,11.8
YOLANDA GRIFFITH,SAC,99.7,0.3,0.0,9.7,28.3,66.0,69.5,30.5,0.0,0.0
ALLISON FEASTER,CHA,56.9,43.1,35.0,6.2,19.9,10.4,70.1,29.9,93.3,6.7
AMANDA LASSITER,MIN,34.1,65.9,63.8,15.7,4.7,23.6,65.0,35.0,92.6,7.4
COCO MILLER,WAS,88.6,11.4,9.4,10.0,6.8,36.3,70.1,29.9,100,0.0
GWEN JACKSON,PHO,93.5,6.5,2.6,6.0,20.5,66.7,86.7,13.3,100,0.0
HELEN DARLING,MIN,57.7,42.3,25.7,11.4,30.0,17.1,29.0,71.0,83.3,16.7
JESSICA BRUNGO,CON,35.6,64.4,60.0,18.0,8.0,28.0,75.0,25.0,100,0.0
KRISTEN RASMUSSEN,IND,80.0,20.0,19.7,15.1,19.8,23.7,80.4,19.6,90.0,10.0
MERLAKIA JONES,DET,92.7,7.3,6.7,11.7,13.3,28.9,62.5,37.5,50.0,50.0
MURRIEL PAGE,WAS,98.3,1.7,0.0,13.6,12.0,48.9,76.5,23.5,0.0,0.0
PENNY TAYLOR,PHO,69.0,31.0,28.3,10.4,21.5,40.6,36.7,63.3,97.6,2.4
SHAMEKA CHRISTON,NYL,56.6,43.4,37.7,4.2,17.3,24.1,37.2,62.8,100,0.0
SLOBODANKA TUVIC,PHO,99.0,1.0,0.0,2.2,18.7,50.5,73.0,27.0,0.0,0.0
TICHA PENICHEIRO,SAC,61.8,38.2,34.7,6.5,25.1,31.2,5.0,95.0,87.0,13.0
TIFFANI JOHNSON,HOU,100,0.0,0.0,2.8,16.9,63.4,62.7,37.3,0.0,0.0
WENDY PALMER,CON,83.8,16.2,13.1,4.7,22.9,47.8,69.5,30.5,92.3,7.7
AMBER JACOBS,MIN,40.0,60.0,56.4,0.0,19.8,11.9,41.7,58.3,94.7,5.3
BETTY LENNOX,SEA,74.8,25.2,18.4,9.2,16.2,29.6,41.9,58.1,68.2,31.8
DOMINIQUE CANTY,HOU,98.7,1.3,0.0,11.9,28.8,58.8,46.0,54.0,0.0,0.0
KAYTE CHRISTENSEN,PHO,100,0.0,0.0,0.0,24.0,48.0,57.9,42.1,0.0,0.0
KELLY SCHUMACHER,IND,93.4,6.6,6.7,10.7,15.6,53.6,86.2,13.8,100,0.0
SWIN CASH,DET,94.0,6.0,4.6,24.5,30.0,51.3,62.8,37.2,62.5,37.5
TAMARA MOORE,PHO,83.6,16.4,11.0,8.5,30.5,56.1,50.0,50.0,100,0.0
TAMECKA DIXON,LAS,95.9,4.1,4.8,19.0,21.9,42.4,52.6,47.4,80.0,20.0
CHANDI JONES,DET,68.9,31.1,22.4,19.6,23.4,35.5,37.9,62.1,100,0.0
CHERYL FORD,DET,100,0.0,0.0,5.2,28.3,61.4,66.1,33.9,0.0,0.0
CHRISTI THOMAS,LAS,92.3,7.7,9.1,6.1,17.0,61.8,73.8,26.2,80.0,20.0
DETRINA WHITE,NYL,100,0.0,0.0,12.2,9.8,87.8,64.9,35.1,0.0,0.0
DEBBIE BLACK,CON,98.2,1.8,0.0,3.6,5.5,18.2,73.1,26.9,0.0,0.0
ICISS TILLIS,DET,75.7,24.3,21.7,19.3,8.4,50.6,75.9,24.1,83.3,16.7
LATOYA THOMAS,SAN,97.7,2.3,2.0,8.2,21.6,32.3,66.7,33.3,66.7,33.3
LAUREN JACKSON,SEA,75.0,25.0,24.6,3.3,22.4,35.3,74.4,25.6,96.2,3.8
LINDSAY WHALEN,CON,68.9,31.1,21.8,18.9,32.4,40.7,27.0,73.0,75.0,25.0
MICHELLE SNOW,HOU,100,0.0,0.0,4.7,24.6,66.7,56.7,43.3,0.0,0.0
MWADI MABIKA,LAS,75.5,24.5,25.6,15.3,20.0,31.0,59.5,40.5,73.7,26.3
NAKIA SANFORD,WAS,100,0.0,0.0,0.0,25.4,73.4,44.4,55.6,0.0,0.0
NICOLE POWELL,CHA,52.1,47.9,54.5,5.3,6.1,24.2,53.8,46.2,87.5,12.5
PLENETTE PIERSON,PHO,98.8,1.2,0.0,11.4,22.8,56.6,63.4,36.6,0.0,0.0
SHANNON JOHNSON,SAN,67.5,32.5,28.2,11.8,28.6,30.0,19.4,80.6,44.4,55.6
SHERYL SWOOPES,HOU,84.8,15.2,13.1,15.9,16.7,39.7,44.1,55.9,80.0,20.0
STACEY DALES,WAS,47.8,52.2,47.2,15.7,15.8,27.6,72.3,27.7,87.5,12.5
CHANTELLE ANDERSON,SAC,100,0.0,0.0,9.1,35.1,51.9,48.0,52.0,0.0,0.0
EBONY HOFFMAN,IND,79.5,20.5,25.4,0.0,3.4,50.8,76.2,23.8,80.0,20.0
ELAINE POWELL,DET,100,0.0,0.0,13.7,20.6,65.6,40.4,59.6,0.0,0.0
K.B. SHARP,NYL,67.6,32.4,0.0,17.2,37.9,48.3,22.2,77.8,0.0,0.0
TASHA BUTTS,MIN,53.8,46.3,39.5,13.2,23.7,28.9,42.9,57.1,100,0.0
AIYSHA SMITH,WAS,84.5,15.5,23.5,1.7,19.1,33.0,60.6,39.4,100,0.0
JANELL BURSE,SEA,100,0.0,0.0,7.1,27.7,63.8,62.7,37.3,0.0,0.0
MANDISA STEVENSON,SAN,97.8,2.2,7.9,0.0,18.4,36.8,78.6,21.4,0.0,100
SEMEKA RANDALL,SAN,96.5,3.5,0.0,22.1,22.1,50.0,64.2,35.8,0.0,0.0
