Player,Team,pct_FGA_2PT,pct_FGA_3PT,pct_PTS_MR,pct_PTS_FB,pct_PTS_FT,pct_PTS_IP,pct_AST_2PT,pct_UAST_2PT,pct_AST_3PT,pct_UAST_3PT
ALANA BEARD,LAS,82.2,17.8,16.3,15.8,11.2,48.3,57.5,42.5,100,0.0
ALEX BENTLEY,CON,61.7,38.3,33.0,10.5,11.6,22.4,24.8,75.2,52.1,47.9
ALLIE QUIGLEY,CHI,70.1,29.9,28.0,16.1,10.5,26.7,54.5,45.5,83.3,16.7
BREANNA STEWART,SEA,70.8,29.2,21.7,13.7,25.8,44.1,65.0,35.0,97.8,2.2
BRITTNEY GRINER,PHO,100,0.0,0.0,5.1,27.9,61.5,71.9,28.1,0.0,0.0
CANDACE PARKER,LAS,74.4,25.6,24.2,11.9,19.0,42.6,52.0,48.0,85.7,14.3
CAROLYN SWORDS,NYL,100,0.0,0.0,6.3,13.6,77.3,63.2,36.8,0.0,0.0
COURTNEY PARIS,DAL,99.5,0.5,0.0,0.0,9.5,88.2,70.6,29.4,0.0,0.0
DEWANNA BONNER,PHO,58.1,41.9,30.5,13.8,27.2,35.0,26.0,74.0,80.0,20.0
ELIZABETH WILLIAMS,ATL,99.7,0.3,0.0,9.1,22.7,66.0,60.5,39.5,0.0,0.0
EMMA MEESSEMAN,WAS,83.0,17.0,17.4,7.3,13.1,46.7,70.6,29.4,100,0.0
ERICA WHEELER,IND,79.1,20.9,17.9,11.6,14.0,45.6,26.8,73.2,70.6,29.4
ESSENCE CARSON,LAS,71.8,28.2,25.0,10.9,17.8,37.0,53.2,46.8,95.7,4.3
HALEY PETERS,SAN,66.5,33.5,27.6,5.6,14.2,29.6,54.4,45.6,100,0.0
JAMIERRA FAULKNER,CHI,72.5,27.5,24.8,18.4,15.0,48.9,18.8,81.3,90.9,9.1
JANTEL LAVENDER,LAS,99.6,0.4,0.0,10.4,8.5,37.2,88.0,12.0,0.0,0.0
JASMINE THOMAS,CON,72.6,27.4,22.6,19.8,17.1,39.2,21.7,78.3,83.3,16.7
JAYNE APPEL MARINELLI,SAN,96.6,3.4,0.0,1.4,26.1,65.2,66.7,33.3,0.0,0.0
JESSICA BRELAND,CHI,100,0.0,0.0,7.3,15.1,42.0,77.0,23.0,0.0,0.0
JEWELL LOYD,SEA,70.8,29.2,21.4,15.7,23.3,36.4,38.7,61.3,80.0,20.0
JIA PERKINS,MIN,74.9,25.1,17.8,17.4,18.3,26.5,57.1,42.9,92.3,7.7
JONQUEL JONES,CON,79.4,20.6,14.2,4.3,22.0,52.6,58.1,41.9,100,0.0
KARIMA CHRISTMAS-KELLY,DAL,62.5,37.5,27.0,12.3,30.4,37.8,23.3,76.7,86.8,13.2
KELSEY BONE,PHO,91.8,8.2,5.8,6.3,14.4,66.3,56.6,43.4,100,0.0
KIA VAUGHN,WAS,100,0.0,0.0,1.9,9.8,62.3,67.0,33.0,0.0,0.0
LAYSHIA CLARENDON,ATL,80.5,19.5,15.3,12.1,24.8,51.4,25.5,74.5,72.2,27.8
MAYA MOORE,MIN,67.7,32.3,29.7,17.8,22.1,24.1,53.2,46.8,67.7,32.3
MONIQUE CURRIE,SAN,75.9,24.1,20.5,12.6,24.7,24.1,58.0,42.0,96.0,4.0
MORIAH JEFFERSON,SAN,79.7,20.3,21.0,20.1,14.6,48.3,29.6,70.4,87.9,12.1
NATASHA HOWARD,MIN,96.9,3.1,1.3,16.6,18.4,74.2,64.1,35.9,100,0.0
ODYSSEY SIMS,DAL,65.4,34.6,26.5,20.4,26.9,39.1,16.2,83.8,76.2,23.8
RENEE MONTGOMERY,MIN,61.6,38.4,31.9,14.6,20.9,29.1,28.3,71.7,77.8,22.2
STEFANIE DOLSON,WAS,87.9,12.1,8.5,1.3,22.1,32.2,74.5,25.5,100,0.0
SUE BIRD,SEA,54.5,45.5,49.5,10.8,10.1,14.2,28.4,71.6,88.9,11.1
SYDNEY COLSON,SAN,81.0,19.0,8.7,29.1,28.5,53.5,20.4,79.6,100,0.0
SYLVIA FOWLES,MIN,100,0.0,0.0,10.1,23.0,73.6,73.1,26.9,0.0,0.0
TAMIKA CATCHINGS,IND,70.3,29.7,24.2,8.1,24.5,30.5,42.3,57.7,94.3,5.7
TIFFANY MITCHELL,IND,64.7,35.3,25.8,22.3,31.6,36.4,22.6,77.4,84.0,16.0
ALYSHA CLARK,SEA,57.1,42.9,36.5,14.2,16.9,44.6,66.7,33.3,100,0.0
AMANDA ZAHUI B,NYL,87.4,12.6,5.5,5.5,29.0,55.8,75.9,24.1,100,0.0
ANGEL MCCOUGHTRY,ATL,83.3,16.7,12.1,17.9,26.6,37.0,39.1,60.9,65.4,34.6
BRIA HOLMES,ATL,70.3,29.7,20.6,27.5,19.5,51.8,66.2,33.8,76.5,23.5
BRITTANY BOYD-JONES,NYL,82.7,17.3,8.4,31.2,27.4,51.2,18.8,81.2,66.7,33.3
CAMILLE SMITH,CON,64.0,36.0,33.9,8.9,14.0,45.9,58.2,41.8,100,0.0
CAPPIE PONDEXTER,CHI,87.6,12.4,12.0,12.5,19.3,25.9,32.2,67.8,94.1,5.9
CHELSEA GRAY,LAS,70.7,29.3,21.5,6.2,20.0,47.2,15.8,84.2,92.9,7.1
CHINEY OGWUMIKE,CON,100,0.0,0.0,12.5,24.0,73.6,67.1,32.9,0.0,0.0
CRYSTAL LANGHORNE,SEA,99.5,0.5,1.0,7.0,19.1,70.3,60.8,39.2,100,0.0
DIANA TAURASI,PHO,44.2,55.8,45.3,16.0,23.8,18.7,27.5,72.5,61.8,38.2
ERLANA LARKINS,IND,100,0.0,0.0,4.0,22.3,70.3,71.7,28.3,0.0,0.0
JANEL MCCARVILLE,MIN,89.5,10.5,5.5,0.0,10.9,29.1,89.1,10.9,100,0.0
KRISTI TOLIVER,LAS,42.6,57.4,55.6,12.8,16.5,13.7,47.5,52.5,65.4,34.6
LYNETTA KIZER,IND,99.6,0.4,0.0,4.1,12.6,44.0,80.6,19.4,0.0,0.0
MISTIE BASS,PHO,100,0.0,0.0,14.6,22.9,62.5,86.5,13.5,0.0,0.0
NNEKA OGWUMIKE,LAS,92.9,7.1,7.4,14.2,22.4,65.8,67.1,32.9,100,0.0
NOELLE QUINN,SEA,72.8,27.2,10.5,10.5,19.3,24.6,70.0,30.0,50.0,50.0
REBEKKAH BRUNSON,MIN,99.5,0.5,0.0,8.2,24.6,53.3,65.2,34.8,0.0,0.0
SHAVONTE ZELLOUS,NYL,88.5,11.5,5.2,6.2,35.5,35.2,40.7,59.3,60.0,40.0
SUGAR RODGERS,NYL,46.0,54.0,54.0,15.1,16.7,19.2,51.4,48.6,89.5,10.5
TIFFANY HAYES,ATL,66.3,33.7,19.4,22.5,31.6,47.4,51.2,48.8,78.1,21.9
AERIAL POWERS,DAL,65.7,34.3,28.8,12.9,30.4,28.8,13.2,86.8,87.5,12.5
CANDICE DUPREE,PHO,99.6,0.4,0.0,10.2,15.8,52.6,69.1,30.9,0.0,0.0
ERIN PHILLIPS,DAL,46.4,53.6,46.0,6.7,19.3,14.7,38.5,61.5,91.3,8.7
JORDAN HOOPER,DAL,26.8,73.2,70.6,18.5,5.9,11.8,78.6,21.4,100,0.0
KALEENA MOSQUEDA-LEWIS,SEA,34.4,65.6,62.9,7.8,8.4,18.0,79.2,20.8,97.1,2.9
LINDSAY WHALEN,MIN,95.4,4.6,2.9,20.0,20.9,41.3,50.0,50.0,100,0.0
MARISSA COLEMAN,IND,50.0,50.0,37.1,7.1,23.9,27.0,42.3,57.7,87.9,12.1
