evt,cl,de,locX,locY,opt1,opt2,mtype,etype,opid,tid,pid,hs,vs,epid,oftid,ord,period
2,10:00,Start Period,0,-80,0,0,0,12,,0,0,0,0,,0,20000,1
4,10:00,Jump Ball Stokes vs Dantas (Clarendon gains possession),0,-80,0,0,0,10,203024,1611661313,204329,0,0,203406,1611661313,60000,1
7,09:37,[NYL 2-0] Zahui B Layup Shot: Made (2 PTS) Assist: Clarendon (1 AST),18,14,2,0,5,1,,1611661313,204320,2,0,203406,1611661313,70000,1
9,09:24,[MIN 2-2] Dangerfield Pullup Jump shot: Made (2 PTS),47,128,2,0,79,1,,1611661324,1630101,2,2,,1611661324,90000,1
10,09:04,[NYL 4-2] Zahui B Cutting Finger Roll Layup Shot: Made (4 PTS) Assist: Nurse (1 AST),26,19,2,0,99,1,,1611661313,204320,4,2,1628915,1611661313,100000,1
12,08:48,[MIN 4-4] Carleton Pullup Jump shot: Made (2 PTS),-51,129,2,0,79,1,,1611661324,1629524,4,4,,1611661324,120000,1
13,08:43,Stoppage: Out-of-Bounds,0,-80,0,0,3,20,,0,0,4,4,,1611661313,130000,1
14,08:40,[NYL] Clarendon Turnover : Bad Pass (1 TO) Steal:Brown (1 ST),-105,-24,1,0,1,5,1628882,1611661313,203406,4,4,,1611661313,140000,1
16,08:32,[MIN] Dangerfield Turnover : Bad Pass (1 TO) Steal:Zahui B (1 ST),-104,19,1,0,1,5,204320,1611661324,1630101,4,4,,1611661324,160000,1
18,08:21,[NYL] Clarendon Turnover : Bad Pass (2 TO) Steal:Carleton (1 ST),-85,10,1,0,1,5,1629524,1611661313,203406,4,4,,1611661313,180000,1
20,08:12,[MIN] Dantas Foul: Offensive (1 PF),-73,257,0,0,4,6,1628915,1611661324,203024,4,4,,1611661324,200000,1
22,08:12,[MIN] Dantas Turnover : Offensive Foul Turnover (1 TO),-73,257,0,0,37,5,,1611661324,203024,4,4,,1611661324,220000,1
23,07:55,[NYL 6-4] Clarendon Driving Layup Shot: Made (2 PTS),32,15,2,0,6,1,,1611661313,203406,6,4,,1611661313,230000,1
24,07:39,[MIN] Carleton Turnover : Bad Pass (1 TO) Steal:Stokes (1 ST),-48,67,1,0,1,5,204329,1611661324,1629524,6,4,,1611661324,240000,1
26,07:33,[NYL] Zahui B Turnover : Bad Pass (1 TO) Steal:Brown (2 ST),134,479,1,0,1,5,1628882,1611661313,204320,6,4,,1611661313,260000,1
28,07:33,[NYL] Willoughby Foul: Personal (1 PF),133,24,0,0,1,6,1628882,1611661313,1630139,6,4,,1611661324,280000,1
30,07:27,[MIN] Collier Layup Shot: Missed,19,47,2,0,5,2,,1611661324,1629483,6,4,,1611661324,300000,1
31,07:27,[NYL] Zahui B Rebound (Off:0 Def:1),19,47,0,0,0,4,,1611661313,204320,6,4,,1611661324,310000,1
32,07:27,[MIN] Collier Foul: Personal (1 PF),84,828,0,0,1,6,204320,1611661324,1629483,6,4,,1611661313,320000,1
34,07:13,[NYL] Nurse 3pt Shot: Missed,-11,263,3,0,1,2,,1611661313,1628915,6,4,,1611661313,340000,1
35,07:11,[NYL] Zahui B Rebound (Off:1 Def:1),-11,263,1,0,0,4,,1611661313,204320,6,4,,1611661313,350000,1
36,07:06,[NYL 8-4] Willoughby Driving Layup Shot: Made (2 PTS) Assist: Zahui B (1 AST),-20,13,2,0,6,1,,1611661313,1630139,8,4,204320,1611661313,360000,1
37,06:58,[NYL] Zahui B Foul: Shooting (1 PF) (2 FTA),-41,23,0,0,2,6,203024,1611661313,204320,8,4,,1611661324,370000,1
39,06:58,[MIN 5-8] Dantas Free Throw 1 of 2 (1 PTS),0,-80,1,0,11,3,,1611661324,203024,8,5,,1611661324,390000,1
40,06:58,[MIN] Dantas Free Throw 2 of 2 Missed,0,-80,2,0,12,3,,1611661324,203024,8,5,,1611661324,400000,1
41,06:56,[NYL] Zahui B Rebound (Off:1 Def:2),0,-80,0,0,0,4,,1611661313,204320,8,5,,1611661324,400001,1
42,06:48,Stoppage: Out-of-Bounds,0,-80,0,0,3,20,,0,0,8,5,,1611661313,420000,1
43,06:44,[NYL] Clarendon Turnover : Bad Pass (3 TO) Steal:Dantas (1 ST),92,5,1,0,1,5,203024,1611661313,203406,8,5,,1611661313,430000,1
45,06:37,[MIN] Brown 3pt Shot: Missed,-28,260,3,0,1,2,,1611661324,1628882,8,5,,1611661324,450000,1
46,06:35,[NYL] Stokes Rebound (Off:0 Def:1),-28,260,0,0,0,4,,1611661313,204329,8,5,,1611661324,460000,1
47,06:19,[NYL] Willoughby 3pt Shot: Missed,-122,208,3,0,1,2,,1611661313,1630139,8,5,,1611661313,470000,1
48,06:17,[MIN] Dangerfield Rebound (Off:0 Def:1),-122,208,0,0,0,4,,1611661324,1630101,8,5,,1611661313,480000,1
49,06:04,[MIN] Brown 3pt Shot: Missed,183,188,3,0,1,2,,1611661324,1628882,8,5,,1611661324,490000,1
50,06:04,[MIN] Dantas Rebound (Off:1 Def:0),183,188,1,0,0,4,,1611661324,203024,8,5,,1611661324,500000,1
51,06:04,[NYL] Zahui B Foul: Personal (2 PF),20,119,0,0,1,6,203024,1611661313,204320,8,5,,1611661324,510000,1
53,06:04,[NYL] Zahui B Substitution replaced by Odom,0,-80,0,0,0,8,,1611661313,204320,8,5,1630127,1611661324,530000,1
54,06:04,[MIN] Brown Substitution replaced by Banham,0,-80,0,0,0,8,,1611661324,1628882,8,5,1627671,1611661324,540000,1
57,06:00,[MIN] Carleton Foul: Offensive Charge (1 PF),105,215,0,0,26,6,203406,1611661324,1629524,8,5,,1611661324,570000,1
59,06:00,[MIN] Carleton Turnover : Offensive Foul Turnover (2 TO),105,215,0,0,37,5,,1611661324,1629524,8,5,,1611661324,590000,1
60,05:41,[NYL] Clarendon 3pt Shot: Missed,232,-15,3,0,1,2,,1611661313,203406,8,5,,1611661313,600000,1
61,05:39,[MIN] Dantas Rebound (Off:1 Def:1),232,-15,0,0,0,4,,1611661324,203024,8,5,,1611661313,610000,1
62,05:25,[MIN 7-8] Collier Fadeaway Jump Shot: Made (2 PTS),-104,-1,2,0,63,1,,1611661324,1629483,8,7,,1611661324,620000,1
63,05:14,[NYL] Nurse Jump Shot: Missed,111,156,2,0,1,2,,1611661313,1628915,8,7,,1611661313,630000,1
64,05:14,[MIN] Collier Rebound (Off:0 Def:1),111,156,0,0,0,4,,1611661324,1629483,8,7,,1611661313,640000,1
66,05:12,[MIN] Collier Turnover : Out of Bounds - Bad Pass Turnover (1 TO),-124,601,0,0,45,5,,1611661324,1629483,8,7,,1611661324,660000,1
67,05:12,Stoppage: Out-of-Bounds,0,-80,0,0,3,20,,0,0,8,7,,1611661313,670000,1
68,05:12,[MIN] Collier Substitution replaced by Herbert Harrigan,0,-80,0,0,0,8,,1611661324,1629483,8,7,1630114,1611661313,680000,1
70,05:10,[NYL] Nurse Turnover : Bad Pass (1 TO) Steal:Banham (1 ST),196,280,1,0,1,5,1627671,1611661313,1628915,8,7,,1611661313,700000,1
72,05:02,[MIN 9-8] Carleton Pullup Jump shot: Made (4 PTS) Assist: Banham (1 AST),71,164,2,0,79,1,,1611661324,1629524,8,9,1627671,1611661324,720000,1
73,04:46,[NYL 10-9] Stokes Layup Shot: Made (2 PTS) Assist: Clarendon (2 AST),-15,13,2,0,5,1,,1611661313,204329,10,9,203406,1611661313,730000,1
75,04:33,[MIN] Herbert Harrigan Turnaround Fadeaway Bank Jump Shot: Missed,-82,40,2,0,105,2,,1611661324,1630114,10,9,,1611661324,750000,1
76,04:30,[NYL] Willoughby Rebound (Off:0 Def:1),-82,40,0,0,0,4,,1611661313,1630139,10,9,,1611661324,760000,1
77,04:18,[NYL] Clarendon Turnover : Out of Bounds Lost Ball Turnover (4 TO),-83,22,0,0,40,5,,1611661313,203406,10,9,,1611661313,770000,1
78,04:18,Stoppage: Out-of-Bounds,0,-80,0,0,3,20,,0,0,10,9,,1611661324,780000,1
79,04:18,Timeout Officials,0,-80,0,0,4,9,,0,0,10,9,,1611661324,790000,1
82,04:18,[NYL] Clarendon Substitution replaced by Walker,0,-80,0,0,0,8,,1611661313,203406,10,9,1630136,1611661324,800000,1
83,04:18,[NYL] Willoughby Substitution replaced by Shook,0,-80,0,0,0,8,,1611661313,1630139,10,9,1630131,1611661324,810000,1
84,04:18,[NYL] Stokes Substitution replaced by Jones,0,-80,0,0,0,8,,1611661313,204329,10,9,1630119,1611661324,820000,1
85,04:18,[MIN] Dantas Substitution replaced by Alexander,0,-80,0,0,0,8,,1611661324,203024,10,9,203405,1611661324,830000,1
90,04:01,[MIN] Banham Pullup Jump shot: Missed,86,167,2,0,79,2,,1611661324,1627671,10,9,,1611661324,880000,1
91,03:59,[NYL] Shook Rebound (Off:0 Def:1),86,167,0,0,0,4,,1611661313,1630131,10,9,,1611661324,890000,1
92,03:44,[NYL 12-9] Shook Layup Shot: Made (2 PTS) Assist: Nurse (2 AST),-5,38,2,0,5,1,,1611661313,1630131,12,9,1628915,1611661313,900000,1
94,03:23,[MIN] Dangerfield Driving Layup Shot: Missed,41,24,2,0,6,2,,1611661324,1630101,12,9,,1611661324,920000,1
95,03:20,[MIN] Alexander Rebound (Off:1 Def:0),41,24,1,0,0,4,,1611661324,203405,12,9,,1611661324,930000,1
96,03:20,[MIN 11-12] Alexander Putback Layup Shot: Made (2 PTS),0,-5,2,0,72,1,,1611661324,203405,12,11,,1611661324,940000,1
97,03:14,[NYL 14-11] Jones Layup Shot: Made (2 PTS) Assist: Walker (1 AST),24,33,2,0,5,1,,1611661313,1630119,14,11,1630136,1611661313,950000,1
99,03:04,Stoppage: Out-of-Bounds,0,-80,0,0,3,20,,0,0,14,11,,1611661324,970000,1
100,03:04,[MIN] Dangerfield Substitution replaced by Brown,0,-80,0,0,0,8,,1611661324,1630101,14,11,1628882,1611661324,980000,1
102,02:51,[MIN] Alexander Turnover : Traveling (1 TO),37,31,0,0,4,5,,1611661324,203405,14,11,,1611661324,1000000,1
103,02:38,[NYL] Jones Turnover : Out of Bounds - Bad Pass Turnover (1 TO),96,228,0,0,45,5,,1611661313,1630119,14,11,,1611661313,1010000,1
104,02:38,Stoppage: Out-of-Bounds,0,-80,0,0,3,20,,0,0,14,11,,1611661324,1020000,1
105,02:21,[MIN] Carleton Pullup Jump shot: Missed,104,43,2,0,79,2,,1611661324,1629524,14,11,,1611661324,1030000,1
106,02:19,[NYL] Jones Rebound (Off:0 Def:1),104,43,0,0,0,4,,1611661313,1630119,14,11,,1611661324,1040000,1
107,02:15,[NYL] Shook Cutting Layup Shot: Missed,37,27,2,0,98,2,,1611661313,1630131,14,11,,1611661313,1050000,1
108,02:13,[MIN] Carleton Rebound (Off:0 Def:1),37,27,0,0,0,4,,1611661324,1629524,14,11,,1611661313,1060000,1
109,02:06,[MIN 13-14] Carleton Layup Shot: Made (6 PTS) Assist: Banham (2 AST),36,15,2,0,5,1,,1611661324,1629524,14,13,1627671,1611661324,1070000,1
111,01:53,[NYL] Nurse Foul: Offensive Charge (1 PF),42,36,0,0,26,6,203405,1611661313,1628915,14,13,,1611661313,1090000,1
113,01:53,[NYL] Nurse Turnover : Offensive Foul Turnover (2 TO),42,36,0,0,37,5,,1611661313,1628915,14,13,,1611661313,1110000,1
114,01:53,[NYL] Nurse Substitution replaced by Holmes,0,-80,0,0,0,8,,1611661313,1628915,14,13,1630115,1611661324,1120000,1
115,01:53,[MIN] Herbert Harrigan Substitution replaced by Dantas,0,-80,0,0,0,8,,1611661324,1630114,14,13,203024,1611661324,1130000,1
118,01:53,[MIN] Alexander Substitution replaced by Collier,0,-80,0,0,0,8,,1611661324,203405,14,13,1629483,1611661324,1160000,1
120,01:38,[MIN 16-14] Carleton 3pt Shot: Made (9 PTS) Assist: Banham (3 AST),-13,250,3,0,1,1,,1611661324,1629524,14,16,1627671,1611661324,1180000,1
121,01:25,[NYL 16-16] Shook Layup Shot: Made (4 PTS) Assist: Jones (1 AST),-16,15,2,0,5,1,,1611661313,1630131,16,16,1630119,1611661313,1190000,1
123,01:05,[MIN] Collier Layup Shot: Missed,2,66,2,0,5,2,,1611661324,1629483,16,16,,1611661324,1210000,1
124,01:04,[MIN] Dantas Rebound (Off:2 Def:1),2,66,1,0,0,4,,1611661324,203024,16,16,,1611661324,1220000,1
125,01:04,[NYL] Shook Foul: Shooting (1 PF) (2 FTA),10,48,0,0,2,6,203024,1611661313,1630131,16,16,,1611661324,1230000,1
128,01:04,[MIN 17-16] Dantas Free Throw 1 of 2 (2 PTS),0,-80,1,0,11,3,,1611661324,203024,16,17,,1611661324,1250000,1
129,01:04,[NYL] Holmes Substitution replaced by Zahui B,0,-80,0,0,0,8,,1611661313,1630115,16,17,204320,1611661324,1260000,1
131,01:04,[MIN 18-16] Dantas Free Throw 2 of 2 (3 PTS),0,-80,1,0,12,3,,1611661324,203024,16,18,,1611661324,1280000,1
132,00:55.3,[NYL 18-18] Walker Layup Shot: Made (2 PTS),15,59,2,0,5,1,,1611661313,1630136,18,18,,1611661313,1290000,1
133,00:55.3,[MIN] Carleton Foul: Shooting (2 PF) (1 FTA),15,59,0,0,2,6,1630136,1611661324,1629524,18,18,,1611661313,1300000,1
135,00:55.3,[NYL 19-18] Walker Free Throw 1 of 1 (3 PTS),0,-80,1,0,10,3,,1611661313,1630136,19,18,,1611661313,1320000,1
136,00:44.4,[MIN 20-19] Dantas Hook Shot: Made (5 PTS) Assist: Banham (4 AST),22,19,2,0,3,1,,1611661324,203024,19,20,1627671,1611661324,1330000,1
137,00:24.7,[NYL 22-20] Zahui B 3pt Shot: Made (7 PTS) Assist: Jones (2 AST),-149,194,3,0,1,1,,1611661313,204320,22,20,1630119,1611661313,1340000,1
139,00:03.3,[MIN] Banham Layup Shot: Missed,61,32,2,0,5,2,,1611661324,1627671,22,20,,1611661324,1360000,1
