evt,cl,de,locX,locY,opt1,opt2,mtype,etype,opid,tid,pid,hs,vs,epid,oftid,ord,period
2,10:00,Start Period,0,-80,0,0,0,12,,0,0,0,0,,0,20000,1
4,09:55,Jump Ball Griner vs Swords (Diggins-Smith gains possession),0,-80,0,0,0,10,202670,1611661317,203398,0,0,203400,1611661317,60000,1
7,09:40,[PHO 2-0] Diggins-Smith Running Finger Roll Layup Shot: Made (2 PTS) Assist: Taurasi (1 AST),35,74,2,0,76,1,,1611661317,203400,2,0,100940,1611661317,70000,1
8,09:28,[LVA] McCoughtry Pullup Jump shot: Missed,46,160,2,0,79,2,,1611661319,201881,2,0,,1611661319,80000,1
9,09:24,[PHO] Griner Rebound (Off:0 Def:1),46,160,0,0,0,4,,1611661317,203398,2,0,,1611661319,90000,1
10,09:20,[PHO 4-0] Griner Driving Layup Shot: Made (2 PTS) Assist: Taurasi (2 AST),-11,8,2,1,6,1,,1611661317,203398,4,0,100940,1611661317,100000,1
12,09:07,[LVA 2-4] Wilson Step Back Jump shot: Made (2 PTS) Assist: McCoughtry (1 AST),108,51,2,0,80,1,,1611661319,1628932,4,2,201881,1611661319,120000,1
13,08:54,[PHO] Cunningham Turnover : Step Out of Bounds Turnover (1 TO),-41,-32,0,0,39,5,,1611661317,1629482,4,2,,1611661317,130000,1
14,08:54,Stoppage: Out-of-Bounds,0,-80,0,0,3,20,,0,0,4,2,,1611661319,140000,1
15,08:33,[LVA] McBride Turnover : Bad Pass (1 TO) Steal:Turner (1 ST),-179,171,1,0,1,5,1629488,1611661319,203825,4,2,,1611661319,150000,1
17,08:23,[PHO 7-2] Taurasi 3pt Shot: Made (3 PTS),4,261,3,0,1,1,,1611661317,100940,7,2,,1611661317,170000,1
18,08:05,[LVA] Wilson Turnaround Jump Shot: Missed,111,22,2,0,47,2,,1611661319,1628932,7,2,,1611661319,180000,1
19,08:04,[PHO] Turner Rebound (Off:0 Def:1),111,22,0,0,0,4,,1611661317,1629488,7,2,,1611661319,190000,1
20,08:02,[PHO 9-2] Cunningham Driving Layup Shot: Made (2 PTS) Assist: Turner (1 AST),-25,15,2,1,6,1,,1611661317,1629482,9,2,1629488,1611661317,200000,1
22,07:38,[LVA] Wilson Cutting Layup Shot: Missed,35,27,2,0,98,2,,1611661319,1628932,9,2,,1611661319,220000,1
23,07:36,[LVA] Swords Rebound (Off:1 Def:0),35,27,1,0,0,4,,1611661319,202670,9,2,,1611661319,230000,1
24,07:35,[LVA 4-9] Swords Putback Layup Shot: Made (2 PTS),8,18,2,0,72,1,,1611661319,202670,9,4,,1611661319,240000,1
25,07:15,[PHO] Griner Jump Bank Shot: Missed,-9,74,2,0,66,2,,1611661317,203398,9,4,,1611661317,250000,1
26,07:12,[LVA] Robinson Rebound (Off:0 Def:1),-9,74,0,0,0,4,,1611661319,202658,9,4,,1611661317,260000,1
