evt,cl,de,locX,locY,opt1,opt2,mtype,etype,opid,tid,pid,hs,vs,epid,oftid,ord,period
2,10:00,Start Period,0,-80,0,0,0,12,,0,0,0,0,,0,20000,1
4,09:57,Jump Ball Fowles vs Thomas (Dangerfield gains possession),0,-80,0,0,0,10,203826,1611661324,201480,0,0,1630101,1611661324,60000,1
7,09:48,Stoppage: Out-of-Bounds,0,-80,0,0,3,20,,0,0,0,0,,1611661324,70000,1
8,09:46,[MIN] Fowles Turnover : Traveling (1 TO),-6,62,0,0,4,5,,1611661324,201480,0,0,,1611661324,80000,1
9,09:31,[CON] Bonner Jump Shot: Missed,75,11,2,0,1,2,,1611661323,201886,0,0,,1611661323,90000,1
10,09:29,[MIN] Johnson Rebound (Off:0 Def:1),75,11,0,0,0,4,,1611661324,203018,0,0,,1611661323,100000,1
11,09:25,[MIN] Dantas Turnover : Out of Bounds - Bad Pass Turnover (1 TO),3,255,0,0,45,5,,1611661324,203024,0,0,,1611661324,110000,1
12,09:07,[CON] Bonner Turnover : Bad Pass (1 TO) Steal:Dantas (1 ST),96,69,1,0,1,5,203024,1611661323,201886,0,0,,1611661323,120000,1
14,08:56,[MIN] Fowles Hook Shot: Missed,-14,58,2,0,3,2,,1611661324,201480,0,0,,1611661324,140000,1
15,08:50,[CON] Thomas Rebound (Off:0 Def:1),-14,58,0,0,0,4,,1611661323,203826,0,0,,1611661324,150000,1
16,08:48,[MIN] Fowles Foul: Shooting (1 PF) (2 FTA),-9,57,0,0,2,6,201886,1611661324,201480,0,0,,1611661323,160000,1
18,08:48,[CON 1-0] Bonner Free Throw 1 of 2 (1 PTS),0,-80,1,0,11,3,,1611661323,201886,1,0,,1611661323,180000,1
19,08:48,[CON 2-0] Bonner Free Throw 2 of 2 (2 PTS),0,-80,1,0,12,3,,1611661323,201886,2,0,,1611661323,190000,1
20,08:33,[MIN] Collier Turnover : Lost Ball (1 TO) Steal:Bonner (1 ST),-67,238,1,0,2,5,201886,1611661324,1629483,2,0,,1611661324,200000,1
