evt,cl,de,locX,locY,opt1,opt2,mtype,etype,opid,tid,pid,hs,vs,epid,oftid,ord,period
2,10:00,Start Period,0,-80,0,0,0,12,,0,0,0,0,,0,20000,1
4,09:55,Jump Ball Stokes vs McCowan (Odom gains possession),0,-80,0,0,0,10,1629479,1611661313,204329,0,0,1630127,1611661313,60000,1
7,09:37,[NYL] Clarendon Driving Layup Shot: Missed,-61,84,2,0,6,2,,1611661313,203406,0,0,,1611661313,70000,1
8,09:36,[NYL] Team Rebound,-61,84,1,0,0,4,,1611661313,0,0,0,,1611661313,80000,1
9,09:34,[NYL] Zahui B Jump Shot: Missed,-22,133,2,0,1,2,,1611661313,204320,0,0,,1611661313,90000,1
10,09:31,[IND] Allemand Rebound (Off:0 Def:1),-22,133,0,0,0,4,,1611661325,1627700,0,0,,1611661313,100000,1
11,09:19,[IND 2-0] Mitchell Pullup Jump shot: Made (2 PTS),-178,101,2,0,79,1,,1611661325,1627676,0,2,,1611661325,110000,1
12,09:11,[IND] Allemand Foul: Shooting (1 PF) (2 FTA),37,22,0,0,2,6,1630127,1611661325,1627700,0,2,,1611661313,120000,1
14,09:11,[NYL 1-2] Odom Free Throw 1 of 2 (1 PTS),0,-80,1,0,11,3,,1611661313,1630127,1,2,,1611661313,140000,1
15,09:11,[NYL 2-2] Odom Free Throw 2 of 2 (2 PTS),0,-80,1,0,12,3,,1611661313,1630127,2,2,,1611661313,150000,1
16,08:52,[IND] Dupree Pullup Jump shot: Missed,50,177,2,0,79,2,,1611661325,200676,2,2,,1611661325,160000,1
17,08:50,[IND] Team Rebound,50,177,1,0,0,4,,1611661325,0,2,2,,1611661325,170000,1
18,08:47,[IND 4-2] Dupree Layup Shot: Made (2 PTS) Assist: Mitchell (1 AST),-51,51,2,0,5,1,,1611661325,200676,2,4,1627676,1611661325,180000,1
20,08:36,[NYL 5-4] Stokes 3pt Shot: Made (3 PTS) Assist: Nurse (1 AST),-104,224,3,0,1,1,,1611661313,204329,5,4,1628915,1611661313,200000,1
22,08:12,[NYL] Odom Foul: Personal (1 PF),111,91,0,0,1,6,1627676,1611661313,1630127,5,4,,1611661325,220000,1
24,08:07,[IND] McCowan Layup Shot: Missed,-31,83,2,0,5,2,,1611661325,1629479,5,4,,1611661325,240000,1
25,08:03,[NYL] Stokes Rebound (Off:0 Def:1),-31,83,0,0,0,4,,1611661313,204329,5,4,,1611661325,250000,1
26,07:54,[NYL] Nurse 3pt Shot: Missed,-136,210,3,0,1,2,,1611661313,1628915,5,4,,1611661313,260000,1
27,07:52,[IND] Team Rebound,-136,210,0,0,0,4,,1611661325,0,5,4,,1611661313,270000,1
28,07:39,[IND 7-5] Allemand 3pt Shot: Made (3 PTS) Assist: Mitchell (1 AST),-162,216,3,0,1,1,,1611661325,1627700,5,7,1628909,1611661325,280000,1
30,07:23,[NYL 7-7] Clarendon Floating Jump shot: Made (2 PTS) Assist: Nurse (2 AST),2,62,2,0,78,1,,1611661313,203406,7,7,1628915,1611661313,300000,1
32,07:13,[IND 9-7] Mitchell Driving Layup Shot: Made (2 PTS),-50,91,2,0,6,1,,1611661325,1628909,7,9,,1611661325,320000,1
33,07:01,[NYL] Zahui B Jump Shot: Missed,-88,146,2,0,1,2,,1611661313,204320,7,9,,1611661313,330000,1
34,06:57,[NYL] Stokes Rebound (Off:1 Def:1),-88,146,1,0,0,4,,1611661313,204329,7,9,,1611661313,340000,1
35,06:48,[NYL] Nurse 3pt Shot: Missed,-186,162,3,0,1,2,,1611661313,1628915,7,9,,1611661313,350000,1
36,06:45,[IND] Allemand Rebound (Off:0 Def:2),-186,162,0,0,0,4,,1611661325,1627700,7,9,,1611661313,360000,1
37,06:37,[IND] Dupree Jump Shot: Missed,-148,131,2,0,1,2,,1611661325,200676,7,9,,1611661325,370000,1
38,06:35,[NYL] Team Rebound,-148,131,0,0,0,4,,1611661313,0,7,9,,1611661325,380000,1
39,06:19,[NYL 10-9] Nurse 3pt Shot: Made (3 PTS) Assist: Odom (1 AST),-228,70,3,0,1,1,,1611661313,1628915,10,9,1630127,1611661313,390000,1
41,05:56,[IND] Mitchell Driving Layup Shot: Missed,85,42,2,0,6,2,,1611661325,1627676,10,9,,1611661325,410000,1
42,05:55,[IND] Team Rebound,85,42,1,0,0,4,,1611661325,0,10,9,,1611661325,420000,1
43,05:52,[IND] Dupree Jump Shot: Missed,52,40,2,0,1,2,1630127,1611661325,200676,10,9,,1611661325,430000,1
45,05:47,[IND] Mitchell Rebound (Off:1 Def:0),52,40,1,0,0,4,,1611661325,1628909,10,9,,1611661325,450000,1
46,05:44,[IND 11-10] Mitchell Jump Shot: Made (4 PTS),-185,42,2,0,1,1,,1611661325,1628909,10,11,,1611661325,460000,1
47,05:37,[NYL] Clarendon Turnover : Bad Pass (1 TO),-203,48,0,0,1,5,,1611661313,203406,10,11,,1611661313,470000,1
48,05:22,[IND] Dupree Turnaround Hook Shot: Missed,50,58,2,0,58,2,,1611661325,200676,10,11,,1611661325,480000,1
49,05:19,[NYL] Zahui B Rebound (Off:0 Def:1),50,58,0,0,0,4,,1611661313,204320,10,11,,1611661325,490000,1
50,05:16,[IND] Dupree Foul: Shooting (1 PF) (2 FTA),34,13,0,0,2,6,204320,1611661325,200676,10,11,,1611661313,500000,1
52,05:16,[NYL 11-11] Zahui B Free Throw 1 of 2 (1 PTS),0,-80,1,0,11,3,,1611661313,204320,11,11,,1611661313,520000,1
53,05:16,[IND] McCowan Substitution replaced by Cox,0,-80,0,0,0,8,,1611661325,1629479,11,11,1630100,1611661313,530000,1
56,05:16,[NYL 12-11] Zahui B Free Throw 2 of 2 (2 PTS),0,-80,1,0,12,3,,1611661313,204320,12,11,,1611661313,550000,1
57,05:08,Stoppage: Out-of-Bounds,0,-80,0,0,3,20,,0,0,12,11,,1611661325,560000,1
58,05:06,[IND 13-12] Dupree Jump Shot: Made (4 PTS) Assist: Allemand (1 AST),75,190,2,0,1,1,,1611661325,200676,12,13,1627700,1611661325,570000,1
60,04:44,[NYL 14-13] Clarendon Cutting Layup Shot: Made (4 PTS) Assist: Nurse (3 AST),42,13,2,0,98,1,,1611661313,203406,14,13,1628915,1611661313,590000,1
62,04:29,[NYL] Odom Foul: Personal (2 PF),-24,110,0,0,1,6,1627676,1611661313,1630127,14,13,,1611661325,610000,1
