evt,cl,de,locX,locY,opt1,opt2,mtype,etype,opid,tid,pid,hs,vs,epid,oftid,ord,period
2,10:00,Start Period,0,-80,0,0,0,12,,0,0,0,0,,0,20000,1
4,09:55,Jump Ball Stewart vs N Ogwumike (Howard gains possession),0,-80,0,0,0,10,203014,1611661328,1627668,0,0,203827,1611661328,60000,1
7,09:42,[SEA 3-0] Loyd 3pt Shot: Made (3 PTS) Assist: Stewart (1 AST),174,180,3,0,1,1,,1611661328,204319,3,0,1627668,1611661328,70000,1
9,09:25,[LAS] Parker Turnover : Bad Pass (1 TO) Steal:Loyd (1 ST),119,276,1,0,1,5,204319,1611661320,201496,3,0,,1611661320,90000,1
11,09:21,[SEA 5-0] Loyd Layup Shot: Made (5 PTS),26,13,2,1,5,1,,1611661328,204319,5,0,,1611661328,110000,1
12,09:08,[LAS] Williams Foul: Offensive Charge (1 PF),92,227,0,0,26,6,1628886,1611661320,203029,5,0,,1611661320,120000,1
14,09:08,[LAS] Williams Turnover : Offensive Foul Turnover (1 TO),92,227,0,0,37,5,,1611661320,203029,5,0,,1611661320,140000,1
15,08:53,[LAS] Ruffin-Pratt Foul: Shooting (1 PF) (2 FTA),50,53,0,0,2,6,1627668,1611661320,203437,5,0,,1611661328,150000,1
17,08:53,[SEA 6-0] Stewart Free Throw 1 of 2 (1 PTS),0,-80,1,0,11,3,,1611661328,1627668,6,0,,1611661328,170000,1
18,08:53,[SEA] Stewart Free Throw 2 of 2 Missed,0,-80,2,0,12,3,,1611661328,1627668,6,0,,1611661328,180000,1
19,08:51,[LAS] Parker Rebound (Off:0 Def:1),0,-80,0,0,0,4,,1611661320,201496,6,0,,1611661328,180001,1
20,08:42,[LAS] Parker Driving Finger Roll Layup Shot: Missed,-43,18,2,0,75,2,,1611661320,201496,6,0,,1611661320,200000,1
21,08:40,[SEA] Stewart Rebound (Off:0 Def:1),-43,18,0,0,0,4,,1611661328,1627668,6,0,,1611661320,210000,1
22,08:36,Stoppage: Out-of-Bounds,0,-80,0,0,3,20,,0,0,6,0,,1611661328,220000,1
23,08:19,[SEA] Loyd 3pt Shot: Missed,226,97,3,0,1,2,,1611661328,204319,6,0,,1611661328,230000,1
24,08:16,[LAS] Williams Rebound (Off:0 Def:1),226,97,0,0,0,4,,1611661320,203029,6,0,,1611661328,240000,1
25,08:10,[LAS] N Ogwumike Turnaround Jump Shot: Missed,74,60,2,0,47,2,,1611661320,203014,6,0,,1611661320,250000,1
26,08:08,[LAS] Ruffin-Pratt Rebound (Off:1 Def:0),74,60,1,0,0,4,,1611661320,203437,6,0,,1611661320,260000,1
27,08:08,[LAS] Team Timeout : Regular,0,-80,0,0,1,9,,1611661320,1611661320,6,0,,1611661320,270000,1
28,08:03,[SEA] Canada Foul: Personal (1 PF),-145,37,0,0,1,6,203029,1611661328,1628886,6,0,,1611661320,280000,1
30,08:01,[LAS] Gray Turnover : Bad Pass (1 TO),-230,172,0,0,1,5,,1611661320,203833,6,0,,1611661320,300000,1
31,08:01,Stoppage: Out-of-Bounds,0,-80,0,0,3,20,,0,0,6,0,,1611661328,310000,1
32,07:40,[SEA] Clark 3pt Shot: Missed,-226,32,3,0,1,2,,1611661328,202252,6,0,,1611661328,320000,1
33,07:37,[LAS] Parker Rebound (Off:0 Def:2),-226,32,0,0,0,4,,1611661320,201496,6,0,,1611661328,330000,1
34,07:28,[LAS] N Ogwumike Hook Shot: Missed,75,8,2,0,3,2,,1611661320,203014,6,0,,1611661320,340000,1
35,07:26,[SEA] Stewart Rebound (Off:0 Def:2),75,8,0,0,0,4,,1611661328,1627668,6,0,,1611661320,350000,1
36,07:17,[SEA 9-0] Loyd 3pt Shot: Made (8 PTS) Assist: Stewart (2 AST),215,97,3,0,1,1,,1611661328,204319,9,0,1627668,1611661328,360000,1
38,06:55,[SEA] Howard Foul: Shooting (1 PF) (2 FTA),19,51,0,0,2,6,201496,1611661328,203827,9,0,,1611661320,380000,1
40,06:55,[LAS] Parker Free Throw 1 of 2 Missed,0,-80,2,0,11,3,,1611661320,201496,9,0,,1611661320,400000,1
41,06:55,[LAS] Team Rebound,0,-80,1,0,1,4,,1611661320,0,9,0,,1611661320,400001,1
42,06:55,[LAS 1-9] Parker Free Throw 2 of 2 (1 PTS),0,-80,1,0,12,3,,1611661320,201496,9,1,,1611661320,420000,1
43,06:34,[SEA 12-1] Loyd 3pt Shot: Made (11 PTS) Assist: Stewart (3 AST),-237,-12,3,0,1,1,,1611661328,204319,12,1,1627668,1611661328,430000,1
45,06:24,[LAS] Gray Jump Shot: Missed,13,101,2,0,1,2,,1611661320,203833,12,1,,1611661320,450000,1
46,06:21,[LAS] Parker Rebound (Off:1 Def:2),13,101,1,0,0,4,,1611661320,201496,12,1,,1611661320,460000,1
47,06:21,[LAS] Parker Tip Layup Shot: Missed,0,-5,2,0,97,2,,1611661320,201496,12,1,,1611661320,470000,1
48,06:20,[SEA] Canada Rebound (Off:0 Def:1),0,-5,0,0,0,4,,1611661328,1628886,12,1,,1611661320,480000,1
49,06:17,[SEA 14-1] Canada Driving Layup Shot: Made (2 PTS),26,31,2,1,6,1,,1611661328,1628886,14,1,,1611661328,490000,1
50,06:03,[LAS 4-14] Parker 3pt Shot: Made (4 PTS) Assist: Gray (1 AST),-73,238,3,0,1,1,,1611661320,201496,14,4,203833,1611661320,500000,1
52,05:37,[SEA 17-4] Stewart 3pt Shot: Made (4 PTS) Assist: Clark (1 AST),111,221,3,0,1,1,,1611661328,1627668,17,4,202252,1611661328,520000,1
54,05:22,[LAS 6-17] N Ogwumike Driving Layup Shot: Made (2 PTS),39,17,2,0,6,1,,1611661320,203014,17,6,,1611661320,540000,1
55,05:01,[SEA] Canada Turnaround Fadeaway shot: Missed,-75,48,2,0,86,2,,1611661328,1628886,17,6,,1611661328,550000,1
56,05:00,[LAS] Parker Rebound (Off:1 Def:3),-75,48,0,0,0,4,,1611661320,201496,17,6,,1611661328,560000,1
57,04:55,[SEA] Howard Foul: Personal (2 PF),110,8,0,0,1,6,201496,1611661328,203827,17,6,,1611661320,570000,1
59,04:55,[SEA] Howard Substitution replaced by Russell,0,-80,0,0,0,8,,1611661328,203827,17,6,1628920,1611661320,590000,1
60,04:55,[LAS] Williams Substitution replaced by Sykes,0,-80,0,0,0,8,,1611661320,203029,17,6,1628279,1611661320,600000,1
61,04:55,[LAS] Ruffin-Pratt Substitution replaced by Augustus,0,-80,0,0,0,8,,1611661320,203437,17,6,200671,1611661320,610000,1
62,04:55,[LAS] N Ogwumike Substitution replaced by Wiese,0,-80,0,0,0,8,,1611661320,203014,17,6,1628282,1611661320,620000,1
67,04:44,[LAS 8-17] Gray Pullup Jump shot: Made (2 PTS),89,142,2,0,79,1,,1611661320,203833,17,8,,1611661320,670000,1
68,04:30,[SEA 19-8] Stewart Jump Shot: Made (6 PTS) Assist: Clark (2 AST),-72,160,2,0,1,1,,1611661328,1627668,19,8,202252,1611661328,680000,1
