evt,cl,de,locX,locY,opt1,opt2,mtype,etype,opid,tid,pid,hs,vs,epid,oftid,ord,period
2,10:00,Start Period,0,-80,0,0,0,12,,0,0,0,0,,0,20000,1
4,09:56,Jump Ball Ndour vs Swords (Jefferson gains possession),0,-80,0,0,0,10,202670,1611661321,203838,0,0,1627669,1611661321,60000,1
7,09:50,[DAL] Jefferson Layup Shot: Missed,38,58,2,0,5,2,,1611661321,1627669,0,0,,1611661321,70000,1
8,09:48,[LVA] Swords Rebound (Off:0 Def:1),38,58,0,0,0,4,,1611661319,202670,0,0,,1611661321,80000,1
9,09:37,[LVA 2-0] Wilson Turnaround Jump Shot: Made (2 PTS),-36,59,2,0,47,1,,1611661319,1628932,2,0,,1611661319,90000,1
10,09:22,[DAL] Sabally 3pt Shot: Missed,-230,-8,3,0,1,2,,1611661321,1630149,2,0,,1611661321,100000,1
11,09:19,[LVA] Allen Rebound (Off:0 Def:1),-230,-8,0,0,0,4,,1611661319,1628263,2,0,,1611661321,110000,1
12,09:10,[LVA] Wilson Jump Shot: Missed,-160,10,2,0,1,2,,1611661319,1628932,2,0,,1611661319,120000,1
13,09:08,[DAL] Sabally Rebound (Off:0 Def:1),-160,10,0,0,0,4,,1611661321,1630149,2,0,,1611661319,130000,1
14,08:57,[DAL] Ndour 3pt Shot: Missed,86,230,3,0,1,2,,1611661321,203838,2,0,,1611661321,140000,1
15,08:55,[LVA] McCoughtry Rebound (Off:0 Def:1),86,230,0,0,0,4,,1611661319,201881,2,0,,1611661321,150000,1
16,08:44,[LVA 4-0] Allen Layup Shot: Made (2 PTS),-20,13,2,0,5,1,,1611661319,1628263,4,0,,1611661319,160000,1
17,08:26,[DAL] Ogunbowale Pullup Jump shot: Missed,-124,26,2,0,79,2,,1611661321,1629481,4,0,,1611661321,170000,1
18,08:24,[LVA] McBride Rebound (Off:0 Def:1),-124,26,0,0,0,4,,1611661319,203825,4,0,,1611661321,180000,1
19,08:15,[DAL] Sabally Foul: Shooting (1 PF) (2 FTA),-35,83,0,0,2,6,1628932,1611661321,1630149,4,0,,1611661319,190000,1
21,08:15,[LVA 5-0] Wilson Free Throw 1 of 2 (3 PTS),0,-80,1,0,11,3,,1611661319,1628932,5,0,,1611661319,210000,1
22,08:15,[LVA 6-0] Wilson Free Throw 2 of 2 (4 PTS),0,-80,1,0,12,3,,1611661319,1628932,6,0,,1611661319,220000,1
23,07:52,[DAL] Ndour Jump Shot: Missed,200,83,2,0,1,2,,1611661321,203838,6,0,,1611661321,230000,1
24,07:49,[LVA] McCoughtry Rebound (Off:0 Def:2),200,83,0,0,0,4,,1611661319,201881,6,0,,1611661321,240000,1
25,07:45,[LVA 9-0] McBride 3pt Shot: Made (3 PTS) Assist: McCoughtry (1 AST),118,219,3,1,1,1,,1611661319,203825,9,0,201881,1611661319,250000,1
28,07:45,Instant Replay - Support Ruling,0,-80,0,0,0,18,,0,0,9,0,,1611661321,265000,1
27,07:40,[DAL] Team Timeout : Regular,0,-80,0,0,1,9,,1611661321,1611661321,9,0,,1611661321,270000,1
29,07:40,[DAL] Ogunbowale Substitution replaced by Gray,0,-80,0,0,0,8,,1611661321,1629481,9,0,1628277,1611661321,280000,1
30,07:40,[DAL] Jefferson Substitution replaced by Harris,0,-80,0,0,0,8,,1611661321,1627669,9,0,1630112,1611661321,290000,1
33,07:30,[DAL] Thornton 3pt Shot: Missed,-230,62,3,0,1,2,,1611661321,203866,9,0,,1611661321,320000,1
34,07:24,[DAL] Ndour Rebound (Off:1 Def:0),-230,62,1,0,0,4,,1611661321,203838,9,0,,1611661321,330000,1
35,07:24,[DAL 2-9] Ndour Putback Layup Shot: Made (2 PTS),0,-5,2,0,72,1,,1611661321,203838,9,2,,1611661321,340000,1
36,07:19,[DAL] Ndour Foul: Personal (1 PF),108,142,0,0,1,6,1628932,1611661321,203838,9,2,,1611661319,350000,1
38,07:11,[LVA 11-2] Swords Cutting Layup Shot: Made (2 PTS) Assist: Allen (1 AST),25,10,2,0,98,1,,1611661319,202670,11,2,1628263,1611661319,370000,1
40,06:50,[DAL] Sabally 3pt Shot: Missed,232,35,3,0,1,2,,1611661321,1630149,11,2,,1611661321,390000,1
41,06:48,[LVA] Allen Rebound (Off:0 Def:2),232,35,0,0,0,4,,1611661319,1628263,11,2,,1611661321,400000,1
42,06:41,[LVA] Wilson Turnover : Bad Pass (1 TO) Steal:Harris (1 ST),-64,35,1,0,1,5,1630112,1611661319,1628932,11,2,,1611661319,410000,1
44,06:36,[DAL] Thornton Turnover : Traveling (1 TO),69,31,0,0,4,5,,1611661321,203866,11,2,,1611661321,430000,1
47,06:22,[LVA] McCoughtry Pullup Jump shot: Missed,-43,149,2,0,79,2,,1611661319,201881,11,2,,1611661319,460000,1
48,06:22,[LVA] Team Rebound,-43,149,1,0,0,4,,1611661319,0,11,2,,1611661319,470000,1
49,06:22,Stoppage: Out-of-Bounds,0,-80,0,0,3,20,,0,0,11,2,,1611661319,480000,1
50,06:22,[DAL] Ndour Substitution replaced by Harrison,0,-80,0,0,0,8,,1611661321,203838,11,2,204330,1611661319,490000,1
52,06:16,[LVA 13-2] Allen Pullup Jump shot: Made (4 PTS) Assist: Wilson (1 AST),90,170,2,0,79,1,,1611661319,1628263,13,2,1628932,1611661319,510000,1
54,05:57,[DAL] Harrison Turnover : Out of Bounds - Bad Pass Turnover (1 TO),-74,270,0,0,45,5,,1611661321,204330,13,2,,1611661321,530000,1
55,05:57,Stoppage: Out-of-Bounds,0,-80,0,0,3,20,,0,0,13,2,,1611661319,540000,1
56,05:46,[LVA 15-2] McBride Running Jump Shot: Made (5 PTS) Assist: Wilson (2 AST),58,205,2,0,2,1,,1611661319,203825,15,2,1628932,1611661319,550000,1
58,05:26,[DAL 4-15] Sabally Running Layup Shot: Made (2 PTS),46,26,2,0,41,1,,1611661321,1630149,15,4,,1611661321,570000,1
59,05:16,[LVA] Allen Turnover : Bad Pass (1 TO) Steal:Thornton (1 ST),174,273,1,0,1,5,203866,1611661319,1628263,15,4,,1611661319,580000,1
61,05:11,[DAL 6-15] Thornton Layup Shot: Made (2 PTS),33,29,2,1,5,1,,1611661321,203866,15,6,,1611661321,600000,1
62,04:57,[LVA] Wilson Layup Shot: Missed,-37,4,2,0,5,2,,1611661319,1628932,15,6,,1611661319,610000,1
63,04:55,[DAL] Sabally Rebound (Off:0 Def:2),-37,4,0,0,0,4,,1611661321,1630149,15,6,,1611661319,620000,1
64,04:51,[DAL] Thornton Foul: Offensive Charge (1 PF),98,18,0,0,26,6,201881,1611661321,203866,15,6,,1611661321,630000,1
66,04:51,[DAL] Thornton Turnover : Offensive Foul Turnover (2 TO),98,18,0,0,37,5,,1611661321,203866,15,6,,1611661321,650000,1
67,04:51,[LVA] Swords Substitution replaced by Hamby,0,-80,0,0,0,8,,1611661319,202670,15,6,204324,1611661319,660000,1
68,04:51,[LVA] McCoughtry Substitution replaced by Young,0,-80,0,0,0,8,,1611661319,201881,15,6,1629498,1611661319,670000,1
71,04:33,[LVA] Allen 3pt Shot: Missed,135,212,3,0,1,2,,1611661319,1628263,15,6,,1611661319,700000,1
72,04:31,[DAL] Gray Rebound (Off:0 Def:1),135,212,0,0,0,4,,1611661321,1628277,15,6,,1611661319,710000,1
73,04:23,[DAL] Harrison Jump Shot: Missed,-97,112,2,0,1,2,,1611661321,204330,15,6,,1611661321,720000,1
74,04:23,[LVA] Team Rebound,-97,112,0,0,0,4,,1611661319,0,15,6,,1611661321,730000,1
75,04:23,Stoppage: Out-of-Bounds,0,-80,0,0,3,20,,0,0,15,6,,1611661319,740000,1
76,04:16,[LVA] Hamby Turnover : Bad Pass (1 TO) Steal:Sabally (1 ST),118,192,1,0,1,5,1630149,1611661319,204324,15,6,,1611661319,750000,1
78,04:07,[DAL] Harris 3pt Shot: Missed,-198,130,3,0,1,2,,1611661321,1630112,15,6,,1611661321,770000,1
79,04:07,[LVA] Team Rebound,-198,130,0,0,0,4,,1611661319,0,15,6,,1611661321,780000,1
80,04:07,Stoppage: Out-of-Bounds,0,-80,0,0,3,20,,0,0,15,6,,1611661319,790000,1
81,04:07,[LVA] McBride Substitution replaced by Rodgers,0,-80,0,0,0,8,,1611661319,203825,15,6,203411,1611661319,800000,1
82,04:07,[DAL] Thornton Substitution replaced by Ogunbowale,0,-80,0,0,0,8,,1611661321,203866,15,6,1629481,1611661319,810000,1
85,03:52,[DAL] Ogunbowale Foul: Shooting (1 PF) (2 FTA),-47,57,0,0,2,6,1629498,1611661321,1629481,15,6,,1611661319,840000,1
87,03:52,[LVA 16-6] Young Free Throw 1 of 2 (1 PTS),0,-80,1,0,11,3,,1611661319,1629498,16,6,,1611661319,860000,1
88,03:52,[LVA] Allen Substitution replaced by Robinson,0,-80,0,0,0,8,,1611661319,1628263,16,6,202658,1611661319,870000,1
90,03:52,[LVA 17-6] Young Free Throw 2 of 2 (2 PTS),0,-80,1,0,12,3,,1611661319,1629498,17,6,,1611661319,890000,1
91,03:37,[DAL] Ogunbowale 3pt Shot: Missed,-134,259,3,0,1,2,,1611661321,1629481,17,6,,1611661321,900000,1
92,03:34,[LVA] Robinson Rebound (Off:0 Def:1),-134,259,0,0,0,4,,1611661319,202658,17,6,,1611661321,910000,1
93,03:33,[LVA] Young Turnover : Out of Bounds - Bad Pass Turnover (1 TO),-167,170,0,0,45,5,,1611661319,1629498,17,6,,1611661319,920000,1
94,03:33,Stoppage: Out-of-Bounds,0,-80,0,0,3,20,,0,0,17,6,,1611661321,930000,1
95,03:18,[DAL 8-17] Harris Driving Layup Shot: Made (2 PTS),36,11,2,0,6,1,,1611661321,1630112,17,8,,1611661321,940000,1
96,03:08,[LVA] Rodgers Turnover : Bad Pass (1 TO) Steal:Harrison (1 ST),104,161,1,0,1,5,204330,1611661319,203411,17,8,,1611661319,950000,1
98,03:01,[DAL 10-17] Ogunbowale Driving Layup Shot: Made (2 PTS),-31,6,2,1,6,1,,1611661321,1629481,17,10,,1611661321,970000,1
99,02:42,[LVA 19-10] Robinson Layup Shot: Made (2 PTS) Assist: Rodgers (1 AST),-26,11,2,0,5,1,,1611661319,202658,19,10,203411,1611661319,980000,1
101,02:27,[DAL] Sabally Layup Shot: Missed,53,1,2,0,5,2,1628932,1611661321,1630149,19,10,,1611661321,1000000,1
103,02:27,[DAL] Team Rebound,53,1,1,0,0,4,,1611661321,0,19,10,,1611661321,1020000,1
104,02:27,[LVA] Wilson Substitution replaced by Swords,0,-80,0,0,0,8,,1611661319,1628932,19,10,202670,1611661321,1030000,1
105,02:27,[DAL] Gray Substitution replaced by Jefferson,0,-80,0,0,0,8,,1611661321,1628277,19,10,1627669,1611661321,1040000,1
106,02:27,[DAL] Harris Substitution replaced by Samuelson,0,-80,0,0,0,8,,1611661321,1630112,19,10,1629478,1611661321,1050000,1
110,02:27,[DAL] Harrison Substitution replaced by Alarie,0,-80,0,0,0,8,,1611661321,204330,19,10,1630093,1611661321,1090000,1
112,02:15,[DAL] Ogunbowale 3pt Shot: Missed,216,105,3,0,79,2,,1611661321,1629481,19,10,,1611661321,1110000,1
113,02:13,[DAL] Alarie Rebound (Off:1 Def:0),216,105,1,0,0,4,,1611661321,1630093,19,10,,1611661321,1120000,1
114,02:06,[DAL] Jefferson Pullup Jump shot: Missed,41,58,2,0,79,2,,1611661321,1627669,19,10,,1611661321,1130000,1
115,02:04,[LVA] Swords Rebound (Off:0 Def:2),41,58,0,0,0,4,,1611661319,202670,19,10,,1611661321,1140000,1
116,01:59,[LVA] Young Pullup Jump shot: Missed,137,99,2,1,79,2,,1611661319,1629498,19,10,,1611661319,1150000,1
117,01:56,[DAL] Jefferson Rebound (Off:0 Def:1),137,99,0,0,0,4,,1611661321,1627669,19,10,,1611661319,1160000,1
118,01:53,[DAL 12-19] Jefferson Layup Shot: Made (2 PTS),32,23,2,1,5,1,,1611661321,1627669,19,12,,1611661321,1170000,1
119,01:35,[LVA 21-12] Robinson Driving Layup Shot: Made (4 PTS),41,27,2,0,6,1,,1611661319,202658,21,12,,1611661319,1180000,1
120,01:35,[DAL] Jefferson Foul: Shooting (1 PF) (1 FTA),41,27,0,0,2,6,202658,1611661321,1627669,21,12,,1611661319,1190000,1
122,01:35,[DAL] Sabally Substitution replaced by Thornton,0,-80,0,0,0,8,,1611661321,1630149,21,12,203866,1611661319,1210000,1
124,01:35,[LVA 22-12] Robinson Free Throw 1 of 1 (5 PTS),0,-80,1,0,10,3,,1611661319,202658,22,12,,1611661319,1230000,1
125,01:23,[DAL 14-22] Ogunbowale Pullup Jump shot: Made (4 PTS),8,93,2,0,79,1,,1611661321,1629481,22,14,,1611661321,1240000,1
126,01:06,[LVA] Rodgers Turnover : Bad Pass (2 TO) Steal:Samuelson (1 ST),-132,117,1,0,1,5,1629478,1611661319,203411,22,14,,1611661319,1250000,1
128,01:01,[DAL 16-22] Jefferson Layup Shot: Made (4 PTS) Assist: Samuelson (1 AST),-17,18,2,1,5,1,,1611661321,1627669,22,16,1629478,1611661321,1270000,1
130,00:44.5,[LVA] Hamby Turnover : Traveling (2 TO),8,169,0,0,4,5,,1611661319,204324,22,16,,1611661319,1290000,1
