evt,cl,de,locX,locY,opt1,opt2,mtype,etype,opid,tid,pid,hs,vs,epid,oftid,ord,period
2,10:00,Start Period,0,-80,0,0,0,12,,0,0,0,0,,0,20000,1
4,09:56,Jump Ball Dolson vs Meesseman (Quigley gains possession),0,-80,0,0,0,10,203416,1611661329,203828,0,0,201516,1611661329,60000,1
7,09:35,[CHI] Team Turnover : Shot Clock Turnover,-50,378,0,0,11,5,,1611661329,0,0,0,,1611661329,70000,1
8,09:10,[WAS 2-0] Hines-Allen Turnaround Jump Shot: Made (2 PTS) Assist: Mitchell (1 AST),-81,40,2,0,47,1,,1611661322,1628899,2,0,201507,1611661322,80000,1
10,08:55,[CHI 2-2] Vandersloot Jump Shot: Made (2 PTS),-31,32,2,0,1,1,,1611661329,202664,2,2,,1611661329,100000,1
11,08:31,[WAS 4-2] Leslie Driving Finger Roll Layup Shot: Made (2 PTS) Assist: Meesseman (1 AST),-10,17,2,0,75,1,,1611661322,1629506,4,2,203416,1611661322,110000,1
13,08:18,[CHI] Dolson 3pt Shot: Missed,-106,226,3,0,1,2,,1611661329,203828,4,2,,1611661329,130000,1
14,08:16,[WAS] Hines-Allen Rebound (Off:0 Def:1),-106,226,0,0,0,4,,1611661322,1628899,4,2,,1611661329,140000,1
15,08:06,[WAS 7-2] Mitchell 3pt Shot: Made (3 PTS) Assist: Atkins (1 AST),-232,0,3,0,1,1,,1611661322,201507,7,2,1628878,1611661322,150000,1
17,07:56,[CHI 4-7] Copper Pullup Jump shot: Made (2 PTS) Assist: Williams (1 AST),-76,156,2,0,79,1,,1611661329,1627674,7,4,1628931,1611661329,170000,1
18,07:39,[WAS 10-4] Meesseman 3pt Shot: Made (3 PTS) Assist: Mitchell (2 AST),-150,198,3,0,1,1,,1611661322,203416,10,4,201507,1611661322,180000,1
20,07:25,[CHI 7-10] Williams 3pt Shot: Made (3 PTS) Assist: Vandersloot (1 AST),208,119,3,0,1,1,,1611661329,1628931,10,7,202664,1611661329,200000,1
22,07:21,[WAS 12-7] Hines-Allen Layup Shot: Made (4 PTS) Assist: Mitchell (3 AST),9,10,2,1,5,1,,1611661322,1628899,12,7,201507,1611661322,220000,1
24,07:13,[WAS] Meesseman Foul: Personal (1 PF),86,60,0,0,1,6,202664,1611661322,203416,12,7,,1611661329,240000,1
26,06:55,[CHI] Copper 3pt Shot: Missed,171,171,3,0,1,2,,1611661329,1627674,12,7,,1611661329,260000,1
27,06:55,[WAS] Atkins Rebound (Off:0 Def:1),171,171,0,0,0,4,,1611661322,1628878,12,7,,1611661329,270000,1
