evt,cl,de,locX,locY,opt1,opt2,mtype,etype,opid,tid,pid,hs,vs,epid,oftid,ord,period
2,10:00,Start Period,0,-80,0,0,0,12,,0,0,0,0,,0,20000,1
4,09:55,Jump Ball Stewart vs Dupree (Loyd gains possession),0,-80,0,0,0,10,200676,1611661328,1627668,0,0,204319,1611661328,60000,1
7,09:55,[SEA] Canada Driving Layup Shot: Missed,-37,27,2,0,6,2,1627700,1611661328,1628886,0,0,,1611661328,70000,1
8,09:55,[SEA] Team Rebound,-37,27,1,0,0,4,,1611661328,0,0,0,,1611661328,80000,1
9,09:39,[SEA] Loyd Jump Shot: Missed,132,75,2,0,1,2,200676,1611661328,204319,0,0,,1611661328,90000,1
12,09:34,[IND] Achonwa Rebound (Off:0 Def:1),132,75,0,0,0,4,,1611661325,203831,0,0,,1611661328,110000,1
13,09:14,[IND] Achonwa Jump Shot: Missed,-73,161,2,0,1,2,,1611661325,203831,0,0,,1611661325,120000,1
14,09:12,[SEA] Stewart Rebound (Off:0 Def:1),-73,161,0,0,0,4,,1611661328,1627668,0,0,,1611661325,130000,1
15,09:07,[SEA] Stewart Turnover : Bad Pass (1 TO) Steal:Burke (1 ST),126,338,1,0,1,5,1629568,1611661328,1627668,0,0,,1611661328,140000,1
17,09:03,[IND 2-0] Burke Driving Layup Shot: Made (2 PTS),-15,13,2,1,6,1,,1611661325,1629568,0,2,,1611661325,160000,1
18,08:41,[IND] Dupree Foul: Shooting (1 PF) (2 FTA),-48,30,0,0,2,6,1627668,1611661325,200676,0,2,,1611661328,170000,1
20,08:41,[SEA 1-2] Stewart Free Throw 1 of 2 (1 PTS),0,-80,1,0,11,3,,1611661328,1627668,1,2,,1611661328,190000,1
21,08:41,[SEA 2-2] Stewart Free Throw 2 of 2 (2 PTS),0,-80,1,0,12,3,,1611661328,1627668,2,2,,1611661328,200000,1
22,08:19,[IND 5-2] Mitchell 3pt Shot: Made (3 PTS) Assist: Allemand (1 AST),-79,244,3,0,1,1,,1611661325,1628909,2,5,1627700,1611661325,210000,1
24,08:09,[SEA] Canada Floating Jump shot: Missed,30,27,2,0,78,2,,1611661328,1628886,2,5,,1611661328,230000,1
25,08:07,[IND] Dupree Rebound (Off:0 Def:1),30,27,0,0,0,4,,1611661325,200676,2,5,,1611661328,240000,1
26,07:59,[IND] Dupree Jump Shot: Missed,-26,199,2,0,1,2,,1611661325,200676,2,5,,1611661325,250000,1
27,07:58,[IND] Achonwa Rebound (Off:1 Def:1),-26,199,1,0,0,4,,1611661325,203831,2,5,,1611661325,260000,1
28,07:58,[SEA] Howard Foul: Shooting (1 PF) (2 FTA),-8,26,0,0,2,6,203831,1611661328,203827,2,5,,1611661325,270000,1
30,07:58,[IND 6-2] Achonwa Free Throw 1 of 2 (1 PTS),0,-80,1,0,11,3,,1611661325,203831,2,6,,1611661325,290000,1
31,07:58,[IND 7-2] Achonwa Free Throw 2 of 2 (2 PTS),0,-80,1,0,12,3,,1611661325,203831,2,7,,1611661325,300000,1
32,07:38,[SEA 4-7] Howard Finger Roll Layup Shot: Made (2 PTS),3,38,2,0,71,1,,1611661328,203827,4,7,,1611661328,310000,1
33,07:11,[IND] Achonwa Jump Shot: Missed,3,161,2,0,1,2,,1611661325,203831,4,7,,1611661325,320000,1
34,07:11,[IND] Team Rebound,3,161,1,0,0,4,,1611661325,0,4,7,,1611661325,330000,1
35,07:11,[IND] Team Turnover : Shot Clock Turnover,-7,42,0,0,11,5,,1611661325,0,4,7,,1611661325,340000,1
36,06:59,[SEA 6-7] Stewart Hook Shot: Made (4 PTS) Assist: Canada (1 AST),-27,52,2,0,3,1,,1611661328,1627668,6,7,1628886,1611661328,350000,1
38,06:47,[IND] Dupree Turnover : Out of Bounds Lost Ball Turnover (1 TO),-90,49,0,0,40,5,,1611661325,200676,6,7,,1611661325,370000,1
39,06:35,[SEA] Stewart Jump Shot: Missed,-35,186,2,0,1,2,,1611661328,1627668,6,7,,1611661328,380000,1
40,06:30,[SEA] Howard Rebound (Off:1 Def:0),-35,186,1,0,0,4,,1611661328,203827,6,7,,1611661328,390000,1
41,06:30,[SEA 8-7] Howard Putback Layup Shot: Made (4 PTS),0,-5,2,0,72,1,,1611661328,203827,8,7,,1611661328,400000,1
42,06:09,[IND] Mitchell 3pt Shot: Missed,-232,27,3,0,1,2,,1611661325,1628909,8,7,,1611661325,410000,1
