evt,cl,de,locX,locY,opt1,opt2,mtype,etype,opid,tid,pid,hs,vs,epid,oftid,ord,period
2,10:00,Start Period,0,-80,0,0,0,12,,0,0,0,0,,0,20000,1
4,10:00,Jump Ball McCowan vs Dolson (Allemand gains possession),0,-80,0,0,0,10,203828,1611661325,1629479,0,0,1627700,1611661325,60000,1
7,09:37,[IND] Mitchell Jump Shot: Missed,121,12,2,0,1,2,,1611661325,1628909,0,0,,1611661325,70000,1
8,09:34,[CHI] Copper Rebound (Off:0 Def:1),121,12,0,0,0,4,,1611661329,1627674,0,0,,1611661325,80000,1
9,09:12,[CHI] Quigley Layup Shot: Missed,-82,-18,2,0,5,2,,1611661329,201516,0,0,,1611661329,90000,1
10,09:12,[CHI] Team Rebound,-82,-18,1,0,0,4,,1611661329,0,0,0,,1611661329,100000,1
11,09:12,[CHI] Team Turnover : Shot Clock Turnover,-69,40,0,0,11,5,,1611661329,0,0,0,,1611661329,110000,1
12,09:12,Stoppage: Out-of-Bounds,0,-80,0,0,3,20,,0,0,0,0,,1611661325,120000,1
13,09:01,[IND] McCowan Jump Shot: Missed,116,38,2,0,1,2,,1611661325,1629479,0,0,,1611661325,130000,1
14,09:00,[CHI] Williams Rebound (Off:0 Def:1),116,38,0,0,0,4,,1611661329,1628931,0,0,,1611661325,140000,1
15,08:54,[CHI 3-0] Dolson 3pt Shot: Made (3 PTS) Assist: Williams (1 AST),7,258,3,0,1,1,,1611661329,203828,3,0,1628931,1611661329,150000,1
17,08:38,[IND] Burke Turnover : Bad Pass (1 TO) Steal:Williams (1 ST),143,124,1,0,1,5,1628931,1611661325,1629568,3,0,,1611661325,170000,1
19,08:22,[CHI] Vandersloot 3pt Shot: Missed,176,158,3,0,1,2,,1611661329,202664,3,0,,1611661329,190000,1
20,08:20,[IND] Mitchell Rebound (Off:0 Def:1),176,158,0,0,0,4,,1611661325,1628909,3,0,,1611661329,200000,1
21,08:14,[IND 3-3] Allemand 3pt Shot: Made (3 PTS) Assist: Mitchell (1 AST),-160,185,3,0,1,1,,1611661325,1627700,3,3,1628909,1611661325,210000,1
23,07:59,[CHI 5-3] Quigley Layup Shot: Made (2 PTS) Assist: Vandersloot (1 AST),13,14,2,0,5,1,,1611661329,201516,5,3,202664,1611661329,230000,1
25,07:34,[IND] Dupree Jump Shot: Missed,-23,15,2,0,1,2,,1611661325,200676,5,3,,1611661325,250000,1
26,07:32,[CHI] Williams Rebound (Off:0 Def:2),-23,15,0,0,0,4,,1611661329,1628931,5,3,,1611661325,260000,1
27,07:29,[CHI 7-3] Copper Layup Shot: Made (2 PTS) Assist: Williams (2 AST),11,27,2,1,5,1,,1611661329,1627674,7,3,1628931,1611661329,270000,1
29,07:08,[IND] Mitchell Layup Shot: Missed,-23,16,2,0,5,2,,1611661325,1628909,7,3,,1611661325,290000,1
30,07:08,[CHI] Copper Rebound (Off:0 Def:2),-23,16,0,0,0,4,,1611661329,1627674,7,3,,1611661325,300000,1
31,07:06,Jump Ball Burke vs Copper (Allemand gains possession),0,-80,0,0,0,10,1627674,1611661325,1629568,7,3,1627700,1611661329,330000,1
34,07:06,[CHI] Copper Turnover : Lost Ball (1 TO) Steal:Burke (1 ST),0,-80,1,0,2,5,1629568,1611661329,1627674,7,3,,1611661329,340000,1
36,07:00,[IND] Allemand Jump Shot: Missed,-86,174,2,0,1,2,,1611661325,1627700,7,3,,1611661325,360000,1
37,06:58,[CHI] Vandersloot Rebound (Off:0 Def:1),-86,174,0,0,0,4,,1611661329,202664,7,3,,1611661325,370000,1
38,06:51,[CHI] Copper Jump Shot: Missed,-88,186,2,0,1,2,,1611661329,1627674,7,3,,1611661329,380000,1
39,06:50,[IND] Dupree Rebound (Off:0 Def:1),-88,186,0,0,0,4,,1611661325,200676,7,3,,1611661329,390000,1
40,06:43,[IND] McCowan Turnover : Traveling (1 TO),42,64,0,0,4,5,,1611661325,1629479,7,3,,1611661325,400000,1
41,06:30,[CHI 9-3] Quigley Jump Shot: Made (4 PTS),136,17,2,0,1,1,,1611661329,201516,9,3,,1611661329,410000,1
42,06:18,[IND 5-9] McCowan Jump Shot: Made (2 PTS) Assist: Dupree (1 AST),35,21,2,0,1,1,,1611661325,1629479,9,5,200676,1611661325,420000,1
44,06:12,[IND] Allemand Foul: Shooting (1 PF) (2 FTA),-31,26,0,0,2,6,202664,1611661325,1627700,9,5,,1611661329,440000,1
46,06:12,[CHI 10-5] Vandersloot Free Throw 1 of 2 (1 PTS),0,-80,1,0,11,3,,1611661329,202664,10,5,,1611661329,460000,1
47,06:12,[CHI 11-5] Vandersloot Free Throw 2 of 2 (2 PTS),0,-80,1,0,12,3,,1611661329,202664,11,5,,1611661329,470000,1
