evt,cl,de,locX,locY,opt1,opt2,mtype,etype,opid,tid,pid,hs,vs,epid,oftid,ord,period
2,10:00,Start Period,0,-80,0,0,0,12,,0,0,0,0,,0,20000,1
4,09:53,Jump Ball Stevens vs Harrison (Vandersloot gains possession),0,-80,0,0,0,10,204330,1611661329,1628922,0,0,202664,1611661329,60000,1
7,09:45,[CHI 2-0] Parker Driving Reverse Layup Shot: Made (2 PTS) Assist: Vandersloot (1 AST),10,6,2,0,73,1,,1611661329,204323,2,0,202664,1611661329,70000,1
9,09:25,Stoppage: Out-of-Bounds,0,-80,0,0,3,20,,0,0,2,0,,1611661321,90000,1
10,09:21,[DAL] Ogunbowale Turnover : Bad Pass (1 TO) Steal:Parker (1 ST),-64,225,1,0,1,5,204323,1611661321,1629481,2,0,,1611661321,100000,1
12,09:07,[CHI 4-0] Copper Driving Layup Shot: Made (2 PTS),-35,6,2,0,6,1,,1611661329,1627674,4,0,,1611661329,120000,1
13,08:50,[DAL] Ogunbowale 3pt Shot: Missed,-106,221,3,0,1,2,,1611661321,1629481,4,0,,1611661321,130000,1
14,08:48,[CHI] Copper Rebound (Off:0 Def:1),-106,221,0,0,0,4,,1611661329,1627674,4,0,,1611661321,140000,1
15,08:36,[CHI 7-0] Vandersloot 3pt Shot: Made (3 PTS),125,209,3,0,79,1,,1611661329,202664,7,0,,1611661329,150000,1
16,08:32,[DAL] Team Timeout : Regular,0,-80,0,0,1,9,,1611661321,1611661321,7,0,,1611661321,160000,1
17,08:23,[CHI] Copper Foul: Personal (1 PF),-30,58,0,0,1,6,1630149,1611661329,1627674,7,0,,1611661321,170000,1
19,08:14,[DAL] Ndour 3pt Shot: Missed,174,178,3,0,1,2,,1611661321,203838,7,0,,1611661321,190000,1
20,08:10,[CHI] Quigley Rebound (Off:0 Def:1),174,178,0,0,0,4,,1611661329,201516,7,0,,1611661321,200000,1
21,08:01,[CHI] Quigley Pullup Jump shot: Missed,66,139,2,0,79,2,,1611661329,201516,7,0,,1611661329,210000,1
22,07:59,[DAL] Ndour Rebound (Off:0 Def:1),66,139,0,0,0,4,,1611661321,203838,7,0,,1611661329,220000,1
23,07:49,[DAL] Ogunbowale Step Back Jump shot: Missed,-92,124,2,0,80,2,,1611661321,1629481,7,0,,1611661321,230000,1
24,07:47,[CHI] Stevens Rebound (Off:0 Def:1),-92,124,0,0,0,4,,1611661329,1628922,7,0,,1611661321,240000,1
25,07:36,[CHI 9-0] Copper Driving Reverse Layup Shot: Made (4 PTS),26,1,2,0,73,1,,1611661329,1627674,9,0,,1611661329,250000,1
26,07:25,[CHI] Stevens Foul: Personal (1 PF),148,89,0,0,1,6,203838,1611661329,1628922,9,0,,1611661321,260000,1
28,07:12,[DAL] Sabally Floating Jump shot: Missed,29,74,2,0,78,2,,1611661321,1630149,9,0,,1611661321,280000,1
29,07:09,[CHI] Parker Rebound (Off:0 Def:1),29,74,0,0,0,4,,1611661329,204323,9,0,,1611661321,290000,1
30,07:02,[CHI 11-0] Stevens Jump Shot: Made (2 PTS) Assist: Vandersloot (2 AST),180,-11,2,0,1,1,,1611661329,1628922,11,0,202664,1611661329,300000,1
32,06:50,[DAL] Jefferson Turnover : Bad Pass (1 TO) Steal:Quigley (1 ST),158,212,1,0,1,5,201516,1611661321,1627669,11,0,,1611661321,320000,1
34,06:47,[CHI] Vandersloot Turnover : Traveling (1 TO),-164,189,0,0,4,5,,1611661329,202664,11,0,,1611661329,340000,1
35,06:47,[DAL] Harrison Substitution replaced by Alarie,0,-80,0,0,0,8,,1611661321,204330,11,0,1630093,1611661321,350000,1
36,06:47,[DAL] Ndour Substitution replaced by Gray,0,-80,0,0,0,8,,1611661321,203838,11,0,1628277,1611661321,360000,1
37,06:47,[DAL] Ogunbowale Substitution replaced by Thornton,0,-80,0,0,0,8,,1611661321,1629481,11,0,203866,1611661321,370000,1
41,06:36,[CHI] Quigley Foul: Shooting (1 PF) (2 FTA),-115,162,0,0,2,6,1628277,1611661329,201516,11,0,,1611661321,410000,1
43,06:36,[DAL 1-11] Gray Free Throw 1 of 2 (1 PTS),0,-80,1,0,11,3,,1611661321,1628277,11,1,,1611661321,430000,1
44,06:36,[DAL] Jefferson Substitution replaced by Harris,0,-80,0,0,0,8,,1611661321,1627669,11,1,1630112,1611661321,440000,1
46,06:36,[DAL 2-11] Gray Free Throw 2 of 2 (2 PTS),0,-80,1,0,12,3,,1611661321,1628277,11,2,,1611661321,460000,1
47,06:23,[CHI] Vandersloot Turnover : Bad Pass (2 TO) Steal:Harris (1 ST),-118,210,1,0,1,5,1630112,1611661329,202664,11,2,,1611661329,470000,1
49,06:17,[DAL] Thornton Jump Shot: Missed,56,19,2,0,1,2,,1611661321,203866,11,2,,1611661321,490000,1
50,06:13,[CHI] Quigley Rebound (Off:0 Def:2),56,19,0,0,0,4,,1611661329,201516,11,2,,1611661321,500000,1
51,06:04,[CHI] Vandersloot 3pt Shot: Missed,-156,210,3,0,1,2,,1611661329,202664,11,2,,1611661329,510000,1
52,06:04,[CHI] Team Rebound,-156,210,1,0,0,4,,1611661329,0,11,2,,1611661329,520000,1
53,05:58,Jump Ball Alarie vs Stevens (Sabally gains possession),0,-80,0,0,0,10,1628922,1611661321,1630093,11,2,1630149,1611661329,550000,1
56,05:58,[CHI] Stevens Turnover : Lost Ball (1 TO) Steal:Alarie (1 ST),0,-80,1,0,2,5,1630093,1611661329,1628922,11,2,,1611661329,560000,1
58,05:53,[DAL] Sabally Layup Shot: Missed,26,64,2,0,5,2,1628922,1611661321,1630149,11,2,,1611661321,580000,1
60,05:50,[CHI] Vandersloot Rebound (Off:0 Def:1),26,64,0,0,0,4,,1611661329,202664,11,2,,1611661321,600000,1
61,05:48,[CHI 14-2] Quigley 3pt Shot: Made (3 PTS) Assist: Vandersloot (3 AST),187,161,3,1,1,1,,1611661329,201516,14,2,202664,1611661329,610000,1
63,05:29,[DAL] Gray Pullup Jump shot: Missed,98,140,2,0,79,2,,1611661321,1628277,14,2,,1611661321,630000,1
64,05:28,[DAL] Thornton Rebound (Off:1 Def:0),98,140,1,0,0,4,,1611661321,203866,14,2,,1611661321,640000,1
65,05:15,[DAL 4-14] Alarie Driving Layup Shot: Made (2 PTS),13,3,2,0,6,1,,1611661321,1630093,14,4,,1611661321,650000,1
66,05:00,[CHI 16-4] Copper Driving Layup Shot: Made (6 PTS),23,20,2,0,6,1,,1611661329,1627674,16,4,,1611661329,660000,1
71,04:47,[CHI] Stevens Foul: Defense 3 Second (2 PF) (1 FTA),0,-80,0,0,17,6,,1611661329,1628922,16,4,,1611661321,675000,1
72,04:47,[DAL 5-16] Gray Free Throw Technical (3 PTS),0,-80,1,0,16,3,,1611661321,1628277,16,5,,1611661321,682500,1
69,04:47,[DAL] Sabally Substitution replaced by Ogunbowale,0,-80,0,0,0,8,,1611661321,1630149,16,5,1629481,1611661321,690000,1
73,04:31,[DAL] Ogunbowale Jump Shot: Missed,97,51,2,0,1,2,,1611661321,1629481,16,5,,1611661321,730000,1
74,04:29,[CHI] Stevens Rebound (Off:0 Def:2),97,51,0,0,0,4,,1611661329,1628922,16,5,,1611661321,740000,1
75,04:26,[CHI] Quigley 3pt Shot: Missed,-212,134,3,1,1,2,,1611661329,201516,16,5,,1611661329,750000,1
76,04:26,[DAL] Thornton Rebound (Off:1 Def:1),-212,134,0,0,0,4,,1611661321,203866,16,5,,1611661329,760000,1
77,04:16,[DAL] Gray 3pt Shot: Missed,-158,208,3,0,1,2,,1611661321,1628277,16,5,,1611661321,770000,1
78,04:15,[DAL] Thornton Rebound (Off:2 Def:1),-158,208,1,0,0,4,,1611661321,203866,16,5,,1611661321,780000,1
79,04:03,[DAL] Alarie Layup Shot: Missed,-32,38,2,0,5,2,,1611661321,1630093,16,5,,1611661321,790000,1
80,04:03,[DAL] Alarie Rebound (Off:1 Def:0),-32,38,1,0,0,4,,1611661321,1630093,16,5,,1611661321,800000,1
81,03:58,[DAL 7-16] Alarie Putback Layup Shot: Made (4 PTS),0,-5,2,0,72,1,,1611661321,1630093,16,7,,1611661321,810000,1
82,03:50,[CHI] Vandersloot Layup Shot: Missed,-36,26,2,0,5,2,,1611661329,202664,16,7,,1611661329,820000,1
83,03:48,[DAL] Gray Rebound (Off:0 Def:1),-36,26,0,0,0,4,,1611661321,1628277,16,7,,1611661329,830000,1
84,03:28,[DAL] Ogunbowale Jump Shot: Missed,-67,203,2,0,1,2,,1611661321,1629481,16,7,,1611661321,840000,1
85,03:26,[DAL] Thornton Rebound (Off:3 Def:1),-67,203,1,0,0,4,,1611661321,203866,16,7,,1611661321,850000,1
86,03:24,[DAL 9-16] Gray Layup Shot: Made (5 PTS) Assist: Ogunbowale (1 AST),-21,21,2,0,5,1,,1611661321,1628277,16,9,1629481,1611661321,860000,1
88,03:07,[CHI 18-9] Parker Layup Shot: Made (4 PTS) Assist: Vandersloot (4 AST),-45,26,2,0,5,1,,1611661329,204323,18,9,202664,1611661329,880000,1
90,03:07,[DAL] Alarie Foul: Shooting (1 PF) (1 FTA),-45,26,0,0,2,6,204323,1611661321,1630093,18,9,,1611661329,900000,1
92,03:07,[CHI] Quigley Substitution replaced by Williams,0,-80,0,0,0,8,,1611661329,201516,18,9,1628931,1611661329,920000,1
93,03:07,[CHI] Stevens Substitution replaced by DeShields,0,-80,0,0,0,8,,1611661329,1628922,18,9,1628890,1611661329,930000,1
96,03:07,[CHI] Vandersloot Substitution replaced by Colson,0,-80,0,0,0,8,,1611661329,202664,18,9,202641,1611661329,960000,1
98,03:07,[CHI 19-9] Parker Free Throw 1 of 1 (5 PTS),0,-80,1,0,10,3,,1611661329,204323,19,9,,1611661329,980000,1
99,02:50,[DAL 11-19] Gray Pullup Jump shot: Made (7 PTS),181,101,2,0,79,1,,1611661321,1628277,19,11,,1611661321,990000,1
100,02:32,[CHI] Williams 3pt Shot: Missed,102,226,3,0,1,2,,1611661329,1628931,19,11,,1611661329,1000000,1
101,02:30,[DAL] Ogunbowale Rebound (Off:0 Def:1),102,226,0,0,0,4,,1611661321,1629481,19,11,,1611661329,1010000,1
102,02:21,[DAL] Ogunbowale Turnover : Bad Pass (2 TO) Steal:Parker (2 ST),-26,81,1,0,1,5,204323,1611661321,1629481,19,11,,1611661321,1020000,1
104,02:09,[CHI] DeShields Layup Shot: Missed,-3,60,2,0,5,2,,1611661329,1628890,19,11,,1611661329,1040000,1
105,02:07,[DAL] Alarie Rebound (Off:1 Def:1),-3,60,0,0,0,4,,1611661321,1630093,19,11,,1611661329,1050000,1
106,02:01,[DAL] Ogunbowale 3pt Shot: Missed,-205,132,3,0,1,2,,1611661321,1629481,19,11,,1611661321,1060000,1
107,01:59,[CHI] Williams Rebound (Off:0 Def:1),-205,132,0,0,0,4,,1611661329,1628931,19,11,,1611661321,1070000,1
108,01:47,[CHI] Parker Layup Shot: Missed,-4,49,2,0,5,2,1630093,1611661329,204323,19,11,,1611661329,1080000,1
110,01:43,[DAL] Harris Rebound (Off:0 Def:1),-4,49,0,0,0,4,,1611661321,1630112,19,11,,1611661329,1100000,1
111,01:32,[DAL] Alarie 3pt Shot: Missed,-5,263,3,0,1,2,,1611661321,1630093,19,11,,1611661321,1110000,1
112,01:31,[CHI] DeShields Rebound (Off:0 Def:1),-5,263,0,0,0,4,,1611661329,1628890,19,11,,1611661321,1120000,1
113,01:30,[CHI] DeShields Turnover : Bad Pass (1 TO),-7,355,0,0,1,5,,1611661329,1628890,19,11,,1611661329,1130000,1
114,01:30,Stoppage: Out-of-Bounds,0,-80,0,0,3,20,,0,0,19,11,,1611661321,1140000,1
115,01:30,[CHI] Team Timeout : Regular,0,-80,0,0,1,9,,1611661329,1611661329,19,11,,1611661321,1150000,1
116,01:30,[CHI] Copper Substitution replaced by Stevens,0,-80,0,0,0,8,,1611661329,1627674,19,11,1628922,1611661321,1160000,1
117,01:30,[CHI] Parker Substitution replaced by Hebard,0,-80,0,0,0,8,,1611661329,204323,19,11,1630113,1611661321,1170000,1
118,01:30,[DAL] Gray Substitution replaced by Samuelson,0,-80,0,0,0,8,,1611661321,1628277,19,11,1629478,1611661321,1180000,1
119,01:30,[DAL] Harris Substitution replaced by Mabrey,0,-80,0,0,0,8,,1611661321,1630112,19,11,1629497,1611661321,1190000,1
124,01:11,[DAL] Ogunbowale Pullup Jump shot: Missed,-7,140,2,0,79,2,,1611661321,1629481,19,11,,1611661321,1240000,1
125,01:10,[DAL] Alarie Rebound (Off:2 Def:1),-7,140,1,0,0,4,,1611661321,1630093,19,11,,1611661321,1250000,1
126,01:04,[DAL 14-19] Thornton 3pt Shot: Made (3 PTS) Assist: Ogunbowale (2 AST),-206,112,3,0,1,1,,1611661321,203866,19,14,1629481,1611661321,1260000,1
128,00:52.7,[CHI] DeShields 3pt Shot: Missed,-15,257,3,0,1,2,,1611661329,1628890,19,14,,1611661329,1280000,1
129,00:50.9,[DAL] Alarie Rebound (Off:2 Def:2),-15,257,0,0,0,4,,1611661321,1630093,19,14,,1611661329,1290000,1
130,00:48.2,[CHI] Colson Foul: Personal (1 PF),204,162,0,0,1,6,1629497,1611661329,202641,19,14,,1611661321,1300000,1
132,00:36.5,[DAL 17-19] Thornton 3pt Shot: Made (6 PTS) Assist: Ogunbowale (3 AST),-217,75,3,0,1,1,,1611661321,203866,19,17,1629481,1611661321,1320000,1
134,00:13.1,[CHI] Williams Turnover : Bad Pass (1 TO) Steal:Samuelson (1 ST),-15,74,1,0,1,5,1629478,1611661329,1628931,19,17,,1611661329,1340000,1
136,00:00.9,[DAL 20-19] Samuelson 3pt Shot: Made (3 PTS) Assist: Ogunbowale (4 AST),-133,234,3,0,1,1,,1611661321,1629478,19,20,1629481,1611661321,1360000,1
138,00:00.0,End Period,0,-80,0,0,0,13,,0,0,19,20,,1611661329,1380000,1
141,10:00,Start Period,0,-80,0,0,0,12,,0,0,19,20,,1611661321,1410000,2
142,09:45,[DAL] Thornton Turnover : Bad Pass (1 TO) Steal:DeShields (1 ST),-98,267,1,0,1,5,1628890,1611661321,203866,19,20,,1611661321,1420000,2
144,09:28,[CHI] Colson Turnover : Bad Pass (1 TO) Steal:Thornton (1 ST),137,235,1,0,1,5,203866,1611661329,202641,19,20,,1611661329,1440000,2
146,09:19,[DAL] Mabrey Turnover : Bad Pass (1 TO) Steal:Parker (3 ST),-137,21,1,0,1,5,204323,1611661321,1629497,19,20,,1611661321,1460000,2
148,09:13,[CHI] DeShields Layup Shot: Missed,-1,44,2,0,5,2,,1611661329,1628890,19,20,,1611661329,1480000,2
149,09:09,[CHI] Stevens Rebound (Off:1 Def:2),-1,44,1,0,0,4,,1611661329,1628922,19,20,,1611661329,1490000,2
150,09:09,[CHI 21-20] Stevens Putback Layup Shot: Made (4 PTS),0,-5,2,0,72,1,,1611661329,1628922,21,20,,1611661329,1500000,2
151,09:00,[DAL 23-21] Mabrey 3pt Shot: Made (3 PTS),89,235,3,0,1,1,,1611661321,1629497,21,23,,1611661321,1510000,2
152,08:47,[CHI 23-23] Williams Cutting Layup Shot: Made (2 PTS) Assist: DeShields (1 AST),25,22,2,0,98,1,,1611661329,1628931,23,23,1628890,1611661329,1520000,2
154,08:30,[DAL 25-23] Ogunbowale Driving Layup Shot: Made (2 PTS),-21,15,2,0,6,1,,1611661321,1629481,23,25,,1611661321,1540000,2
155,08:14,[CHI] DeShields Driving Layup Shot: Missed,-24,33,2,0,6,2,,1611661329,1628890,23,25,,1611661329,1550000,2
156,08:11,[DAL] Mabrey Rebound (Off:0 Def:1),-24,33,0,0,0,4,,1611661321,1629497,23,25,,1611661329,1560000,2
157,08:08,[CHI] Williams Foul: Shooting (1 PF) (2 FTA),-16,25,0,0,2,6,1629481,1611661329,1628931,23,25,,1611661321,1570000,2
159,08:08,[DAL] Ogunbowale Free Throw 1 of 2 Missed,0,-80,2,0,11,3,,1611661321,1629481,23,25,,1611661321,1590000,2
160,08:08,[DAL] Team Rebound,0,-80,1,0,1,4,,1611661321,0,23,25,,1611661321,1590001,2
161,08:08,[CHI] Colson Substitution replaced by Vandersloot,0,-80,0,0,0,8,,1611661329,202641,23,25,202664,1611661321,1610000,2
162,08:08,[DAL] Thornton Substitution replaced by Sabally,0,-80,0,0,0,8,,1611661321,203866,23,25,1630149,1611661321,1620000,2
165,08:08,[DAL] Alarie Substitution replaced by Ndour,0,-80,0,0,0,8,,1611661321,1630093,23,25,203838,1611661321,1650000,2
167,08:08,[DAL 26-23] Ogunbowale Free Throw 2 of 2 (3 PTS),0,-80,1,0,12,3,,1611661321,1629481,23,26,,1611661321,1670000,2
168,07:53,[CHI] Stevens 3pt Shot: Missed,-237,38,3,0,1,2,,1611661329,1628922,23,26,,1611661329,1680000,2
169,07:53,[CHI] Stevens Rebound (Off:2 Def:2),-237,38,1,0,0,4,,1611661329,1628922,23,26,,1611661329,1690000,2
170,07:53,[DAL] Sabally Foul: Shooting (1 PF) (2 FTA),-52,27,0,0,2,6,1628922,1611661321,1630149,23,26,,1611661329,1700000,2
172,07:53,[CHI 24-26] Stevens Free Throw 1 of 2 (5 PTS),0,-80,1,0,11,3,,1611661329,1628922,24,26,,1611661329,1720000,2
173,07:53,[CHI 25-26] Stevens Free Throw 2 of 2 (6 PTS),0,-80,1,0,12,3,,1611661329,1628922,25,26,,1611661329,1730000,2
174,07:30,[DAL] Ndour Turnaround Fadeaway shot: Missed,-96,31,2,0,86,2,,1611661321,203838,25,26,,1611661321,1740000,2
175,07:28,[CHI] DeShields Rebound (Off:0 Def:2),-96,31,0,0,0,4,,1611661329,1628890,25,26,,1611661321,1750000,2
176,07:19,[CHI 27-26] Stevens Driving Reverse Layup Shot: Made (8 PTS) Assist: Vandersloot (5 AST),31,15,2,0,73,1,,1611661329,1628922,27,26,202664,1611661329,1760000,2
178,06:56,[DAL] Mabrey Turnover : Out of Bounds - Bad Pass Turnover (2 TO),-25,72,0,0,45,5,,1611661321,1629497,27,26,,1611661321,1780000,2
179,06:56,Stoppage: Out-of-Bounds,0,-80,0,0,3,20,,0,0,27,26,,1611661329,1790000,2
180,06:41,[CHI] Vandersloot 3pt Shot: Missed,-201,166,3,0,1,2,,1611661329,202664,27,26,,1611661329,1800000,2
181,06:39,[DAL] Ndour Rebound (Off:0 Def:2),-201,166,0,0,0,4,,1611661321,203838,27,26,,1611661329,1810000,2
182,06:23,[DAL] Mabrey Pullup Jump shot: Missed,82,154,2,0,79,2,,1611661321,1629497,27,26,,1611661321,1820000,2
183,06:21,[CHI] Parker Rebound (Off:0 Def:2),82,154,0,0,0,4,,1611661329,204323,27,26,,1611661321,1830000,2
