player,team,Usage,pct_FGA,pct_3PA,pct_FTA,pct_OREB,pct_REB,pct_AST,pct_TOV,pct_BLA,pct_PF,pct_PFD
TENAE DAVIS-CAIN,DET,35.7,41.7,75.0,100,50.0,25.0,0.0,0.0,0.0,0.0,50.0
LISA WILLIS,SAC,27.3,28.6,100,0.0,0.0,0.0,0.0,50.0,0.0,33.3,0.0
BECKY HAMMON,SAN,26.8,26.5,36.9,30.0,11.2,13.0,33.1,30.2,19.5,12.1,31.7
SEIMONE AUGUSTUS,MIN,26.7,29.6,25.0,18.4,11.4,19.5,12.3,21.7,5.3,6.2,22.0
CHARDE HOUSTON,MIN,26.6,29.1,19.1,23.3,24.6,30.3,20.3,21.4,34.6,27.0,19.1
ASJHA JONES,CON,26.3,27.7,5.3,24.2,22.6,22.4,17.6,22.3,8.5,22.1,23.8
LISA LESLIE,LAS,26.1,26.8,2.5,33.5,33.3,26.4,17.1,23.0,33.3,28.8,29.0
KATIE DOUGLAS,IND,26.1,28.9,39.5,22.5,10.7,14.4,22.0,19.4,19.5,9.4,19.7
SOPHIA YOUNG-MALCOLM,SAN,25.9,27.3,9.5,37.7,29.2,25.4,11.4,15.3,45.8,14.1,28.5
CAPPIE PONDEXTER,PHO,25.6,26.3,23.2,26.9,14.4,15.5,34.1,23.4,15.7,17.0,24.4
ANGEL MCCOUGHTRY,ATL,25.6,25.9,25.9,31.0,16.3,16.6,23.0,23.7,17.1,22.0,28.1
ALANA BEARD,WAS,25.5,27.9,36.8,21.9,7.4,14.7,20.1,22.5,5.8,19.1,22.0
LAUREN JACKSON,SEA,25.5,27.9,38.4,31.8,25.1,27.5,6.1,14.6,19.4,24.1,30.0
DEANNA NOLAN,DET,25.5,28.6,34.7,20.9,12.1,14.7,24.5,17.3,15.4,14.9,18.1
IZIANE CASTRO MARQUES,ATL,25.3,27.3,54.0,19.7,7.2,8.5,18.5,21.8,20.5,16.0,18.3
CHAMIQUE HOLDSCLAW,ATL,25.2,26.2,19.0,23.5,14.4,16.2,21.3,23.8,32.8,16.1,19.1
DIANA TAURASI,PHO,25.0,24.8,41.1,32.7,9.7,21.1,22.9,22.7,11.8,18.6,35.7
NICOLE POWELL,SAC,24.9,28.2,64.6,17.9,16.4,22.7,18.8,19.1,14.8,12.9,18.7
BETTY LENNOX,LAS,24.7,24.9,35.8,29.1,20.0,23.4,20.1,26.2,24.6,24.8,26.3
MATEE AJAVON,WAS,24.7,27.1,42.1,27.2,17.4,13.2,20.7,20.1,20.0,25.8,24.0
SHAVONTE ZELLOUS,DET,24.7,23.5,19.2,39.4,12.6,15.8,19.4,22.8,25.8,23.7,31.3
JIA PERKINS,CHI,23.9,25.9,28.7,25.8,13.9,16.2,26.7,16.1,20.3,19.1,20.7
KRISTI TOLIVER,CHI,23.9,25.1,47.9,12.2,6.1,11.8,33.3,28.4,2.9,18.8,18.4
ANN WAUTERS,SAN,23.7,23.8,2.8,25.6,32.6,28.4,8.6,25.9,32.4,18.6,25.9
KARA BRAXTON,DET,23.7,24.2,0.0,23.7,40.7,36.5,18.6,24.9,42.9,26.9,21.9
JANEL MCCARVILLE,NYL,23.6,22.7,0.7,29.3,39.1,26.6,26.4,27.2,40.3,20.8,29.1
TAMIKA CATCHINGS,IND,23.4,23.4,24.3,29.5,31.9,27.6,26.1,21.7,14.3,17.7,29.9
SHAY MURPHY,IND,23.4,26.8,33.3,24.5,38.3,27.3,13.3,14.1,37.5,27.8,22.7
CANDICE DUPREE,CHI,23.4,25.5,15.3,21.7,28.6,28.9,16.1,17.9,27.1,10.3,21.4
SANDRINE GRUDA,CON,23.1,23.4,0.0,21.8,32.0,23.8,9.3,25.3,27.9,21.9,23.7
PENNY TAYLOR,PHO,23.0,22.5,18.8,25.8,18.8,14.3,25.8,27.0,33.3,20.5,27.1
SHYRA ELY-GASH,CHI,22.9,25.2,32.1,19.2,18.2,22.4,10.7,19.3,29.4,24.0,21.6
SHAMEKA CHRISTON,NYL,22.7,24.2,38.6,32.4,14.0,19.7,14.7,14.3,18.1,21.8,29.8
MARIE FERDINAND-HARRIS,LAS,22.5,24.5,19.0,22.8,19.5,14.4,17.4,17.3,35.3,25.9,22.1
REBEKKAH BRUNSON,MIN,22.3,23.4,0.6,28.7,35.3,33.9,3.3,16.7,32.3,18.5,25.1
TAMERA YOUNG,CHI,22.2,21.5,21.7,25.2,28.1,25.4,15.2,27.4,27.3,26.7,29.4
MEGAN FRAZEE,SAN,21.9,23.8,17.8,24.1,35.1,33.6,11.2,17.6,34.5,28.9,20.2
KIA VAUGHN,NYL,21.8,23.7,1.1,23.8,41.7,27.9,5.5,18.8,27.0,30.2,29.1
CANDICE WIGGINS,MIN,21.7,21.7,26.0,25.3,13.7,12.6,22.4,21.6,24.7,19.9,25.2
DEWANNA BONNER,PHO,21.7,22.3,3.8,32.0,44.3,30.5,4.5,12.1,37.0,18.1,26.5
YOLANDA GRIFFITH,IND,21.6,22.2,0.0,29.0,50.0,35.0,0.0,20.0,66.7,24.0,25.0
HAMCHETOU MAIGA-BA,SAC,21.6,23.7,0.6,18.7,18.3,15.7,13.9,19.2,21.7,23.7,17.5
TASHA HUMPHREY,MIN,21.3,24.3,29.5,14.4,13.0,22.0,6.9,14.8,18.8,31.9,19.5
SWIN CASH,SEA,21.2,21.6,8.7,22.7,25.5,24.7,19.5,21.1,38.2,18.1,22.9
ESSENCE CARSON,NYL,21.2,23.5,22.1,15.0,13.7,11.0,14.1,16.1,20.0,19.4,16.2
SUZY BATKOVIC-BROWN,SEA,21.1,21.1,18.6,12.3,25.0,22.3,9.8,29.6,9.1,34.5,20.3
SHANNA ZOLMAN,SAN,21.1,29.3,39.1,8.0,0.0,8.0,8.1,6.5,0.0,12.9,10.5
SANCHO LYTTLE,ATL,20.9,21.8,0.4,21.0,26.4,29.8,12.6,17.9,19.4,22.8,21.8
KATIE MATTERA,CHI,20.8,16.9,0.0,20.8,39.1,33.7,3.7,37.3,25.0,50.0,23.0
OLAYINKA SANNI,DET,20.4,19.8,0.0,25.5,30.0,22.7,12.9,22.4,41.4,30.9,23.4
NICKY ANOSIKE,MIN,20.3,18.1,0.9,39.8,36.5,31.3,22.6,18.1,28.4,19.8,34.1
SUE BIRD,SEA,20.0,22.4,39.4,7.5,4.9,9.0,40.1,19.4,10.6,9.3,12.5
TIFFANY JACKSON,NYL,20.0,19.2,0.0,32.3,30.4,29.9,13.6,20.9,21.6,22.4,25.5
TINA THOMPSON,LAS,20.0,20.5,31.6,21.8,15.0,18.8,15.6,19.3,16.8,14.3,22.7
JESSICA DAVENPORT,IND,19.9,18.6,0.0,24.1,33.3,27.6,8.5,28.0,35.3,34.2,23.3
TAN WHITE,CON,19.9,21.7,41.9,14.5,13.0,14.8,22.4,15.8,16.7,21.2,17.2
CANDACE PARKER,LAS,19.8,20.8,8.4,23.7,27.9,31.5,18.2,15.7,22.9,17.6,24.4
LE'COE WILLINGHAM,PHO,19.8,19.6,2.3,26.9,44.1,23.4,10.0,19.3,45.1,24.7,25.2
DEMYA WALKER,CON,19.7,19.3,0.5,17.3,25.0,23.7,20.1,25.3,17.2,29.2,21.0
ASHLEY WALKER,SEA,19.6,21.9,19.4,25.6,30.0,29.9,14.8,16.3,63.6,35.1,28.9
TAMMY SUTTON-BROWN,IND,19.6,19.2,0.0,28.5,28.0,28.6,8.6,17.6,35.6,25.3,22.0
ANETE JEKABSONE-ZOGOTA,CON,19.5,21.0,33.2,9.1,7.8,14.8,20.4,21.8,17.2,19.6,9.1
VANESSA HAYDEN,LAS,19.5,20.5,0.0,23.8,29.7,25.7,5.8,17.8,17.9,37.4,25.7
TANISHA WRIGHT,SEA,19.5,19.7,8.5,19.6,18.2,14.1,31.0,20.7,16.3,21.7,15.5
RENEE MONTGOMERY,MIN,19.4,20.5,31.9,15.2,8.4,11.0,28.0,21.7,18.7,9.5,19.3
SCHOLANDA DORRELL,DET,19.4,19.3,15.7,27.7,10.6,10.0,11.1,18.5,35.7,23.3,21.3
SYLVIA FOWLES,CHI,19.3,16.7,0.0,26.3,34.7,33.3,6.7,26.6,30.2,22.9,28.5
ERLANA LARKINS,NYL,19.3,16.8,0.0,29.9,39.3,27.9,20.5,24.2,50.0,27.9,24.6
LINDSAY WHALEN,CON,19.3,19.0,19.2,25.9,14.8,17.8,36.1,19.9,22.8,18.4,22.8
MONIQUE CURRIE,WAS,19.0,18.8,26.9,28.1,17.2,22.7,25.3,16.9,35.9,21.2,23.6
KATIE SMITH,DET,18.9,20.3,49.1,14.0,5.4,8.0,21.2,17.6,1.6,13.7,18.8
QUANITRA HOLLINGSWORTH,MIN,18.9,16.8,0.0,35.1,38.5,32.0,3.4,20.2,26.7,28.6,36.1
ERIKA DE SOUZA,ATL,18.9,19.5,0.0,20.1,41.8,35.5,9.9,17.5,19.3,24.9,20.0
EBONY HOFFMAN,IND,18.9,19.6,15.5,13.8,22.6,24.3,14.0,21.4,23.8,21.4,14.5
LINDSEY HARDING,WAS,18.7,19.3,17.2,17.0,7.0,12.9,37.7,19.9,15.2,11.1,16.8
LINDSAY WISDOM-HYLTON,LAS,18.7,19.4,1.5,24.7,25.5,23.2,9.9,17.2,45.0,12.4,16.5
TAMIKA WHITMORE,CON,18.7,19.8,11.5,18.2,26.6,16.7,17.5,18.0,19.4,18.0,13.5
CHERYL FORD,DET,18.6,18.5,1.3,26.2,36.4,31.7,8.5,16.5,33.9,26.0,27.5
CHRISTI THOMAS,MIN,18.4,21.0,21.9,5.0,45.5,31.3,20.0,22.2,33.3,39.5,13.5
BRIANN JANUARY,IND,18.4,17.4,26.4,23.5,12.2,11.5,27.7,20.9,17.5,20.9,23.2
AMBER HOLT,CON,18.4,18.9,27.9,24.5,12.3,21.3,25.9,12.3,31.3,22.3,23.8
JANELL BURSE,SEA,18.2,18.2,0.0,33.1,26.7,26.0,4.8,14.8,15.6,26.0,28.5
DELISHA MILTON-JONES,LAS,18.2,18.9,20.9,19.2,20.0,16.9,15.6,16.9,12.7,19.8,18.3
ASHLEY BATTLE,NYL,18.1,17.7,19.1,18.4,15.7,19.2,19.9,21.7,13.3,17.7,17.0
CATHRINE KRAAYEVELD,NYL,18.1,18.7,28.5,12.9,18.6,22.3,8.9,20.1,11.5,19.2,14.2
DOMINIQUE CANTY,CHI,18.1,16.3,5.0,30.6,11.5,10.5,33.9,18.7,20.0,28.3,24.9
NIKKI BLUE,WAS,18.0,16.3,22.5,14.3,6.9,11.6,40.0,29.5,22.2,21.1,10.2
MISTIE BASS,CHI,18.0,18.8,4.5,24.2,35.3,23.9,5.8,10.5,33.3,30.0,26.8
LAURA HARPER,SAN,17.9,16.4,0.0,31.4,42.9,29.4,12.9,19.7,29.8,28.4,33.3
BELINDA SNELL,SAN,17.9,20.0,39.9,11.6,16.7,16.5,15.7,14.4,11.6,21.3,10.9
NAKIA SANFORD,WAS,17.8,15.7,0.0,23.6,30.6,26.6,10.0,24.1,36.3,30.1,32.8
IVORY LATTA,ATL,17.8,17.5,40.3,19.9,2.9,5.1,28.3,19.4,20.5,16.1,20.4
RASHANDA MCCANTS,MIN,17.7,18.6,16.2,14.6,21.7,17.4,16.6,19.0,22.8,29.8,13.0
KARA LAWSON,SAC,17.7,20.4,53.4,9.8,6.1,10.5,27.0,14.6,7.0,8.4,9.6
TEMEKA JOHNSON,PHO,17.6,17.1,19.9,10.9,4.7,15.6,35.7,26.5,10.6,16.5,10.6
KHADIJAH WHITTINGTON,IND,17.5,25.0,0.0,0.0,25.0,23.8,25.0,0.0,0.0,20.0,0.0
TAMECKA DIXON,IND,17.5,20.1,5.8,11.0,9.9,15.7,23.0,15.7,11.1,20.0,12.0
CHEN NAN,CHI,17.4,18.6,0.0,6.3,34.3,22.1,5.1,21.2,22.9,26.6,10.1
KIESHA BROWN,CON,17.4,18.4,26.9,11.3,9.3,17.2,22.0,22.1,8.3,17.2,16.8
ERIN PHILLIPS,CON,17.3,18.0,35.0,17.8,15.0,16.4,20.6,18.3,17.2,15.1,21.4
KERRI GARDIN,CON,17.3,15.7,14.6,31.8,33.8,27.1,15.3,18.4,19.7,19.3,25.8
MICHELLE SNOW,ATL,17.3,16.8,1.5,21.7,30.5,34.1,9.9,17.3,13.6,25.7,25.1
CRYSTAL LANGHORNE,WAS,17.1,17.4,0.6,19.7,36.1,30.5,8.5,16.9,20.2,14.1,17.7
ALLIE QUIGLEY,PHO,17.1,15.1,36.4,7.1,11.1,16.1,10.0,35.7,28.6,26.1,8.7
CRYSTAL KELLY,DET,17.0,13.8,0.8,34.7,27.7,17.4,9.0,22.4,16.7,30.6,33.2
CAMILLE SMITH,SEA,16.9,16.5,7.4,22.9,30.5,26.8,9.0,16.5,23.1,23.3,22.9
MARISSA COLEMAN,WAS,16.8,18.7,41.2,13.8,14.6,16.5,14.0,14.8,15.1,15.9,10.0
KATIE GEARLDS,SEA,16.7,20.8,46.8,3.7,8.7,14.9,11.8,12.6,16.7,10.4,2.6
BERNICE MOSBY,WAS,16.7,18.5,2.0,11.4,34.1,27.8,7.3,21.9,21.1,30.5,14.2
SHERILL BAKER,DET,16.7,21.4,0.0,11.5,50.0,12.5,50.0,33.3,0.0,12.5,14.3
ERIN THORN,CHI,16.4,18.5,35.7,11.7,9.2,11.1,23.5,13.5,3.8,11.7,9.7
COCO MILLER,ATL,16.3,17.5,24.1,11.6,18.2,14.7,21.6,17.4,20.0,16.1,10.8
TAJ MCWILLIAMS-FRANKLIN,DET,16.3,16.6,4.5,12.9,24.3,25.4,22.5,17.6,11.0,16.1,14.0
JENNIFER LACY,ATL,16.2,17.6,16.2,16.6,30.8,22.0,8.1,13.6,36.4,25.0,18.5
LOREE MOORE,NYL,16.0,15.7,20.2,11.9,10.1,17.3,37.3,20.9,6.2,12.9,12.6
RONEEKA HODGES,MIN,15.9,18.7,34.0,7.0,9.4,13.8,18.7,10.7,8.7,11.6,8.2
TANGELA SMITH,PHO,15.8,18.0,20.9,5.3,19.6,23.3,6.2,11.9,10.1,22.4,7.6
ALEXIS HORNBUCKLE,DET,15.6,15.5,26.1,11.1,21.6,20.9,23.4,21.7,20.0,20.4,14.3
COURTNEY PARIS,CHI,15.6,17.7,0.8,14.4,37.8,32.6,10.6,10.6,24.5,23.2,16.7
NICOLE OHLDE,PHO,15.5,13.7,0.0,20.3,29.7,23.0,4.5,22.3,34.2,30.4,23.4
LAUREN ERVIN,CON,15.4,17.9,0.0,6.9,33.3,29.5,0.0,12.5,60.0,16.7,10.3
KRISTIN HAYNIE,WAS,15.3,16.6,29.2,10.5,7.9,13.3,24.8,16.4,21.7,15.9,12.7
VICKIE JOHNSON,SAN,15.0,15.7,15.6,9.1,15.6,19.5,23.5,16.2,5.9,13.8,7.9
CHASITY MELVIN,WAS,14.8,15.3,0.5,15.3,34.6,23.5,14.1,15.7,17.6,27.3,18.5
KETIA SWANIER,PHO,14.7,13.8,18.8,7.5,8.0,15.0,38.1,25.1,17.5,16.3,9.6
ERICA WHITE,IND,14.6,21.4,30.0,0.0,0.0,16.7,80.0,0.0,50.0,10.0,9.1
NOELLE QUINN,LAS,14.6,15.8,21.4,9.1,12.4,14.8,28.8,14.4,9.0,14.7,11.1
SHANNON BOBBITT,LAS,14.6,15.0,27.0,9.4,12.1,10.8,33.6,18.2,24.4,22.4,11.2
