player,team,Usage,pct_FGA,pct_3PA,pct_FTA,pct_OREB,pct_REB,pct_AST,pct_TOV,pct_BLA,pct_PF,pct_PFD
ANGEL MCCOUGHTRY,ATL,33.2,33.0,36.6,43.5,21.3,19.0,31.4,33.8,27.4,19.1,39.9
RIQUNA WILLIAMS,TUL,31.2,34.3,38.3,36.5,9.2,13.5,23.7,18.6,19.7,20.3,28.3
TINA CHARLES,CON,30.4,32.6,1.0,30.8,39.4,35.0,13.3,20.8,30.7,14.6,28.4
CANDACE PARKER,LAS,28.1,28.6,15.9,36.7,22.9,35.1,27.1,23.3,24.6,11.1,34.2
LIZ CAMBAGE,TUL,27.9,24.8,0.0,47.7,40.0,39.2,12.0,28.8,35.6,27.1,40.7
DIANA TAURASI,PHO,27.9,26.4,45.9,41.3,9.4,14.7,42.8,30.6,18.5,20.2,45.3
TAMIKA CATCHINGS,IND,27.8,29.3,26.1,36.9,18.4,28.3,21.0,18.1,18.2,17.7,33.7
CAPPIE PONDEXTER,NYL,27.6,28.2,39.3,35.1,5.7,14.3,29.5,24.3,17.0,11.3,33.1
DANIELLE ADAMS,SAN,25.8,26.0,31.3,38.7,23.7,22.4,10.9,20.9,41.1,25.5,33.8
TAN WHITE,CON,25.1,26.9,37.3,13.3,12.3,13.5,26.2,25.6,28.3,26.3,19.1
PLENETTE PIERSON,NYL,24.4,24.8,3.0,29.0,25.4,23.0,23.6,22.8,32.0,18.4,28.7
GLORY JOHNSON,TUL,24.3,24.2,0.8,38.8,42.0,35.2,10.2,18.6,40.6,18.4,35.3
ALLIE QUIGLEY,CHI,24.1,28.7,44.6,11.0,7.4,8.4,21.2,17.7,10.3,15.2,12.8
LINDSAY WHALEN,MIN,24.0,23.2,3.4,32.6,9.0,15.7,36.3,26.2,41.7,16.8,29.1
ELENA DELLE DONNE,CHI,23.9,25.4,29.0,30.8,17.7,18.7,14.3,14.0,26.7,12.4,26.0
TIFFANY HAYES,ATL,23.6,22.9,37.2,34.5,15.5,19.5,18.6,22.3,30.0,22.5,33.6
MAYA MOORE,MIN,23.3,24.8,55.8,23.1,23.0,21.1,17.9,17.9,12.8,22.9,24.5
SEIMONE AUGUSTUS,MIN,23.3,25.6,28.8,17.5,10.4,11.6,14.8,17.1,8.8,8.9,16.8
TINA THOMPSON,SEA,23.3,25.8,37.3,27.3,21.1,26.7,11.5,13.7,16.3,20.3,25.8
SHAVONTE ZELLOUS,IND,23.2,24.1,31.2,28.5,11.7,13.7,14.8,18.5,21.3,23.1,23.5
EPIPHANNY PRINCE,CHI,23.1,24.9,43.8,21.7,7.4,9.9,25.5,16.9,21.8,12.1,17.6
JIA PERKINS,SAN,23.0,25.8,26.2,16.9,10.8,12.7,15.6,14.6,8.1,13.6,13.6
NNEKA OGWUMIKE,LAS,23.0,23.2,2.6,28.5,47.3,34.2,10.8,21.7,35.9,26.0,28.4
SHENISE JOHNSON,SAN,22.7,24.2,22.5,19.4,17.7,17.5,22.2,20.1,25.8,14.9,20.1
MATEE AJAVON,WAS,22.5,21.2,26.3,30.1,13.3,9.0,33.3,25.2,19.4,19.4,26.7
KARA BRAXTON,NYL,22.3,22.7,0.0,19.0,48.0,33.4,12.9,25.7,32.9,32.2,18.7
ESSENCE CARSON,NYL,22.2,23.0,14.3,28.6,15.4,21.2,21.2,16.7,10.0,14.6,24.4
SHEKINNA STRICKLEN,SEA,21.8,26.5,40.6,11.1,17.4,16.3,9.7,12.8,18.6,14.9,13.1
BRITTNEY GRINER,PHO,21.8,22.6,0.0,24.9,34.3,28.4,8.8,19.4,26.5,24.5,24.4
KATIE DOUGLAS,IND,21.8,22.9,39.1,19.0,10.2,9.3,13.0,22.4,15.8,5.6,18.8
IZIANE CASTRO MARQUES,CON,21.7,22.4,32.9,23.9,11.6,13.2,19.3,20.4,24.1,18.4,17.5
TANISHA WRIGHT,SEA,21.6,21.3,10.1,25.8,14.1,16.0,37.5,24.4,23.4,19.5,21.4
SYLVIA FOWLES,CHI,21.5,20.3,0.0,32.3,46.6,39.8,3.0,21.2,27.7,16.8,33.4
CHUCKY JEFFERY,NYL,21.4,22.2,100,100,0.0,50.0,0.0,0.0,0.0,0.0,50.0
KRISTI TOLIVER,LAS,21.4,23.3,51.4,17.0,8.0,10.1,22.9,18.8,8.0,19.1,17.5
CANDICE DUPREE,PHO,21.2,23.4,0.7,15.5,23.9,22.7,13.4,16.7,18.8,11.1,16.3
KARA LAWSON,CON,21.1,21.4,46.2,16.1,12.1,14.3,35.5,27.5,8.7,12.1,23.8
MONIQUE CURRIE,WAS,21.1,21.4,22.8,24.5,16.3,22.0,14.7,19.2,25.6,25.5,24.4
JESSICA BRELAND,IND,21.0,23.0,0.0,14.6,42.0,34.9,12.9,20.1,23.1,19.8,11.5
