player,team,Usage,pct_FGA,pct_3PA,pct_FTA,pct_OREB,pct_REB,pct_AST,pct_TOV,pct_BLA,pct_PF,pct_PFD
KENDRA WECKER,SAN,33.3,42.9,50.0,0.0,0.0,0.0,66.7,25.0,0.0,0.0,0.0
KARA BRAXTON,DET,28.5,30.7,1.3,26.5,30.2,25.6,7.9,24.9,41.2,29.7,0.0
LISA LESLIE,LAS,27.8,28.0,11.9,33.7,26.7,30.5,19.0,25.3,28.1,20.8,0.0
DEMYA WALKER,SAC,27.8,27.5,0.6,29.1,34.6,26.1,19.8,30.1,33.9,22.9,0.3
DIANA TAURASI,PHO,26.7,26.7,40.0,27.6,8.5,16.7,33.0,28.0,13.5,20.0,0.0
VANESSA HAYDEN,MIN,26.7,27.3,0.0,28.7,29.6,32.7,9.4,25.9,24.0,39.6,0.6
SHERYL SWOOPES,HOU,26.5,28.0,40.5,29.4,10.9,13.9,33.7,19.3,13.7,10.5,0.0
NYKESHA SALES,CON,26.1,29.4,39.7,19.2,14.5,14.1,16.0,18.8,25.4,19.8,0.0
ALANA BEARD,WAS,25.9,27.8,26.9,25.2,12.4,18.2,24.2,20.5,26.2,17.2,0.0
TANGELA SMITH,CHA,25.5,27.7,3.4,22.2,20.2,24.0,10.4,20.9,18.9,19.3,0.0
TAMIKA CATCHINGS,IND,25.4,24.7,29.9,37.3,23.4,30.5,33.5,23.1,15.2,17.4,0.2
TAN WHITE,IND,25.1,25.9,34.0,21.7,12.7,10.5,24.1,27.5,20.3,17.4,0.0
CHAMIQUE HOLDSCLAW,LAS,25.1,25.2,4.2,28.9,30.8,25.5,21.4,23.7,23.4,15.0,0.2
NURIA MARTINEZ,MIN,25.0,33.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YOLANDA GRIFFITH,SAC,24.9,25.5,0.0,33.0,34.0,30.5,13.7,19.9,34.1,20.7,0.0
KATIE MATTERA,SAN,24.6,24.3,0.0,35.8,42.9,34.8,2.7,23.0,39.7,30.6,0.3
