player,team,Usage,pct_FGA,pct_3PA,pct_FTA,pct_OREB,pct_REB,pct_AST,pct_TOV,pct_BLA,pct_PF,pct_PFD
PIETRA GAY,HOU,29.6,13.3,0.0,55.6,0.0,30.0,33.3,50.0,0.0,37.5,0.0
CYNTHIA COOPER,HOU,28.4,27.8,36.2,39.5,11.9,14.8,38.6,26.8,25.0,14.3,0.0
WENDY PALMER,UTA,26.8,28.9,17.5,37.4,26.8,28.0,13.8,16.1,25.7,19.0,0.0
LISA LESLIE,LAS,26.6,25.9,22.3,36.8,27.8,35.1,18.2,25.4,35.9,21.3,0.2
RUTHIE BOLTON,SAC,25.9,30.8,67.2,17.8,13.2,20.8,19.7,14.0,26.2,17.0,0.0
MOLLY TUTER,PHO,25.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JENNIFER GILLOM,PHO,25.0,27.6,18.4,25.1,19.6,22.0,6.1,16.3,19.8,22.0,0.2
ANDREA STINSON,CHA,24.8,26.6,27.0,20.1,19.0,18.9,27.9,22.6,17.5,13.3,0.0
ANITA MAXWELL,CLE,24.6,27.5,0.0,27.6,25.0,28.6,27.6,18.8,66.7,19.2,0.0
DENIQUE GRAVES,SAC,24.3,22.4,0.0,29.6,16.7,22.1,0.0,30.0,33.3,35.1,0.0
MERLAKIA JONES,CLE,24.1,28.2,16.4,15.9,20.3,17.6,12.3,18.6,21.6,19.7,0.0
SOPHIA WITHERSPOON,NYL,24.1,26.6,47.2,22.9,13.7,12.0,17.3,18.8,32.3,15.3,0.0
SHERYL SWOOPES,HOU,24.0,26.6,27.6,26.9,16.7,16.1,17.1,11.4,30.0,9.8,0.0
PENNY TOLER,LAS,23.9,24.3,20.8,19.0,11.6,12.7,35.1,26.3,15.4,14.6,0.0
BRIDGET PETTIS,PHO,23.7,24.2,39.5,22.6,15.7,15.8,24.0,24.8,32.1,14.5,0.0
RHONDA MAPP,CHA,23.6,23.6,4.1,36.4,31.5,25.9,20.0,21.3,34.0,33.8,0.0
