player,team,Usage,pct_FGA,pct_3PA,pct_FTA,pct_OREB,pct_REB,pct_AST,pct_TOV,pct_BLA,pct_PF,pct_PFD
KAHLEAH COPPER,PHO,31.1,32.0,28.6,38.7,13.2,17.9,14.2,26.4,47.4,23.4,32.0
A'JA WILSON,LVA,31.0,33.3,7.4,43.1,44.1,40.2,13.0,12.7,40.7,12.7,39.4
SHAKIRA AUSTIN,WAS,30.4,30.3,2.8,56.8,47.7,40.6,8.9,27.9,44.4,27.0,41.1
CHENNEDY CARTER,CHI,28.4,30.8,11.5,30.0,8.7,13.8,23.6,20.4,25.2,26.7,27.4
BRITTNEY SYKES,WAS,27.8,28.9,21.1,38.1,15.5,21.4,25.5,24.1,27.6,14.4,34.1
JEWELL LOYD,SEA,27.8,28.2,35.5,42.7,10.0,15.5,21.5,21.0,20.6,13.7,39.4
NATASHA HOWARD,DAL,27.1,28.0,13.8,28.7,25.2,26.1,18.2,26.6,18.3,21.9,27.1
SABRINA IONESCU,NYL,26.8,28.5,34.8,22.8,10.8,15.0,33.6,25.3,25.8,10.3,20.0
CAITLIN CLARK,IND,26.2,23.8,38.5,29.7,4.8,18.2,46.2,40.5,20.3,17.7,29.4
BREANNA STEWART,NYL,26.1,26.6,17.0,43.8,22.6,27.6,18.5,15.7,22.8,17.3,36.9
ARIKE OGUNBOWALE,DAL,25.9,28.2,46.3,27.5,7.5,13.6,26.2,18.1,12.8,15.5,23.7
NAPHEESA COLLIER,MIN,25.8,27.3,13.8,34.3,35.8,32.1,16.3,17.9,35.6,18.4,35.1
BRITTNEY GRINER,PHO,25.2,27.2,3.5,27.9,47.8,30.0,15.5,19.4,16.1,16.3,28.1
RHYNE HOWARD,ATL,24.2,25.9,43.7,26.1,10.2,14.3,20.0,16.7,17.0,14.7,28.6
TINA CHARLES,ATL,24.1,27.0,7.5,18.4,37.0,36.0,15.9,16.7,26.9,20.1,17.4
AERIAL POWERS,ATL,24.0,27.0,27.1,25.3,22.4,21.4,19.0,17.3,27.8,23.8,28.8
ZIA COOKE,LAS,24.0,27.0,31.4,20.7,6.7,9.1,14.4,21.4,28.6,19.5,18.9
KYSRE GONDREZICK,CHI,23.8,25.9,66.7,0.0,33.3,12.5,25.0,33.3,0.0,25.0,0.0
KELSEY MITCHELL,IND,23.8,26.9,32.8,21.5,9.9,8.8,10.6,13.6,16.1,11.1,19.4
KELSEY PLUM,LVA,23.7,24.7,35.0,20.2,5.7,9.0,23.7,25.3,28.4,19.7,22.4
DEARICA HAMBY,LAS,23.4,23.6,11.6,30.4,26.5,34.2,20.7,22.2,42.4,18.3,27.2
COURTNEY WILLIAMS,MIN,23.3,24.6,10.7,10.6,7.4,20.3,36.7,26.8,10.7,19.1,9.8
SKYLAR DIGGINS,SEA,23.3,22.8,21.4,27.2,10.7,9.6,39.5,27.6,26.5,22.0,25.1
CHEYENNE PARKER-TYUS,ATL,23.1,23.1,6.0,30.8,31.3,27.9,16.2,24.3,22.2,26.1,31.6
SIKA KONÉ,WAS,22.9,24.8,5.6,40.0,33.3,32.4,10.9,15.6,57.1,29.4,33.0
ARIEL ATKINS,WAS,22.8,24.7,26.7,22.0,17.1,14.3,19.1,19.8,18.9,19.9,25.3
DIANA TAURASI,PHO,22.8,24.5,37.2,26.7,7.9,16.1,22.7,18.8,23.3,21.1,26.9
JACKIE YOUNG,LVA,22.0,22.7,26.4,22.9,15.8,15.8,31.2,22.3,19.4,19.0,18.8
VICTARIA SAXTON,IND,22.0,30.0,44.4,10.5,0.0,17.6,0.0,16.7,33.3,36.4,8.3
MARINA MABREY,CON,21.9,23.8,50.6,12.2,7.4,15.9,26.2,22.8,9.6,18.4,18.6
SATOU SABALLY,DAL,21.8,22.3,32.1,24.9,12.8,20.8,27.2,20.8,18.5,19.8,21.9
DEWANNA BONNER,CON,21.7,24.3,34.5,21.9,8.1,22.1,12.6,13.4,21.9,14.6,18.1
ISABELLE HARRISON,CHI,21.7,24.2,8.3,18.7,31.1,29.5,10.2,17.7,26.0,16.3,21.9
DIJONAI CARRINGTON,CON,21.7,22.5,20.6,26.3,19.9,20.0,10.8,18.3,28.4,22.9,26.8
ANGEL REESE,CHI,21.5,21.1,4.0,34.6,50.6,41.6,11.9,19.0,44.4,23.5,28.0
BRIONNA JONES,CON,21.5,22.5,3.0,26.6,35.7,23.7,10.8,15.3,26.7,26.0,27.1
NNEKA OGWUMIKE,SEA,21.4,23.4,12.9,18.7,28.5,27.8,13.6,13.9,23.5,18.3,23.9
ALLISHA GRAY,ATL,21.4,22.6,31.8,28.3,14.6,14.8,17.1,15.4,18.4,17.4,26.4
JAYLYN SHERROD,NYL,21.1,20.9,26.1,40.0,16.7,9.4,26.3,25.0,0.0,23.5,20.0
RICKEA JACKSON,LAS,21.1,22.9,19.0,21.4,25.4,16.6,10.6,16.9,13.9,14.3,18.5
ALISSA PILI,MIN,21.1,20.7,30.0,26.8,20.7,23.5,7.2,31.7,23.1,42.6,20.5
AARI MCDONALD,LAS,20.2,20.8,26.5,16.6,11.9,11.6,32.5,23.1,15.6,19.8,19.2
JADE MELBOURNE,WAS,20.2,19.4,19.0,22.8,12.4,12.8,23.3,27.6,26.3,23.0,24.9
