player,team,Usage,pct_FGA,pct_3PA,pct_FTA,pct_OREB,pct_REB,pct_AST,pct_TOV,pct_BLA,pct_PF,pct_PFD
LISA LESLIE,LAS,31.5,30.3,7.8,45.0,32.3,35.5,21.5,30.0,37.0,23.5,45.8
DIANA TAURASI,PHO,30.9,32.6,51.8,31.9,9.3,12.6,24.9,22.2,19.2,16.7,29.4
SEIMONE AUGUSTUS,MIN,30.0,33.9,24.7,30.3,5.5,13.5,11.9,16.3,14.0,10.8,26.8
ALANA BEARD,WAS,27.9,29.7,26.8,28.4,10.0,18.8,23.5,22.7,16.4,16.7,28.6
BETTY LENNOX,SEA,27.5,29.9,28.0,16.9,15.5,18.6,21.5,26.0,29.9,21.2,20.6
TINA THOMPSON,HOU,26.3,29.0,39.8,25.7,23.0,22.1,16.2,19.3,29.3,18.0,28.9
SABRINA PALIE,DET,25.7,29.1,22.7,0.0,21.1,8.2,33.3,28.6,0.0,25.7,4.3
TAMICHA JACKSON,PHO,25.4,25.7,11.5,28.6,5.9,10.0,33.3,21.1,0.0,26.9,21.1
TAMIKA WHITMORE,IND,25.3,26.5,9.3,25.7,20.5,19.5,15.1,23.2,27.1,19.7,24.1
VANESSA HAYDEN,MIN,25.2,24.9,0.0,29.3,36.9,33.5,13.1,27.0,33.3,47.0,27.2
DEMYA WALKER,SAC,25.0,26.6,0.0,33.3,39.9,24.9,21.1,19.0,37.5,26.0,33.3
BERNADETTE NGOYISA,CHI,24.8,24.0,0.0,36.3,44.5,36.6,11.1,24.3,36.7,31.2,30.8
LAUREN JACKSON,SEA,24.6,26.2,24.1,40.6,30.9,31.0,13.2,12.2,25.4,20.9,36.5
KARA BRAXTON,DET,24.6,23.8,1.7,26.8,37.8,34.5,16.6,33.5,40.0,38.1,23.0
CAPPIE PONDEXTER,PHO,24.4,26.0,23.2,30.4,14.8,11.9,19.2,13.7,15.7,15.0,21.0
CHAMIQUE HOLDSCLAW,LAS,24.4,26.9,8.4,20.1,29.7,22.9,16.5,20.7,27.4,16.5,17.0
ASJHA JONES,CON,24.4,26.6,6.3,18.4,29.8,25.5,12.6,21.4,17.9,21.5,20.3
TAMIKA CATCHINGS,IND,24.1,23.9,24.1,37.9,26.5,28.4,29.8,19.8,13.8,20.1,38.2
DELISHA MILTON-JONES,WAS,23.5,24.4,28.3,17.7,15.6,21.4,15.2,25.4,17.5,21.7,20.5
SHERILL BAKER,NYL,23.5,26.5,12.2,21.1,17.7,12.9,19.2,18.0,38.7,21.8,19.8
SHERYL SWOOPES,HOU,23.4,25.4,22.5,23.9,13.5,20.3,25.7,16.7,12.9,9.1,24.1
BECKY HAMMON,NYL,23.4,24.5,30.4,22.8,3.8,13.6,32.1,23.2,21.7,13.8,27.0
YOLANDA GRIFFITH,SAC,23.3,22.1,0.3,39.3,36.9,32.2,18.1,20.6,32.2,18.5,35.6
TANGELA SMITH,CHA,23.3,27.4,24.9,13.3,19.4,23.0,12.5,16.8,15.1,19.1,16.7
TAN WHITE,IND,23.3,26.3,29.3,19.0,17.0,13.9,21.2,17.5,30.3,19.2,20.4
KATIE DOUGLAS,CON,23.0,24.4,44.5,21.2,14.8,12.8,16.6,20.1,18.9,13.3,20.6
MICHELLE SNOW,HOU,22.8,23.0,0.0,27.2,36.3,33.9,11.8,22.4,27.4,28.6,29.8
KASHA TERRY,IND,22.8,21.1,0.0,27.8,36.4,30.4,0.0,36.4,42.9,56.0,26.1
CANDICE DUPREE,CHI,22.8,24.7,1.3,25.3,21.6,24.4,14.9,15.2,28.4,14.0,22.7
DEANNA JACKSON,CHI,22.6,23.2,2.8,29.5,35.6,26.3,10.4,19.0,48.5,21.5,26.6
SHAMEKA CHRISTON,NYL,22.5,23.6,33.8,27.0,13.7,15.8,12.7,19.0,13.3,21.9,24.5
DEANNA NOLAN,DET,22.4,24.1,34.6,16.4,10.5,15.0,27.0,21.4,13.3,14.3,13.6
PENNY TAYLOR,PHO,22.3,23.6,22.8,24.2,24.8,25.7,18.1,17.1,37.7,19.9,24.9
