player,team,Usage,pct_FGA,pct_3PA,pct_FTA,pct_OREB,pct_REB,pct_AST,pct_TOV,pct_BLA,pct_PF,pct_PFD
ANGEL MCCOUGHTRY,ATL,32.8,32.1,36.7,41.8,26.3,19.0,21.9,33.7,34.2,18.4,35.1
SYDNEY CARTER,CHI,31.8,46.2,100,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
CAPPIE PONDEXTER,NYL,28.5,29.4,33.3,40.8,6.9,16.0,31.2,23.2,19.1,14.7,33.9
DEWANNA BONNER,PHO,27.9,29.5,33.5,40.3,16.0,21.9,18.9,16.7,29.1,8.2,33.1
LAUREN JACKSON,SEA,27.9,30.0,31.5,37.3,20.6,32.5,2.3,18.5,33.3,26.3,31.3
VICTORIA DUNLAP,SEA,27.7,25.0,7.7,71.4,58.3,35.5,33.3,23.1,80.0,22.2,60.0
RIQUNA WILLIAMS,TUL,27.1,29.8,31.8,26.8,16.4,16.7,26.0,19.5,19.4,20.2,21.0
DIANA TAURASI,PHO,26.9,27.4,47.8,39.0,2.5,9.0,28.1,23.3,11.1,17.4,36.7
CANDACE PARKER,LAS,26.4,27.3,14.8,27.4,27.9,34.3,23.9,24.4,13.9,12.9,29.5
DYMOND SIMON,PHO,25.9,28.3,38.1,5.0,3.8,14.0,50.0,29.2,22.2,23.3,14.3
DANIELLE ADAMS,SAN,25.6,26.8,30.9,29.8,34.9,28.3,9.8,20.4,40.5,31.8,26.3
TAMIKA CATCHINGS,IND,25.6,26.7,24.2,32.2,24.5,31.3,24.8,18.3,15.2,19.9,30.4
EPIPHANNY PRINCE,CHI,25.4,27.7,40.3,33.1,11.2,13.4,25.2,16.2,18.5,15.4,24.8
TINA CHARLES,CON,25.0,26.6,1.2,23.8,42.9,36.5,12.0,19.9,25.3,15.4,21.8
MONIQUE CURRIE,WAS,24.9,25.3,30.1,42.5,14.0,19.6,17.9,17.1,20.0,22.1,37.9
KATIE DOUGLAS,IND,24.7,27.0,37.4,20.8,13.6,15.6,17.8,17.5,22.0,13.3,19.7
PLENETTE PIERSON,NYL,24.6,24.4,6.6,34.0,31.4,25.9,21.4,24.3,41.4,21.4,29.5
RENEE MONTGOMERY,CON,24.2,24.5,37.0,30.6,4.0,9.5,27.4,22.8,34.8,15.1,27.4
KARA BRAXTON,NYL,24.2,23.0,2.6,20.5,44.2,34.7,15.5,33.8,28.3,25.2,20.4
SANCHO LYTTLE,ATL,23.9,26.9,30.9,12.7,17.7,28.4,17.7,20.3,14.3,21.7,15.4
MATEE AJAVON,WAS,23.8,24.7,36.9,28.9,11.6,10.9,25.3,22.1,30.6,28.1,28.6
ASJHA JONES,CON,23.8,24.3,6.2,14.4,34.3,28.2,16.6,28.8,20.0,28.6,20.2
SEIMONE AUGUSTUS,MIN,23.7,26.8,32.3,15.4,6.2,13.0,16.5,16.8,8.1,8.7,17.0
DAWN EVANS,LAS,23.3,27.8,66.7,0.0,0.0,0.0,75.0,20.0,100,12.5,50.0
IVORY LATTA,TUL,23.3,25.6,34.1,17.1,6.3,10.8,30.4,20.9,19.4,16.2,19.3
KRISTI TOLIVER,LAS,23.2,22.0,35.1,27.3,10.3,11.3,35.0,29.5,22.1,20.6,25.3
JESSICA DAVENPORT,IND,23.2,22.4,1.3,31.6,31.8,28.6,10.0,25.6,26.7,25.8,22.1
JULIE WOJTA,MIN,23.1,18.2,20.0,0.0,100,66.7,0.0,100,0.0,50.0,0.0
BECKY HAMMON,SAN,22.9,21.9,36.6,21.1,4.0,10.3,36.6,32.2,14.1,9.7,22.0
