player,team,Usage,pct_FGA,pct_3PA,pct_FTA,pct_OREB,pct_REB,pct_AST,pct_TOV,pct_BLA,pct_PF,pct_PFD
CORI CHAMBERS,CON,50.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0
ASHLEY SHIELDS,HOU,29.2,29.3,21.4,38.0,16.9,13.2,16.7,28.1,48.6,16.7,36.1
SEIMONE AUGUSTUS,MIN,28.5,30.9,17.2,31.2,12.1,14.5,16.3,19.8,9.7,10.5,29.6
CHAMIQUE HOLDSCLAW,LAS,27.6,24.4,10.7,26.9,20.0,20.7,25.4,42.6,18.2,17.9,25.0
BECKY HAMMON,SAN,27.3,27.0,45.6,29.5,3.8,10.4,34.4,29.8,20.4,11.7,27.8
LAUREN JACKSON,SEA,27.1,29.3,24.4,37.6,29.9,33.3,9.5,14.4,16.3,21.3,34.4
SHONA THORBURN,SEA,26.7,25.0,0.0,0.0,0.0,11.1,0.0,66.7,100,0.0,25.0
TEMEKA JOHNSON,LAS,26.5,25.4,4.7,21.1,7.5,15.8,38.5,37.8,26.3,16.7,20.5
DEMYA WALKER,SAC,26.4,25.8,0.0,25.9,50.0,28.4,15.0,30.0,44.4,16.7,29.0
DEE DAVIS,HOU,26.2,20.0,30.0,0.0,0.0,0.0,0.0,41.7,0.0,20.0,33.3
ALANA BEARD,WAS,26.1,29.2,32.0,20.8,8.7,14.9,25.6,19.7,12.3,16.1,19.3
DONEEKA LEWIS,SEA,26.0,25.0,27.3,20.0,0.0,9.1,46.2,46.2,0.0,9.5,22.2
ASJHA JONES,CON,25.7,26.8,3.2,20.8,25.8,21.2,17.1,25.6,8.3,21.0,23.2
CANDICE DUPREE,CHI,25.5,27.0,1.4,26.6,26.2,27.9,9.9,20.3,34.3,17.4,26.4
TAN WHITE,IND,25.3,26.5,39.1,16.5,11.5,12.7,23.1,27.7,21.1,18.8,18.2
SHANNA ZOLMAN,SAN,25.3,30.1,60.7,11.4,2.7,10.4,12.1,17.1,18.0,13.5,11.1
