player,team,Usage,pct_FGA,pct_3PA,pct_FTA,pct_OREB,pct_REB,pct_AST,pct_TOV,pct_BLA,pct_PF,pct_PFD
JEWELL LOYD,SEA,31.5,33.8,39.7,45.6,15.0,15.3,22.2,20.3,22.5,10.6,42.6
HAN XU,NYL,29.1,35.7,28.0,0.0,33.3,21.2,0.0,27.8,33.3,22.2,0.0
NAPHEESA COLLIER,MIN,28.1,29.3,17.8,35.7,28.8,29.3,15.4,20.9,27.3,17.5,33.7
A'JA WILSON,LVA,27.9,27.9,4.1,43.5,42.9,35.3,9.3,18.0,48.9,18.3,43.6
DIANA TAURASI,PHO,27.5,28.2,47.3,35.8,1.9,17.0,31.2,26.5,26.4,20.0,31.8
BRITTNEY GRINER,PHO,27.2,29.1,2.1,42.0,30.6,29.8,14.9,18.8,13.2,17.6,36.1
KAHLEAH COPPER,CHI,27.0,28.6,27.7,30.6,10.2,17.1,12.8,21.9,33.9,18.3,26.3
BREANNA STEWART,NYL,26.4,28.5,22.9,41.3,23.0,29.1,17.6,12.8,21.7,13.9,38.5
NNEKA OGWUMIKE,LAS,26.2,27.5,11.5,30.4,32.6,35.6,17.1,20.8,26.7,19.7,30.4
AERIAL POWERS,MIN,26.1,28.3,19.4,28.6,14.3,22.5,19.0,23.4,22.7,6.5,26.4
NALYSSA SMITH,IND,26.0,25.7,16.3,31.5,28.8,36.1,11.1,27.8,28.4,22.4,27.2
ARIKE OGUNBOWALE,DAL,25.5,27.6,42.5,20.8,4.5,9.6,23.7,21.3,14.4,15.5,22.2
CHEYENNE PARKER-TYUS,ATL,25.2,26.4,10.7,26.1,40.7,28.0,14.2,23.2,23.0,23.2,26.2
ELENA DELLE DONNE,WAS,25.1,28.0,17.1,26.9,21.3,23.9,15.7,15.9,24.4,14.8,22.3
EMMA CANNON,IND,25.1,26.2,22.4,27.5,34.8,34.6,11.0,23.7,25.0,26.8,23.3
DEWANNA BONNER,CON,24.8,26.8,37.1,31.6,15.5,22.9,13.3,15.3,24.1,12.1,24.9
DIAMOND MILLER,MIN,24.3,24.6,24.6,25.1,14.4,16.0,19.9,25.5,34.7,25.3,22.1
BRITTNEY SYKES,WAS,24.3,24.7,23.1,28.0,18.2,19.8,24.5,23.9,19.5,20.5,28.5
RHYNE HOWARD,ATL,24.1,26.8,44.3,22.8,9.8,16.6,23.4,16.0,18.0,18.1,23.7
SATOU SABALLY,DAL,24.0,23.7,26.8,30.3,23.8,25.5,25.2,25.5,18.1,22.4,27.7
MARINA MABREY,CHI,23.0,24.3,34.7,23.2,14.9,15.3,22.9,21.3,20.7,19.0,22.7
KELSEY PLUM,LVA,22.9,23.5,31.1,23.0,4.6,8.7,24.8,23.9,22.2,19.5,21.5
DIJONAI CARRINGTON,CON,22.8,24.0,24.8,28.2,22.9,19.8,14.3,17.9,32.5,26.7,26.6
NATASHA HOWARD,DAL,22.8,23.0,18.7,21.5,23.3,25.5,15.2,25.2,22.0,23.3,20.9
KELSEY MITCHELL,IND,22.6,24.2,37.9,28.0,4.4,5.7,20.5,18.3,16.2,12.8,22.0
SABRINA IONESCU,NYL,22.5,23.1,33.8,23.6,12.0,18.6,26.7,24.4,24.5,13.7,20.9
NIKOLINA MILIĆ,MIN,22.3,23.0,9.2,26.2,31.5,23.0,13.8,23.2,40.0,33.2,24.5
VICTARIA SAXTON,IND,22.1,25.4,11.8,20.0,33.3,25.0,0.0,18.2,0.0,40.9,31.4
ALYSSA THOMAS,CON,22.1,20.9,0.4,25.8,26.9,32.2,41.3,28.5,22.7,17.1,24.4
SHAKIRA AUSTIN,WAS,21.7,21.2,0.0,29.1,38.2,34.9,8.3,23.2,36.7,23.4,27.6
MEGAN GUSTAFSON,PHO,21.7,23.2,16.2,24.7,47.4,32.6,11.7,19.5,26.1,24.0,25.9
AZURÁ STEVENS,LAS,21.7,24.4,24.4,15.6,33.5,28.8,9.8,16.0,21.9,24.7,15.9
MORIAH JEFFERSON,PHO,21.5,24.8,22.3,13.9,5.8,10.6,31.0,15.6,14.8,18.0,16.0
DANA EVANS,CHI,21.5,22.5,29.9,24.7,3.8,6.8,29.4,20.3,19.0,11.9,24.1
ZIA COOKE,LAS,21.3,23.7,28.6,20.5,9.3,8.2,12.4,14.6,32.9,16.1,19.8
ALLISHA GRAY,ATL,21.3,21.9,19.6,29.6,18.1,16.3,20.3,16.2,20.1,17.1,24.6
ASIA (AD) DURR,ATL,21.2,23.9,30.9,21.8,3.6,10.8,15.0,17.2,19.1,13.8,17.1
CAYLA GEORGE,LVA,20.8,22.2,29.9,3.3,35.7,26.6,9.4,27.6,20.0,25.0,11.3
JACKIE YOUNG,LVA,20.7,21.6,26.1,20.6,13.3,14.5,21.6,19.9,18.4,16.9,20.4
KRISTI TOLIVER,WAS,20.5,24.4,43.8,11.6,5.9,9.9,20.5,17.1,25.0,22.0,20.4
CHELSEA GRAY,LVA,20.5,20.7,20.3,17.2,6.1,14.0,41.4,26.9,5.4,15.2,16.5
JORDIN CANADA,LAS,20.5,19.7,19.9,26.9,4.6,12.0,38.2,24.0,10.9,17.1,22.8
BRIONNA JONES,CON,20.4,19.9,2.1,24.7,42.7,29.0,14.0,20.9,31.1,26.9,26.3
MICHAELA ONYENWERE,PHO,20.4,21.0,24.0,19.9,29.6,19.7,11.6,21.8,24.8,25.2,16.7
NATASHA CLOUD,WAS,20.4,19.3,22.0,25.5,4.2,14.2,39.0,25.3,21.5,16.8,21.8
ARIEL ATKINS,WAS,20.4,22.1,31.3,20.4,15.7,14.7,19.0,15.5,17.8,21.6,27.6
LAETICIA AMIHERE,ATL,20.2,17.7,1.8,34.2,22.7,17.5,7.3,20.8,37.5,26.6,34.9
RACHEL BANHAM,MIN,20.2,22.3,42.3,7.6,4.8,8.9,24.8,22.0,2.6,23.1,8.5
