player,team,Usage,pct_FGA,pct_3PA,pct_FTA,pct_OREB,pct_REB,pct_AST,pct_TOV,pct_BLA,pct_PF,pct_PFD
IMANI WRIGHT,PHO,50.0,50.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALEXIS PRINCE,ATL,35.7,45.5,50.0,0.0,50.0,50.0,0.0,0.0,0.0,33.3,0.0
SYDNEY COLSON,MIN,29.3,21.2,16.7,66.7,33.3,16.7,50.0,66.7,0.0,25.0,37.5
A'JA WILSON,LVA,28.9,29.8,0.0,40.8,28.3,28.4,14.2,15.4,39.7,16.1,37.9
LIZ CAMBAGE,DAL,28.7,29.0,7.6,39.6,30.5,35.4,16.0,25.0,20.6,20.1,40.8
TINA CHARLES,NYL,28.5,30.1,17.2,29.6,28.6,25.1,16.6,24.0,21.3,15.3,27.9
ANGEL MCCOUGHTRY,ATL,28.3,28.7,22.3,31.5,22.4,22.9,22.9,27.4,25.0,19.7,31.3
DIANA TAURASI,PHO,27.5,27.8,47.8,35.8,2.2,13.9,32.8,26.8,22.1,21.2,34.1
CANDACE PARKER,LAS,27.2,26.5,28.7,39.0,27.9,33.0,32.8,31.7,23.8,18.3,31.5
KELSEY MITCHELL,IND,26.9,28.0,49.8,29.3,5.0,8.8,29.2,25.1,24.4,20.4,26.2
BRITTNEY GRINER,PHO,26.6,26.9,0.6,34.4,32.6,28.4,11.8,22.2,23.0,21.8,32.5
BREANNA STEWART,SEA,26.1,27.6,22.3,35.7,17.7,30.7,14.3,17.4,29.1,15.6,33.4
MAYA MOORE,MIN,25.7,28.7,43.3,26.6,19.1,17.8,16.1,15.7,6.6,14.4,28.0
ELENA DELLE DONNE,WAS,25.3,28.1,21.0,31.0,22.4,27.2,14.9,9.8,32.1,12.3,27.8
TIFFANY HAYES,ATL,24.6,25.6,31.0,34.1,13.8,14.1,19.7,17.3,14.9,16.3,31.3
JEWELL LOYD,SEA,23.3,24.5,29.7,24.4,19.8,17.6,22.3,20.4,31.6,14.9,25.2
KAYLA MCBRIDE,LVA,23.3,24.9,43.1,22.3,11.0,13.4,20.3,20.9,15.1,8.0,20.9
DIAMOND DESHIELDS,CHI,23.1,23.5,26.0,32.8,19.0,20.5,13.9,19.8,21.2,17.2,31.7
SKYLAR DIGGINS,DAL,23.0,24.2,28.5,26.9,7.4,10.6,39.6,21.1,30.9,13.9,23.8
SYLVIA FOWLES,MIN,22.9,21.0,0.0,37.0,49.8,41.1,13.5,27.1,46.0,24.6,35.8
ALEX BENTLEY,ATL,22.9,24.9,31.4,12.2,5.2,8.0,32.1,24.3,3.8,18.5,13.5
ARIEL ATKINS,WAS,22.8,24.0,30.6,21.0,19.6,13.1,18.0,20.8,19.4,27.0,23.9
JASMINE THOMAS,CON,22.8,23.0,30.5,21.0,9.4,12.2,36.4,26.3,19.8,15.7,20.8
COURTNEY WILLIAMS,CON,22.8,25.2,13.5,7.7,19.5,23.1,23.0,20.5,15.3,12.3,10.2
DEWANNA BONNER,PHO,22.7,25.0,27.4,22.3,22.7,26.3,18.7,14.9,25.3,12.5,22.0
CAPPIE PONDEXTER,IND,22.6,23.9,17.4,24.6,6.4,12.6,22.6,18.1,26.1,18.3,16.3
AMANDA ZAHUI B,NYL,22.4,23.8,23.6,19.0,33.6,23.1,9.4,22.6,34.1,31.6,21.2
AERIAL POWERS,WAS,22.3,21.8,24.2,24.2,23.5,23.4,13.8,27.4,13.0,18.0,20.2
NNEKA OGWUMIKE,LAS,22.1,23.6,8.1,25.6,33.8,28.9,13.3,16.2,31.8,22.6,28.7
EPIPHANNY PRINCE,NYL,22.0,24.0,31.2,20.5,11.1,10.3,18.5,16.3,12.9,20.9,13.4
ALLIE QUIGLEY,CHI,21.9,24.2,35.6,17.4,5.3,10.0,15.6,18.2,7.0,13.6,16.2
CANDICE DUPREE,IND,21.9,23.5,0.3,19.4,19.6,26.0,13.4,18.1,16.9,12.3,16.5
BRITTNEY SYKES,ATL,21.9,22.2,28.6,30.4,11.9,19.1,25.2,17.0,19.0,18.5,30.5
NATASHA HOWARD,SEA,21.7,21.4,10.1,26.3,44.2,28.9,6.7,22.7,22.4,36.2,22.4
THERESA PLAISANCE,DAL,21.5,22.9,32.2,5.4,34.5,32.9,12.8,32.0,30.0,34.2,13.3
JONQUEL JONES,CON,21.5,21.8,27.6,27.5,35.5,28.0,16.2,21.6,24.1,30.0,27.0
NIA COFFEY,LVA,21.4,20.4,5.2,26.0,21.9,18.1,10.1,25.5,32.1,25.0,22.5
CHEYENNE PARKER-TYUS,CHI,21.4,21.5,5.9,32.4,41.4,34.5,6.9,18.5,40.8,30.5,33.3
JAMIERRA FAULKNER,CHI,21.4,23.3,37.3,11.0,7.4,8.2,40.1,25.0,20.5,16.1,14.8
CHELSEA GRAY,LAS,21.3,21.5,20.7,22.4,8.4,13.3,34.5,23.7,13.8,14.5,22.6
