player,team,Usage,pct_FGA,pct_3PA,pct_FTA,pct_OREB,pct_REB,pct_AST,pct_TOV,pct_BLA,pct_PF,pct_PFD
AMERYST ALSTON,NYL,33.3,28.6,0.0,0.0,100,40.0,33.3,100,0.0,0.0,0.0
TINA CHARLES,NYL,29.7,31.3,15.1,29.7,24.0,29.8,19.1,23.5,20.4,14.3,28.5
BRITTANY BOYD-JONES,NYL,28.0,25.9,14.3,64.7,33.3,25.0,45.5,25.0,50.0,23.8,46.7
BRITTNEY GRINER,PHO,28.0,27.9,0.0,39.4,30.2,30.0,13.3,22.9,15.3,20.6,35.1
SANDRINE GRUDA,LAS,27.6,28.2,0.0,0.0,20.0,16.7,0.0,35.7,0.0,21.1,9.1
MEIGHAN SIMMONS,ATL,27.5,29.3,43.8,22.6,7.7,12.1,0.0,25.0,0.0,18.2,17.9
JEWELL LOYD,SEA,27.5,28.7,27.7,30.1,18.6,13.1,21.8,23.4,26.9,13.8,27.4
DIANA TAURASI,PHO,27.0,29.2,56.8,29.2,6.1,13.2,21.2,20.9,16.7,18.3,29.4
BREANNA STEWART,SEA,26.9,26.8,23.9,39.9,28.8,33.8,16.1,22.5,25.0,23.4,37.5
BRITTNEY SYKES,ATL,26.1,27.6,35.4,30.1,12.9,18.9,16.6,20.6,32.7,19.6,28.8
CANDACE PARKER,LAS,26.0,26.3,31.7,28.7,25.3,35.1,29.5,26.8,28.4,19.1,28.5
AERIAL POWERS,DAL,25.7,27.2,30.2,23.2,24.3,22.9,19.1,23.1,19.2,15.5,24.5
DANIELLE ADAMS,CON,25.4,29.2,57.4,9.1,22.6,13.3,10.0,28.0,40.0,48.0,7.0
ERICA WHEELER,IND,24.9,26.3,43.0,14.8,7.4,12.2,41.4,26.4,25.4,18.7,21.3
ELENA DELLE DONNE,WAS,24.6,24.9,21.1,35.6,21.3,24.2,12.5,17.8,17.7,14.1,31.8
TAYLER HILL,WAS,24.6,25.1,36.5,30.2,4.5,8.7,25.4,19.1,32.6,15.7,21.5
IFY IBEKWE,LAS,24.1,22.0,18.2,42.9,28.6,22.7,0.0,25.0,0.0,41.7,23.1
JASMINE THOMAS,CON,23.9,24.7,35.5,16.2,6.0,8.9,33.4,27.2,14.7,13.0,15.5
ALYSSA THOMAS,CON,23.9,20.9,0.7,37.4,20.9,24.6,31.7,32.5,21.5,23.4,34.1
MAYA MOORE,MIN,23.9,25.6,36.7,25.7,19.1,17.9,20.4,17.4,14.8,19.4,26.3
NNEKA OGWUMIKE,LAS,23.6,25.0,12.4,30.7,34.9,33.1,14.6,15.8,38.1,22.6,31.5
EMMA MEESSEMAN,WAS,23.3,25.4,12.9,14.2,24.0,23.0,21.5,21.6,17.4,23.8,20.2
SYLVIA FOWLES,MIN,23.0,21.7,0.0,36.0,46.9,37.0,9.4,23.1,36.7,23.3,31.2
TIFFANY HAYES,ATL,22.8,22.6,33.9,37.1,13.8,15.1,19.0,18.8,19.1,21.2,36.3
MONIQUE CURRIE,PHO,22.8,24.2,30.2,26.0,12.6,22.7,22.7,18.5,17.1,18.2,23.9
AMANDA ZAHUI B,NYL,22.8,25.2,12.5,16.0,22.5,21.7,14.3,23.1,18.2,39.8,22.1
IVORY LATTA,WAS,22.6,24.8,39.4,19.2,4.8,5.5,25.9,17.9,10.6,14.0,21.4
SKYLAR DIGGINS,DAL,22.6,22.0,23.0,28.5,7.3,11.9,42.6,25.5,19.2,13.5,26.4
CANDICE DUPREE,IND,22.6,25.2,0.5,17.3,19.3,26.6,13.3,13.8,16.9,12.7,12.8
DARXIA MORRIS,ATL,22.2,17.1,12.5,0.0,0.0,18.8,8.3,85.7,50.0,40.0,11.1
SUGAR RODGERS,NYL,22.1,24.3,50.4,13.5,10.4,15.7,20.9,19.5,21.3,17.5,13.6
JAZMON GWATHMEY,IND,22.0,22.1,33.3,25.3,18.6,15.7,12.2,20.3,12.5,31.3,15.6
ALLISHA GRAY,DAL,22.0,23.8,23.6,23.7,20.7,17.1,12.1,13.7,19.8,15.7,20.4
KELSEY PLUM,SAN,21.9,21.0,35.8,24.0,7.5,9.9,32.3,26.9,20.7,17.9,23.2
GLORY JOHNSON,DAL,21.8,22.7,13.2,19.0,28.2,33.8,13.4,20.4,30.7,18.8,21.8
COURTNEY WILLIAMS,CON,21.8,24.8,10.2,9.1,21.8,17.7,18.1,16.7,24.7,14.6,14.6
KAYLA MCBRIDE,SAN,21.8,23.0,42.4,32.5,6.1,14.6,17.5,14.7,11.5,9.2,27.2
LYNETTA KIZER,CON,21.7,23.2,1.0,26.5,34.4,26.4,5.2,14.3,50.0,26.6,20.4
ALEXIS JONES,MIN,21.7,23.2,37.7,17.1,9.1,12.5,28.8,23.1,50.0,24.2,14.6
JANTEL LAVENDER,LAS,21.7,23.9,8.3,10.8,35.9,21.4,11.4,21.6,22.5,17.8,9.3
TIFFANY MITCHELL,IND,21.5,21.9,28.4,29.1,12.8,17.6,16.3,17.5,32.7,18.9,29.4
ISABELLE HARRISON,SAN,21.5,22.2,0.6,26.9,35.1,27.8,12.0,18.6,33.0,24.6,23.1
SHENISE JOHNSON,IND,21.3,22.2,26.8,25.2,20.6,21.2,25.9,18.8,27.3,17.1,23.2
ALEXIS PETERSON,SEA,21.2,22.3,18.5,12.0,11.5,20.4,32.6,23.2,43.8,27.3,17.0
CAPPIE PONDEXTER,CHI,21.1,21.3,11.2,25.9,8.3,12.8,30.8,21.0,16.9,17.0,22.8
YVONNE TURNER,PHO,21.1,22.7,26.1,15.7,12.9,9.3,21.1,23.1,15.0,16.5,18.2
KAHLEAH COPPER,CHI,20.9,22.6,16.6,30.8,13.8,17.0,5.6,14.5,32.6,22.8,26.4
STEFANIE DOLSON,CHI,20.8,21.1,17.1,21.6,27.1,25.0,15.6,21.4,26.8,26.4,23.1
LAYSHIA CLARENDON,ATL,20.8,20.1,15.8,18.8,12.3,14.6,48.5,28.5,18.0,20.6,22.5
DAMIRIS DANTAS,ATL,20.7,24.4,37.1,11.1,20.9,22.4,8.7,13.8,13.9,26.3,9.4
ALLIE QUIGLEY,CHI,20.7,22.0,41.3,16.3,4.9,12.4,20.1,19.7,8.0,13.4,18.6
EPIPHANNY PRINCE,NYL,20.6,21.8,29.7,22.5,14.5,13.8,27.2,15.5,14.3,14.4,17.3
JONQUEL JONES,CON,20.4,19.4,13.7,33.4,52.6,44.6,11.7,18.6,35.5,27.2,34.3
RIQUNA WILLIAMS,LAS,20.3,20.6,40.7,22.6,8.1,9.9,8.8,20.0,17.2,25.1,18.6
KAELA DAVIS,DAL,20.2,20.1,15.6,18.0,7.4,10.8,19.6,26.7,17.6,22.2,18.1
BRIANN JANUARY,IND,20.0,19.2,26.1,24.1,10.1,8.3,36.6,23.6,14.9,21.5,27.6
TAMERA YOUNG,ATL,20.0,20.8,22.2,19.5,12.3,15.8,16.8,18.9,23.1,17.1,18.3
ALLISON HIGHTOWER,WAS,19.9,23.8,19.5,11.6,10.5,11.7,21.8,9.3,22.2,12.1,10.3
MATEE AJAVON,ATL,19.7,17.6,4.6,25.3,12.2,16.4,34.9,30.4,13.9,25.8,25.2
JESSICA BRELAND,CHI,19.6,20.5,6.6,15.3,34.0,31.0,12.5,19.6,16.2,19.8,13.7
DEARICA HAMBY,SAN,19.5,19.9,3.3,30.3,29.8,25.0,11.8,15.2,42.2,23.0,27.7
PLENETTE PIERSON,MIN,19.4,20.9,28.0,11.7,16.1,20.2,22.2,20.2,23.3,26.1,23.4
KALEENA MOSQUEDA-LEWIS,SEA,19.4,21.2,31.8,12.4,11.8,14.3,9.0,18.3,20.0,22.5,11.1
CHELSEA GRAY,LAS,19.2,19.8,25.5,19.6,11.6,13.0,28.0,17.9,16.9,16.4,18.9
ODYSSEY SIMS,LAS,19.2,20.0,19.5,22.4,11.6,9.8,30.9,17.5,15.3,18.3,21.3
