player,team,Usage,pct_FGA,pct_3PA,pct_FTA,pct_OREB,pct_REB,pct_AST,pct_TOV,pct_BLA,pct_PF,pct_PFD
PAIGE SAUER,CLE,50.0,60.0,0.0,0.0,100,100,0.0,33.3,50.0,100,0.0
TINA THOMPSON,HOU,30.9,32.3,39.3,35.5,28.5,25.4,15.2,24.0,29.3,16.9,0.0
CHAMIQUE HOLDSCLAW,WAS,30.9,32.4,15.3,36.5,25.5,31.5,20.9,25.3,18.3,12.3,0.0
LISA LESLIE,LAS,29.3,28.9,17.8,40.0,32.5,33.5,15.2,27.7,37.8,26.7,0.6
KATIE SMITH,MIN,28.8,30.2,45.3,39.1,13.4,12.8,16.7,18.1,18.8,14.3,0.4
JANETH ARCAIN,HOU,28.4,29.7,17.1,31.9,15.8,14.4,24.4,22.2,20.6,18.0,0.0
BETTY LENNOX,MIN,27.9,30.6,44.8,16.1,22.0,26.1,18.2,27.2,12.5,19.7,0.0
BRANDY REED,PHO,27.6,40.0,0.0,8.3,0.0,27.3,0.0,0.0,0.0,0.0,0.0
KATARINA LAZIC,NYL,27.4,26.3,20.0,9.5,20.0,15.4,15.8,37.0,50.0,29.0,0.0
ANGELINA WOLVERT,CLE,27.3,37.5,0.0,0.0,100,16.7,0.0,0.0,0.0,33.3,0.0
LAUREN JACKSON,SEA,27.0,29.5,39.9,31.2,25.2,28.1,14.3,17.0,30.0,21.9,0.0
ALICIA THOMPSON,IND,26.5,30.7,30.7,14.6,24.4,21.1,17.6,17.5,26.7,14.9,0.0
SOPHIA WITHERSPOON,POR,26.5,28.7,47.5,25.5,10.3,11.2,18.3,22.0,27.5,14.7,0.0
TARI PHILLIPS,NYL,26.4,27.2,1.1,30.0,41.4,34.3,7.4,23.7,39.7,22.7,0.0
JENNIFER GILLOM,PHO,25.7,27.6,33.2,25.3,17.6,19.8,9.6,21.6,27.9,20.9,0.0
SHERI SAM,MIA,25.5,27.0,37.3,19.8,16.7,17.5,22.1,24.1,29.9,13.5,0.0
CINDY BLODGETT,SAC,25.3,26.9,55.6,0.0,4.5,16.4,30.0,32.4,25.0,15.8,0.0
PENNY TAYLOR,CLE,25.1,27.1,38.4,23.0,24.3,27.3,19.6,20.3,17.5,19.7,0.0
JESSIE HICKS,ORL,25.1,24.8,0.0,31.1,33.0,27.9,14.8,25.5,42.9,35.6,0.0
SEMEKA RANDALL,SEA,25.1,25.5,1.6,26.2,15.0,16.7,15.2,25.7,21.3,12.0,0.0
SANDY BRONDELLO,MIA,25.0,28.3,32.8,22.6,5.2,7.9,20.5,13.4,13.0,15.4,0.0
MICHELLE EDWARDS,SEA,25.0,18.8,0.0,25.0,0.0,28.6,80.0,50.0,0.0,33.3,0.0
SVETLANA ABROSIMOVA,MIN,24.9,25.0,23.3,26.3,21.0,26.5,18.4,25.4,31.0,15.9,0.0
NIKKI MCCRAY,WAS,24.9,24.1,36.1,39.1,10.0,8.3,18.2,23.5,21.9,21.4,0.0
ADRIENNE GOODSON,UTA,24.6,26.4,19.9,21.3,32.8,21.3,16.5,22.8,29.2,16.4,0.0
JACKIE STILES,POR,24.6,26.0,27.8,30.6,10.5,9.9,15.9,17.4,33.0,15.3,0.0
ASTOU NDIAYE-DIATTA,DET,24.2,25.9,5.8,22.2,27.9,26.8,15.3,21.0,22.0,20.8,0.0
CAROLYN YOUNG,POR,24.1,24.4,34.3,27.2,15.2,15.5,16.0,23.9,28.6,18.6,0.0
DEMYA WALKER,POR,24.0,23.3,2.9,26.8,33.7,25.4,10.4,29.9,37.5,29.5,0.0
ANDREA STINSON,CHA,24.0,26.6,19.8,20.0,17.3,19.2,24.4,18.9,16.1,12.6,0.0
WENDI WILLITS,LAS,24.0,26.3,68.4,40.0,10.0,13.9,12.0,12.5,20.0,0.0,0.0
MERLAKIA JONES,CLE,23.9,27.5,14.9,19.2,17.7,21.4,12.1,15.5,10.4,14.5,0.0
TONYA EDWARDS,CHA,23.3,22.0,24.0,27.3,11.6,14.8,23.5,29.0,18.0,25.9,0.0
TANGELA SMITH,SAC,23.2,25.4,0.7,19.4,18.3,23.1,10.3,18.9,12.5,24.7,0.0
YOLANDA GRIFFITH,SAC,22.9,22.4,0.0,34.9,49.4,38.8,11.7,18.8,33.6,24.1,0.0
MICHELLE MARCINIAK,SEA,22.8,23.4,24.1,19.3,18.1,14.8,38.5,24.4,15.6,24.6,0.0
MARIE FERDINAND-HARRIS,UTA,22.8,24.4,26.1,23.2,12.4,12.8,24.0,19.6,28.2,17.3,0.0
KARA WOLTERS,SAC,22.7,24.3,0.0,20.1,22.1,23.2,10.8,22.3,17.8,34.2,0.0
GORDANA GRUBIN,IND,22.6,24.6,34.7,19.3,16.2,14.5,22.0,19.7,11.6,13.2,0.0
KAMILA VODICHKOVA,SEA,22.6,22.5,18.8,25.3,32.1,28.9,15.6,24.5,15.4,30.4,0.0
ANGIE BRAZIEL,IND,22.6,23.9,0.9,27.6,27.3,29.6,5.9,16.3,27.6,20.0,0.0
JAMIE REDD,SEA,22.5,23.0,31.3,20.8,18.2,18.9,23.0,22.9,22.4,28.5,0.3
ALISA BURRAS,POR,22.4,21.6,0.0,29.5,36.7,28.6,10.4,25.4,26.7,23.4,0.0
ELENA BARANOVA,MIA,22.4,24.1,33.8,19.3,18.7,27.4,17.0,19.3,12.9,19.3,0.0
DEANNA NOLAN,DET,22.3,24.0,38.8,20.5,10.9,13.1,19.7,18.2,5.7,17.1,0.0
KATRINA COLLETON,MIA,22.3,24.4,4.3,21.3,11.8,10.1,18.4,17.1,15.4,15.3,0.0
ADRIANA MOISES PINTO,PHO,22.3,21.2,36.4,18.8,16.0,19.0,44.7,30.8,0.0,17.2,0.0
WENDY PALMER,DET,22.2,23.1,16.9,22.7,28.6,34.4,8.9,19.8,38.0,23.4,0.0
MACTABENE AMACHREE,NYL,22.2,0.0,0.0,28.6,100,50.0,0.0,50.0,0.0,66.7,0.0
EVA NEMCOVA,CLE,22.1,25.9,36.6,18.2,5.3,14.1,16.7,14.0,25.0,17.0,0.0
VICKIE JOHNSON,NYL,22.1,24.5,26.7,19.1,12.4,16.0,22.1,16.5,15.6,13.7,0.0
RUTHIE BOLTON,SAC,22.0,24.2,55.3,16.8,20.0,19.1,22.0,18.7,24.3,18.8,0.0
TAMECKA DIXON,LAS,21.9,22.2,11.6,20.8,7.8,10.9,27.3,22.6,21.4,11.6,0.2
BECKY HAMMON,NYL,21.9,22.6,52.6,20.7,8.5,11.8,19.7,21.5,14.3,14.7,0.0
MARGO DYDEK,UTA,21.9,21.0,9.0,26.1,13.9,30.1,15.5,24.5,15.7,24.9,0.2
ILONA KORSTINE,PHO,21.8,22.5,15.8,17.9,30.0,18.6,20.8,23.1,38.5,12.1,0.0
RITA WILLIAMS,IND,21.6,20.1,30.6,27.2,11.1,14.0,31.3,24.8,22.7,14.8,0.0
OLYMPIA SCOTT,IND,21.6,20.0,0.7,29.8,31.5,29.5,14.1,24.2,23.7,29.4,0.0
NYKESHA SALES,ORL,21.6,24.1,30.7,15.9,19.2,21.9,15.8,17.2,13.0,21.0,0.0
NATALIE WILLIAMS,UTA,21.5,22.6,2.0,24.4,44.0,35.0,12.4,17.4,25.4,24.6,0.0
MARIA STEPANOVA,PHO,21.5,23.5,1.2,23.1,35.9,32.8,12.0,15.2,14.8,29.0,0.0
ELENA TORNIKIDOU,DET,21.4,21.9,22.9,25.6,14.3,13.8,18.9,20.3,15.9,17.0,0.0
ALLISON FEASTER,CHA,21.4,23.9,47.2,16.1,21.9,20.3,12.8,16.8,16.0,18.7,0.0
DOMINIQUE CANTY,DET,21.4,20.9,2.7,27.1,26.9,18.1,31.0,22.6,25.9,23.7,0.0
TAMICHA JACKSON,POR,21.4,23.4,24.2,9.8,9.2,11.7,31.6,22.2,3.9,13.8,0.0
SHANNON JOHNSON,ORL,21.2,21.4,32.3,28.2,7.0,13.3,27.4,18.1,20.0,17.8,0.0
STACEY LOVELACE,SEA,21.1,22.3,38.8,18.3,25.0,22.4,12.5,22.0,29.2,22.5,0.0
KATIE DOUGLAS,ORL,21.1,21.6,30.3,20.1,13.4,15.4,24.4,22.7,22.0,13.1,0.0
SUMMER ERB,CHA,20.9,20.2,0.0,40.4,27.6,29.9,7.1,17.2,54.5,34.3,0.0
MAREN WALSETH,SAC,20.8,25.0,0.0,25.0,100,28.6,0.0,22.2,0.0,50.0,0.0
BRIDGET PETTIS,PHO,20.7,21.3,42.3,25.2,24.8,16.7,23.5,18.7,30.4,19.0,0.0
CHASITY MELVIN,CLE,20.5,20.5,1.1,30.6,37.3,27.5,17.1,17.6,33.3,24.6,0.3
ADRIAN WILLIAMS-STRONG,PHO,20.4,21.3,0.0,17.3,22.8,29.0,9.4,21.0,35.1,25.1,0.0
CINTIA DOS SANTOS,ORL,20.4,19.8,0.0,19.4,6.7,10.5,7.1,26.9,25.0,38.3,2.8
GRACE DALEY,NYL,20.4,22.6,38.5,19.6,20.0,13.8,37.0,19.4,25.0,41.4,0.0
ANN WAUTERS,CLE,20.4,19.0,1.2,28.5,30.2,25.8,14.8,23.0,38.3,22.8,0.0
TAJ MCWILLIAMS-FRANKLIN,ORL,20.4,20.9,2.3,23.9,38.1,29.9,18.5,18.5,22.0,14.9,0.0
KORIE HLEDE,UTA,20.2,20.8,27.1,16.1,14.0,10.0,22.5,23.0,26.0,23.0,0.0
EDWINA BROWN,DET,20.2,20.3,20.9,17.3,17.6,18.3,30.0,22.7,19.7,21.3,0.0
LA'KESHIA FRETT,SAC,20.1,20.3,0.0,22.3,20.0,16.6,10.9,20.3,41.5,17.5,0.0
NADINE MALCOLM,IND,20.1,21.8,24.6,19.6,19.8,19.0,11.3,16.9,22.6,21.3,0.0
JANELL BURSE,MIN,19.9,18.7,1.2,18.9,48.9,28.6,7.0,29.0,57.1,26.7,0.0
JURGITA STREIMIKYTE,IND,19.8,20.1,3.6,19.1,27.8,27.5,19.5,20.3,19.7,24.5,0.0
KATE STARBIRD,UTA,19.6,23.7,43.4,13.5,17.6,11.5,16.2,13.3,20.0,18.0,0.0
TRISHA STAFFORD-ODOM,HOU,19.6,18.4,0.9,29.1,30.4,26.6,16.7,22.8,45.8,28.4,0.0
TAMIKA WHITMORE,NYL,19.4,20.7,0.9,23.1,20.1,19.0,6.1,14.3,31.1,22.1,0.0
KELLY SANTOS,DET,19.3,19.0,1.9,24.3,26.8,25.5,9.1,20.0,16.7,24.5,0.0
TRISHA FALLON,PHO,19.2,21.1,18.3,17.2,17.8,12.7,9.6,14.2,18.1,10.8,0.0
HAJDANA RADUNOVIC,NYL,19.2,13.3,0.0,25.0,33.3,36.4,0.0,40.0,0.0,50.0,0.0
CARLA MCGHEE,ORL,19.0,21.8,0.0,13.8,17.4,20.4,0.0,22.2,22.2,27.3,0.0
SYLVIA CRAWLEY,POR,19.0,20.0,0.3,17.8,31.7,29.1,16.4,17.7,16.3,20.3,0.2
MWADI MABIKA,LAS,19.0,19.9,41.1,19.7,10.0,18.3,24.6,16.0,8.8,18.9,0.0
TAMMY SUTTON-BROWN,CHA,19.0,18.1,0.0,31.3,32.7,29.5,5.2,18.3,38.5,32.8,0.0
DELISHA MILTON-JONES,LAS,19.0,20.3,10.9,14.6,27.6,20.9,15.9,17.8,10.1,23.3,0.2
JAYNETTA SAUNDERS,PHO,19.0,20.5,5.5,22.7,22.8,21.6,7.7,13.9,26.7,25.5,0.0
COCO MILLER,WAS,19.0,18.3,13.3,23.9,13.9,9.1,17.4,22.4,23.5,15.6,0.0
RHONDA MAPP,LAS,18.9,21.1,2.5,15.0,33.0,24.5,8.5,17.0,31.0,30.6,0.0
TONYA MASSALINE,WAS,18.9,22.5,24.6,11.7,21.8,16.1,8.5,10.9,25.0,3.8,0.0
STEPHANIE WHITE,IND,18.6,19.1,32.0,17.7,11.9,14.4,30.5,19.8,14.8,19.5,0.0
ELAINE POWELL,ORL,18.5,18.9,24.0,21.2,10.6,12.5,26.4,18.1,21.1,12.0,0.0
KEDRA HOLLAND-CORN,SAC,18.5,18.8,50.0,16.3,13.5,10.5,18.2,20.0,10.9,16.1,0.0
SHANELE STIRES,MIN,18.4,19.9,22.7,7.1,18.9,17.8,21.2,21.6,37.5,23.3,0.0
CAMILLE COOPER,NYL,18.4,16.0,0.0,59.1,46.7,28.9,5.6,11.1,16.7,18.2,0.0
ERIN PERPEROGLOU,MIN,18.4,17.9,9.6,16.8,23.0,20.7,25.4,23.5,20.7,24.8,0.0
MICHELE TIMMS,PHO,18.4,17.8,48.9,6.2,11.0,14.8,50.0,27.5,15.2,22.5,0.0
DANIELLE MCCULLEY,IND,18.4,15.8,8.3,36.7,22.2,24.6,22.7,15.6,55.6,26.7,0.0
TRACY REID,MIA,18.3,17.6,0.0,23.2,19.6,19.9,13.7,19.8,31.8,21.7,0.0
HELEN LUZ,WAS,18.3,18.6,43.2,11.2,7.6,9.4,31.1,23.0,12.5,19.7,0.0
NICOLE LEVANDUSKY,LAS,18.2,19.3,48.6,5.9,26.3,17.3,23.3,25.0,11.1,10.0,0.0
DAWN STALEY,CHA,18.2,17.7,22.8,12.6,4.1,8.6,42.2,24.6,16.0,10.2,0.2
TAMARA STOCKS,WAS,18.2,15.8,0.0,66.7,0.0,22.2,0.0,0.0,0.0,33.3,0.0
VICKI HALL,IND,18.2,20.0,20.3,14.7,16.1,17.6,9.7,14.4,11.4,23.1,0.0
MARKITA ALDRIDGE,WAS,18.1,17.3,21.4,12.5,25.0,8.7,25.0,26.7,0.0,29.4,0.0
CARLA BOYD,DET,18.0,18.8,36.0,15.6,15.9,14.4,15.6,17.8,16.7,26.4,0.0
SHALONDA ENIS,CHA,18.0,18.3,14.5,23.6,30.0,23.8,5.8,16.6,25.8,20.5,0.0
LATONYA JOHNSON,UTA,17.9,20.6,50.8,10.4,8.3,9.8,8.2,15.1,16.1,22.8,0.0
EDNA CAMPBELL,SAC,17.7,18.7,33.0,11.6,4.3,11.5,21.2,18.8,12.5,12.0,0.0
QUACY BARNES,SEA,17.7,17.6,1.2,24.1,24.6,22.1,15.1,19.0,31.0,25.0,0.0
HELEN DARLING,CLE,17.7,15.8,44.3,19.9,9.7,12.7,35.7,24.9,16.2,17.7,0.0
LATASHA BYEARS,LAS,17.6,18.3,1.3,17.0,37.7,29.3,8.0,16.5,32.4,30.4,0.3
RUSHIA BROWN,CLE,17.6,18.9,0.6,20.5,28.7,23.4,12.5,13.6,33.3,22.7,0.0
MARLA BRUMFIELD,MIA,17.6,17.8,26.8,5.9,18.4,14.8,39.5,25.5,42.9,19.3,0.0
VEDRANA GRGIN FONSECA,LAS,17.5,18.5,25.3,14.7,22.8,18.5,13.3,16.7,6.3,19.6,0.0
TOWANA ALHALEEM,ORL,17.4,16.4,11.5,11.3,22.4,20.4,17.5,25.9,27.6,17.1,0.0
REBECCA LOBO,NYL,17.3,19.0,6.9,11.8,14.3,24.6,2.3,17.9,28.6,34.8,0.0
JENNIFER RIZZOTTI,CLE,17.3,16.6,44.0,8.1,2.1,9.0,28.5,27.2,4.2,16.2,0.0
KEISHA ANDERSON,CHA,17.3,12.0,9.1,18.5,10.7,17.4,48.3,35.4,15.4,17.4,0.0
AUDREY SAURET,WAS,17.2,16.7,20.0,12.4,8.2,11.4,30.7,23.7,18.4,19.3,0.0
RUTH RILEY,MIA,17.0,14.7,0.0,27.9,28.2,22.8,9.3,22.3,28.3,29.9,0.0
KATY STEDING,SEA,17.0,17.8,30.4,12.7,9.7,13.7,20.7,17.1,11.9,14.6,0.0
MONICA MAXWELL,IND,16.9,16.5,31.0,11.2,23.1,22.8,17.5,23.2,25.0,18.3,0.0
CLARISSE MACHANGUANA,CHA,16.8,15.7,0.0,22.4,24.8,29.6,8.1,19.9,22.4,32.8,0.0
JAE KINGI-CROSS,DET,16.7,16.0,42.9,16.0,14.0,13.8,30.7,20.8,15.4,16.2,0.0
SIMONE EDWARDS,SEA,16.5,17.0,0.0,21.4,33.2,27.3,10.4,13.9,22.9,14.6,0.0
VICKY BULLETT,WAS,16.5,18.2,18.9,11.8,23.7,26.9,11.5,13.1,14.6,19.7,0.0
CHARLOTTE SMITH,CHA,16.4,15.9,14.1,24.5,25.2,21.1,21.7,15.8,13.3,23.0,0.0
CARA CONSUEGRA,UTA,16.4,7.7,20.0,21.1,16.7,20.7,50.0,40.7,20.0,15.4,0.0
LYNN PRIDE,MIN,16.3,17.0,1.4,13.6,26.9,25.5,12.2,17.3,16.1,19.8,0.0
VAL WHITING,MIN,16.2,14.7,0.5,20.2,26.6,24.1,11.6,20.7,20.0,25.3,0.0
KELLY SCHUMACHER,IND,16.2,18.0,4.3,10.6,27.7,26.6,8.1,14.6,19.6,24.0,0.0
SUE WICKS,NYL,16.2,15.3,3.5,19.9,30.3,30.4,14.0,20.8,23.5,26.1,0.0
KRISTEN VEAL,PHO,16.2,13.0,32.9,14.2,8.9,12.2,48.4,29.7,6.3,18.6,0.3
CRYSTAL ROBINSON,NYL,15.9,18.7,49.7,8.2,11.5,13.4,19.0,9.0,3.2,18.7,0.0
AMY HERRIG,UTA,15.9,15.0,0.0,17.4,22.3,22.6,9.0,19.6,15.1,20.2,0.4
TAUSHA MILLS,WAS,15.9,14.3,1.0,25.8,35.7,37.6,6.5,19.7,28.6,49.7,0.0
POLLYANNA JOHNS KIMBROUGH,CLE,15.8,14.9,0.0,23.1,32.4,31.0,7.3,20.8,27.8,26.7,0.0
ALESSANDRA SANTOS DE OLIVE,SEA,15.7,14.6,0.0,28.9,52.6,32.7,0.0,14.3,44.4,28.6,0.0
