player,team,Usage,pct_FGA,pct_3PA,pct_FTA,pct_OREB,pct_REB,pct_AST,pct_TOV,pct_BLA,pct_PF,pct_PFD
TINA CHARLES,NYL,30.5,33.9,15.2,27.4,26.0,31.2,23.6,17.0,19.4,9.2,27.3
ANGEL MCCOUGHTRY,ATL,30.5,31.4,29.9,33.2,15.4,21.4,23.8,27.6,27.6,16.8,28.1
KAYLA MCBRIDE,SAN,29.4,32.4,48.2,27.1,12.0,17.0,15.3,19.4,22.2,8.7,24.2
MEIGHAN SIMMONS,ATL,28.1,33.8,67.5,12.8,2.2,7.2,15.4,21.3,23.8,23.6,12.5
MAYA MOORE,MIN,27.9,29.1,56.9,29.9,17.2,18.9,27.0,23.6,13.8,20.0,29.0
DIANA TAURASI,PHO,27.3,28.3,52.5,27.8,3.5,12.6,29.5,27.4,20.3,19.7,32.1
CANDACE PARKER,LAS,26.3,26.0,26.6,28.8,19.4,30.1,32.2,29.3,25.0,18.4,28.7
TIFFANY BIAS,DAL,25.5,22.1,31.4,31.6,7.7,10.2,30.0,39.3,22.2,17.9,32.4
TAYLER HILL,WAS,25.4,26.6,40.6,34.4,7.3,11.4,23.6,14.1,34.4,14.7,28.1
JEWELL LOYD,SEA,25.4,26.4,24.3,28.8,18.9,14.3,22.8,21.1,28.2,13.0,25.8
ELENA DELLE DONNE,CHI,25.0,26.6,37.5,33.5,20.6,24.1,12.6,13.7,21.9,14.4,30.9
BREANNA STEWART,SEA,24.2,24.5,22.4,33.4,21.2,34.2,19.9,19.2,27.6,16.7,34.1
JAMIE WEISNER,WAS,24.1,25.0,36.4,28.6,33.3,14.3,25.0,27.3,0.0,38.5,14.3
AERIAL POWERS,DAL,24.0,24.4,27.3,28.3,16.4,17.4,16.9,23.0,19.2,25.2,26.3
LYNETTA KIZER,IND,23.9,26.7,0.5,20.2,28.2,24.1,7.4,17.5,21.8,28.0,17.3
CARLA CORTIJO,ATL,23.8,25.8,39.8,15.8,5.4,15.5,39.8,26.4,35.1,20.6,14.6
NIRRA FIELDS,PHO,23.8,25.9,33.3,28.6,0.0,0.0,0.0,22.2,66.7,50.0,14.3
SKYLAR DIGGINS,DAL,23.5,22.1,20.8,31.1,6.3,8.2,31.5,25.8,19.8,14.1,23.0
MORIAH JEFFERSON,SAN,23.4,25.9,23.5,19.4,7.4,9.3,33.0,17.0,16.2,13.6,20.0
KELSEY BONE,PHO,23.2,24.1,8.3,21.0,28.2,31.1,14.8,23.5,26.8,28.6,20.8
JANTEL LAVENDER,LAS,23.1,26.3,0.4,14.2,30.6,23.1,13.2,16.5,28.6,15.9,10.5
ODYSSEY SIMS,DAL,23.0,23.7,26.7,22.3,7.0,9.5,31.7,23.6,20.7,14.2,21.8
ADUT BULGAK,NYL,23.0,25.6,14.3,26.7,27.3,30.0,0.0,11.1,50.0,23.1,25.0
PLENETTE PIERSON,DAL,22.8,24.5,23.4,18.3,20.5,21.5,18.3,19.9,26.5,27.3,21.5
COURTNEY WILLIAMS,CON,22.7,26.0,16.8,10.3,24.1,23.2,18.8,18.9,15.9,17.6,13.5
TAMIKA CATCHINGS,IND,22.7,24.7,26.7,27.6,21.6,25.1,18.1,13.9,20.0,16.2,27.9
MONIQUE CURRIE,SAN,22.6,23.0,24.2,25.7,21.7,22.3,21.2,21.9,15.4,20.8,24.8
NNEKA OGWUMIKE,LAS,22.5,22.2,6.3,32.6,43.8,36.9,18.5,20.2,39.7,27.0,32.3
CAPPIE PONDEXTER,CHI,22.4,23.7,19.8,20.9,5.8,11.9,22.6,18.8,16.5,13.0,17.7
ALEX BENTLEY,CON,22.3,25.8,38.7,13.8,4.0,7.8,21.6,14.3,6.2,15.9,12.5
ALLIE QUIGLEY,CHI,22.3,25.2,39.8,13.1,2.8,5.6,19.2,18.3,14.3,10.8,17.0
TIFFANY MITCHELL,IND,22.1,22.1,34.3,29.2,10.9,11.0,16.6,20.6,31.6,22.0,27.2
JAMIERRA FAULKNER,CHI,22.1,20.8,35.1,18.8,6.5,8.8,52.0,35.7,21.5,19.3,20.6
EMMA MEESSEMAN,WAS,21.6,24.0,14.1,15.9,33.5,24.2,17.3,15.6,19.4,19.6,14.4
SEIMONE AUGUSTUS,MIN,21.5,23.5,20.6,12.2,8.4,12.4,18.9,21.3,9.8,12.5,11.9
BRENE MOSELEY,IND,21.4,18.1,17.9,10.0,5.6,5.7,34.6,47.1,22.2,13.3,10.5
SHENISE JOHNSON,IND,21.3,22.7,29.1,20.6,20.9,20.6,21.6,20.3,9.1,15.6,22.2
BRITTNEY GRINER,PHO,21.3,20.4,0.0,28.4,26.4,27.2,8.3,22.0,21.4,25.6,27.0
MAGGIE LUCAS,IND,21.0,22.8,55.6,20.0,5.6,16.0,16.7,17.2,33.3,18.6,17.9
MATEE AJAVON,ATL,20.9,20.4,11.2,18.4,16.7,16.8,34.9,31.1,17.6,27.5,25.1
AMANDA ZAHUI B,NYL,20.9,20.4,12.5,26.3,41.6,28.9,7.8,24.5,33.3,34.3,27.1
DEWANNA BONNER,PHO,20.9,21.5,31.9,25.8,22.6,21.9,18.9,15.9,23.2,10.3,21.4
IVORY LATTA,WAS,20.7,22.1,43.2,17.3,9.5,10.4,22.5,21.4,5.7,15.1,17.4
KALEENA MOSQUEDA-LEWIS,SEA,20.7,23.7,41.4,9.2,9.8,7.8,13.4,18.1,35.1,22.7,11.2
SUGAR RODGERS,NYL,20.6,22.3,67.1,18.7,5.4,12.7,16.7,17.1,16.5,17.8,15.6
BRIA HARTLEY,WAS,20.5,20.6,29.1,20.2,10.2,13.8,33.5,24.6,28.3,21.2,22.4
