player,team,Usage,pct_FGA,pct_3PA,pct_FTA,pct_OREB,pct_REB,pct_AST,pct_TOV,pct_BLA,pct_PF,pct_PFD
CARLA MCGHEE,ORL,40.0,44.4,0.0,100,50.0,50.0,0.0,0.0,100,0.0,0.0
CHAMIQUE HOLDSCLAW,WAS,32.2,34.0,13.1,43.0,33.5,43.1,17.5,22.2,19.6,18.6,0.0
BETTY LENNOX,MIA,32.1,34.6,55.0,21.1,12.0,18.4,25.0,33.3,24.2,27.1,0.3
LAUREN JACKSON,SEA,29.7,33.7,33.2,27.2,26.6,27.5,11.3,15.5,25.3,21.6,0.3
SHERYL SWOOPES,HOU,29.1,31.3,26.3,30.0,11.0,17.7,26.2,22.3,16.4,12.0,0.0
JENNIFER GILLOM,PHO,28.5,30.9,39.6,37.3,17.6,18.3,13.4,18.5,28.8,22.1,0.0
LENAE WILLIAMS,DET,28.4,35.1,65.1,5.2,13.0,13.1,7.4,20.3,30.0,19.5,0.0
BRANDY REED,PHO,28.0,30.8,22.7,26.8,4.2,5.6,13.3,23.5,16.7,18.2,0.0
SVETLANA ABROSIMOVA,MIN,27.4,28.1,21.0,29.7,23.0,24.5,20.5,26.3,47.3,18.8,0.0
IZIANE CASTRO MARQUES,MIA,26.8,28.7,30.9,21.6,15.2,13.7,14.9,27.3,42.1,23.7,0.0
TARI PHILLIPS,NYL,26.8,27.1,0.7,29.4,33.0,33.4,10.0,27.1,27.3,23.3,0.4
TINA THOMPSON,HOU,26.6,28.0,39.6,23.9,27.7,27.1,16.4,24.6,26.8,20.4,0.6
TAMIKA CATCHINGS,IND,26.0,26.5,38.6,35.0,31.5,32.0,28.5,20.0,15.7,20.8,0.0
SHERI SAM,MIA,25.8,28.3,24.9,21.7,23.8,21.4,20.2,20.1,33.7,15.8,0.0
LISA LESLIE,LAS,25.7,24.6,8.7,37.0,29.0,33.7,16.6,25.5,34.1,23.7,0.4
SHANNON JOHNSON,ORL,25.6,23.9,19.0,38.6,18.6,16.7,42.0,25.7,27.3,14.1,0.0
TAMICHA JACKSON,POR,25.2,26.9,37.1,21.4,11.8,11.7,34.5,23.4,12.0,16.7,0.0
TANGELA SMITH,SAC,24.8,27.9,13.4,19.0,23.0,24.5,9.8,16.3,19.8,23.6,0.0
MWADI MABIKA,LAS,24.6,27.7,41.6,22.3,13.2,18.3,19.5,15.8,22.1,17.0,0.0
MARGO DYDEK,UTA,24.6,24.5,5.3,24.2,23.2,35.1,20.3,27.0,17.9,23.5,0.2
RUTHIE BOLTON,SAC,24.6,28.3,54.8,19.0,16.6,18.0,13.4,14.5,28.9,17.8,0.0
ADRIENNE GOODSON,UTA,24.3,26.0,15.1,22.1,31.0,19.5,16.2,22.7,28.2,16.6,0.0
SWIN CASH,DET,23.9,22.0,21.0,41.3,25.3,24.3,20.5,22.2,32.7,17.1,0.0
KATIE SMITH,MIN,23.9,25.7,42.2,31.0,8.8,11.0,19.0,15.1,8.7,16.3,0.0
KEISHA ANDERSON,CHA,23.8,26.1,40.0,0.0,22.2,20.0,31.3,25.0,0.0,21.1,0.0
CAROLYN YOUNG,POR,23.8,25.2,42.3,20.9,12.8,10.4,14.5,23.7,17.6,19.6,0.0
PENNY TAYLOR,CLE,23.5,25.2,40.1,25.4,24.3,23.6,20.4,18.7,18.9,17.0,0.0
ANDREA STINSON,CHA,23.4,25.9,17.1,19.4,16.3,25.1,25.8,17.6,26.7,11.9,0.0
YOLANDA GRIFFITH,SAC,23.3,21.2,0.0,39.8,44.9,32.7,8.1,22.5,20.4,26.3,0.3
JESSIE HICKS,ORL,23.3,21.2,0.0,27.5,45.1,29.0,13.9,32.9,41.0,33.8,1.3
DEMYA WALKER,POR,23.3,22.8,4.7,24.4,27.9,25.8,16.3,27.9,25.5,24.8,0.0
TONYA EDWARDS,CHA,23.3,25.7,28.1,27.4,17.7,19.2,21.8,15.6,40.9,17.7,0.0
ASJHA JONES,WAS,23.3,25.7,4.7,18.2,23.2,18.5,11.4,17.6,22.4,28.9,0.0
QUACY BARNES,PHO,23.1,26.9,0.0,33.3,0.0,11.1,0.0,0.0,40.0,12.5,0.0
NYKESHA SALES,ORL,23.0,24.4,29.9,20.7,14.9,16.7,16.3,19.9,18.5,18.0,0.0
MARIE FERDINAND-HARRIS,UTA,22.8,23.3,19.3,24.8,6.4,12.0,22.6,21.0,22.7,16.9,0.0
VAL WHITING,MIN,22.8,18.6,0.0,38.7,42.9,31.0,21.7,26.7,42.9,40.0,0.0
TAMIKA WHITMORE,NYL,22.6,23.6,0.3,33.1,22.4,21.9,6.2,14.6,34.3,21.7,0.2
SUE BIRD,SEA,22.5,21.8,31.9,24.4,5.4,9.6,42.4,27.0,20.0,9.0,0.0
ERIKA DE SOUZA,LAS,22.5,23.3,0.0,26.3,57.1,42.4,11.8,18.8,50.0,35.0,0.0
MERLAKIA JONES,CLE,22.5,25.7,17.6,17.4,13.6,21.3,18.0,14.7,19.8,12.9,0.0
LUCIENNE BERTHIEU,CLE,22.5,26.9,16.7,33.3,42.9,33.3,0.0,0.0,66.7,50.0,0.0
KARA WOLTERS,SAC,22.4,24.8,0.0,19.2,38.1,40.4,10.0,20.0,66.7,37.5,0.0
CHASITY MELVIN,CLE,22.4,22.5,2.0,28.9,35.6,25.0,14.2,20.4,27.1,22.8,0.0
SANDY BRONDELLO,MIA,22.2,24.5,22.2,22.5,4.2,8.2,15.7,15.9,18.5,10.8,0.0
KEDRA HOLLAND-CORN,SAC,21.9,22.4,56.1,16.8,13.6,13.7,18.9,25.2,16.0,16.2,0.0
SYLVIA CRAWLEY,POR,21.8,22.9,7.1,19.6,25.1,22.6,14.2,20.5,12.6,23.4,0.0
BECKY HAMMON,NYL,21.8,22.7,50.0,20.1,14.6,15.1,21.9,21.3,14.0,15.1,0.0
GORDANA GRUBIN,PHO,21.8,22.8,40.4,22.6,7.7,10.2,35.7,19.0,14.9,15.0,0.0
JACKIE MOORE,IND,21.6,20.1,2.4,23.7,31.0,29.3,5.8,35.0,52.6,29.1,0.0
DEANNA JACKSON,CLE,21.6,23.1,8.6,35.3,21.3,22.7,12.8,14.3,36.4,14.3,0.0
LAQUANDA QUICK,POR,21.5,22.9,25.9,21.1,20.9,17.3,12.2,19.8,23.3,20.4,0.0
TAMMY SUTTON-BROWN,CHA,21.2,19.6,0.0,37.6,34.4,28.8,4.2,17.8,33.8,30.3,0.0
JAYNETTA SAUNDERS,PHO,21.1,23.5,6.8,23.2,14.7,17.7,23.0,14.2,27.3,13.5,0.0
PAIGE SAUER,CLE,21.1,30.0,0.0,0.0,25.0,28.6,0.0,25.0,0.0,0.0,0.0
VEDRANA GRGIN FONSECA,LAS,21.1,27.9,36.4,5.4,17.6,12.9,4.2,17.0,25.0,19.3,0.0
NIKKI MCCRAY,IND,21.0,21.0,14.7,21.8,11.0,12.4,18.9,23.0,24.3,15.8,0.0
ELAINE POWELL,DET,20.8,20.5,20.6,17.6,15.8,15.5,33.2,25.4,14.9,14.2,0.0
ALICIA THOMPSON,IND,20.6,24.9,23.2,9.0,16.4,17.9,12.0,15.3,3.4,13.5,0.0
TAMARA MOORE,MIN,20.6,19.1,26.4,20.1,12.8,15.7,31.7,27.8,26.1,22.8,0.0
TAMECKA DIXON,LAS,20.6,21.5,14.9,14.1,7.8,10.8,26.6,21.7,18.1,15.9,0.0
GRACE DALEY,HOU,20.5,15.2,17.8,40.5,28.9,14.7,25.0,23.6,22.2,20.0,0.0
