player,team,Usage,pct_FGA,pct_3PA,pct_FTA,pct_OREB,pct_REB,pct_AST,pct_TOV,pct_BLA,pct_PF,pct_PFD
ANGEL MCCOUGHTRY,ATL,34.8,34.0,44.4,50.8,21.9,21.2,18.9,30.4,37.3,23.9,44.1
MONIQUE CURRIE,WAS,29.2,28.0,25.0,34.8,30.4,23.9,16.7,33.3,45.5,30.6,30.3
DIANA TAURASI,PHO,28.4,28.4,43.6,38.6,5.9,11.9,23.4,26.2,10.5,23.7,35.9
LIZ CAMBAGE,TUL,26.4,25.6,2.1,42.6,35.5,29.8,7.0,26.3,21.1,27.7,40.1
CAPPIE PONDEXTER,NYL,26.2,27.0,34.8,31.1,7.3,14.9,35.7,22.9,18.6,13.0,24.5
TINA CHARLES,CON,26.2,27.7,0.7,25.4,45.5,36.8,12.4,20.9,30.3,20.6,24.9
MATEE AJAVON,WAS,25.5,26.6,33.3,28.4,10.0,9.2,28.1,23.4,18.9,22.2,24.6
CANDACE PARKER,LAS,25.4,26.5,15.9,39.5,21.2,33.8,19.3,16.7,25.0,16.5,32.2
DANIELLE ADAMS,SAN,25.4,28.2,38.3,26.1,34.0,24.9,6.0,17.9,49.0,27.1,28.9
ASJHA JONES,CON,24.7,26.8,2.7,17.3,28.3,24.6,14.7,20.8,24.6,28.7,17.4
BECKY HAMMON,SAN,24.7,23.4,40.8,23.1,2.9,12.0,38.1,34.5,18.3,11.3,26.1
CRYSTAL LANGHORNE,WAS,24.7,25.1,2.0,29.9,32.2,27.3,13.2,22.9,37.5,14.8,28.0
BETTY LENNOX,TUL,24.4,25.6,47.2,37.5,11.1,16.7,38.5,25.0,33.3,22.6,27.3
SYLVIA FOWLES,CHI,24.1,24.3,0.0,37.7,37.5,35.7,4.4,18.8,23.5,16.3,37.7
LAUREN JACKSON,SEA,24.0,26.0,29.0,33.3,14.7,23.4,3.1,15.9,25.8,23.6,30.0
EPIPHANNY PRINCE,CHI,24.0,27.3,39.1,24.6,10.7,8.7,24.3,13.5,32.8,16.4,20.1
ESSENCE CARSON,NYL,23.7,26.4,22.8,26.3,15.7,14.6,20.5,15.6,26.6,17.9,24.8
RENEE MONTGOMERY,CON,23.7,22.1,39.8,32.6,4.9,8.3,37.3,29.1,19.2,12.5,31.8
JESSICA DAVENPORT,IND,23.6,24.9,1.1,26.0,33.1,28.9,5.7,20.4,38.4,24.1,21.5
SEIMONE AUGUSTUS,MIN,23.6,26.6,18.8,16.6,7.2,13.3,15.9,15.7,7.8,10.1,15.5
SHAY MURPHY,CHI,23.3,25.1,35.2,26.4,40.0,24.1,14.1,18.4,34.8,31.9,25.0
IVORY LATTA,TUL,23.3,25.1,35.8,15.1,6.9,9.2,30.6,23.6,25.0,16.6,18.2
DELISHA MILTON-JONES,LAS,23.2,23.1,18.0,22.0,29.1,23.4,15.8,26.2,29.2,27.3,28.2
KRISTI TOLIVER,LAS,23.1,24.1,37.6,20.1,10.6,10.5,27.8,23.3,8.9,18.1,18.4
SOPHIA YOUNG-MALCOLM,SAN,23.0,23.6,1.3,32.6,28.1,26.5,15.9,15.1,34.3,18.1,28.3
TAMIKA CATCHINGS,IND,23.0,23.6,20.0,29.6,27.0,28.1,26.3,19.9,16.0,15.6,31.6
DONEEKA LEWIS,TUL,23.0,24.3,41.3,0.0,9.7,14.5,36.8,31.0,14.3,13.7,11.1
JIA PERKINS,SAN,22.6,25.5,32.2,16.9,13.1,17.8,12.2,14.3,12.0,13.0,14.6
KARA BRAXTON,NYL,22.5,23.3,5.5,20.1,38.0,28.1,11.9,23.5,35.3,32.4,22.5
MARIE FERDINAND-HARRIS,PHO,22.5,26.2,20.2,11.3,10.6,10.1,16.0,18.4,35.1,19.9,13.9
SWIN CASH,SEA,22.4,22.6,24.7,29.5,23.3,26.4,17.7,20.5,31.5,18.4,26.3
KATIE DOUGLAS,IND,22.1,24.3,35.0,15.1,15.3,17.7,22.7,19.3,14.6,12.4,16.2
CHARDE HOUSTON,MIN,22.1,23.6,26.1,14.5,20.4,27.8,18.4,27.3,21.4,27.9,14.4
