player,team,Usage,pct_FGA,pct_3PA,pct_FTA,pct_OREB,pct_REB,pct_AST,pct_TOV,pct_BLA,pct_PF,pct_PFD
ANGEL MCCOUGHTRY,ATL,30.8,31.9,36.2,37.6,19.0,16.8,20.7,25.2,28.3,20.7,34.3
DIANA TAURASI,PHO,29.2,28.1,41.2,38.2,5.8,15.0,28.2,30.6,14.7,21.6,39.3
CANDACE PARKER,LAS,28.4,28.5,8.2,35.9,26.4,37.3,15.3,26.2,8.0,11.9,33.3
PLENETTE PIERSON,NYL,27.9,28.8,5.5,30.3,25.4,26.0,14.1,27.6,41.1,28.8,32.0
KARA BRAXTON,PHO,27.8,27.8,1.9,28.9,36.4,33.6,15.8,32.4,34.9,31.2,25.5
CAPPIE PONDEXTER,NYL,26.9,27.7,29.5,37.0,8.3,17.2,30.2,20.4,19.1,16.2,31.8
LAUREN JACKSON,SEA,26.6,29.3,31.4,34.9,30.3,29.0,7.9,13.1,15.7,18.6,31.4
IZIANE CASTRO MARQUES,ATL,26.2,27.8,47.4,23.4,4.6,6.3,18.5,23.1,24.5,14.3,19.8
CHARDE HOUSTON,MIN,25.6,28.1,38.4,16.6,16.6,21.9,17.0,24.8,30.5,17.5,15.8
EPIPHANNY PRINCE,CHI,25.5,26.8,25.9,27.5,11.0,14.2,35.0,23.6,24.6,21.8,22.4
TAMIKA CATCHINGS,IND,25.2,25.3,22.3,33.2,21.8,27.4,29.7,23.1,10.1,17.7,34.3
MONIQUE CURRIE,WAS,24.9,24.9,29.1,33.5,20.3,21.7,17.9,22.9,27.6,27.3,29.7
SCHOLANDA DORRELL,TUL,24.8,25.3,25.9,31.6,12.7,12.3,17.6,22.9,31.9,23.3,31.9
SEIMONE AUGUSTUS,MIN,24.2,28.9,35.7,11.2,4.3,11.5,14.5,13.6,9.9,8.8,12.1
ANDREA RILEY,LAS,24.2,23.4,40.8,34.6,9.3,12.4,30.5,27.0,29.0,23.2,29.5
TINA THOMPSON,LAS,23.8,25.6,34.7,22.7,31.8,25.4,12.0,19.1,29.6,21.9,23.9
SYLVIA FOWLES,CHI,23.4,23.2,0.3,33.2,30.5,39.1,10.9,20.7,31.0,17.1,36.0
SOPHIA YOUNG-MALCOLM,SAN,23.4,25.4,8.3,26.4,21.8,22.1,16.7,17.0,36.0,19.5,23.3
RENEE MONTGOMERY,CON,23.3,24.6,42.8,18.9,5.9,9.0,33.3,22.2,20.5,16.0,19.8
DELISHA MILTON-JONES,LAS,23.2,23.1,16.8,25.5,16.3,19.0,16.4,24.5,26.3,22.9,27.7
ABBY BISHOP,SEA,23.2,24.5,35.8,23.9,32.4,19.4,8.5,21.4,12.5,36.1,20.4
JOY CHEEK,IND,23.2,21.8,23.1,20.0,0.0,8.8,8.3,31.3,33.3,31.8,14.3
TINA CHARLES,CON,23.1,23.4,0.2,31.7,46.7,40.5,10.6,18.8,28.6,16.6,26.7
MATEE AJAVON,WAS,23.1,24.6,27.4,23.6,12.3,12.1,29.2,23.6,32.7,22.1,19.0
CHAMIQUE HOLDSCLAW,SAN,23.1,24.6,9.1,21.6,29.3,24.6,16.2,20.6,20.0,17.5,17.4
SWIN CASH,SEA,22.8,22.1,17.7,25.1,21.5,21.9,14.0,26.1,37.1,20.4,23.2
MONICA WRIGHT,MIN,22.7,24.5,29.0,15.7,10.8,12.4,16.0,22.3,22.0,23.4,15.8
JESSICA DAVENPORT,IND,22.5,23.8,4.0,27.7,26.7,25.1,6.9,20.2,24.3,24.3,20.2
ESSENCE CARSON,NYL,22.5,24.6,25.5,22.4,17.7,18.9,18.2,19.8,26.7,14.5,23.4
SANDRINE GRUDA,CON,22.4,21.1,4.0,38.9,32.9,22.8,11.8,20.3,27.5,17.5,29.4
TAMERA YOUNG,CHI,22.2,22.5,27.0,24.1,21.0,19.4,20.6,22.2,24.1,27.0,20.2
COCO MILLER,ATL,21.9,23.6,35.6,12.1,9.2,7.5,21.2,25.0,12.5,24.3,10.1
SHAY MURPHY,CHI,21.9,22.9,26.4,25.0,29.0,27.2,20.5,19.7,31.1,19.1,20.7
BECKY HAMMON,SAN,21.8,21.2,37.8,21.0,8.0,11.5,35.2,26.6,23.3,13.9,20.3
ASJHA JONES,CON,21.6,23.4,5.8,13.8,24.5,20.4,19.6,19.6,13.2,20.5,15.9
SHAVONTE ZELLOUS,IND,21.6,21.1,20.0,32.8,14.0,15.4,23.8,18.3,18.4,21.8,30.1
KATIE DOUGLAS,IND,20.9,23.4,36.8,13.8,10.7,14.2,25.4,17.1,16.1,11.2,13.1
DEMYA WALKER,CON,20.8,18.3,1.9,29.5,33.7,23.5,18.0,30.8,33.3,39.0,31.4
JIA PERKINS,CHI,20.8,24.8,33.5,9.0,16.6,13.2,20.2,12.5,11.0,15.9,12.1
SHANNA ZOLMAN,TUL,20.5,23.2,48.2,10.5,5.7,8.4,18.7,17.1,10.3,12.5,9.4
ALLIE QUIGLEY,SAN,20.4,19.0,25.0,22.2,0.0,7.7,5.6,23.1,0.0,18.2,22.6
CRYSTAL LANGHORNE,WAS,20.4,21.2,1.7,24.7,34.3,33.7,9.8,18.2,28.9,13.3,21.5
PENNY TAYLOR,PHO,20.3,20.1,21.1,25.5,16.2,16.6,32.1,22.0,21.7,19.1,23.3
JENNIFER LACY,TUL,20.2,21.2,25.0,23.6,26.0,22.4,11.5,17.9,23.8,25.7,21.1
SHAMEKA CHRISTON,CHI,20.2,22.5,37.6,15.7,6.7,14.4,24.0,13.6,31.3,22.3,18.0
KRISTI TOLIVER,LAS,20.1,21.4,34.6,16.8,16.4,13.9,15.5,18.9,9.8,19.9,13.3
IVORY LATTA,TUL,19.8,21.3,36.2,19.6,5.1,6.8,33.6,17.1,7.5,13.7,23.2
ANETE JEKABSONE-ZOGOTA,CON,19.8,21.4,37.9,11.1,4.3,12.3,19.0,17.4,14.3,24.7,11.1
ASHLEY BATTLE,SAN,19.7,26.7,35.7,0.0,40.0,30.0,5.9,17.6,50.0,26.3,0.0
YELENA LEUCHANKA,ATL,19.6,17.9,4.0,20.5,27.1,25.3,7.7,29.5,25.7,30.7,23.5
SEQUOIA HOLMES,PHO,19.6,21.4,22.4,19.5,33.3,17.9,13.6,19.6,33.3,27.6,14.1
LINDSEY HARDING,WAS,19.6,20.0,14.2,18.9,5.9,10.8,33.9,20.1,16.2,12.0,18.3
DOMINIQUE CANTY,CHI,19.5,17.4,3.7,29.1,15.7,12.0,29.6,24.8,21.1,25.1,25.9
SVETLANA ABROSIMOVA,SEA,19.5,21.0,28.3,12.3,11.5,16.6,22.2,22.1,14.8,18.9,15.8
MEGAN FRAZEE,SAN,19.5,21.1,18.0,26.4,31.8,25.3,2.6,15.8,8.3,20.8,25.8
ERIKA DE SOUZA,ATL,19.5,20.8,0.0,15.8,33.9,33.6,6.8,17.0,14.3,24.9,15.3
