player,team,Usage,pct_FGA,pct_3PA,pct_FTA,pct_OREB,pct_REB,pct_AST,pct_TOV,pct_BLA,pct_PF,pct_PFD
ANGEL MCCOUGHTRY,LVA,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TINA CHARLES,WAS,31.1,33.1,21.5,34.5,37.6,33.6,13.2,21.4,36.8,16.6,30.8
NATASHA HOWARD,NYL,29.6,29.8,15.8,25.6,45.9,32.9,12.0,32.2,23.5,23.3,28.9
AERIAL POWERS,MIN,28.5,27.2,25.7,36.4,18.6,16.7,21.0,36.0,27.8,24.2,32.9
ELENA DELLE DONNE,WAS,27.6,28.7,17.2,60.0,25.0,24.5,7.1,13.3,33.3,10.0,40.0
ARIKE OGUNBOWALE,DAL,27.4,29.2,36.2,35.3,9.3,11.6,23.6,19.8,16.9,15.7,33.5
KALANI BROWN,ATL,27.3,37.5,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0
SHYLA HEAL,CHI,26.9,16.3,25.0,35.3,14.3,10.7,25.0,58.8,50.0,35.3,20.0
BREANNA STEWART,SEA,26.6,27.8,26.3,38.2,20.9,31.7,15.1,16.8,25.9,14.9,36.7
JEWELL LOYD,SEA,26.4,27.9,30.4,28.1,14.4,14.8,22.6,23.4,20.5,17.3,26.0
JONQUEL JONES,CON,26.3,26.8,26.4,31.1,32.5,38.5,18.6,24.6,25.0,23.1,30.5
MYISHA HINES-ALLEN,WAS,25.9,26.9,13.7,28.1,34.8,34.7,20.2,23.2,41.5,22.3,24.2
MARINA MABREY,DAL,25.9,28.5,40.9,14.9,11.4,18.1,27.6,26.0,23.8,21.2,18.2
A'JA WILSON,LVA,25.7,26.4,0.3,34.3,35.2,30.8,18.9,15.8,45.0,14.1,33.5
BRITTNEY GRINER,PHO,25.7,27.1,1.8,27.5,37.6,31.7,16.5,19.9,17.3,18.4,27.6
CHENNEDY CARTER,ATL,25.6,25.3,7.9,30.5,8.2,6.6,28.3,28.0,18.8,25.2,25.8
DIANA TAURASI,PHO,25.5,25.2,46.4,31.4,3.2,16.8,34.2,29.9,12.5,20.3,29.4
BETNIJAH LANEY-HAMILTON,NYL,25.4,25.3,14.7,31.3,15.9,14.7,32.3,26.0,16.2,15.1,32.2
