player,team,Usage,pct_FGA,pct_3PA,pct_FTA,pct_OREB,pct_REB,pct_AST,pct_TOV,pct_BLA,pct_PF,pct_PFD
MAYA MOORE,MIN,29.6,31.0,57.8,33.2,29.6,26.7,19.1,23.3,13.6,18.2,34.6
TAMIKA CATCHINGS,IND,29.4,30.0,22.1,39.1,20.4,29.1,21.0,23.9,33.3,15.0,35.9
ANGEL MCCOUGHTRY,ATL,29.2,29.2,32.2,31.6,19.3,18.2,23.6,30.5,29.0,20.7,31.8
ELENA DELLE DONNE,CHI,28.1,30.9,46.2,42.1,26.5,17.9,9.9,9.4,27.3,11.6,33.5
CANDACE PARKER,LAS,27.5,28.4,28.2,35.1,13.4,26.6,27.5,22.1,14.1,12.3,31.7
TINA CHARLES,NYL,26.6,28.0,0.0,30.7,35.5,32.8,16.2,19.5,18.0,12.2,29.5
SKYLAR DIGGINS,TUL,26.5,26.9,23.7,33.0,7.2,8.3,36.7,24.8,21.6,14.5,29.4
NNEKA OGWUMIKE,LAS,25.8,26.2,5.6,34.7,36.1,33.1,11.2,21.1,34.8,24.5,31.3
DANIELLE ADAMS,SAN,25.8,28.1,34.0,24.5,25.9,24.3,10.4,19.5,43.1,31.0,23.1
LYNETTA KIZER,IND,24.5,27.3,0.0,16.9,32.6,30.9,2.2,22.3,48.8,31.7,19.2
ASTOU NDOUR-FALL,SAN,24.4,25.0,13.0,0.0,23.5,23.7,0.0,33.3,25.0,21.1,20.0
JAMIERRA FAULKNER,CHI,24.3,23.5,27.2,22.5,7.4,11.0,45.6,33.6,23.6,20.6,19.9
DIANA TAURASI,PHO,24.2,23.5,46.4,29.2,6.3,14.5,36.0,26.7,24.5,25.3,28.8
JIA PERKINS,SAN,24.2,27.9,36.4,16.5,9.6,12.5,16.2,13.7,9.3,13.2,14.6
ALEX BENTLEY,CON,24.2,26.5,34.2,12.6,2.8,7.9,40.8,21.9,6.9,21.3,13.6
KAYLA MCBRIDE,SAN,23.9,25.8,37.5,25.9,11.5,11.6,13.9,16.0,20.8,11.2,20.0
CAPPIE PONDEXTER,NYL,23.9,24.2,30.9,28.0,9.5,12.6,30.5,23.4,22.3,9.3,21.1
SEIMONE AUGUSTUS,MIN,23.8,26.3,19.9,15.9,8.2,13.3,15.5,17.9,14.9,8.0,16.9
NATASHA HOWARD,IND,23.3,24.3,0.6,24.8,34.7,24.1,9.6,22.5,26.5,29.1,22.9
ODYSSEY SIMS,TUL,23.2,25.0,26.8,21.9,8.3,9.6,32.9,17.6,27.1,15.0,22.5
CHARDE HOUSTON,NYL,22.9,23.7,33.3,20.3,24.0,17.7,16.1,27.3,44.4,39.7,14.5
EPIPHANNY PRINCE,CHI,22.8,23.6,43.8,32.6,9.4,11.2,30.8,15.7,16.0,15.9,28.9
RIQUNA WILLIAMS,TUL,22.8,24.0,29.7,19.2,10.4,14.9,18.6,21.1,0.0,15.5,16.0
JELENA MILOVANOVIC,WAS,22.7,22.9,34.8,23.6,19.0,14.5,11.5,25.4,18.2,19.0,24.0
GLORY JOHNSON,TUL,22.5,21.3,0.7,29.9,30.2,32.6,11.2,24.4,33.6,20.3,32.3
CAMILLE SMITH,SEA,22.5,21.6,18.1,30.1,28.0,20.3,12.7,22.7,30.9,18.5,26.9
CHINEY OGWUMIKE,CON,22.2,22.6,0.0,30.8,44.2,33.4,6.2,17.3,39.1,25.2,25.6
BRITTNEY GRINER,PHO,22.0,23.2,0.0,22.9,36.9,30.2,10.9,18.8,18.0,26.9,25.1
TEMEKA JOHNSON,SEA,22.0,23.1,17.9,17.5,8.9,17.6,48.0,26.1,29.8,18.4,26.9
SUE BIRD,SEA,21.8,23.5,29.0,15.9,3.9,10.5,34.2,21.2,7.1,7.6,13.9
LINDSAY WHALEN,MIN,21.7,21.5,3.6,30.9,10.2,16.0,35.3,20.8,34.8,13.4,27.3
ALLIE QUIGLEY,CHI,21.7,23.4,39.3,14.8,8.2,10.4,19.2,20.0,10.2,13.2,14.7
SYLVIA FOWLES,CHI,21.6,20.1,0.0,30.1,38.1,40.3,4.8,25.8,37.0,24.0,37.1
KELSEY BONE,CON,21.5,21.9,1.2,20.4,24.4,26.5,15.9,23.2,25.4,26.5,21.9
DARXIA MORRIS,LAS,21.4,24.1,41.7,0.0,18.2,11.5,21.4,22.2,0.0,50.0,0.0
RENEE MONTGOMERY,CON,21.4,22.4,46.9,17.5,3.4,5.7,41.1,22.9,12.7,14.7,21.3
MONIQUE CURRIE,WAS,21.3,20.4,25.4,39.8,14.9,22.3,15.1,17.5,6.3,25.0,32.4
