Player,Team,pct_FGA_2PT,pct_FGA_3PT,pct_PTS_MR,pct_PTS_FB,pct_PTS_FT,pct_PTS_IP,pct_AST_2PT,pct_UAST_2PT,pct_AST_3PT,pct_UAST_3PT,Usage,pct_FGA,pct_3PA,pct_FTA,pct_OREB,pct_REB,pct_AST,pct_TOV,pct_BLA,pct_PF,pct_PFD,Unnamed: 0,RA_FGA,ITP_FGA,MR_FGA,LC3_FGA,RC3_FGA,AB3_FGA,Year,year,Total Minutes
ADRIAN WILLIAMS-STRONG,SAC,1.0007430295607904,-1.0118626814062286,-0.8673705085150661,-0.36887635810865893,-0.21060133793429656,1.4414742760054384,0.34326972560254015,-0.12016413082251659,-1.3062508440207257,-0.5779193176361054,-0.10077723508146955,0.026369807490872334,-1.0518333814825995,-0.0877371086794045,0.9092926567366142,1.165632723683367,-0.38392802666486764,-0.18466057991250961,0.46466783706400133,-0.007289735709238169,0.15626754712259372,-1.7220677226460377,0.754782844439754,0.526223549615197,-0.5113441900208311,-0.7174708881137902,-0.7332541953207428,-0.9407643721915011,0,2007,584.8
ANNA DEFORGE,IND,-0.6146618379221799,0.7470955776485445,0.9543152607190601,0.910167779882817,-0.7334714077797208,-0.7368558599388823,0.12219901107763434,0.10531611720961083,0.7375742677815457,0.1353893032090488,-0.10077723508146955,0.4230634332231254,0.9176605883286538,-0.8254414665437184,-0.4643004575874792,-0.3809337134394493,-0.12114049506042812,-0.7488088820482677,0.2985181854035357,-1.2008537842450466,-1.122773924594806,-1.5818994196399647,-0.5110187931487516,-0.38025826913871974,0.8416881787669906,0.6693722810894023,3.2764663038038946,0.6598387572500964,0,2007,795.5999999999999
ARMINTIE HERRINGTON,CHI,0.9430499985792554,-0.949042743582844,-0.8172323680774296,2.586584853949315,0.3233936270142219,0.9348858722974567,0.26957948742757165,-0.0450040481451409,1.0057685132216625,-0.5779193176361054,-0.2363786036188695,-0.5145760457803823,-0.9878887720731432,1.4280937636445281,0.9639242010563224,0.6871985021273879,0.7704600585974921,-0.23996923698464276,0.8547583235711814,-0.4351711870711318,1.1213624757820864,-1.561875376353383,1.3543730938237828,-0.25076086645958884,0.06852682517394965,-0.7174708881137902,-0.7332541953207428,-0.7952549967877195,0,2007,856.8
ASHLEY BATTLE,NYL,-0.5693315992938313,0.6977370550730279,0.5741010290669833,0.5997201735742064,-0.2829131561044085,-0.21645140885704678,-1.2735807943541255,1.5289365067457896,0.6081011837759717,0.47974518913429565,0.07356738160947225,0.5312526038773759,0.5787541584585355,-0.06752603038175213,-0.027248103029813037,0.07524775362555418,0.4982872580071797,-0.6492532993184279,-0.5755734602884786,-0.772972332883153,-0.2855831431070535,-1.541851333066801,-0.24453423786696102,0.526223549615197,-0.060333400424890486,1.3627938656909984,1.0893460315540922,0.5870840695482056,0,2007,758.2
BETTY LENNOX,SEA,-0.1242710745791352,0.213126106149774,0.0727196246906183,0.6618096948359286,0.06752103964305678,-0.22105675798166485,-1.1001919986483168,1.3520892533872582,0.6659016677070314,0.32601488291766756,0.9646620891409543,0.9099147011672541,0.3549480255254385,0.7308115623755193,-0.027248103029813037,-0.002636887092860947,0.7141484446822552,0.5454136934396481,0.0962490442516648,-0.3338308433275256,0.6911394352953243,-1.321586856914401,0.6881617056193062,1.0442131603317208,0.9705484043658309,1.3627938656909984,1.453866076929059,0.5870840695482056,0,2007,935.0
CAMILLE SMITH,SAN,0.6545848436715822,-0.6349430544659201,-0.5832543793684593,0.18992933324684036,-0.3941621071353497,1.2480496127714817,1.0888415471375175,-0.8806073202642022,1.0057685132216625,-0.5779193176361054,-1.2437030556109792,-1.1456795412635123,-0.7896604829038288,-0.481853135483627,1.1590368593409948,0.8207150290732425,-0.8813472829161283,-0.7266854192194143,-0.36608042123832646,-0.07484996487164257,-0.1576789959353134,-1.2815387703412373,0.15519259505572502,-0.25076086645958884,-0.6402044156196713,-0.7174708881137902,-0.7332541953207428,-0.5769909336820471,0,2007,710.5999999999999
CATHRINE KRAAYEVELD,NYL,-0.7836200000823883,0.9310682527027424,0.9459589039794539,-0.6793239644172696,-0.4386616875477263,-0.34079583522173296,0.9414610707875799,-0.7302871549094505,0.9179117776464518,-0.3442492521868307,0.18979712607010057,0.35093731945362444,0.6426987678679917,-0.006892795488794685,-0.027248103029813037,0.05299499913457848,-0.38392802666486764,-0.12935192284037644,0.0673534526585402,-0.2550105759713874,0.27254404455144826,-1.2014425971949099,0.4216771503375156,-0.25076086645958884,0.004096712374529509,-0.02404930351219398,-0.3687341499457758,1.6784043850765673,0,2007,965.6
CHELSEA NEWTON,SAC,0.28370107307600234,-0.2311005970298754,-0.19468379097677632,-0.07084665605239258,0.13427041026162154,-0.7000130669419382,0.6770431573362219,-0.46059509353768985,1.0057685132216625,-0.5779193176361054,-0.35260834807949715,-0.0998508916057542,0.041619439419102885,0.11437367429711985,-0.6672176222035383,-1.0596427254142102,-0.12114049506042812,-0.7266854192194143,-0.36608042123832646,0.9160333961769531,-0.36697669130725163,-1.1013223807620007,-0.3111553766874087,-0.12126346378045776,0.45510750197047006,-0.7174708881137902,-0.004214104570808764,0.005046567933079208,0,2007,666.4000000000001
CHRISTI THOMAS,LAS,0.7040360130843263,-0.6887887154573928,-0.6041452712174744,-0.7041597729219585,-0.25510091834667314,0.9348858722974567,0.7073861965847386,-0.491543362875433,1.0057685132216625,-0.5779193176361054,0.4416282390681275,0.6574733029740024,-0.48912081867938423,0.7813392581196503,1.4243900746081488,1.4882976638025156,-1.0033557797324753,-0.43908040244432217,1.7794172545511635,1.3776949621200485,1.2027560239822843,-1.0612742941888371,0.6881617056193062,1.1737105630108517,0.06852682517394965,-0.7174708881137902,-0.7332541953207428,-0.43148155827826556,0,2007,639.2
DELISHA MILTON-JONES,WAS,-0.03773152810683345,0.11889619941469681,-0.09858568847130648,-0.4061300708656923,-0.08266504424871399,-0.04605349124618014,0.295587806783443,-0.07153113614892069,0.8416151388574531,-0.1413252479808817,1.1583783299086676,1.3787344406690083,0.6618821506908287,-0.10794818697705685,-0.28479681196558054,0.39791269374470273,-0.33700168173550343,0.6339075447550612,0.08902514635338359,-0.5027314162335362,-0.18093429542108463,-0.9411300344693462,1.15450967736244,1.3032079656899827,2.0658603219559724,1.0160830733902004,-0.3687341499457758,1.1691215711633318,0,2007,1142.4
