Player,Team,pct_FGA_2PT,pct_FGA_3PT,pct_PTS_FB,pct_PTS_FT,pct_AST_2PT,pct_UAST_2PT,pct_AST_3PT,pct_UAST_3PT,Usage,pct_FGA,pct_3PA,pct_FTA,pct_OREB,pct_REB,pct_AST,pct_TOV,pct_BLA,pct_PF,pct_PFD,RA_FGA,RA_FG%,ITP_FGA,ITP_FG%,MR_FGA,MR_FG%,LC3_FGA,LC3_FG%,RC3_FGA,RC3_FG%,AB3_FGA,AB3_FG%,EFG%,TS%,year,Total Minutes
ALLIE QUIGLEY,CHI,-0.871997236834254,0.9180021253049102,0.352340106066972,-0.6105591875677584,0.34345643542647497,-0.22289629278184364,0.47251521819975745,0.1690357851286585,0.06828269321992657,0.2380007305759869,0.9179700421133908,-0.2479080351404201,-0.877360072452346,-0.8089460681590332,-0.37946385671696714,-0.6234477637690752,-0.9219655851194126,-0.8305940223155329,-0.6176742537876445,-0.599169466350802,0.7119724429926887,0.037374970402444675,1.1809323097201465,0.8829519058976039,1.1114135874785724,1.6704856136257256,1.2805281869550633,1.3674941350485956,0.46461223892124315,1.9967178664236995,0.9923279237379428,1.3819663789839953,1.2669067596085475,2019,972.4
ALLISHA GRAY,DAL,-0.10327049976240837,0.13255849991502228,0.19092950643152382,0.46683838505354375,0.3675009547652317,-0.24781935215871662,0.6858500105341837,-0.4037659279950972,-0.6015248207994709,-0.691150231897378,-0.11734088678606802,0.5972507955594634,-0.19642389681768943,-0.33944614163785614,0.004138297157178817,-0.638026964960497,-0.5066335157063956,-0.4610902177112846,0.2915815138937953,0.18450035396777723,0.7282508690672685,0.6852077907114844,0.604187289364955,-0.29180713307916534,-0.29585867836139385,-0.14762431004134308,1.1188412636961726,0.008710153726424238,1.0187267805975035,0.4162291366371599,0.6502896550371943,0.6671779759515727,0.9396785394659699,2019,1037.0
ALYSSA THOMAS,CON,1.272998335962992,-1.273638958444293,1.0264667280738442,-0.266849532498386,0.39154547410398904,-0.27274241153558987,-1.8377444841535409,-0.6108026917747679,0.1331027752218031,-0.10332003114892221,-1.3435602139223064,0.770355616305223,0.5826652410706117,0.8293089945957127,0.17254899885802347,0.309621112481929,0.6749146127961526,0.16706625011593806,1.1649456065351786,2.250538971171305,0.5980234604706289,3.1839915261892093,0.23554614233380153,-0.87918665256755,-0.2786968214609064,-0.7536609512636994,-0.677680105847057,-0.6706818369346614,-0.6402987932835151,-1.0984058960749403,-1.4804405434264847,0.5357226374628511,0.26844116481452956,2019,1026.8
BETNIJAH LANEY-HAMILTON,IND,0.004185925849784824,0.02276530496804864,0.6466770818727895,-0.6568277949809431,0.03889252380221997,0.09279579265855026,0.6338171343550554,-0.26574141880865004,-0.8608051488069793,-0.8428483482195601,-0.021886687667678158,-0.8995967720656316,-0.22709669752195324,-0.02977597733665406,-0.2859023557720535,-0.20065092921783906,-1.0150572558499162,-0.7936436418551082,-0.18697415330696265,-0.4566840444746967,-0.23760241135781218,-0.5179103041481609,0.6398622390776473,0.8095294659615557,0.024495983781037577,2.2765222548480817,0.5188031262687338,0.6881021443875099,0.46461223892124315,-0.24230783410723136,0.1400358443524711,-0.26122535212502307,-0.4783104144851977,2019,877.2
BRIA HOLMES,CON,-0.061941105296180125,0.09033034801234013,0.48526648223734126,-0.0619456996685677,0.3234193359775108,-0.20212707663444932,0.5037349439072345,0.0793198541574678,0.3923831032293123,0.48451016959953286,0.5361532456398316,0.3630501557269658,-0.852821831888935,-0.9188290296852661,-0.49173765785086365,-0.4630765506634339,0.31686972537113794,-0.9044947832363825,-0.17501026162694353,0.11325764302972449,-0.2647331214821122,-0.05517257535598946,0.48527079032264747,-0.5120744528873096,0.06454031654884125,-0.14762431004134308,-0.677680105847057,0.6881021443875099,0.46461223892124315,0.021106954190525145,0.35871604893163805,0.0920608700634162,0.05028901805281195,2019,530.4
BRITTNEY SYKES,ATL,0.01245180474303059,0.014319674587512241,0.48526648223734126,-0.055335898609541447,-0.6463762773523537,0.8031029848994364,0.3918642601221087,0.3760725489083292,0.9973705352468317,0.8258309313244426,0.26447590968749146,0.6379813416172894,-0.5522283849871497,-0.09970149830789314,0.44387735159827296,0.572046733927524,0.6462710218021515,-0.6088917395529839,1.045306689734989,1.3956264399146725,-0.24302855338267187,0.4075651534361818,0.2296003173816865,0.2955723864092191,-0.3187411542287103,1.6704856136257256,0.6301874511804142,1.3674941350485956,0.0963085615196571,0.5479365307860383,-0.04500125182990085,-0.2858732280916581,-0.30211060363919445,2019,880.5999999999999
BROOKE MCCARTY-WILLIAMS,DAL,-1.01251717801943,1.0615778417740294,-0.1698706574594783,-0.3792161505018346,-0.7064875756992461,0.8654106333416195,0.7638993248028763,-0.6108026917747679,-1.271332334818868,-1.2031313744847423,0.11028066495778471,-1.123614775383673,-0.7546688696352908,-0.7490099073265424,1.463697711897832,-0.17149252683499475,-0.9649309716104143,-0.2763383154091603,0.27961762221377656,-0.8841403101030126,-1.322830816329813,-0.6104578499065951,-0.8703772987596582,-0.9526090925035982,-1.8404257994052593,-0.14762431004134308,1.1188412636961726,0.008710153726424238,2.6777523544785224,-0.1764541370327923,0.4260022657252281,-0.4173285665803797,-0.46991994730205455,2019,445.4
CANDICE DUPREE,IND,1.2523336387298778,-1.252524882492952,-0.3882497040250848,-0.4849729674462569,0.968613938234156,-0.8708958365805467,-1.8377444841535409,-0.6108026917747679,0.24113624522493168,0.44658564051898747,-1.3068470604152334,-0.5330218575452,-0.5890357458322661,-0.09970149830789314,0.07898749791310981,-0.4630765506634339,-0.957770073861914,-1.6804527729053045,-0.8808798707480615,-0.24295591166053881,0.7119724429926887,1.0553979737452215,1.2641738590497618,4.113539263083719,0.5450723097624885,-0.7536609512636994,-0.677680105847057,-0.6706818369346614,-0.6402987932835151,-1.032552199000501,-1.4804405434264847,0.26459600182986326,0.176146025799957,2019,1043.8
CHELSEA GRAY,LAS,0.0868447147822413,-0.061690998837315644,-0.40723918633513756,-0.38582595156086097,-1.3957637967436127,1.5798716688119847,-0.016593817884048897,1.4595649460219393,1.1054040052499603,0.863755460404988,0.3525874781044666,0.06775369680772916,-0.9264365535791681,-0.6191482255228127,1.8472998657719781,1.636328420901326,-0.34193286749088886,-1.4587504901427553,-0.1391185865868866,0.32698577584388266,0.33214250125248834,1.610683248295827,0.5149999150832244,2.0577109448743727,0.17323207691859507,-0.14762431004134308,1.1188412636961726,0.008710153726424238,1.5728413222737638,1.3381808956793082,0.6110393619076,0.25638004317431806,0.23487929608195768,2019,1108.4
CHEYENNE PARKER-TYUS,CHI,0.9671608169129028,-0.9611506343644454,-0.6066287505906913,0.4998873903486757,0.6961093857282438,-0.5884344969759837,0.7638993248028763,-0.6108026917747679,0.3923831032293123,0.3328120532773507,-0.9323728946430886,0.8314514353919613,1.5212529426210843,1.4886067637531106,-0.9034082620084836,-0.12775492326072932,0.7680062835266565,0.5612036416938031,1.5956457070158607,2.0368108383571464,-0.047687440487712014,-0.14772012111442379,0.06311721872245572,-0.5120744528873096,-0.5189628180677299,-0.7536609512636994,-0.677680105847057,-0.6706818369346614,-0.6402987932835151,-0.7691374107027446,0.07835681229168052,0.24816408451877284,0.5285456474919628,2019,669.8
