Team,Year,Player,mean,lower,upper,minutes,reliability
ATL,2008,SANCHO LYTTLE,5.152357056422824,-1.015135963306448,11.249099166773878,488,medium
ATL,2008,KATIE MATTERA,4.210938475639238,-0.5493569467582324,10.165665828720533,462,medium
ATL,2008,CHIOMA NNAMAKA,3.2726317786627623,-4.163809712876302,10.408248451116458,84,low
ATL,2008,MICHELLE SNOW,2.0426884066321347,-3.670377009169612,7.759966945548442,856,high
ATL,2008,ANN STROTHER,1.5633047472713313,-4.377281554241946,7.855029865171203,159,low
ATL,2008,KRISTIN HAYNIE,0.8537318224778978,-4.039784508041929,5.75764418457859,485,medium
ATL,2008,TAMERA YOUNG,-2.395513649978948,-6.717653665886373,3.0808576117775286,745,high
ATL,2008,JENNIFER LACY,-4.9764090166710275,-9.653264700317026,0.202415582456904,603,high
ATL,2008,BETTY LENNOX,-5.426278417356757,-9.463003962322988,-0.510684002920113,1009,high
ATL,2008,IZIANE CASTRO MARQUES,-6.463728892808133,-12.317716528815234,-0.4876350680646484,669,high
ATL,2008,IVORY LATTA,-8.726691934192726,-12.921552563216016,-3.9496765143900703,958,high
ATL,2008,ERIKA DE SOUZA,-8.871675099614613,-15.67504199762011,-2.02621036018588,277,medium
ATL,2009,IZIANE CASTRO MARQUES,6.5852536900028635,3.7064791906787247,9.429161190303851,914,high
ATL,2009,JENNIFER LACY,5.2454320837818535,2.2110804783541043,8.284633968929183,361,medium
ATL,2009,CHAMIQUE HOLDSCLAW,4.480006501153904,1.0944922180496481,6.815144742618992,707,high
ATL,2009,ERIKA DE SOUZA,4.282819540483203,1.3708994864838184,7.087268641733821,928,high
ATL,2009,IVORY LATTA,3.36346726672867,0.0900721885492109,6.40894878657744,350,medium
ATL,2009,SANCHO LYTTLE,2.745263680309312,-0.5364940255600344,4.926667880536304,931,high
ATL,2009,SHALEE LEHNING,2.5542942581270807,-0.27262281898732615,5.289389520907989,707,high
ATL,2009,ANGEL MCCOUGHTRY,1.095179372042734,-1.864893541622301,3.542611669740449,734,high
ATL,2009,MICHELLE SNOW,-1.0649092976599341,-4.407364439237772,1.457514061952713,503,high
ATL,2009,COCO MILLER,-3.274385618900536,-6.767935327753379,-0.7206442788793783,408,medium
ATL,2009,ARMINTIE HERRINGTON,-5.999800221107848,-8.914124113139778,-2.7407487795758745,422,medium
ATL,2010,ALISON BALES,9.715931983330691,3.1526071395823885,16.236370592458375,530,high
ATL,2010,BRITTAINEY RAVEN,6.973931281755795,-1.9659952645867005,15.45953752110821,124,low
ATL,2010,COCO MILLER,6.520790131273277,-1.0220168205361408,13.742454709414018,197,low
ATL,2010,KELLY MILLER,6.110740824259176,-0.7046768073816038,13.381998881964355,491,medium
ATL,2010,SHALEE LEHNING,4.296271846516565,-2.205304827762334,11.639722624058106,775,high
ATL,2010,IZIANE CASTRO MARQUES,2.155421687799228,-6.185408430176316,10.279158236864498,986,high
ATL,2010,ARMINTIE HERRINGTON,2.142560217134461,-4.716659405936988,8.595272885568047,561,high
ATL,2010,YELENA LEUCHANKA,0.021823778721117553,-8.007586120234347,7.196507908240661,339,medium
ATL,2010,ERIKA DE SOUZA,-0.13683873235857505,-8.461250109817277,8.177044538789927,873,high
ATL,2010,ANGEL MCCOUGHTRY,-1.1861116211086524,-7.2729781173595205,4.81117289581573,1043,high
ATL,2010,SANCHO LYTTLE,-3.290142239116321,-9.860283116843402,3.0851883368097686,931,high
ATL,2011,KELLY MAZZANTE,19.891546350736807,13.731248503975424,26.764920631316897,33,low
ATL,2011,ARMINTIE HERRINGTON,6.44172797030793,3.007824921721817,9.476063264167749,795,high
ATL,2011,ALISON BALES,4.331364809376401,0.2788925962954085,7.158481087035844,686,high
ATL,2011,SANDORA IRVIN,3.428553196636977,-0.3008487355057125,7.526023453074101,249,medium
ATL,2011,LINDSEY HARDING,3.2045886768065195,-0.3377191821633717,5.950418871365252,1037,high
ATL,2011,SANCHO LYTTLE,2.7578756132636864,-1.078621922105957,5.87396518214149,576,high
ATL,2011,ANGEL MCCOUGHTRY,2.5461915134682696,-1.2521606513421417,5.2619329329660465,920,high
ATL,2011,SHALEE LEHNING,2.153259694876962,-2.253747431233298,5.578026099329282,217,medium
ATL,2011,ERIKA DE SOUZA,1.66249175146987,-1.9445656865077245,5.298221997585972,876,high
ATL,2011,IZIANE CASTRO MARQUES,-0.8377995776240674,-4.450570243003616,2.851714070219467,673,high
ATL,2011,COURTNEY PARIS,-1.9410055772867678,-6.364586512637702,1.5083700635164525,268,medium
ATL,2011,COCO MILLER,-3.680132064269812,-7.723250787423463,-0.8192026644960219,539,high
ATL,2012,YELENA LEUCHANKA,8.410809501576878,1.4033699736736793,15.5451885299478,260,medium
ATL,2012,ANGEL MCCOUGHTRY,6.753861251826598,0.7355443464006766,12.972848851790104,717,high
ATL,2012,SANCHO LYTTLE,5.604578942682848,-0.32172643960043046,11.414006445698014,1074,high
ATL,2012,ERIKA DE SOUZA,5.135303050050897,-3.700155169619607,13.878211441836074,448,medium
ATL,2012,TIFFANY HAYES,2.91359145881302,-3.2407034366056524,8.897452651101379,785,high
ATL,2012,KETIA SWANIER,2.1002681814136905,-4.851822502157028,8.483093100899755,387,medium
ATL,2012,ARMINTIE HERRINGTON,2.0031961092739077,-4.270000962100296,7.823095096365945,904,high
ATL,2012,CATHRINE KRAAYEVELD,1.5240192107654524,-4.65139200164653,7.666318762242038,508,high
ATL,2012,ANEIKA MORELLO,0.8402886425887351,-5.434955332725432,6.9933157957088055,612,high
