Player,Team,Year,Pos,Archetype,DBPM,mean,Total Minutes,BPM,RAPM
ANDREA NAGY,WAS,2000,G,Spot-up Shooter,-0.665204591270518,0.7928841061030943,692.3000000000001,-7.005895861669425,-6.4433472437976755
STEPHANIE WHITE,CHA,1999,SG,Spot-up Shooter,-0.6652593812005857,4.696009701797498,564.0,-3.914122204591481,-3.5563581379503066
SHERI SAM,MIA,2001,SG,Primary On-Ball Creator,-0.6657601111472864,4.192111995768217,1100.8,-6.338080880962208,9.487514186280197
SVETLANA ABROSIMOVA,MIN,2007,F,Spot-up Shooter,-0.6658934969522489,-4.342531105813414,843.2,-1.7411372583036462,-3.7979030309986097
CATHRINE KRAAYEVELD,NYL,2008,F,Spot-up Shooter,-0.6665848585646718,0.8110519223648514,962.2,-4.53619046183404,3.737715623277275
KALANA GREENE,NYL,2010,G,Secondary Creator/Distributor,-0.667543900298225,5.1645159777098275,518.1,-5.594024668061577,-4.245557007243784
KIESHA BROWN,HOU,2005,G,Spot-up Shooter,-0.6681924195294462,22.335694071548556,31.200000000000003,-10.32663559820315,-2.7033135098016032
GEORGIA SCHWEITZER,MIN,2002,SG,Spot-up Shooter,-0.6683801693240696,4.096181404094957,513.0,1.7893383568608459,14.338186260679542
ESSENCE CARSON,NYL,2014,G,Secondary Creator/Distributor,-0.6697523024333977,4.821734686277469,364.0,-7.625095572667345,-3.3277060718990095
LINDSEY HARDING,LAS,2014,G,Secondary Creator/Distributor,-0.6700286554497307,-0.8119493344330402,703.6999999999999,-5.874322200369016,-3.026974563420312
KELLY SANTOS,SEA,2008,F,Roller/Cutter,-0.6705075882265372,6.817001463437848,134.2,-7.6539656076293525,-9.194500297189208
DEWANNA BONNER,CON,2024,SG,Primary On-Ball Creator,-0.6710496965620986,5.210541716249101,1272.0,-1.446101155070803,5.680798453925177
LEXIE BROWN,CHI,2021,G,Spot-up Shooter,-0.6711536518697523,4.6260625772936965,161.5,-6.198655433855174,-3.4411647261293314
BRIONNA JONES,CON,2022,F,Interior Primary Option,-0.6715143878293421,2.027572669953684,903.6,1.2214757458264645,7.224041210046597
LAUREN JACKSON,SEA,2008,PowerF,Perimeter-Oriented Big/Wing,-0.6718146357041127,5.685105026630896,693.0,-0.7738889275193124,9.016601121032373
YOLANDA GRIFFITH,SAC,2006,PowerF,Interior Primary Option,-0.6735107345697083,3.425369711023176,853.4000000000001,-2.9534383224364213,2.665435705108389
JIA PERKINS,CHI,2007,G,Primary On-Ball Creator,-0.6735393554938187,-0.2920469519381958,749.1,-0.4606471843337663,-2.513761617770027
KIA NURSE,LAS,2024,G,Spot-up Shooter,-0.6742273621488977,0.291066221469931,812.0,-5.142334885120903,-5.720793590979452
NAZ HILLMON,ATL,2022,F,Roller/Cutter,-0.6744040410792669,1.3107910328244936,673.2,-5.796625418179011,-0.7931119322567788
SANCHO LYTTLE,PHO,2018,F,Roller/Cutter,-0.6764422166570252,2.650981802341541,419.4,-3.028245645140391,5.492527751537107
ELENA DELLE DONNE,WAS,2023,SG,Perimeter-Oriented Big/Wing,-0.67870398611283,8.194844941953415,632.5,3.2536105502987827,8.965191304488329
KRISTIN HAYNIE,SAC,2007,G,Secondary Creator/Distributor,-0.6787347132684779,-2.6437200786674007,520.2,-7.1815292420464205,-5.055519022434662
BROOKE MCCARTY-WILLIAMS,DAL,2019,G,Spot-up Shooter,-0.6806023637072034,6.9393547231666695,445.4,-5.507186617390513,1.8933379026233634
PENNY TAYLOR,PHO,2007,F,Perimeter-Oriented Big/Wing,-0.6807759097531485,1.6655994992806946,1009.8,1.883970640942339,7.674930246866554
CAYLA GEORGE,PHO,2017,PowerF,Spot-up Shooter,-0.6814335432036243,2.7154309605620215,380.8,-4.850915714785356,-1.408102109336057
TAMARA JAMES,WAS,2007,SG,Secondary Creator/Distributor,-0.6820266467651319,-6.661694356689901,399.9,-1.6303921676535098,-13.786564726829763
SYLVIA FOWLES,CHI,2012,C,Interior Primary Option,-0.6822789560776563,2.433515590712787,777.5,-0.15226859814527327,0.28593601610009634
GLORY JOHNSON,DAL,2018,F,Secondary Creator/Distributor,-0.6826920745939755,-0.6754958046493484,652.5,-3.9372795854153386,0.6014078046696356
HAMCHETOU MAIGA-BA,SAC,2009,F,Interior Primary Option,-0.6841872992585988,1.924862604313032,676.5999999999999,-3.8584189093241736,2.042385200765683
STACY CLINESMITH,DET,2002,G,Spot-up Shooter,-0.6842896255504316,-10.21394742050818,104.4,-3.324936634677415,-8.644608656225568
TAMECKA DIXON,IND,2009,G,Secondary Creator/Distributor,-0.6853036910829184,-3.879855761818573,422.4,-5.781906316926834,-9.68580187868273
OLYMPIA SCOTT,PHO,2008,C,Roller/Cutter,-0.6883711336786478,2.021039910561514,69.0,-4.827491217903647,-2.8479491816139006
MICHELLE SNOW,SAN,2010,C,Interior Primary Option,-0.6905488320835831,-4.17739028366772,819.4000000000001,-2.4742348347981262,-4.746471765117669
KAYLA ALEXANDER,SAN,2013,C,Roller/Cutter,-0.6909154508791013,0.774262399129421,369.6,-9.32288237833501,-10.67205215584458
COURTNEY CLEMENTS,CHI,2014,G,Secondary Creator/Distributor,-0.6910696930317108,2.003706284610328,376.2,-6.076669614372409,0.22185662438105025
NIELE IVEY,IND,2004,G,Spot-up Shooter,-0.6921691181410168,-8.225280618665597,180.0,-4.558973751136109,-14.378871695278992
ANGEL MCCOUGHTRY,ATL,2014,SG,Perimeter-Oriented Big/Wing,-0.6934631338031085,4.024667011264238,970.3,-3.2001121482695067,4.49631996735451
ARELLA GUIRANTES,LAS,2021,G,Secondary Creator/Distributor,-0.694676550419151,2.8624885777064697,290.0,-8.711784487536347,3.708578338278551
JASMINE THOMAS,LAS,2023,G,Spot-up Shooter,-0.6950453522386697,3.377676995864007,409.6,-6.701037786353894,-5.381024237005285
DEVEREAUX PETERS,IND,2016,F,Roller/Cutter,-0.6952170277034516,-1.4608802464291697,441.0,-3.8508001024530087,-8.903860972451387
DIJONAI CARRINGTON,CON,2023,SG,Interior Primary Option,-0.695994920716947,6.704976143601047,550.4,-0.3484065830282193,6.785998397851622
JOYNER HOLMES,SEA,2023,F,Secondary Creator/Distributor,-0.6961725670920975,-3.36016143055388,357.0,-2.5185553595072983,-12.059314315545228
BREANNA STEWART,SEA,2022,F,Perimeter-Oriented Big/Wing,-0.6991322231421474,5.068044210545969,1050.6,4.1957901341686386,9.28372879701935
COQUESE WASHINGTON,IND,2003,G,Spot-up Shooter,-0.6994929442725066,-4.937937287311994,350.0,-6.2157303300866396,-2.3077177466567034
SYDNEY WIESE,LAS,2017,G,Spot-up Shooter,-0.6999548218226588,0.3287275968464966,226.8,-3.84378702952296,-7.895556866814593
TANISHA WRIGHT,SEA,2011,G,Secondary Creator/Distributor,-0.6999799212804839,5.124250235404654,953.7,-3.4901675213765357,0.6275528105956019
TIFFANY WOOSLEY,HOU,1997,G,Spot-up Shooter,-0.701464899505984,3.3511933628784742,405.6,,
RUTHIE BOLTON,SAC,2002,G,Primary On-Ball Creator,-0.7020142174952092,-5.408813586525967,736.0,-9.44317728112356,-9.375110288920315
TAYLOR SOULE,CHI,2023,F,Roller/Cutter,-0.7041105323210443,25.34462351654444,52.5,-13.693830580713545,-1.137558381246773
REBEKKAH BRUNSON,MIN,2015,F,Roller/Cutter,-0.7042947312469467,-0.4158940751898011,945.2,-3.9769369335766624,-0.9210307731509588
WENDY PALMER,UTA,1997,F,Perimeter-Oriented Big/Wing,-0.7045867746346688,-1.0860336072247672,932.4,,
KRISTI HARROWER,MIN,2003,G,Spot-up Shooter,-0.7048633089227936,1.7561353517537897,499.1,-6.133145773976424,-8.421931381175082
HELEN LUZ,WAS,2003,G,Spot-up Shooter,-0.7050765922058977,-3.2114978488038903,166.0,-5.551781757594273,-2.954690813256334
ALANA BEARD,WAS,2005,SG,Primary On-Ball Creator,-0.7055257955013607,0.2561213091835058,1017.0,-4.372776786752474,0.2995068221751669
PENNY MOORE,CHA,1997,F,Secondary Creator/Distributor,-0.7072871564305494,6.358328891388969,540.4,,
KRISTI TOLIVER,LAS,2016,G,Spot-up Shooter,-0.7086039080771922,2.293206687994317,1059.3,0.021596280721874805,7.176294845814535
MARISSA COLEMAN,WAS,2009,SG,Spot-up Shooter,-0.7086472823033331,6.841476624414832,523.6,-6.541149347701308,1.4839293548618775
KIERSTAN BELL,LVA,2022,F,Spot-up Shooter,-0.7091767551848932,-7.330887371020856,121.8,-7.871794349469452,-20.86186480472529
SHERI SAM,IND,2007,SG,Secondary Creator/Distributor,-0.7092134020500878,1.5235516530532052,590.6999999999999,-7.76844453090325,-8.624129514559046
LINDSEY MOORE,MIN,2013,G,Secondary Creator/Distributor,-0.7127843156984683,12.858629296707544,131.1,-7.335440891355384,3.1717715898971583
SHERILL BAKER,NYL,2006,G,Secondary Creator/Distributor,-0.7145439107863,-4.301808503746472,590.6999999999999,-7.458261666901111,-13.317216190889255
EDWIGE LAWSON-WADE,SAN,2009,G,Spot-up Shooter,-0.7169836271901779,0.5682347945877101,584.1,-2.0074637140163922,-1.6628825861072967
KAMILA VODICHKOVA,PHO,2006,PowerF,Interior Primary Option,-0.7173255971029072,1.6873205478561346,707.4,-5.0943979760161255,-0.28909026002642535
PENNY TAYLOR,CLE,2002,F,Primary On-Ball Creator,-0.717584622613118,-0.8803700619403659,903.0,-1.2284067002221923,-3.238028397901318
KRYSTAL THOMAS,PHO,2012,C,Roller/Cutter,-0.7181398738062775,-3.436349308671906,771.4000000000001,-7.789722108176781,-9.169589898421933
VICKIE JOHNSON,NYL,2002,SG,Primary On-Ball Creator,-0.7185063612948126,0.4027330413664669,1026.1,6.907176007195001,-18.81439931291834
SHERYL SWOOPES,TUL,2011,SG,Secondary Creator/Distributor,-0.7188040394965025,-9.014240210639674,877.8000000000001,-3.5905973071331685,-11.50821515748839
CAMILLE SMITH,CON,2016,F,Secondary Creator/Distributor,-0.7211381353681429,0.0116671249156259,815.1,-5.295828174780189,-0.7080530993810285
SHERILL BAKER,LAS,2007,G,Primary On-Ball Creator,-0.7211832331129736,-0.0523980296591589,504.9,-7.043514809636553,-3.8598899226048955
EPIPHANNY PRINCE,NYL,2016,G,Spot-up Shooter,-0.7222921278304222,-2.822221720052483,83.4,-3.125782690406097,-15.463090568137682
SHATORI WALKER-KIMBROUGH,PHO,2020,G,Secondary Creator/Distributor,-0.7223988535262644,5.327667107293982,399.0,-1.7551788119903262,4.4621306537576775
CHASITY MELVIN,CLE,2001,PowerF,Interior Primary Option,-0.7286888019983424,-0.0551820286172701,756.0,-6.40915915326103,-9.861169212974037
ALLISHA GRAY,DAL,2019,G,Secondary Creator/Distributor,-0.7300735239301726,-0.3572829956162218,1037.0,-1.3824804192798645,1.7649947829452295
SHANNON BOBBITT,WAS,2012,G,Spot-up Shooter,-0.7301130747041391,0.6373047762981862,417.2,-5.996803301587478,-6.433793579648807
TINA THOMPSON,LAS,2011,F,Primary On-Ball Creator,-0.7301417320562577,-1.851790133369174,850.0,-4.36997418125907,-1.7176806445593562
REBEKKAH BRUNSON,SAC,2005,F,Interior Primary Option,-0.7323634105844525,4.366130746983642,727.5999999999999,-4.651812880068318,-0.7439816581727463
PENNY TAYLOR,PHO,2010,F,Primary On-Ball Creator,-0.732651156546952,3.5192961948388173,960.0,2.966764002752024,5.677432960668085
MEGAN GUSTAFSON,PHO,2022,C,Roller/Cutter,-0.7329961990492586,3.1121987436968297,316.8,-3.7908808749501013,-5.342476793131212
KETIA SWANIER,PHO,2011,G,Spot-up Shooter,-0.7330267997470346,0.0013866555915613,429.2000000000001,-8.753830957513422,0.034170488115524
IMANI MCGEE-STAFFORD,DAL,2019,C,Roller/Cutter,-0.7330534661709867,2.877605095305184,345.1,-5.5810244928687585,2.9766420127812623
DAMIRIS DANTAS,MIN,2020,PowerF,Secondary Creator/Distributor,-0.7345207333079984,1.04367775280131,585.2,-0.13807990200706044,1.71723100753421
HAMCHETOU MAIGA-BA,SAC,2005,F,Roller/Cutter,-0.7357131691921263,7.984171304918535,404.6,-7.330857173220504,-6.648978170715882
DOMINIQUE CANTY,CHI,2010,G,Interior Primary Option,-0.7362134655738383,2.4025075303798573,884.0,-3.859595863542012,1.9078368453461514
ARMINTIE HERRINGTON,CHI,2007,G,Interior Primary Option,-0.7379839154790087,0.2298614208637494,856.8,-4.281671336294953,-1.963677638625628
KELLEY CAIN,CON,2014,C,Roller/Cutter,-0.7395186830665624,-9.52639604165324,45.0,-7.584188971662148,-28.310891668477588
REBECCA ALLEN,CON,2023,SG,Spot-up Shooter,-0.7398098956709156,4.976609231340805,860.0,-6.358636903342684,3.0303184758845587
JASMINE DICKEY,DAL,2022,G,Secondary Creator/Distributor,-0.7403835444718635,-2.522239553126097,94.0,-12.488867123036668,-24.23204030795796
RIQUNA WILLIAMS,LAS,2018,G,Spot-up Shooter,-0.742519846650473,2.412519438524295,547.8000000000001,-2.2585071425552767,-2.068120466599592
ELENA DELLE DONNE,WAS,2017,SG,Perimeter-Oriented Big/Wing,-0.7432270810936649,0.8788668978748818,757.5,6.215983465735026,7.178159401789146
SYLVIA FOWLES,MIN,2015,C,Interior Primary Option,-0.7436571739977792,3.5989138008370616,520.1999999999999,-2.379131558803859,4.55761599457283
DORKA JUHÁSZ,MIN,2024,F,Roller/Cutter,-0.7440513098646906,8.198987173416873,547.4000000000001,-4.335345479080411,6.18815226817927
NOELLE QUINN,WAS,2012,G,Spot-up Shooter,-0.7445696614579296,-3.928294838199307,666.0,-3.0890620066272687,-9.222615148078436
ADIA BARNES,SEA,2003,F,Secondary Creator/Distributor,-0.7464834507081928,-3.071379007605755,396.8,0.45545699184591903,1.05913948762649
BEATRICE MOMPREMIER,CON,2020,F,Roller/Cutter,-0.7470816646718046,0.5541358381702872,186.9,-6.359852048755718,2.99666422342736
SIDNEY SPENCER,NYL,2009,G,Spot-up Shooter,-0.7494372446479156,-0.1496198925628828,339.90000000000003,-3.903166038397517,2.89294573909962
ISABELLE HARRISON,DAL,2021,F,Interior Primary Option,-0.7503366904056745,2.5302364048130803,663.6,-2.3244502868818726,7.3174176063924765
DEWANNA BONNER,PHO,2012,SG,Perimeter-Oriented Big/Wing,-0.7509574120404722,-0.4283397969238645,1120.0,-4.704306528960309,-2.1346885248430523
JORDIN CANADA,ATL,2024,G,Primary On-Ball Creator,-0.7510344900563999,-0.0595802452780866,624.0,-1.3690746281363262,-1.104544711042564
BRIONNA JONES,CON,2024,F,Interior Primary Option,-0.7517541776795762,7.378000016195196,1088.0,-0.004644948154864936,11.250845278514436
TAMERA YOUNG,CHI,2010,F,Secondary Creator/Distributor,-0.7529475979144222,6.625176724322264,595.2,-6.085387087989417,5.093843596114946
PLENETTE PIERSON,NYL,2012,F,Interior Primary Option,-0.7532251027409763,-0.9299724691310808,639.6,-2.325292335056353,2.4641727127009285
SYLVIA FOWLES,CHI,2011,C,Interior Primary Option,-0.7537455233490118,-1.1103653240760591,1176.4,-2.7560142548224054,-2.51804019431312
BREANNA STEWART,SEA,2017,F,Perimeter-Oriented Big/Wing,-0.7539198912581682,-0.717058784683799,1085.7,1.4205052032593113,3.696793134985706
BEGONA GARCIA,DET,2002,G,Spot-up Shooter,-0.7543782017396357,-7.333871083406084,62.4,-14.759764422099217,-13.433891897115757
PLENETTE PIERSON,DET,2006,F,Interior Primary Option,-0.7545214452622083,3.166757716488521,567.8,-4.39771404742219,-0.26331146240732917
ANGEL MCCOUGHTRY,ATL,2015,SG,Perimeter-Oriented Big/Wing,-0.754870433894625,-1.6779792911385902,1020.0,-2.3039131207793675,-1.105744071493997
CANDACE PARKER,LAS,2011,PowerF,Perimeter-Oriented Big/Wing,-0.7557496599715104,0.6148528290856798,554.2,0.08705613768542886,2.2846152519565854
YVONNE ANDERSON,CON,2022,G,Secondary Creator/Distributor,-0.7581232739919523,-1.691252090999272,101.2,-3.0185008931089357,0.02841255961762812
RONEEKA HODGES,MIN,2009,G,Spot-up Shooter,-0.7603043210881175,-0.6620024954068933,900.9,-2.4307236287114016,-1.4851223215376237
COURTNEY VANDERSLOOT,NYL,2023,G,Secondary Creator/Distributor,-0.7608635061195868,3.2451758173946947,1185.6,1.4866894301278433,9.489006451763494
NIESA JOHNSON,CHA,1999,G,Spot-up Shooter,-0.7626819640656182,1.4458106420405932,297.59999999999997,-10.751123889790044,-0.04964293408878073
TAMIKA WHITMORE,NYL,2000,F,Interior Primary Option,-0.7640646232908949,5.201291998681789,688.0,-8.423276418279306,-0.9983014153964147
TYNESHA LEWIS,HOU,2001,G,Secondary Creator/Distributor,-0.7643846663186411,2.3464614055223056,420.5,-6.344648226178674,-5.017383264044801
SATOU SABALLY,DAL,2020,F,Primary On-Ball Creator,-0.7650500437218786,-1.328705196763824,451.2,-0.27372021557594234,-5.47003637045822
TAMIKA RAYMOND,MIN,2002,F,Interior Primary Option,-0.7658535106237865,-0.0519847461884862,1026.1,-2.1600541766474564,-2.3010344062195673
MICHELLE SNOW,HOU,2006,C,Interior Primary Option,-0.7664354164774243,2.5487775699514055,992.8,-4.777933148967462,-2.214851155905712
EMMA MEESSEMAN,WAS,2017,F,Perimeter-Oriented Big/Wing,-0.7674028167994386,-2.25287416956704,653.1999999999999,0.2088990832306038,1.2679752927563532
COURTNEY CLEMENTS,LAS,2015,G,Spot-up Shooter,-0.7679040275632865,29.388404778387603,5.3,-17.31380243868804,-5.3507402596519
SHATORI WALKER-KIMBROUGH,WAS,2024,G,Secondary Creator/Distributor,-0.767998458826958,0.6354798469959569,884.0,-3.126841266632705,-1.4553736692308266
YOLANDA GRIFFITH,SAC,2002,PowerF,Interior Primary Option,-0.7680489999890732,1.4391856150797409,578.0,-7.769189745112483,4.11157562660906
VICTARIA SAXTON,IND,2023,F,Roller/Cutter,-0.7682062582669618,26.4040128623818,54.0,-13.369532507901475,0.23641489978151498
VICKIE JOHNSON,NYL,1998,SG,Primary On-Ball Creator,-0.7683625760605493,3.51118289428395,909.0,-7.720097798179226,-0.33721531707138697
NICOLE POWELL,NYL,2011,F,Spot-up Shooter,-0.7685223795076324,2.084322552933593,933.9,-3.509152497590591,3.524162243835878
MONIQUE BILLINGS,ATL,2018,F,Roller/Cutter,-0.7691086265840995,4.3303777709623565,352.0,-5.487149157090403,2.8792038407036866
SVETLANA ABROSIMOVA,SEA,2010,F,Spot-up Shooter,-0.7693652588835227,3.2637150185167907,686.8,-3.8669989265792655,4.749653549264648
ANDREA STINSON,CHA,2003,G,Primary On-Ball Creator,-0.7716923492555965,-1.2141899529708082,999.6,-0.0469990454199557,0.2972621176901853
ERIN THORN,CHI,2010,G,Spot-up Shooter,-0.7725396840108223,-0.2623691050300304,683.4000000000001,-3.151960515420046,-6.547177702023259
CARLA BOYD,DET,1999,F,Secondary Creator/Distributor,-0.7735355341857878,4.385422281857261,691.2,-3.201644419937538,9.714920872794163
UKARI FIGGS,HOU,2003,G,Spot-up Shooter,-0.7739314452476886,0.6688692115253181,955.4,-17.53440739293935,-13.65266853007481
JACKIE MOORE,IND,2002,C,Roller/Cutter,-0.7741865300901126,3.9963836180145216,131.4,-22.77441520220042,-41.57883042062656
JACLYN JOHNSON,ORL,2001,F,Secondary Creator/Distributor,-0.7745153332021484,2.709128369212469,137.7,-5.187196196398287,-8.108823057530998
DEWANNA BONNER,CON,2020,SG,Primary On-Ball Creator,-0.774914674449707,5.162878181655178,732.5999999999999,-0.39357365820186935,8.159758409951248
TINA CHARLES,CON,2011,C,Perimeter-Oriented Big/Wing,-0.7755435307764595,-1.106894560657587,1135.6,-3.260432960461967,1.5754298674947664
TIFFANI JOHNSON,HOU,2002,C,Roller/Cutter,-0.7759618625571333,8.652275411977643,812.8,-1.950511339047786,11.118841815359039
EPIPHANNY PRINCE,CHI,2011,G,Primary On-Ball Creator,-0.7762312833150761,-1.5304378080518706,999.6,-3.385218033702468,-3.219233418863497
AALIYAH EDWARDS,WAS,2024,F,Interior Primary Option,-0.7789018946667503,-0.1187499297722283,741.2,-4.93450612156334,-6.145197219696856
SYLVIA FOWLES,MIN,2022,C,Interior Primary Option,-0.7793753681581207,-1.8980501755450816,831.0,-1.5242380190723976,-2.4765199142840544
SWIN CASH,DET,2006,F,Perimeter-Oriented Big/Wing,-0.7796220399814056,2.8905686505249437,992.8,-3.39659502804103,0.9804224471975005
ALANNA SMITH,PHO,2020,F,Secondary Creator/Distributor,-0.7811043523363449,8.212605312942546,296.4,-1.188025755076248,11.155029944066914
BETTY LENNOX,MIN,2001,G,Primary On-Ball Creator,-0.782526207102827,6.707647413037914,239.8,-4.1051178600670974,15.934964002944689
JENNIFER AZZI,SAN,2003,G,Spot-up Shooter,-0.7826218807973868,0.1189092750567515,1135.6,-4.373089661612528,-1.5874169729794816
TIFFANY TRAVIS,CHA,2000,F,Secondary Creator/Distributor,-0.7830809439312139,-3.3380168942222936,576.0,-4.719808462309422,-6.989137821261291
ALYSHA CLARK,SEA,2019,F,Spot-up Shooter,-0.7836284414937839,5.443402128501993,880.4,-1.1309385847987259,6.78089230905771
SAMI WHITCOMB,SEA,2024,G,Spot-up Shooter,-0.7843343383310515,2.714914049215782,612.0,-4.72212790748654,-0.29994184624680775
RESHANDA GRAY,PHO,2022,F,Roller/Cutter,-0.7844268941841052,2.1517644815496992,237.6,-10.187589923648478,-5.0641007753231975
LINDSAY WHALEN,MIN,2018,G,Secondary Creator/Distributor,-0.786348639964025,1.4030498885041758,617.6,-3.606545774647992,-1.054595528003479
LIZ CAMBAGE,LVA,2019,C,Perimeter-Oriented Big/Wing,-0.7863684998043056,0.6479250589815716,806.4,-0.38880172968540294,1.9167332926912786
KAYLA ALEXANDER,SAN,2014,C,Roller/Cutter,-0.7863836736223296,2.444848567526411,297.0,-7.880269650947008,2.8129612050128894
ANDREA STINSON,CHA,2002,G,Primary On-Ball Creator,-0.7879992099709567,0.6498940666124119,950.4,-3.846381980260914,3.8090167767479297
EMMA MEESSEMAN,WAS,2013,F,Roller/Cutter,-0.7885314882839585,7.195135269719814,499.7999999999999,-4.14679605158619,7.020949942513468
